노선명,역명,승차총승객수,하차총승객수,승하차총승객수
4호선,숙대입구(갈월),258306,253903,512209
4호선,신용산,301631,313495,615126
4호선,쌍문,604636,545169,1149805
4호선,이촌(국립중앙박물관),134345,153816,288161
4호선,창동,530474,563636,1094110
4호선,총신대입구(이수),388516,427393,815909
4호선,충무로,527255,549889,1077144
4호선,한성대입구(삼선교),264318,261185,525503
4호선,혜화,591108,601646,1192754
4호선,회현(남대문시장),491849,522844,1014693
5호선,강동,423894,361720,785614
5호선,개롱,124200,128226,252426
5호선,개화산,103603,98449,202052
5호선,거여,150021,139857,289878
5호선,고덕,166423,168964,335387
5호선,공덕,278802,302289,581091
5호선,광나루(장신대),259106,233014,492120
5호선,광화문(세종문화회관),618831,650125,1268956
5호선,군자(능동),215792,238854,454646
5호선,굽은다리(강동구민회관앞),176384,164781,341165
5호선,길동,151532,157313,308845
5호선,김포공항,117456,111220,228676
5호선,까치산,586128,556477,1142605
5호선,답십리,318332,291777,610109
5호선,동대문역사문화공원(DDP),56628,64838,121466
5호선,둔촌동,162035,162415,324450
5호선,마곡,171439,161556,332995
5호선,마장,109604,102746,212350
5호선,마천,103543,103946,207489
5호선,마포,280741,291202,571943
5호선,명일,163200,169153,332353
5호선,목동,345570,377561,723131
5호선,발산,376278,388872,765150
5호선,방이,134570,139139,273709
5호선,방화,134107,126394,260501
5호선,상일동,374694,319357,694051
5호선,서대문,346750,355736,702486
5호선,송정,139295,129149,268444
5호선,신금호,122764,124208,246972
5호선,신길,72747,79037,151784
5호선,신정(은행정),272043,210049,482092
5호선,아차산(어린이대공원후문),284519,279576,564095
5호선,애오개,140174,140955,281129
5호선,양평,145441,143149,288590
5호선,여의나루,203085,208938,412023
5호선,여의도,510561,539491,1050052
5호선,영등포구청,79534,78998,158532
5호선,영등포시장,176811,181897,358708
5호선,오금,73575,71772,145347
5호선,오목교(목동운동장앞),436569,474570,911139
5호선,올림픽공원(한국체대),80334,70060,150394
5호선,왕십리(성동구청),87351,98169,185520
5호선,우장산,280150,276381,556531
5호선,을지로4가,120914,124327,245241
5호선,장한평,356814,355358,712172
5호선,종로3가,235770,238368,474138
5호선,천호(풍납토성),356490,378043,734533
5호선,청구,81439,72382,153821
5호선,충정로(경기대입구),100515,101528,202043
5호선,행당,161792,142862,304654
5호선,화곡,571750,529177,1100927
6호선,고려대(종암),153106,146898,300004
6호선,공덕,358882,354569,713451
6호선,광흥창(서강),173567,168488,342055
6호선,구산,145003,107716,252719
6호선,녹사평(용산구청),83551,82155,165706
6호선,대흥(서강대앞),153569,159705,313274
6호선,독바위,54555,57019,111574
6호선,돌곶이,178729,168092,346821
6호선,동묘앞,156814,158280,315094
6호선,디지털미디어시티,263246,283630,546876
6호선,마포구청,275979,242232,518211
6호선,망원,273514,301763,575277
6호선,버티고개,43248,41479,84727
6호선,보문,142845,131284,274129
6호선,봉화산(서울의료원),181748,163874,345622
6호선,불광,89193,91433,180626
6호선,삼각지,106828,92517,199345
6호선,상수,148284,168749,317033
6호선,상월곡(한국과학기술연구원),122915,108247,231162
6호선,새절(신사),255462,239400,494862
6호선,석계,248116,253254,501370
6호선,신내,3,0,3
6호선,신당,150050,161381,311431
6호선,안암(고대병원앞),202212,204810,407022
6호선,약수,70245,71698,141943
6호선,역촌,74344,87033,161377
6호선,연신내,12,0,12
6호선,월곡(동덕여대),226510,219495,446005
6호선,월드컵경기장(성산),95366,99629,194995
6호선,응암,344679,337823,682502
6호선,이태원,152245,160117,312362
6호선,증산(명지대앞),200763,195086,395849
6호선,창신,68107,54232,122339
6호선,청구,75793,83855,159648
6호선,태릉입구,106487,120151,226638
6호선,한강진,128257,151859,280116
6호선,합정,244773,243226,487999
6호선,화랑대(서울여대입구),227158,172950,400108
6호선,효창공원앞,137597,121996,259593
7호선,가산디지털단지,901880,906150,1808030
7호선,강남구청,307766,345610,653376
7호선,건대입구,238272,253722,491994
7호선,고속터미널,306015,260744,566759
7호선,공릉(서울과학기술대),230563,231244,461807
7호선,광명사거리,470816,461724,932540
7호선,군자(능동),286571,226193,512764
7호선,굴포천,168691,176976,345667
7호선,까치울,146811,141984,288795
7호선,남구로,314925,333342,648267
7호선,남성,224935,207275,432210
7호선,내방,283429,292221,575650
7호선,노원,389402,417887,807289
7호선,논현,399519,439197,838716
7호선,대림(구로구청),153238,151425,304663
7호선,도봉산,182281,213065,395346
7호선,뚝섬유원지,184728,183885,368613
7호선,마들,234039,220185,454224
7호선,먹골,203819,196295,400114
7호선,면목,307964,297937,605901
7호선,반포,121228,116482,237710
7호선,보라매,200333,200560,400893
7호선,부천시청,230259,224391,454650
7호선,부천종합운동장,87247,74826,162073
7호선,부평구청,226262,181601,407863
7호선,사가정,314320,314055,628375
7호선,삼산체육관,90795,80457,171252
7호선,상도,203591,193646,397237
7호선,상동,244512,251810,496322
7호선,상봉(시외버스터미널),337308,318203,655511
7호선,수락산,253143,250701,503844
7호선,숭실대입구(살피재),238931,238713,477644
7호선,신대방삼거리,324328,308270,632598
7호선,신중동,276976,277772,554748
7호선,신풍,217103,206177,423280
7호선,어린이대공원(세종대),226780,224195,450975
7호선,온수(성공회대입구),206105,192117,398222
7호선,용마산(용마폭포공원),120809,115488,236297
7호선,이수,311047,306014,617061
7호선,장승배기,200588,193590,394178
7호선,장암,48726,18809,67535
7호선,중계,283591,253357,536948
7호선,중곡,192104,178210,370314
7호선,중화,221305,214129,435434
7호선,천왕,200766,187075,387841
7호선,철산,439327,453622,892949
7호선,청담,389185,436099,825284
7호선,춘의,180493,175874,356367
7호선,태릉입구,165840,156195,322035
7호선,하계,349161,328002,677163
7호선,학동,457303,492591,949894
8호선,가락시장,155286,175504,330790
8호선,강동구청,205424,215176,420600
8호선,남한산성입구(성남법원.검찰청),267302,239904,507206
8호선,단대오거리,203357,193303,396660
8호선,모란,88976,67125,156101
8호선,몽촌토성(평화의문),106662,113684,220346
8호선,문정,404429,423757,828186
8호선,복정,202558,175632,378190
8호선,산성,106389,103742,210131
8호선,석촌,148109,170363,318472
8호선,송파,174010,165430,339440
8호선,수진,96783,87135,183918
8호선,신흥,88714,95521,184235
8호선,암사,372602,326841,699443
8호선,잠실(송파구청),263042,303660,566702
8호선,장지,336238,320753,656991
8호선,천호(풍납토성),321155,372125,693280
9호선,가양,397127,383880,781007
9호선,개화,50068,36180,86248
9호선,고속터미널,222806,289696,512502
9호선,공항시장,55113,60679,115792
9호선,구반포,52787,56121,108908
9호선,국회의사당,315044,316187,631231
9호선,김포공항,129265,163833,293098
9호선,노들,85588,73182,158770
9호선,노량진,522706,521615,1044321
9호선,당산,349533,346332,695865
9호선,동작(현충원),37097,30321,67418
9호선,등촌,202826,200781,403607
9호선,마곡나루(서울식물원),193501,193972,387473
9호선,사평,57381,55419,112800
9호선,샛강,105873,110973,216846
9호선,선유도,149031,144660,293691
9호선,신논현,601100,614983,1216083
9호선,신목동,76861,68412,145273
9호선,신반포,52733,53181,105914
9호선,신방화,130881,126464,257345
9호선,양천향교,175963,180744,356707
9호선,여의도,460709,447281,907990
9호선,염창,330822,322495,653317
9호선,증미,134727,134026,268753
9호선,흑석(중앙대입구),149245,156739,305984
9호선2~3단계,둔촌오륜,17311,15923,33234
9호선2~3단계,봉은사,291592,293111,584703
9호선2~3단계,삼성중앙,125328,129064,254392
9호선2~3단계,삼전,120951,118449,239400
9호선2~3단계,석촌,142353,123533,265886
9호선2~3단계,석촌고분,103775,102497,206272
9호선2~3단계,선정릉,177291,190910,368201
9호선2~3단계,송파나루,78863,84973,163836
9호선2~3단계,언주,180409,181264,361673
9호선2~3단계,올림픽공원(한국체대),101958,100036,201994
9호선2~3단계,종합운동장,80147,77356,157503
9호선2~3단계,중앙보훈병원,185634,166386,352020
9호선2~3단계,한성백제,44799,40041,84840
경강선,경기광주,134646,128000,262646
경강선,곤지암,37757,37288,75045
경강선,부발,33827,31210,65037
경강선,삼동,43483,39206,82689
경강선,세종대왕릉,5628,5598,11226
경강선,신둔도예촌,21303,19645,40948
경강선,여주,37167,37193,74360
경강선,이매,21315,17773,39088
경강선,이천,46898,49603,96501
경강선,초월,52970,50691,103661
경강선,판교,82656,80100,162756
경부선,가산디지털단지,356597,411585,768182
경부선,관악,145327,134627,279954
경부선,광명,58502,48137,106639
경부선,구로,353631,356999,710630
경부선,군포,145145,144185,289330
경부선,금정,508146,520499,1028645
경부선,금천구청,229230,226676,455906
경부선,남영,194735,204439,399174
경부선,노량진,180159,176049,356208
경부선,당정,121082,115349,236431
경부선,대방,260828,263786,524614
경부선,독산,324019,338974,662993
경부선,두정,87947,88960,176907
경부선,명학,177264,173610,350874
경부선,병점,260166,258426,518592
경부선,서동탄,31682,27240,58922
경부선,서울역,92881,25513,118394
경부선,서정리,120730,114765,235495
경부선,석수,202394,178192,380586
경부선,성균관대,266620,263155,529775
경부선,성환,69619,67549,137168
경부선,세류,60878,56493,117371
경부선,세마,48411,43912,92323
경부선,송탄,78710,73641,152351
경부선,수원,672765,720215,1392980
경부선,신길,185715,155732,341447
경부선,신도림,79943,80306,160249
경부선,안양,432838,435045,867883
경부선,영등포,754967,788148,1543115
경부선,오산,174333,173778,348111
경부선,오산대,58626,53015,111641
경부선,용산,606212,617554,1223766
경부선,의왕,174753,172918,347671
경부선,지제,46588,41652,88240
경부선,직산,14525,14744,29269
경부선,진위,29130,25406,54536
경부선,천안,97024,99897,196921
경부선,평택,217342,214336,431678
경부선,화서,145117,140322,285439
경원선,가능,129041,123952,252993
경원선,광운대,165656,156036,321692
경원선,녹양,91484,86169,177653
경원선,녹천,92714,76975,169689
경원선,덕계,48610,43169,91779
경원선,덕정,116257,112562,228819
경원선,도봉,121510,115478,236988
경원선,도봉산,164000,103789,267789
경원선,동두천,39579,47978,87557
경원선,동두천중앙,64055,61789,125844
경원선,망월사,145532,148016,293548
경원선,방학,191677,187594,379271
경원선,보산,29842,26834,56676
경원선,서빙고,34820,31172,65992
경원선,석계,172771,195067,367838
경원선,소요산,66333,53361,119694
경원선,신이문,175549,159107,334656
경원선,양주,155932,143908,299840
경원선,옥수,937,566,1503
경원선,왕십리(성동구청),267325,305088,572413
경원선,외대앞,146019,142805,288824
경원선,월계,120290,111533,231823
경원선,응봉,36002,30663,66665
경원선,의정부,356036,372822,728858
경원선,이촌(국립중앙박물관),74682,57120,131802
경원선,지행,125531,123466,248997
경원선,창동,6,0,6
경원선,청량리(서울시립대입구),275946,298625,574571
경원선,한남,82410,77063,159473
경원선,회룡,245842,240662,486504
경의선,가좌,103271,95258,198529
경의선,강매,58300,49409,107709
경의선,검암,4,0,4
경의선,계양,3,0,3
경의선,곡산,11309,11806,23115
경의선,공덕,63752,59342,123094
경의선,금릉,87515,86582,174097
경의선,금촌,128770,126194,254964
경의선,능곡,74523,67999,142522
경의선,디지털미디어시티,44774,42998,87772
경의선,문산,107345,105920,213265
경의선,백마,132196,124334,256530
경의선,서강대,38540,37331,75871
경의선,서울역,80834,102764,183598
경의선,수색,45750,47542,93292
경의선,신촌,15784,20755,36539
경의선,야당,113848,109642,223490
경의선,운정,114858,107585,222443
경의선,월롱,44858,40242,85100
경의선,일산,179018,177880,356898
경의선,임진강,450,429,879
경의선,탄현,146955,141894,288849
경의선,파주,30235,23674,53909
경의선,풍산,102983,96304,199287
경의선,행신,149282,148081,297363
경의선,홍대입구,30239,33974,64213
경의선,화전,32817,29854,62671
경의선,효창공원앞,54548,61835,116383
경인선,간석,114462,108525,222987
경인선,개봉,427604,436340,863944
경인선,구일,124012,126742,250754
경인선,도원,59110,60555,119665
경인선,도화,72304,64876,137180
경인선,동암,308883,309217,618100
경인선,동인천,276370,263244,539614
경인선,백운,142424,141058,283482
경인선,부개,166258,155933,322191
경인선,부천,660339,667402,1327741
경인선,부평,588076,634216,1222292
경인선,소사,190992,181384,372376
경인선,송내,562272,560493,1122765
경인선,역곡,545779,541696,1087475
경인선,오류동,234036,222021,456057
경인선,온수(성공회대입구),125374,123741,249115
경인선,인천,64189,50824,115013
경인선,제물포,197934,185167,383101
경인선,주안,376071,341849,717920
경인선,중동,181564,171324,352888
경춘선,가평,33631,33899,67530
경춘선,갈매,56755,49412,106167
경춘선,강촌,8695,8348,17043
경춘선,굴봉산,3876,3848,7724
경춘선,금곡,29665,28173,57838
경춘선,김유정,6210,6762,12972
경춘선,남춘천,45030,46715,91745
경춘선,대성리,11155,10494,21649
경춘선,마석,73480,71882,145362
경춘선,백양리,2271,2182,4453
경춘선,별내,49859,48635,98494
경춘선,사릉,67666,64012,131678
경춘선,상천,6849,6555,13404
경춘선,신내,26755,26758,53513
경춘선,천마산,31095,29115,60210
경춘선,청평,32804,33260,66064
경춘선,춘천,27232,24054,51286
경춘선,퇴계원,71204,65024,136228
경춘선,평내호평,112445,110065,222510
공항철도 1호선,검암,142745,138109,280854
공항철도 1호선,계양,181114,164776,345890
공항철도 1호선,공덕,39624,51449,91073
공항철도 1호선,공항화물청사,45788,50810,96598
공항철도 1호선,김포공항,159302,97658,256960
공항철도 1호선,디지털미디어시티,249899,227323,477222
공항철도 1호선,마곡나루(서울식물원),145168,132779,277947
공항철도 1호선,서울역,131278,120999,252277
공항철도 1호선,영종,53389,54367,107756
공항철도 1호선,운서,115037,115262,230299
공항철도 1호선,인천공항1터미널,66943,65981,132924
공항철도 1호선,인천공항2터미널,34478,30646,65124
공항철도 1호선,청라국제도시,118004,110873,228877
공항철도 1호선,홍대입구,147950,152154,300104
과천선,경마공원,23304,22757,46061
과천선,과천,97141,87618,184759
과천선,대공원,59466,62908,122374
과천선,범계,503372,494125,997497
과천선,선바위,173264,151143,324407
과천선,인덕원,468248,478483,946731
과천선,정부과천청사,181599,180338,361937
과천선,평촌,346158,343189,689347
분당선,가천대,151261,165555,316816
분당선,강남구청,180578,207950,388528
분당선,개포동,63573,67561,131134
분당선,구룡,27780,27433,55213
분당선,구성,93831,96124,189955
분당선,기흥,181951,171521,353472
분당선,대모산입구,65871,61474,127345
분당선,도곡,123247,124985,248232
분당선,망포,252545,238619,491164
분당선,매교,44661,44659,89320
분당선,매탄권선,83123,78761,161884
분당선,모란,405171,414631,819802
분당선,미금,304314,324219,628533
분당선,보정,46953,39358,86311
분당선,복정,6,0,6
분당선,상갈,103352,97339,200691
분당선,서울숲,182389,184998,367387
분당선,서현,479053,488342,967395
분당선,선릉,256208,403691,659899
분당선,선정릉,155005,166681,321686
분당선,수내,243391,245145,488536
분당선,수서,263911,269785,533696
분당선,수원,149323,102133,251456
분당선,수원시청,208103,232449,440552
분당선,신갈,86369,84143,170512
분당선,압구정로데오,318007,362917,680924
분당선,야탑,499339,525866,1025205
분당선,영통,151000,156109,307109
분당선,오리,225630,190301,415931
분당선,이매,105115,99142,204257
분당선,정자,320950,346237,667187
분당선,죽전,261191,282571,543762
분당선,청명,76926,72742,149668
분당선,태평,267617,259869,527486
분당선,한티,251527,268480,520007
수인선,남동인더스파크,41293,45071,86364
수인선,달월,1576,1097,2673
수인선,소래포구,102598,97885,200483
수인선,송도,46527,43634,90161
수인선,숭의,68713,63414,132127
수인선,신포,30717,32307,63024
수인선,연수,81645,82565,164210
수인선,원인재,79580,81810,161390
수인선,월곶,42931,40659,83590
수인선,인천,16953,27956,44909
수인선,인천논현,102358,107621,209979
수인선,인하대,91173,85975,177148
수인선,호구포,65052,65400,130452
안산선,고잔,157797,153437,311234
안산선,대야미,102253,90096,192349
안산선,반월,88128,83100,171228
안산선,산본,327933,348225,676158
안산선,상록수,354478,348404,702882
안산선,수리산,84612,67372,151984
안산선,신길온천,31236,28460,59696
안산선,안산,228458,205823,434281
안산선,오이도,174681,169238,343919
안산선,정왕,141723,150526,292249
안산선,중앙,308456,324595,633051
안산선,초지,81844,81120,162964
안산선,한대앞,145880,145288,291168
우이신설선,4.19민주묘지,54942,53413,108355
우이신설선,가오리,76544,75198,151742
우이신설선,보문,28686,29011,57697
우이신설선,북한산보국문,109553,104664,214217
우이신설선,북한산우이,51748,48072,99820
우이신설선,삼양,41775,44426,86201
우이신설선,삼양사거리,46724,47546,94270
우이신설선,성신여대입구(돈암),58649,67936,126585
우이신설선,솔밭공원,45068,43253,88321
우이신설선,솔샘,108332,100312,208644
우이신설선,신설동,41869,41755,83624
우이신설선,정릉,84624,78867,163491
우이신설선,화계,62157,57918,120075
일산선,대곡,36912,28048,64960
일산선,대화,265247,208343,473590
일산선,마두,148765,154604,303369
일산선,백석,201301,201408,402709
일산선,삼송,349226,336250,685476
일산선,원당,225011,213237,438248
일산선,원흥,179865,167503,347368
일산선,정발산,145248,152456,297704
일산선,주엽,172341,174790,347131
일산선,화정,339663,350705,690368
장항선,배방,18499,17752,36251
장항선,봉명,22478,21439,43917
장항선,신창(순천향대),28722,25939,54661
장항선,쌍용(나사렛대),38360,35018,73378
장항선,아산,47838,43970,91808
장항선,온양온천,68378,69610,137988
중앙선,구리,267587,272293,539880
중앙선,국수,14954,14670,29624
중앙선,덕소,115362,113756,229118
중앙선,도농,192362,173420,365782
중앙선,도심,51321,39938,91259
중앙선,망우,148666,145283,293949
중앙선,상봉(시외버스터미널),119312,115007,234319
중앙선,신원,4623,4136,8759
중앙선,아신,11752,11526,23278
중앙선,양수,38264,38299,76563
중앙선,양원,30132,30626,60758
중앙선,양정,17679,15559,33238
중앙선,양평,54432,55259,109691
중앙선,오빈,6079,5940,12019
중앙선,용문,41681,42754,84435
중앙선,운길산,18581,17889,36470
중앙선,원덕,7489,7353,14842
중앙선,중랑,110476,105619,216095
중앙선,지평,1134,1020,2154
중앙선,팔당,19027,19317,38344
중앙선,회기,452318,437165,889483
