노선명,역명,승차총승객수,하차총승객수,승하차총승객수
1호선,동대문,247393,252113,499506
1호선,동묘앞,170081,179344,349425
1호선,서울역,929658,886086,1815744
1호선,시청,461629,469420,931049
1호선,신설동,319925,317949,637874
1호선,제기동,354459,362931,717390
1호선,종각,837445,825978,1663423
1호선,종로3가,566429,529367,1095796
1호선,종로5가,493771,495426,989197
1호선,청량리(서울시립대입구),443973,441736,885709
2호선,강남,1889808,1904890,3794698
2호선,강변(동서울터미널),697613,686006,1383619
2호선,건대입구,709953,779180,1489133
2호선,교대(법원.검찰청),777685,880104,1657789
2호선,구로디지털단지,1352257,1353603,2705860
2호선,구의(광진구청),520886,506215,1027101
2호선,낙성대(강감찬),600630,572732,1173362
2호선,당산,429406,499346,928752
2호선,대림(구로구청),547031,553067,1100098
2호선,도림천,28139,29507,57646
2호선,동대문역사문화공원(DDP),261771,292873,554644
2호선,뚝섬,428674,465008,893682
2호선,문래,464826,477984,942810
2호선,방배,383334,395659,778993
2호선,봉천,536676,489822,1026498
2호선,사당,805455,886282,1691737
2호선,삼성(무역센터),1158509,1193001,2351510
2호선,상왕십리,302069,290463,592532
2호선,서울대입구(관악구청),1044715,1011132,2055847
2호선,서초,484154,481204,965358
2호선,선릉,1282442,1148316,2430758
2호선,성수,708433,781070,1489503
2호선,시청,522326,521786,1044112
2호선,신답,34771,39299,74070
2호선,신당,296947,301224,598171
2호선,신대방,580073,554071,1134144
2호선,신도림,1074048,1054615,2128663
2호선,신림,1383978,1329295,2713273
2호선,신설동,69193,67539,136732
2호선,신정네거리,208060,216322,424382
2호선,신촌,680258,712448,1392706
2호선,아현,218029,205962,423991
2호선,양천구청,144439,151472,295911
2호선,역삼,1110451,1237599,2348050
2호선,영등포구청,503306,510499,1013805
2호선,왕십리(성동구청),347106,283273,630379
2호선,용답,54849,53201,108050
2호선,용두(동대문구청),48734,50987,99721
2호선,을지로3가,465538,466295,931833
2호선,을지로4가,285034,281135,566169
2호선,을지로입구,862231,887665,1749896
2호선,이대,254900,263360,518260
2호선,잠실(송파구청),1373824,1370454,2744278
2호선,잠실나루,325431,315257,640688
2호선,잠실새내,447424,452174,899598
2호선,종합운동장,153697,166113,319810
2호선,충정로(경기대입구),221704,234871,456575
2호선,한양대,178584,200390,378974
2호선,합정,644550,680790,1325340
2호선,홍대입구,995569,1058715,2054284
3호선,가락시장,202924,199009,401933
3호선,경복궁(정부서울청사),396521,391498,788019
3호선,경찰병원,170372,169687,340059
3호선,고속터미널,828533,818549,1647082
3호선,교대(법원.검찰청),321123,214635,535758
3호선,구파발,460231,428724,888955
3호선,금호,179753,165614,345367
3호선,남부터미널(예술의전당),629214,648096,1277310
3호선,녹번,311393,276960,588353
3호선,대청,218899,199176,418075
3호선,대치,228885,228032,456917
3호선,도곡,119829,120323,240152
3호선,독립문,153654,159380,313034
3호선,동대입구,157335,165512,322847
3호선,매봉,261722,250546,512268
3호선,무악재,84517,85668,170185
3호선,불광,356267,378862,735129
3호선,수서,361725,366034,727759
3호선,신사,642371,697878,1340249
3호선,안국,421449,433486,854935
3호선,압구정,673963,727277,1401240
3호선,약수,285821,281366,567187
3호선,양재(서초구청),854174,924531,1778705
3호선,연신내,837465,786837,1624302
3호선,오금,141136,124610,265746
3호선,옥수,199945,206236,406181
3호선,을지로3가,235143,248691,483834
3호선,일원,208787,202957,411744
3호선,잠원,129306,124972,254278
3호선,종로3가,218311,257114,475425
3호선,지축,75338,72498,147836
3호선,충무로,18,0,18
3호선,학여울,45658,47061,92719
3호선,홍제,383361,361961,745322
4호선,길음,449194,430897,880091
4호선,남태령,24216,21134,45350
4호선,노원,419521,477599,897120
4호선,당고개,268391,243559,511950
4호선,동대문,463881,470458,934339
4호선,동대문역사문화공원(DDP),323571,304235,627806
4호선,동작(현충원),56160,59214,115374
4호선,명동,381615,403217,784832
4호선,미아(서울사이버대학),342419,326128,668547
4호선,미아사거리,621213,603034,1224247
4호선,사당,534555,459599,994154
4호선,삼각지,103185,112199,215384
4호선,상계,423793,385546,809339
4호선,서울역,254311,344855,599166
4호선,성신여대입구(돈암),429267,412919,842186
4호선,수유(강북구청),748741,740602,1489343
4호선,숙대입구(갈월),291266,285828,577094
4호선,신용산,337557,354068,691625
4호선,쌍문,661251,593208,1254459
4호선,이촌(국립중앙박물관),144332,166127,310459
4호선,창동,581777,617181,1198958
4호선,총신대입구(이수),425191,466120,891311
4호선,충무로,589988,615679,1205667
4호선,한성대입구(삼선교),296392,290279,586671
4호선,혜화,636943,648710,1285653
4호선,회현(남대문시장),517134,549385,1066519
5호선,강동,467120,401716,868836
5호선,개롱,138194,141694,279888
5호선,개화산,112987,106530,219517
5호선,거여,169698,160028,329726
5호선,고덕,188221,188643,376864
5호선,공덕,311966,338141,650107
5호선,광나루(장신대),285138,257335,542473
5호선,광화문(세종문화회관),703102,745566,1448668
5호선,군자(능동),234309,258129,492438
5호선,굽은다리(강동구민회관앞),194968,183213,378181
5호선,길동,162782,169955,332737
5호선,김포공항,131005,124901,255906
5호선,까치산,636015,601098,1237113
5호선,답십리,351130,320169,671299
5호선,동대문역사문화공원(DDP),62379,71978,134357
5호선,둔촌동,177952,178660,356612
5호선,마곡,190100,179869,369969
5호선,마장,120058,112140,232198
5호선,마천,114008,114399,228407
5호선,마포,312378,324731,637109
5호선,명일,181139,187566,368705
5호선,목동,376257,412405,788662
5호선,발산,413070,424433,837503
5호선,방이,150315,156258,306573
5호선,방화,149094,141119,290213
5호선,상일동,422656,358366,781022
5호선,서대문,392791,402557,795348
5호선,송정,148376,137634,286010
5호선,신금호,137165,138815,275980
5호선,신길,80501,86725,167226
5호선,신정(은행정),304373,233670,538043
5호선,아차산(어린이대공원후문),309746,301313,611059
5호선,애오개,155419,156619,312038
5호선,양평,163833,161803,325636
5호선,여의나루,203550,207194,410744
5호선,여의도,573085,608404,1181489
5호선,영등포구청,88462,89277,177739
5호선,영등포시장,188363,195100,383463
5호선,오금,85064,83022,168086
