노선명,역명,승차총승객수,하차총승객수,승하차총승객수
경의선,공덕,76904,71470,148374
경의선,금릉,102841,101184,204025
경의선,금촌,146014,143218,289232
경의선,김포공항,1,0,1
경의선,능곡,84878,76154,161032
경의선,디지털미디어시티,54717,52214,106931
경의선,문산,119256,118319,237575
경의선,백마,157683,149231,306914
경의선,서강대,47956,46000,93956
경의선,서울역,97291,124775,222066
경의선,수색,55727,57825,113552
경의선,신촌,18818,24930,43748
경의선,야당,137241,131301,268542
경의선,운정,137128,128718,265846
경의선,월롱,53059,47862,100921
경의선,일산,214473,211505,425978
경의선,임진강,221,173,394
경의선,탄현,173287,166994,340281
경의선,파주,34419,25333,59752
경의선,풍산,123715,114281,237996
경의선,행신,180970,177772,358742
경의선,홍대입구,37399,42673,80072
경의선,화전,42458,38739,81197
경의선,효창공원앞,63483,73050,136533
경인선,간석,134980,127952,262932
경인선,개봉,497720,502778,1000498
경인선,구일,146477,149941,296418
경인선,도원,78391,79590,157981
경인선,도화,85663,77088,162751
경인선,동암,355219,355603,710822
경인선,동인천,323389,307274,630663
경인선,백운,167974,164810,332784
경인선,부개,195521,183393,378914
경인선,부천,754513,760685,1515198
경인선,부평,680770,738075,1418845
경인선,소사,213253,204064,417317
경인선,송내,655881,650898,1306779
경인선,역곡,624427,615566,1239993
경인선,오류동,269769,252293,522062
경인선,온수(성공회대입구),157627,153508,311135
경인선,인천,69654,52774,122428
경인선,제물포,238253,222699,460952
경인선,주안,444990,402912,847902
경인선,중동,210228,198164,408392
경춘선,가평,51810,54380,106190
경춘선,갈매,68863,58729,127592
경춘선,강촌,11946,11193,23139
경춘선,굴봉산,3416,3213,6629
경춘선,금곡,33619,31807,65426
경춘선,김유정,6442,7008,13450
경춘선,남춘천,53308,54967,108275
경춘선,대성리,16112,15300,31412
경춘선,마석,85676,83227,168903
경춘선,백양리,2848,2727,5575
경춘선,별내,59576,57524,117100
경춘선,사릉,79779,74348,154127
경춘선,상천,5832,5640,11472
경춘선,신내,34312,33978,68290
경춘선,천마산,35315,32655,67970
경춘선,청평,42628,42868,85496
경춘선,춘천,29367,26583,55950
경춘선,퇴계원,83341,75599,158940
경춘선,평내호평,134923,131381,266304
공항철도 1호선,검암,169020,162864,331884
공항철도 1호선,계양,214026,194461,408487
공항철도 1호선,공덕,48820,63153,111973
공항철도 1호선,공항화물청사,52727,57904,110631
공항철도 1호선,김포공항,223279,135827,359106
공항철도 1호선,디지털미디어시티,312389,279469,591858
공항철도 1호선,마곡나루(서울식물원),180428,163885,344313
공항철도 1호선,서울역,162948,150780,313728
공항철도 1호선,영종,64096,65089,129185
공항철도 1호선,운서,136109,134749,270858
공항철도 1호선,인천공항1터미널,80711,83327,164038
공항철도 1호선,인천공항2터미널,39791,37674,77465
공항철도 1호선,청라국제도시,150392,140653,291045
공항철도 1호선,홍대입구,192861,200511,393372
과천선,경마공원,27956,27924,55880
과천선,과천,116569,104225,220794
과천선,대공원,46442,49399,95841
과천선,범계,589061,580668,1169729
과천선,선바위,206832,175788,382620
과천선,인덕원,555352,568652,1124004
과천선,정부과천청사,212626,210279,422905
과천선,평촌,416416,412051,828467
분당선,가천대,166354,185972,352326
분당선,강남구청,221450,255313,476763
분당선,개포동,83884,87065,170949
분당선,구룡,38329,36977,75306
분당선,구성,113412,115186,228598
분당선,기흥,218514,204257,422771
분당선,대모산입구,80847,73496,154343
분당선,도곡,153833,155641,309474
분당선,망포,306041,287383,593424
분당선,매교,56694,56091,112785
분당선,매탄권선,101180,95673,196853
분당선,모란,461957,467020,928977
분당선,미금,364577,388426,753003
분당선,보정,58990,48891,107881
분당선,복정,10,0,10
분당선,상갈,123426,115607,239033
분당선,서울숲,215541,216893,432434
분당선,서현,576897,592503,1169400
분당선,선릉,313391,494327,807718
분당선,선정릉,187619,203550,391169
분당선,수내,294999,296857,591856
분당선,수서,319445,330090,649535
분당선,수원,176210,124751,300961
분당선,수원시청,249292,282195,531487
분당선,신갈,107127,103732,210859
분당선,압구정로데오,391008,454877,845885
분당선,야탑,588438,617554,1205992
분당선,영통,184865,190818,375683
분당선,오리,270928,230199,501127
분당선,이매,129784,119832,249616
분당선,정자,384930,414154,799084
분당선,죽전,302882,332253,635135
분당선,청명,96604,90415,187019
분당선,태평,306562,294408,600970
분당선,한티,312645,332867,645512
수인선,남동인더스파크,49693,54407,104100
수인선,달월,1838,1275,3113
수인선,소래포구,99148,91707,190855
수인선,송도,53994,49650,103644
수인선,숭의,80581,75455,156036
수인선,신포,37565,39151,76716
수인선,연수,96410,97944,194354
수인선,원인재,92660,94623,187283
수인선,월곶,49991,46594,96585
수인선,인천,20111,33854,53965
수인선,인천논현,121615,128026,249641
수인선,인하대,116052,108775,224827
수인선,호구포,76600,77399,153999
안산선,고잔,180749,175397,356146
안산선,대야미,114157,101377,215534
안산선,반월,100530,95073,195603
안산선,산본,375100,400033,775133
안산선,상록수,404982,394464,799446
안산선,수리산,98011,76619,174630
안산선,신길온천,35851,31975,67826
안산선,안산,258463,231242,489705
안산선,오이도,200456,192996,393452
안산선,정왕,159247,170604,329851
안산선,중앙,349999,370295,720294
안산선,초지,92205,91483,183688
안산선,한대앞,168092,165833,333925
우이신설선,4.19민주묘지,61880,59773,121653
우이신설선,가오리,90421,88214,178635
우이신설선,보문,33576,34047,67623
우이신설선,북한산보국문,129064,122160,251224
우이신설선,북한산우이,59168,54180,113348
우이신설선,삼양,44879,47619,92498
우이신설선,삼양사거리,54029,55009,109038
우이신설선,성신여대입구(돈암),69878,79081,148959
우이신설선,솔밭공원,53877,51887,105764
우이신설선,솔샘,130629,120063,250692
우이신설선,신설동,50497,49825,100322
우이신설선,정릉,99058,91826,190884
우이신설선,화계,74293,67913,142206
일산선,대곡,42938,32731,75669
일산선,대화,316265,239167,555432
일산선,마두,174825,180722,355547
일산선,백석,230030,230816,460846
일산선,삼송,409232,394121,803353
일산선,원당,255565,240303,495868
일산선,원흥,213137,198656,411793
일산선,정발산,162865,170169,333034
일산선,주엽,204099,207194,411293
일산선,지축,2,0,2
일산선,화정,395621,406669,802290
장항선,배방,20708,19868,40576
장항선,봉명,28063,26802,54865
장항선,신창(순천향대),32478,29895,62373
장항선,쌍용(나사렛대),40989,37956,78945
장항선,아산,57117,54608,111725
장항선,온양온천,75397,76470,151867
중앙선,구리,314583,315830,630413
중앙선,국수,17222,16611,33833
중앙선,덕소,134461,132674,267135
중앙선,도농,236199,209197,445396
중앙선,도심,60883,46715,107598
중앙선,망우,175943,169808,345751
중앙선,상봉(시외버스터미널),137107,133276,270383
중앙선,신원,4269,3874,8143
중앙선,아신,12400,12467,24867
중앙선,양수,50981,52340,103321
중앙선,양원,40811,41696,82507
중앙선,양정,19639,16910,36549
중앙선,양평,63467,65102,128569
중앙선,오빈,6768,6692,13460
중앙선,용문,45541,46877,92418
중앙선,운길산,17725,17237,34962
중앙선,원덕,8053,7861,15914
중앙선,중랑,126569,119745,246314
중앙선,지평,1308,1131,2439
중앙선,팔당,19727,19408,39135
중앙선,회기,545874,524105,1069979
