노선명,역명,승차총승객수,하차총승객수,승하차총승객수
5호선,명일,180125,184765,364890
5호선,목동,360920,395890,756810
5호선,미사,271032,264350,535382
5호선,발산,400021,409768,809789
5호선,방이,144782,149889,294671
5호선,방화,143279,135727,279006
5호선,상일동,339428,299056,638484
5호선,서대문,380627,388240,768867
5호선,송정,140756,130307,271063
5호선,신금호,132949,135957,268906
5호선,신길,82888,89910,172798
5호선,신정(은행정),300617,232454,533071
5호선,아차산(어린이대공원후문),292603,285719,578322
5호선,애오개,145420,145970,291390
5호선,양평,157068,155450,312518
5호선,여의나루,156396,160336,316732
5호선,여의도,558291,588350,1146641
5호선,영등포구청,85927,87473,173400
5호선,영등포시장,190678,196462,387140
5호선,오금,80840,79184,160024
5호선,오목교(목동운동장앞),464424,508101,972525
5호선,올림픽공원(한국체대),89064,76880,165944
5호선,왕십리(성동구청),92288,101700,193988
5호선,우장산,297755,293500,591255
5호선,을지로4가,126525,130869,257394
5호선,장한평,385623,380629,766252
5호선,종로3가,243510,240834,484344
5호선,천호(풍납토성),366216,374404,740620
5호선,청구,85149,79448,164597
5호선,충정로(경기대입구),106304,107987,214291
5호선,하남풍산,100446,96537,196983
5호선,행당,174873,154395,329268
5호선,화곡,597757,556393,1154150
6호선,고려대(종암),161613,155883,317496
6호선,공덕,390961,379879,770840
6호선,광흥창(서강),186996,181340,368336
6호선,구산,151449,117338,268787
6호선,녹사평(용산구청),92255,91826,184081
6호선,대흥(서강대앞),169298,173817,343115
6호선,독바위,58627,60648,119275
6호선,돌곶이,181838,168951,350789
6호선,동묘앞,161085,165529,326614
6호선,디지털미디어시티,297233,321852,619085
6호선,마포구청,296833,263973,560806
6호선,망원,284955,310202,595157
6호선,버티고개,48575,46077,94652
6호선,보문,151872,139346,291218
6호선,봉화산(서울의료원),191413,174893,366306
6호선,불광,91567,94178,185745
6호선,삼각지,116444,102613,219057
6호선,상수,157338,179083,336421
6호선,상월곡(한국과학기술연구원),133410,117847,251257
6호선,새절(신사),274856,255185,530041
6호선,석계,262698,267460,530158
6호선,신내,4,0,4
6호선,신당,164979,175351,340330
6호선,안암(고대병원앞),207946,209335,417281
6호선,약수,76741,76252,152993
6호선,역촌,79296,90054,169350
6호선,연신내,12,0,12
6호선,월곡(동덕여대),240556,234484,475040
6호선,월드컵경기장(성산),96210,100444,196654
6호선,응암,370297,361285,731582
6호선,이태원,180936,191356,372292
6호선,증산(명지대앞),210595,204083,414678
6호선,창신,77183,62417,139600
6호선,청구,80393,84660,165053
6호선,태릉입구,112301,126610,238911
6호선,한강진,147269,172344,319613
6호선,합정,258251,258283,516534
6호선,화랑대(서울여대입구),249344,192724,442068
6호선,효창공원앞,149065,134411,283476
7호선,가산디지털단지,999975,1007533,2007508
7호선,강남구청,332752,371407,704159
7호선,건대입구,249316,262445,511761
7호선,고속터미널,322909,278164,601073
7호선,공릉(서울과학기술대),248275,246150,494425
7호선,광명사거리,476982,469268,946250
7호선,군자(능동),301088,238581,539669
7호선,굴포천,180066,189087,369153
7호선,까치울,160135,152380,312515
7호선,남구로,342085,366082,708167
7호선,남성,241282,219688,460970
7호선,내방,306420,311375,617795
7호선,노원,393445,422041,815486
7호선,논현,428714,471875,900589
7호선,대림(구로구청),161319,163392,324711
7호선,도봉산,196035,225490,421525
7호선,뚝섬유원지,151643,148062,299705
7호선,마들,252631,239192,491823
7호선,먹골,210011,202726,412737
7호선,면목,336085,326207,662292
7호선,반포,119688,116417,236105
7호선,보라매,210644,208910,419554
7호선,부천시청,256906,255886,512792
7호선,부천종합운동장,92935,79902,172837
7호선,부평구청,247759,200422,448181
7호선,사가정,343689,342447,686136
7호선,삼산체육관,100435,90513,190948
7호선,상도,221930,213631,435561
7호선,상동,262392,273252,535644
7호선,상봉(시외버스터미널),355426,335524,690950
7호선,수락산,263210,259535,522745
7호선,숭실대입구(살피재),257615,259154,516769
7호선,신대방삼거리,346726,332751,679477
7호선,신중동,295674,293670,589344
7호선,신풍,243105,230750,473855
7호선,어린이대공원(세종대),258964,255946,514910
7호선,온수(성공회대입구),236660,217748,454408
7호선,용마산(용마폭포공원),127400,120367,247767
7호선,이수,321958,317466,639424
7호선,장승배기,208583,201711,410294
7호선,장암,50170,18273,68443
7호선,중계,307937,278936,586873
7호선,중곡,212128,194840,406968
7호선,중화,230733,224688,455421
7호선,천왕,231036,217043,448079
7호선,철산,461836,471665,933501
7호선,청담,412620,465751,878371
7호선,춘의,206687,200907,407594
7호선,태릉입구,175606,163879,339485
7호선,하계,372897,350864,723761
7호선,학동,508705,545034,1053739
8호선,가락시장,168420,189546,357966
8호선,강동구청,221735,229285,451020
8호선,남한산성입구(성남법원.검찰청),299796,276667,576463
8호선,단대오거리,215415,202896,418311
8호선,모란,90720,68344,159064
8호선,몽촌토성(평화의문),118098,122966,241064
8호선,문정,459900,480602,940502
8호선,복정,229472,193761,423233
8호선,산성,150975,147038,298013
8호선,석촌,157036,181757,338793
8호선,송파,170701,168413,339114
8호선,수진,104918,96395,201313
8호선,신흥,91018,96391,187409
8호선,암사,398703,350556,749259
8호선,잠실(송파구청),280089,325096,605185
8호선,장지,362869,345120,707989
8호선,천호(풍납토성),322187,366601,688788
9호선,가양,424111,413202,837313
9호선,개화,55011,38867,93878
9호선,고속터미널,231454,299458,530912
9호선,공항시장,57713,63300,121013
9호선,구반포,57144,59212,116356
9호선,국회의사당,351760,355955,707715
9호선,김포공항,158848,229607,388455
9호선,노들,93004,79576,172580
9호선,노량진,537787,532789,1070576
9호선,당산,375151,372344,747495
9호선,동작(현충원),37710,30115,67825
9호선,등촌,225663,221244,446907
9호선,마곡나루(서울식물원),222102,221309,443411
9호선,사평,64848,63105,127953
9호선,샛강,117687,123734,241421
9호선,선유도,162471,155696,318167
9호선,신논현,640535,649621,1290156
9호선,신목동,83786,74756,158542
9호선,신반포,62148,61929,124077
9호선,신방화,140596,135930,276526
9호선,양천향교,198500,202264,400764
9호선,여의도,503672,484931,988603
9호선,염창,356341,350451,706792
9호선,증미,148220,147976,296196
9호선,흑석(중앙대입구),163817,171242,335059
9호선2~3단계,둔촌오륜,23113,20332,43445
9호선2~3단계,봉은사,332136,337461,669597
9호선2~3단계,삼성중앙,141279,147846,289125
9호선2~3단계,삼전,133080,128264,261344
9호선2~3단계,석촌,159781,139666,299447
9호선2~3단계,석촌고분,115893,113797,229690
9호선2~3단계,선정릉,195828,212310,408138
9호선2~3단계,송파나루,90569,93520,184089
9호선2~3단계,언주,199831,203430,403261
9호선2~3단계,올림픽공원(한국체대),120529,120153,240682
9호선2~3단계,종합운동장,83925,82853,166778
9호선2~3단계,중앙보훈병원,203597,179093,382690
9호선2~3단계,한성백제,49565,45011,94576
경강선,경기광주,147102,139329,286431
경강선,곤지암,48190,46982,95172
경강선,부발,39409,36038,75447
경강선,삼동,49966,44523,94489
경강선,세종대왕릉,5601,5536,11137
경강선,신둔도예촌,27140,24632,51772
경강선,여주,45513,44796,90309
경강선,이매,23191,20549,43740
경강선,이천,48708,51977,100685
경강선,초월,63126,60461,123587
경강선,판교,94382,92404,186786
경부선,가산디지털단지,382449,448599,831048
경부선,관악,154338,141502,295840
경부선,광명,64431,54648,119079
경부선,구로,403185,414949,818134
경부선,군포,159055,159230,318285
경부선,금정,543110,555777,1098887
경부선,금천구청,248736,245793,494529
경부선,남영,208735,220003,428738
경부선,노량진,188274,196227,384501
경부선,당정,134116,126679,260795
경부선,대방,284153,291757,575910
경부선,독산,353258,373312,726570
경부선,두정,107850,107305,215155
경부선,명학,194015,192897,386912
경부선,병점,282166,278978,561144
경부선,서동탄,32975,28036,61011
경부선,서울역,104757,30005,134762
경부선,서정리,135110,127944,263054
경부선,석수,217207,190588,407795
경부선,성균관대,315343,310116,625459
경부선,성환,78061,77179,155240
경부선,세류,62813,58175,120988
경부선,세마,52405,47563,99968
경부선,송탄,86448,81361,167809
경부선,수원,696986,743681,1440667
경부선,신길,203427,171074,374501
경부선,신도림,88377,89903,178280
경부선,안양,500875,503615,1004490
경부선,영등포,769350,806933,1576283
경부선,오산,193862,190552,384414
경부선,오산대,66102,61166,127268
경부선,용산,650647,667348,1317995
경부선,의왕,192290,189709,381999
경부선,지제,54556,51483,106039
경부선,직산,14115,14409,28524
경부선,진위,33229,28928,62157
경부선,천안,98173,99851,198024
경부선,평택,232147,230680,462827
경부선,화서,151742,147206,298948
경원선,가능,132959,127593,260552
경원선,광운대,183517,175195,358712
경원선,녹양,95804,91063,186867
경원선,녹천,99886,82855,182741
경원선,덕계,59151,52151,111302
경원선,덕정,122267,118677,240944
경원선,도봉,126738,121901,248639
경원선,도봉산,157668,97152,254820
경원선,동두천,45840,52602,98442
경원선,동두천중앙,63809,62354,126163
경원선,망월사,168522,169951,338473
경원선,방학,200766,196928,397694
경원선,보산,31708,28669,60377
경원선,서빙고,39254,35154,74408
경원선,석계,174587,199748,374335
경원선,소요산,58940,50190,109130
경원선,신이문,182002,166874,348876
경원선,양주,160625,148099,308724
경원선,옥수,1113,670,1783
경원선,왕십리(성동구청),280355,318422,598777
경원선,외대앞,162856,160395,323251
경원선,월계,141260,130670,271930
경원선,응봉,38495,32866,71361
경원선,의정부,366501,377098,743599
경원선,이촌(국립중앙박물관),80444,61420,141864
경원선,지행,134831,132838,267669
경원선,창동,14,0,14
경원선,청량리(서울시립대입구),285602,308828,594430
경원선,한남,88629,84749,173378
경원선,회룡,258105,254236,512341
경의선,가좌,113015,102730,215745
경의선,강매,65056,55142,120198
경의선,계양,2,0,2
경의선,곡산,12453,13042,25495
경의선,공덕,69840,64881,134721
경의선,금릉,90705,88307,179012
경의선,금촌,129939,129203,259142
경의선,능곡,77853,69604,147457
경의선,디지털미디어시티,52524,49615,102139
경의선,문산,104655,104741,209396
경의선,백마,144097,135329,279426
경의선,서강대,42821,41381,84202
경의선,서울역,90375,115225,205600
경의선,수색,55112,55766,110878
경의선,신촌,17302,22496,39798
경의선,야당,127039,122833,249872
경의선,운정,131647,122395,254042
경의선,월롱,53303,49252,102555
경의선,일산,196140,193861,390001
경의선,임진강,259,194,453
경의선,탄현,157056,151409,308465
경의선,파주,31686,24140,55826
경의선,풍산,112083,104867,216950
경의선,행신,165978,164254,330232
경의선,홍대입구,32524,37103,69627
경의선,화전,40686,37350,78036
경의선,효창공원앞,58864,67216,126080
경인선,간석,121523,115191,236714
경인선,개봉,458321,468628,926949
경인선,구일,164094,178043,342137
경인선,도원,68688,69681,138369
경인선,도화,78307,71152,149459
경인선,동암,324142,324857,648999
경인선,동인천,285420,270916,556336
경인선,백운,151557,149926,301483
경인선,부개,176945,166660,343605
경인선,부천,684231,690271,1374502
경인선,부평,602211,651232,1253443
경인선,소사,202227,193599,395826
경인선,송내,595564,593462,1189026
경인선,역곡,597769,588070,1185839
경인선,오류동,249440,233533,482973
경인선,온수(성공회대입구),148129,142799,290928
경인선,인천,67696,50488,118184
경인선,제물포,223963,211340,435303
경인선,주안,398154,363486,761640
경인선,중동,193552,183411,376963
경춘선,가평,29879,30383,60262
경춘선,갈매,64765,55170,119935
경춘선,강촌,8896,8931,17827
경춘선,굴봉산,2200,2168,4368
경춘선,금곡,31405,29836,61241
경춘선,김유정,5048,5593,10641
경춘선,남춘천,45998,46475,92473
경춘선,대성리,9637,9596,19233
경춘선,마석,80380,78206,158586
경춘선,백양리,1377,1298,2675
경춘선,별내,57922,55030,112952
경춘선,사릉,74745,69927,144672
경춘선,상천,4941,4829,9770
경춘선,신내,33525,33104,66629
경춘선,천마산,33153,30727,63880
경춘선,청평,28923,28977,57900
경춘선,춘천,27204,25086,52290
경춘선,퇴계원,76310,69508,145818
경춘선,평내호평,124340,121891,246231
공항철도 1호선,검암,151783,147218,299001
공항철도 1호선,계양,199172,180373,379545
공항철도 1호선,공덕,44511,56872,101383
공항철도 1호선,공항화물청사,47007,51270,98277
공항철도 1호선,김포공항,232190,135889,368079
공항철도 1호선,디지털미디어시티,296651,263025,559676
공항철도 1호선,마곡나루(서울식물원),164098,156108,320206
공항철도 1호선,서울역,147280,138023,285303
공항철도 1호선,영종,57933,58566,116499
공항철도 1호선,운서,120598,119694,240292
공항철도 1호선,인천공항1터미널,65940,68991,134931
공항철도 1호선,인천공항2터미널,36452,34402,70854
공항철도 1호선,청라국제도시,138231,128246,266477
공항철도 1호선,홍대입구,164703,172619,337322
과천선,경마공원,35059,34175,69234
과천선,과천,104650,94872,199522
과천선,대공원,52022,54824,106846
과천선,범계,523373,516370,1039743
과천선,선바위,189059,160444,349503
과천선,인덕원,508421,521757,1030178
과천선,정부과천청사,198984,195527,394511
과천선,평촌,375866,373228,749094
분당선,가천대,173314,194549,367863
분당선,강남구청,199868,230039,429907
분당선,개포동,77499,79314,156813
분당선,구룡,40709,39780,80489
분당선,구성,102961,106278,209239
분당선,기흥,197850,188696,386546
분당선,대모산입구,74387,69178,143565
분당선,도곡,137381,137974,275355
분당선,망포,293685,276398,570083
분당선,매교,59198,59726,118924
분당선,매탄권선,98420,94088,192508
분당선,모란,422926,425885,848811
분당선,미금,322146,342729,664875
분당선,보정,52758,45030,97788
분당선,복정,14,0,14
분당선,상갈,112866,107299,220165
분당선,서울숲,186185,187640,373825
분당선,서현,498033,509314,1007347
분당선,선릉,287804,435168,722972
분당선,선정릉,170379,182287,352666
분당선,수내,267990,268997,536987
분당선,수서,284268,293768,578036
분당선,수원,168631,135985,304616
분당선,수원시청,248406,273219,521625
분당선,신갈,94244,92482,186726
분당선,압구정로데오,345682,393729,739411
분당선,야탑,533744,560193,1093937
분당선,영통,169496,175976,345472
분당선,오리,247019,210227,457246
분당선,이매,114536,107620,222156
분당선,정자,342182,367105,709287
분당선,죽전,282217,308042,590259
분당선,청명,89520,83546,173066
분당선,태평,276841,267965,544806
분당선,한티,278848,299996,578844
수인선,고색,62505,59599,122104
수인선,남동인더스파크,48899,54667,103566
수인선,달월,1735,1205,2940
수인선,사리,69449,65354,134803
수인선,소래포구,111469,106534,218003
수인선,송도,52660,47929,100589
수인선,숭의,79526,74259,153785
수인선,신포,35876,36525,72401
수인선,야목,4009,3393,7402
수인선,어천,11911,11101,23012
수인선,연수,91218,90265,181483
수인선,오목천,52324,46020,98344
수인선,원인재,90434,92672,183106
수인선,월곶,51317,47734,99051
수인선,인천,19795,33123,52918
수인선,인천논현,111973,119550,231523
수인선,인하대,122468,115819,238287
수인선,호구포,74376,76116,150492
안산선,고잔,178339,171601,349940
안산선,대야미,103857,93422,197279
안산선,반월,91585,87215,178800
안산선,산본,335542,359446,694988
안산선,상록수,356354,353307,709661
안산선,수리산,90484,72019,162503
안산선,신길온천,35493,32422,67915
안산선,안산,246870,217512,464382
안산선,오이도,179868,173125,352993
안산선,정왕,194046,202203,396249
안산선,중앙,352075,369816,721891
안산선,초지,108909,116057,224966
안산선,한대앞,182144,181705,363849
우이신설선,4.19민주묘지,58537,57209,115746
우이신설선,가오리,82482,81615,164097
우이신설선,보문,31042,31107,62149
우이신설선,북한산보국문,120520,114705,235225
우이신설선,북한산우이,51994,46503,98497
우이신설선,삼양,41931,44176,86107
우이신설선,삼양사거리,49012,50049,99061
우이신설선,성신여대입구(돈암),62850,69294,132144
우이신설선,솔밭공원,48540,47149,95689
우이신설선,솔샘,118669,109893,228562
우이신설선,신설동,47120,46416,93536
우이신설선,정릉,91978,86589,178567
우이신설선,화계,67786,63631,131417
일산선,대곡,38903,29747,68650
일산선,대화,286187,222174,508361
일산선,마두,156796,162531,319327
일산선,백석,206008,206459,412467
일산선,삼송,374608,361409,736017
일산선,원당,234374,220563,454937
일산선,원흥,196017,184958,380975
일산선,정발산,140580,141779,282359
일산선,주엽,181007,181794,362801
일산선,지축,3,0,3
일산선,화정,342639,353815,696454
장항선,배방,19499,18798,38297
장항선,봉명,24262,23570,47832
장항선,신창(순천향대),35644,33143,68787
장항선,쌍용(나사렛대),39789,37107,76896
장항선,아산,57619,52904,110523
장항선,온양온천,67797,69873,137670
중앙선,구리,283432,284839,568271
중앙선,국수,14689,14450,29139
중앙선,덕소,120270,116742,237012
중앙선,도농,215716,193300,409016
중앙선,도심,53207,40652,93859
중앙선,망우,158178,153201,311379
중앙선,상봉(시외버스터미널),123058,120148,243206
중앙선,신원,4011,3629,7640
중앙선,아신,10859,11183,22042
중앙선,양수,35722,36607,72329
중앙선,양원,35987,36659,72646
중앙선,양정,17110,14782,31892
중앙선,양평,53815,55510,109325
중앙선,오빈,5798,5787,11585
중앙선,용문,39800,40651,80451
중앙선,운길산,13994,13235,27229
중앙선,원덕,6612,6647,13259
중앙선,중랑,114138,108771,222909
중앙선,지평,1352,1021,2373
중앙선,팔당,16361,16103,32464
중앙선,회기,499974,485049,985023
