지하철역,승차총승객수,하차총승객수,총 승차인원,총 하차인원,lat,lng
가능,2996,2855,2996,2855,37.7483685951812,127.044220735748
가산디지털단지,3643,5070,3643,5070,37.4815957375443,126.882559483336
간석,2500,2449,2500,2449,37.4646879052409,126.693451172704
개봉,8815,9030,8815,9030,37.4945222528654,126.859102583368
관악,3254,3061,3254,3061,37.4188017578979,126.909121118476
광명,1527,1276,1527,1276,37.4163635638303,126.884877197434
광운대,3040,3166,3040,3166,37.6230335564713,127.06176348127
구로,7339,7617,7339,7617,37.5024345090279,126.881491595821
구일,2408,2385,2408,2385,37.4963911827294,126.869920428658
군포,2476,2230,2476,2230,37.354076121748,126.948484962089
금정,10218,10393,10218,10393,37.3722878708479,126.943387264162
금천구청,4596,4650,4596,4650,37.455609978438,126.894514076077
남영,3089,3046,3089,3046,37.5405646005342,126.971332437837
노량진,5028,4908,5028,4908,37.5135735646312,126.940826454376
녹양,2000,2031,2000,2031,37.7593972381027,127.042273911226
녹천,1934,1633,1934,1633,37.6456959058103,127.050919992127
당정,2205,2137,2205,2137,37.3444543328447,126.948347418727
대방,4284,4259,4284,4259,37.5128688879851,126.925248506022
덕계,1203,1182,1203,1182,37.8187729615258,127.056653419502
덕정,2668,2576,2668,2576,37.844283985167,127.061969695022
도봉,2638,2480,2638,2480,37.6803629061562,127.045764016316
도봉산,5421,3866,5421,3866,37.6891205614059,127.046528790935
도원,1306,1401,1306,1401,37.468791983109,126.642404388038
도화,1894,1826,1894,1826,37.4661106428252,126.668375888234
독산,4704,4655,4704,4655,37.4659873169402,126.889514168718
동대문,6486,6390,6486,6390,37.5717775660734,127.011167102297
동두천,959,1154,959,1154,37.9278370541411,127.054940223638
동두천중앙,1617,1626,1617,1626,37.9018057802045,127.056238895955
동묘앞,7240,7366,7240,7366,37.5733722075697,127.01675118037
동암,7406,7824,7406,7824,37.4710056673671,126.702935214739
동인천,7494,7323,7494,7323,37.4759574845683,126.631750522383
두정,2964,2944,2964,2944,36.8329346310528,127.149020699344
망월사,3245,3429,3245,3429,37.725963479768,127.046509519875
명학,2482,2353,2482,2353,37.3852171904558,126.935265701361
방학,4376,4204,4376,4204,37.6663490420969,127.044424667701
배방,577,558,577,558,36.7775631745193,127.052904723378
백운,3037,3105,3037,3105,37.4832252226726,126.70727338322
병점,7334,7617,7334,7617,37.2068017946815,127.033243427141
보산,883,991,883,991,37.9143185033452,127.057237110508
봉명,401,354,401,354,36.8012573235829,127.135835679685
부개,3717,3559,3717,3559,37.4883181353962,126.740251327956
부천,18252,18977,18252,18977,37.4840369248427,126.782649695027
부평,19542,21240,19542,21240,37.4904472744166,126.723486369222
서동탄,502,526,502,526,37.1959264123992,127.052133990784
서빙고,750,695,750,695,37.5199555398566,126.990048630943
서울역,22381,18031,22381,18031,,
