지하철역,승차총승객수,하차총승객수,총 승차인원,총 하차인원,lat,lng
경마공원,378,371,378,371,37.4441407439838,127.008051189437
고잔,3162,3166,3162,3166,37.310138887688,126.853604115068
과천,2325,2194,2325,2194,37.4334527847941,126.997456834042
길음,7240,7189,7240,7189,37.603183910563,127.024823216768
남태령,437,372,437,372,37.4648575576518,126.988656544337
노원,9287,10239,9287,10239,37.6562677764281,127.063030448739
당고개,5762,5674,5762,5674,37.6702926448965,127.079011159467
대공원,1856,1869,1856,1869,37.4357353154423,127.005564107175
대야미,2182,1982,2182,1982,37.3283278084294,126.917178861076
동대문,4370,4250,4370,4250,37.5717775660734,127.011167102297
동대문역사문화공원,6641,5631,6641,5631,37.5655895229776,127.009131498424
동작,766,802,766,802,37.5028703671011,126.980268385443
명동,12174,12386,12174,12386,37.5609100751113,126.985947030389
미아,5820,5523,5820,5523,37.6264436445109,127.026103434413
미아사거리,11557,11381,11557,11381,37.6132861094991,127.030098418544
반월,1970,1970,1970,1970,37.3120043860232,126.903795028845
범계,10536,10290,10536,10290,37.38973437119,126.950983854413
사당,10613,9321,10613,9321,37.4765228347619,126.981408909449
산본,6805,6259,6805,6259,37.3581051591978,126.933175158373
삼각지,1657,2037,1657,2037,37.5345937063675,126.973011032988
상계,8017,7693,8017,7693,37.6609038887184,127.073575379339
상록수,7257,7467,7257,7467,37.3029804927532,126.865417356052
서울역,3123,6657,3123,6657,,
선바위,2468,2233,2468,2233,37.4518723418033,127.001363325574
성신여대입구,9522,9234,9522,9234,37.5927179261346,127.016477649743
수리산,1548,1470,1548,1470,37.350128811081,126.92549018064
수유,15534,15487,15534,15487,37.6377452337445,127.025356901379
숙대입구,4439,4172,4439,4172,37.5451939759064,126.971872351838
신길온천,869,821,869,821,37.3279773719144,126.787289454372
신용산,5930,6093,5930,6093,37.5296155628471,126.968215931799
쌍문,11661,11083,11661,11083,37.6488498649136,127.034880717215
안산,7473,7880,7473,7880,37.3206930878552,126.805905689102
오이도,5359,5296,5359,5296,37.3619270024133,126.738463594077
이촌,2154,2461,2154,2461,37.522520254623,126.973683151228
인덕원,8031,8303,8031,8303,37.4015080484355,126.976688773261
정부과천청사,3162,3153,3162,3153,37.4259969407168,126.990186147038
정왕,4086,4310,4086,4310,37.3375787569365,126.767149151692
중앙,9574,9814,9574,9814,37.3160120851693,126.838496502051
창동,11195,12193,11195,12193,37.6532174818989,127.047714954434
초지,1778,1866,1778,1866,37.3206930878552,126.805905689102
총신대입구,7163,7857,7163,7857,37.4875538278198,126.982199707405
충무로,6117,5834,6117,5834,37.5612890978954,126.994207448462
평촌,4657,4604,4657,4604,37.3944955073661,126.963866284332
한대앞,4099,4233,4099,4233,37.310138887688,126.853604115068
한성대입구,5709,5507,5709,5507,37.5883948842004,127.00595033342
혜화,16405,16577,16405,16577,37.5818036223189,127.001978401429
회현,6552,7068,6552,7068,37.5585353196435,126.978239147279
경마공원,560,521,560,521,37.4441407439838,127.008051189437
고잔,3616,3179,3616,3179,37.310138887688,126.853604115068
과천,2880,2769,2880,2769,37.4334527847941,126.997456834042
길음,8502,8494,8502,8494,37.603183910563,127.024823216768
남태령,510,430,510,430,37.4648575576518,126.988656544337
노원,10630,11595,10630,11595,37.6562677764281,127.063030448739
당고개,6569,6249,6569,6249,37.6702926448965,127.079011159467
대공원,2675,2790,2675,2790,37.4357353154423,127.005564107175
대야미,2394,2096,2394,2096,37.3283278084294,126.917178861076
동대문,5094,5173,5094,5173,37.5717775660734,127.011167102297
동대문역사문화공원,7350,6273,7350,6273,37.5655895229776,127.009131498424
동작,681,749,681,749,37.5028703671011,126.980268385443
명동,11202,11327,11202,11327,37.5609100751113,126.985947030389
미아,6519,6499,6519,6499,37.6264436445109,127.026103434413
미아사거리,14176,13609,14176,13609,37.6132861094991,127.030098418544
반월,2035,2075,2035,2075,37.3120043860232,126.903795028845
범계,12791,12319,12791,12319,37.38973437119,126.950983854413
사당,11615,11338,11615,11338,37.4765228347619,126.981408909449
산본,7632,6913,7632,6913,37.3581051591978,126.933175158373
삼각지,1974,2515,1974,2515,37.5345937063675,126.973011032988
상계,8935,8228,8935,8228,37.6609038887184,127.073575379339
상록수,7844,7605,7844,7605,37.3029804927532,126.865417356052
서울역,3227,7255,3227,7255,,
선바위,2868,2681,2868,2681,37.4518723418033,127.001363325574
성신여대입구,10387,10602,10387,10602,37.5927179261346,127.016477649743
수리산,1707,1701,1707,1701,37.350128811081,126.92549018064
수유,16850,16612,16850,16612,37.6377452337445,127.025356901379
숙대입구,5667,5564,5667,5564,37.5451939759064,126.971872351838
신길온천,991,896,991,896,37.3279773719144,126.787289454372
신용산,7628,6981,7628,6981,37.5296155628471,126.968215931799
쌍문,13439,12423,13439,12423,37.6488498649136,127.034880717215
안산,8478,7527,8478,7527,37.3206930878552,126.805905689102
오이도,4978,4911,4978,4911,37.3619270024133,126.738463594077
이촌,4012,4528,4012,4528,37.522520254623,126.973683151228
인덕원,9002,9295,9002,9295,37.4015080484355,126.976688773261
정부과천청사,3476,3691,3476,3691,37.4259969407168,126.990186147038
정왕,4372,4918,4372,4918,37.3375787569365,126.767149151692
중앙,10335,9847,10335,9847,37.3160120851693,126.838496502051
창동,12796,13175,12796,13175,37.6532174818989,127.047714954434
초지,2001,1852,2001,1852,37.3206930878552,126.805905689102
총신대입구,8233,9125,8233,9125,37.4875538278198,126.982199707405
충무로,6031,6199,6031,6199,37.5612890978954,126.994207448462
평촌,5144,5031,5144,5031,37.3944955073661,126.963866284332
한대앞,4433,4229,4433,4229,37.310138887688,126.853604115068
한성대입구,6097,6353,6097,6353,37.5883948842004,127.00595033342
혜화,17491,18280,17491,18280,37.5818036223189,127.001978401429
회현,9036,9104,9036,9104,37.5585353196435,126.978239147279
경마공원,807,781,807,781,37.4441407439838,127.008051189437
고잔,8130,7679,8130,7679,37.310138887688,126.853604115068
과천,5506,5239,5506,5239,37.4334527847941,126.997456834042
길음,18514,18360,18514,18360,37.603183910563,127.024823216768
남태령,1067,957,1067,957,37.4648575576518,126.988656544337
노원,17081,19302,17081,19302,37.6562677764281,127.063030448739
당고개,11937,10861,11937,10861,37.6702926448965,127.079011159467
대공원,1680,1780,1680,1780,37.4357353154423,127.005564107175
대야미,4588,4228,4588,4228,37.3283278084294,126.917178861076
동대문,15986,17333,15986,17333,37.5717775660734,127.011167102297
동대문역사문화공원,12919,11870,12919,11870,37.5655895229776,127.009131498424
동작,1211,1326,1211,1326,37.5028703671011,126.980268385443
명동,16690,17130,16690,17130,37.5609100751113,126.985947030389
미아,13522,13423,13522,13423,37.6264436445109,127.026103434413
미아사거리,25411,24781,25411,24781,37.6132861094991,127.030098418544
반월,3999,3868,3999,3868,37.3120043860232,126.903795028845
범계,24190,23834,24190,23834,37.38973437119,126.950983854413
사당,21998,18031,21998,18031,37.4765228347619,126.981408909449
산본,14762,15838,14762,15838,37.3581051591978,126.933175158373
삼각지,4305,4535,4305,4535,37.5345937063675,126.973011032988
상계,17534,16370,17534,16370,37.6609038887184,127.073575379339
상록수,14420,14771,14420,14771,37.3029804927532,126.865417356052
서울역,10530,14163,10530,14163,,
선바위,7606,6522,7606,6522,37.4518723418033,127.001363325574
성신여대입구,17836,17395,17836,17395,37.5927179261346,127.016477649743
수리산,4025,3312,4025,3312,37.350128811081,126.92549018064
수유,31181,31335,31181,31335,37.6377452337445,127.025356901379
숙대입구,11267,11049,11267,11049,37.5451939759064,126.971872351838
신길온천,1531,1433,1531,1433,37.3279773719144,126.787289454372
신용산,15785,16298,15785,16298,37.5296155628471,126.968215931799
쌍문,27554,25499,27554,25499,37.6488498649136,127.034880717215
안산,10959,9883,10959,9883,37.3206930878552,126.805905689102
오이도,7597,7139,7597,7139,37.3619270024133,126.738463594077
이촌,6487,7139,6487,7139,37.522520254623,126.973683151228
인덕원,22555,23669,22555,23669,37.4015080484355,126.976688773261
정부과천청사,10132,9991,10132,9991,37.4259969407168,126.990186147038
정왕,7175,7717,7175,7717,37.3375787569365,126.767149151692
중앙,16326,16577,16326,16577,37.3160120851693,126.838496502051
창동,23393,24745,23393,24745,37.6532174818989,127.047714954434
초지,4178,4286,4178,4286,37.3206930878552,126.805905689102
총신대입구,17147,18611,17147,18611,37.4875538278198,126.982199707405
충무로,23771,24715,23771,24715,37.5612890978954,126.994207448462
평촌,17361,17166,17361,17166,37.3944955073661,126.963866284332
한대앞,8161,8126,8161,8126,37.310138887688,126.853604115068
한성대입구,11725,11684,11725,11684,37.5883948842004,127.00595033342
혜화,26726,26831,26726,26831,37.5818036223189,127.001978401429
회현,21960,23110,21960,23110,37.5585353196435,126.978239147279
경마공원,1292,1243,1292,1243,37.4441407439838,127.008051189437
고잔,8467,7965,8467,7965,37.310138887688,126.853604115068
과천,5831,5436,5831,5436,37.4334527847941,126.997456834042
길음,19007,18769,19007,18769,37.603183910563,127.024823216768
남태령,1066,973,1066,973,37.4648575576518,126.988656544337
노원,17883,19899,17883,19899,37.6562677764281,127.063030448739
당고개,11977,10931,11977,10931,37.6702926448965,127.079011159467
대공원,2253,2372,2253,2372,37.4357353154423,127.005564107175
대야미,4799,4390,4799,4390,37.3283278084294,126.917178861076
동대문,18485,18876,18485,18876,37.5717775660734,127.011167102297
동대문역사문화공원,13742,12629,13742,12629,37.5655895229776,127.009131498424
동작,1298,1517,1298,1517,37.5028703671011,126.980268385443
명동,17294,17590,17294,17590,37.5609100751113,126.985947030389
미아,13880,13550,13880,13550,37.6264436445109,127.026103434413
미아사거리,26234,25576,26234,25576,37.6132861094991,127.030098418544
반월,4047,3870,4047,3870,37.3120043860232,126.903795028845
범계,24996,24679,24996,24679,37.38973437119,126.950983854413
사당,23412,19014,23412,19014,37.4765228347619,126.981408909449
산본,15295,16235,15295,16235,37.3581051591978,126.933175158373
삼각지,4628,5077,4628,5077,37.5345937063675,126.973011032988
상계,18022,16870,18022,16870,37.6609038887184,127.073575379339
상록수,14495,14955,14495,14955,37.3029804927532,126.865417356052
서울역,10632,14490,10632,14490,,
선바위,7970,7016,7970,7016,37.4518723418033,127.001363325574
성신여대입구,18370,17764,18370,17764,37.5927179261346,127.016477649743
수리산,4066,3312,4066,3312,37.350128811081,126.92549018064
수유,32097,32251,32097,32251,37.6377452337445,127.025356901379
숙대입구,11765,11618,11765,11618,37.5451939759064,126.971872351838
신길온천,1593,1514,1593,1514,37.3279773719144,126.787289454372
신용산,15966,16660,15966,16660,37.5296155628471,126.968215931799
쌍문,28297,26385,28297,26385,37.6488498649136,127.034880717215
안산,10969,9857,10969,9857,37.3206930878552,126.805905689102
오이도,7605,7412,7605,7412,37.3619270024133,126.738463594077
이촌,6816,7618,6816,7618,37.522520254623,126.973683151228
인덕원,23362,24546,23362,24546,37.4015080484355,126.976688773261
정부과천청사,10462,10310,10462,10310,37.4259969407168,126.990186147038
정왕,7116,7449,7116,7449,37.3375787569365,126.767149151692
중앙,16775,17001,16775,17001,37.3160120851693,126.838496502051
창동,23838,25271,23838,25271,37.6532174818989,127.047714954434
초지,4300,4420,4300,4420,37.3206930878552,126.805905689102
총신대입구,18023,19516,18023,19516,37.4875538278198,126.982199707405
충무로,24984,25705,24984,25705,37.5612890978954,126.994207448462
평촌,17983,17669,17983,17669,37.3944955073661,126.963866284332
한대앞,8197,8340,8197,8340,37.310138887688,126.853604115068
한성대입구,12067,11996,12067,11996,37.5883948842004,127.00595033342
혜화,30100,29979,30100,29979,37.5818036223189,127.001978401429
회현,23355,24635,23355,24635,37.5585353196435,126.978239147279
경마공원,1494,1463,1494,1463,37.4441407439838,127.008051189437
고잔,8431,7944,8431,7944,37.310138887688,126.853604115068
과천,5818,5494,5818,5494,37.4334527847941,126.997456834042
길음,19539,19120,19539,19120,37.603183910563,127.024823216768
남태령,1086,1000,1086,1000,37.4648575576518,126.988656544337
노원,17796,20020,17796,20020,37.6562677764281,127.063030448739
당고개,12192,11086,12192,11086,37.6702926448965,127.079011159467
대공원,2107,2218,2107,2218,37.4357353154423,127.005564107175
대야미,4786,4267,4786,4267,37.3283278084294,126.917178861076
동대문,18478,19012,18478,19012,37.5717775660734,127.011167102297
동대문역사문화공원,14053,12861,14053,12861,37.5655895229776,127.009131498424
동작,1282,1403,1282,1403,37.5028703671011,126.980268385443
명동,17459,18007,17459,18007,37.5609100751113,126.985947030389
미아,13948,13714,13948,13714,37.6264436445109,127.026103434413
미아사거리,25965,25465,25965,25465,37.6132861094991,127.030098418544
반월,4209,3996,4209,3996,37.3120043860232,126.903795028845
범계,25367,24812,25367,24812,37.38973437119,126.950983854413
사당,23635,19229,23635,19229,37.4765228347619,126.981408909449
산본,15272,16442,15272,16442,37.3581051591978,126.933175158373
삼각지,4749,5174,4749,5174,37.5345937063675,126.973011032988
상계,18236,17060,18236,17060,37.6609038887184,127.073575379339
상록수,14734,15163,14734,15163,37.3029804927532,126.865417356052
서울역,10765,14349,10765,14349,,
선바위,7853,6859,7853,6859,37.4518723418033,127.001363325574
성신여대입구,18464,17978,18464,17978,37.5927179261346,127.016477649743
수리산,3992,3243,3992,3243,37.350128811081,126.92549018064
수유,32049,32473,32049,32473,37.6377452337445,127.025356901379
숙대입구,11971,11758,11971,11758,37.5451939759064,126.971872351838
신길온천,1643,1503,1643,1503,37.3279773719144,126.787289454372
신용산,16286,16916,16286,16916,37.5296155628471,126.968215931799
쌍문,28306,26430,28306,26430,37.6488498649136,127.034880717215
안산,10941,9830,10941,9830,37.3206930878552,126.805905689102
오이도,7824,7652,7824,7652,37.3619270024133,126.738463594077
이촌,6927,7595,6927,7595,37.522520254623,126.973683151228
인덕원,23361,24619,23361,24619,37.4015080484355,126.976688773261
정부과천청사,10539,10396,10539,10396,37.4259969407168,126.990186147038
정왕,7054,7455,7054,7455,37.3375787569365,126.767149151692
중앙,16872,17376,16872,17376,37.3160120851693,126.838496502051
창동,24279,25556,24279,25556,37.6532174818989,127.047714954434
초지,4353,4408,4353,4408,37.3206930878552,126.805905689102
총신대입구,18226,19766,18226,19766,37.4875538278198,126.982199707405
충무로,25051,25916,25051,25916,37.5612890978954,126.994207448462
평촌,17802,17641,17802,17641,37.3944955073661,126.963866284332
한대앞,8165,8334,8165,8334,37.310138887688,126.853604115068
한성대입구,12363,11937,12363,11937,37.5883948842004,127.00595033342
혜화,30376,30578,30376,30578,37.5818036223189,127.001978401429
