지하철역,승차총승객수,하차총승객수,총 승차인원,총 하차인원,lat,lng
일원,10206,9951,10206,9951,37.4840735840284,127.084451750048
잠원,4697,4589,4697,4589,37.5127991148107,127.01122017966
정발산,7049,6916,7049,6916,37.6589801992463,126.773725939404
종로3가,10168,11526,10168,11526,37.5704266025836,126.99202930223
주엽,8841,8921,8841,8921,37.6704315940863,126.761046013417
지축,4409,4299,4409,4299,37.6496180734177,126.912167788573
충무로,2,0,2,0,37.5612890978954,126.994207448462
학여울,1771,1782,1771,1782,37.4967171864138,127.071718971861
홍제,16672,15886,16672,15886,37.5887103667691,126.944242309924
화정,16431,16857,16431,16857,37.6345077843042,126.832630042005
가락시장,9096,9181,9096,9181,37.4927440321316,127.118485741487
경복궁,18762,18572,18762,18572,37.5758613027702,126.973062710191
경찰병원,7460,7414,7460,7414,37.4956031419934,127.124067847413
고속터미널,37772,36985,37772,36985,37.5049267445237,127.004949918697
교대,14610,9704,14610,9704,37.4928178646055,127.013838469407
구파발,20414,19233,20414,19233,37.6368417889316,126.918745426412
금호,8166,8291,8166,8291,37.5481125196986,127.015893753726
남부터미널,28982,29402,28982,29402,37.48514016604,127.016207055102
녹번,15349,14378,15349,14378,37.6007421809861,126.936019442532
대곡,1968,1543,1968,1543,37.6318206316005,126.810602730178
대청,9969,9303,9969,9303,37.4937218597788,127.079493645766
대치,11692,11506,11692,11506,37.4945627553067,127.063430193449
대화,12685,9995,12685,9995,37.675954868441,126.747305098166
도곡,5502,5649,5502,5649,37.4908647717187,127.05532337372
독립문,6694,6973,6694,6973,37.5744103589329,126.957750279047
동대입구,6944,7445,6944,7445,37.559030224347,127.005460196954
마두,7588,7575,7588,7575,37.6523303524635,126.778195968273
매봉,13017,12223,13017,12223,37.4869611285839,127.046614560925
무악재,3939,3987,3939,3987,37.5823841472467,126.950322097494
백석,9850,10048,9850,10048,37.6431608335662,126.788171623016
불광,15934,17110,15934,17110,37.6102072578868,126.92998576213
삼송,19433,18772,19433,18772,37.6550162726238,126.896562231497
수서,16656,16796,16656,16796,37.4873889933503,127.101859191018
신사,32623,33733,32623,33733,37.5171124958274,127.019494541135
안국,18933,19800,18933,19800,37.5767203705556,126.985823042976
압구정,33229,34888,33229,34888,37.5264308236177,127.028480919224
약수,12755,13033,12755,13033,37.5545595558163,127.010822526737
양재,40211,42629,40211,42629,37.4839347328908,127.034544193436
연신내,35689,33880,35689,33880,37.618962003178,126.921162124977
오금,6011,5628,6011,5628,37.5022659793733,127.127879247544
옥수,8766,9448,8766,9448,37.5409877747326,127.018965435917
원당,10833,10410,10833,10410,37.6534333656508,126.843104741837
원흥,10481,9995,10481,9995,37.6509206996283,126.873307347639
을지로3가,10649,11182,10649,11182,37.56626594615,126.990308356253
일원,10079,9595,10079,9595,37.4840735840284,127.084451750048
잠원,4729,4676,4729,4676,37.5127991148107,127.01122017966
정발산,6948,6865,6948,6865,37.6589801992463,126.773725939404
종로3가,10344,11486,10344,11486,37.5704266025836,126.99202930223
주엽,8848,8801,8848,8801,37.6704315940863,126.761046013417
지축,4345,4345,4345,4345,37.6496180734177,126.912167788573
학여울,1719,1784,1719,1784,37.4967171864138,127.071718971861
홍제,16974,16458,16974,16458,37.5887103667691,126.944242309924
화정,16933,17402,16933,17402,37.6345077843042,126.832630042005
가락시장,9656,9446,9656,9446,37.4927440321316,127.118485741487
경복궁,19891,19391,19891,19391,37.5758613027702,126.973062710191
경찰병원,7709,7801,7709,7801,37.4956031419934,127.124067847413
고속터미널,38125,38019,38125,38019,37.5049267445237,127.004949918697
교대,14975,9515,14975,9515,37.4928178646055,127.013838469407
구파발,20727,19587,20727,19587,37.6368417889316,126.918745426412
금호,8197,7802,8197,7802,37.5481125196986,127.015893753726
남부터미널,29423,30370,29423,30370,37.48514016604,127.016207055102
녹번,15455,14222,15455,14222,37.6007421809861,126.936019442532
대곡,1914,1517,1914,1517,37.6318206316005,126.810602730178
대청,10055,9373,10055,9373,37.4937218597788,127.079493645766
대치,11668,11607,11668,11607,37.4945627553067,127.063430193449
대화,12388,10063,12388,10063,37.675954868441,126.747305098166
도곡,5475,5637,5475,5637,37.4908647717187,127.05532337372
독립문,6712,6937,6712,6937,37.5744103589329,126.957750279047
동대입구,6997,7274,6997,7274,37.559030224347,127.005460196954
마두,7710,7755,7710,7755,37.6523303524635,126.778195968273
매봉,13117,12554,13117,12554,37.4869611285839,127.046614560925
무악재,4018,3962,4018,3962,37.5823841472467,126.950322097494
백석,9495,9498,9495,9498,37.6431608335662,126.788171623016
불광,16280,17565,16280,17565,37.6102072578868,126.92998576213
삼송,19231,18983,19231,18983,37.6550162726238,126.896562231497
수서,17270,17668,17270,17668,37.4873889933503,127.101859191018
신사,32315,33500,32315,33500,37.5171124958274,127.019494541135
안국,20288,20774,20288,20774,37.5767203705556,126.985823042976
압구정,34171,36128,34171,36128,37.5264308236177,127.028480919224
약수,12881,12453,12881,12453,37.5545595558163,127.010822526737
양재,40537,43664,40537,43664,37.4839347328908,127.034544193436
연신내,36139,34564,36139,34564,37.618962003178,126.921162124977
오금,6294,5735,6294,5735,37.5022659793733,127.127879247544
옥수,8939,9504,8939,9504,37.5409877747326,127.018965435917
원당,10993,10436,10993,10436,37.6534333656508,126.843104741837
원흥,10672,10131,10672,10131,37.6509206996283,126.873307347639
을지로3가,10731,10948,10731,10948,37.56626594615,126.990308356253
일원,10335,10153,10335,10153,37.4840735840284,127.084451750048
잠원,4803,4823,4803,4823,37.5127991148107,127.01122017966
정발산,7154,6970,7154,6970,37.6589801992463,126.773725939404
종로3가,10639,11847,10639,11847,37.5704266025836,126.99202930223
주엽,8868,8983,8868,8983,37.6704315940863,126.761046013417
지축,4558,4360,4558,4360,37.6496180734177,126.912167788573
충무로,1,0,1,0,37.5612890978954,126.994207448462
학여울,1865,1866,1865,1866,37.4967171864138,127.071718971861
홍제,17134,16417,17134,16417,37.5887103667691,126.944242309924
화정,16915,17334,16915,17334,37.6345077843042,126.832630042005
가락시장,9547,9278,9547,9278,37.4927440321316,127.118485741487
경복궁,18997,18486,18997,18486,37.5758613027702,126.973062710191
경찰병원,7510,7547,7510,7547,37.4956031419934,127.124067847413
고속터미널,38641,41346,38641,41346,37.5049267445237,127.004949918697
교대,15207,9543,15207,9543,37.4928178646055,127.013838469407
구파발,20431,19413,20431,19413,37.6368417889316,126.918745426412
금호,8094,7603,8094,7603,37.5481125196986,127.015893753726
남부터미널,29211,30814,29211,30814,37.48514016604,127.016207055102
녹번,15533,14148,15533,14148,37.6007421809861,126.936019442532
대곡,1894,1461,1894,1461,37.6318206316005,126.810602730178
대청,10126,9367,10126,9367,37.4937218597788,127.079493645766
대치,11683,11867,11683,11867,37.4945627553067,127.063430193449
대화,12319,9823,12319,9823,37.675954868441,126.747305098166
도곡,5384,5436,5384,5436,37.4908647717187,127.05532337372
독립문,6672,6800,6672,6800,37.5744103589329,126.957750279047
동대입구,6858,7056,6858,7056,37.559030224347,127.005460196954
마두,7385,7563,7385,7563,37.6523303524635,126.778195968273
매봉,12864,12310,12864,12310,37.4869611285839,127.046614560925
무악재,3779,3836,3779,3836,37.5823841472467,126.950322097494
백석,9806,9935,9806,9935,37.6431608335662,126.788171623016
불광,16273,17253,16273,17253,37.6102072578868,126.92998576213
삼송,19041,18694,19041,18694,37.6550162726238,126.896562231497
수서,16593,17307,16593,17307,37.4873889933503,127.101859191018
신사,32731,34092,32731,34092,37.5171124958274,127.019494541135
안국,19284,19819,19284,19819,37.5767203705556,126.985823042976
압구정,33555,35758,33555,35758,37.5264308236177,127.028480919224
약수,12874,12382,12874,12382,37.5545595558163,127.010822526737
양재,40104,42999,40104,42999,37.4839347328908,127.034544193436
연신내,35895,34154,35895,34154,37.618962003178,126.921162124977
오금,6222,5520,6222,5520,37.5022659793733,127.127879247544
옥수,8873,9181,8873,9181,37.5409877747326,127.018965435917
원당,10854,10183,10854,10183,37.6534333656508,126.843104741837
원흥,10588,9828,10588,9828,37.6509206996283,126.873307347639
을지로3가,10538,10698,10538,10698,37.56626594615,126.990308356253
일원,10277,9740,10277,9740,37.4840735840284,127.084451750048
잠원,4679,4686,4679,4686,37.5127991148107,127.01122017966
정발산,7111,6952,7111,6952,37.6589801992463,126.773725939404
종로3가,10362,11563,10362,11563,37.5704266025836,126.99202930223
주엽,8600,8581,8600,8581,37.6704315940863,126.761046013417
지축,4414,4281,4414,4281,37.6496180734177,126.912167788573
학여울,1710,1824,1710,1824,37.4967171864138,127.071718971861
홍제,16941,15963,16941,15963,37.5887103667691,126.944242309924
화정,16707,16998,16707,16998,37.6345077843042,126.832630042005
가락시장,9397,9213,9397,9213,37.4927440321316,127.118485741487
경복궁,18776,18025,18776,18025,37.5758613027702,126.973062710191
경찰병원,7148,7056,7148,7056,37.4956031419934,127.124067847413
고속터미널,42711,62417,42711,62417,37.5049267445237,127.004949918697
교대,13664,8835,13664,8835,37.4928178646055,127.013838469407
구파발,20279,18898,20279,18898,37.6368417889316,126.918745426412
금호,8151,7612,8151,7612,37.5481125196986,127.015893753726
남부터미널,30528,34946,30528,34946,37.48514016604,127.016207055102
녹번,15164,13532,15164,13532,37.6007421809861,126.936019442532
대곡,1814,1405,1814,1405,37.6318206316005,126.810602730178
대청,9793,9097,9793,9097,37.4937218597788,127.079493645766
대치,11982,11944,11982,11944,37.4945627553067,127.063430193449
대화,11813,9557,11813,9557,37.675954868441,126.747305098166
도곡,5395,5452,5395,5452,37.4908647717187,127.05532337372
독립문,6669,6654,6669,6654,37.5744103589329,126.957750279047
동대입구,7536,7587,7536,7587,37.559030224347,127.005460196954
마두,7285,7447,7285,7447,37.6523303524635,126.778195968273
매봉,12399,11655,12399,11655,37.4869611285839,127.046614560925
무악재,3775,3765,3775,3765,37.5823841472467,126.950322097494
백석,9719,9877,9719,9877,37.6431608335662,126.788171623016
불광,16152,16842,16152,16842,37.6102072578868,126.92998576213
삼송,18817,18490,18817,18490,37.6550162726238,126.896562231497
수서,14584,15592,14584,15592,37.4873889933503,127.101859191018
신사,33324,34327,33324,34327,37.5171124958274,127.019494541135
안국,18970,18891,18970,18891,37.5767203705556,126.985823042976
압구정,34300,36606,34300,36606,37.5264308236177,127.028480919224
약수,12802,12076,12802,12076,37.5545595558163,127.010822526737
양재,38937,39912,38937,39912,37.4839347328908,127.034544193436
연신내,36381,34455,36381,34455,37.618962003178,126.921162124977
오금,5889,5260,5889,5260,37.5022659793733,127.127879247544
옥수,8963,9278,8963,9278,37.5409877747326,127.018965435917
원당,10552,10080,10552,10080,37.6534333656508,126.843104741837
원흥,10146,9453,10146,9453,37.6509206996283,126.873307347639
을지로3가,10185,10284,10185,10284,37.56626594615,126.990308356253
일원,9734,9119,9734,9119,37.4840735840284,127.084451750048
잠원,4805,4677,4805,4677,37.5127991148107,127.01122017966
정발산,7313,7502,7313,7502,37.6589801992463,126.773725939404
종로3가,10120,11592,10120,11592,37.5704266025836,126.99202930223
주엽,8565,8705,8565,8705,37.6704315940863,126.761046013417
지축,4259,3985,4259,3985,37.6496180734177,126.912167788573
충무로,1,0,1,0,37.5612890978954,126.994207448462
학여울,1720,1702,1720,1702,37.4967171864138,127.071718971861
홍제,16829,16063,16829,16063,37.5887103667691,126.944242309924
화정,16282,16886,16282,16886,37.6345077843042,126.832630042005
가락시장,5398,5256,5398,5256,37.4927440321316,127.118485741487
경복궁,11309,11290,11309,11290,37.5758613027702,126.973062710191
경찰병원,3295,2970,3295,2970,37.4956031419934,127.124067847413
고속터미널,35794,56093,35794,56093,37.5049267445237,127.004949918697
교대,4990,2924,4990,2924,37.4928178646055,127.013838469407
구파발,12453,12285,12453,12285,37.6368417889316,126.918745426412
금호,4943,4429,4943,4429,37.5481125196986,127.015893753726
남부터미널,15713,19877,15713,19877,37.48514016604,127.016207055102
녹번,8635,7400,8635,7400,37.6007421809861,126.936019442532
대곡,884,823,884,823,37.6318206316005,126.810602730178
대청,4907,4473,4907,4473,37.4937218597788,127.079493645766
대치,8329,7482,8329,7482,37.4945627553067,127.063430193449
대화,6760,6212,6760,6212,37.675954868441,126.747305098166
도곡,2467,2447,2467,2447,37.4908647717187,127.05532337372
독립문,4501,4655,4501,4655,37.5744103589329,126.957750279047
동대입구,5361,5733,5361,5733,37.559030224347,127.005460196954
마두,4070,4123,4070,4123,37.6523303524635,126.778195968273
매봉,4755,4466,4755,4466,37.4869611285839,127.046614560925
무악재,2202,2187,2202,2187,37.5823841472467,126.950322097494
백석,6225,6380,6225,6380,37.6431608335662,126.788171623016
불광,11100,12101,11100,12101,37.6102072578868,126.92998576213
삼송,11875,11468,11875,11468,37.6550162726238,126.896562231497
수서,8542,9570,8542,9570,37.4873889933503,127.101859191018
신사,19733,20281,19733,20281,37.5171124958274,127.019494541135
안국,10345,11421,10345,11421,37.5767203705556,126.985823042976
압구정,21122,22140,21122,22140,37.5264308236177,127.028480919224
약수,7452,6776,7452,6776,37.5545595558163,127.010822526737
양재,15150,15569,15150,15569,37.4839347328908,127.034544193436
연신내,25391,23455,25391,23455,37.618962003178,126.921162124977
오금,2959,2657,2959,2657,37.5022659793733,127.127879247544
옥수,5440,5597,5440,5597,37.5409877747326,127.018965435917
원당,6764,6620,6764,6620,37.6534333656508,126.843104741837
원흥,5970,5560,5970,5560,37.6509206996283,126.873307347639
을지로3가,3583,3596,3583,3596,37.56626594615,126.990308356253
일원,3823,3726,3823,3726,37.4840735840284,127.084451750048
잠원,2476,2428,2476,2428,37.5127991148107,127.01122017966
정발산,5359,5296,5359,5296,37.6589801992463,126.773725939404
종로3가,4459,5985,4459,5985,37.5704266025836,126.99202930223
주엽,5289,5273,5289,5273,37.6704315940863,126.761046013417
지축,2371,2322,2371,2322,37.6496180734177,126.912167788573
충무로,1,0,1,0,37.5612890978954,126.994207448462
학여울,855,830,855,830,37.4967171864138,127.071718971861
홍제,11148,10185,11148,10185,37.5887103667691,126.944242309924
화정,10748,10953,10748,10953,37.6345077843042,126.832630042005
가락시장,3662,3360,3662,3360,37.4927440321316,127.118485741487
경복궁,8624,8860,8624,8860,37.5758613027702,126.973062710191
경찰병원,2204,2112,2204,2112,37.4956031419934,127.124067847413
고속터미널,26728,42041,26728,42041,37.5049267445237,127.004949918697
교대,2823,1622,2823,1622,37.4928178646055,127.013838469407
구파발,9092,8868,9092,8868,37.6368417889316,126.918745426412
금호,3557,3237,3557,3237,37.5481125196986,127.015893753726
남부터미널,9973,13520,9973,13520,37.48514016604,127.016207055102
녹번,6083,5307,6083,5307,37.6007421809861,126.936019442532
대곡,702,633,702,633,37.6318206316005,126.810602730178
대청,3511,3209,3511,3209,37.4937218597788,127.079493645766
대치,5352,4554,5352,4554,37.4945627553067,127.063430193449
대화,5024,4635,5024,4635,37.675954868441,126.747305098166
도곡,1538,1532,1538,1532,37.4908647717187,127.05532337372
독립문,3442,3606,3442,3606,37.5744103589329,126.957750279047
동대입구,3437,3613,3437,3613,37.559030224347,127.005460196954
마두,2800,2815,2800,2815,37.6523303524635,126.778195968273
매봉,3105,2926,3105,2926,37.4869611285839,127.046614560925
무악재,1602,1625,1602,1625,37.5823841472467,126.950322097494
백석,4644,4676,4644,4676,37.6431608335662,126.788171623016
불광,8116,8847,8116,8847,37.6102072578868,126.92998576213
삼송,9291,9131,9291,9131,37.6550162726238,126.896562231497
수서,6363,7379,6363,7379,37.4873889933503,127.101859191018
신사,10893,10966,10893,10966,37.5171124958274,127.019494541135
안국,7915,8658,7915,8658,37.5767203705556,126.985823042976
압구정,12216,12534,12216,12534,37.5264308236177,127.028480919224
약수,5502,4986,5502,4986,37.5545595558163,127.010822526737
양재,9659,10219,9659,10219,37.4839347328908,127.034544193436
연신내,18496,17208,18496,17208,37.618962003178,126.921162124977
오금,2147,2033,2147,2033,37.5022659793733,127.127879247544
옥수,3803,3873,3803,3873,37.5409877747326,127.018965435917
원당,5100,5025,5100,5025,37.6534333656508,126.843104741837
원흥,4586,4288,4586,4288,37.6509206996283,126.873307347639
을지로3가,2393,2206,2393,2206,37.56626594615,126.990308356253
일원,2674,2695,2674,2695,37.4840735840284,127.084451750048
잠원,1684,1736,1684,1736,37.5127991148107,127.01122017966
정발산,4300,4190,4300,4190,37.6589801992463,126.773725939404
종로3가,2858,3793,2858,3793,37.5704266025836,126.99202930223
주엽,3577,3770,3577,3770,37.6704315940863,126.761046013417
지축,1708,1691,1708,1691,37.6496180734177,126.912167788573
학여울,679,653,679,653,37.4967171864138,127.071718971861
홍제,7799,7303,7799,7303,37.5887103667691,126.944242309924
화정,7893,8039,7893,8039,37.6345077843042,126.832630042005
가락시장,2686,2604,2686,2604,37.4927440321316,127.118485741487
경복궁,6824,7332,6824,7332,37.5758613027702,126.973062710191
경찰병원,1834,1658,1834,1658,37.4956031419934,127.124067847413
고속터미널,17880,24849,17880,24849,37.5049267445237,127.004949918697
교대,2115,1261,2115,1261,37.4928178646055,127.013838469407
구파발,7239,7372,7239,7372,37.6368417889316,126.918745426412
금호,2757,2642,2757,2642,37.5481125196986,127.015893753726
남부터미널,6773,8550,6773,8550,37.48514016604,127.016207055102
녹번,4693,4187,4693,4187,37.6007421809861,126.936019442532
대곡,661,518,661,518,37.6318206316005,126.810602730178
대청,2642,2506,2642,2506,37.4937218597788,127.079493645766
대치,3479,3151,3479,3151,37.4945627553067,127.063430193449
대화,3887,3625,3887,3625,37.675954868441,126.747305098166
도곡,1257,1171,1257,1171,37.4908647717187,127.05532337372
독립문,2658,2814,2658,2814,37.5744103589329,126.957750279047
동대입구,2774,2936,2774,2936,37.559030224347,127.005460196954
마두,2345,2390,2345,2390,37.6523303524635,126.778195968273
매봉,2359,2213,2359,2213,37.4869611285839,127.046614560925
무악재,1240,1320,1240,1320,37.5823841472467,126.950322097494
백석,3742,3906,3742,3906,37.6431608335662,126.788171623016
불광,5904,6629,5904,6629,37.6102072578868,126.92998576213
삼송,7524,7545,7524,7545,37.6550162726238,126.896562231497
수서,5447,5933,5447,5933,37.4873889933503,127.101859191018
신사,7594,7324,7594,7324,37.5171124958274,127.019494541135
안국,6523,6927,6523,6927,37.5767203705556,126.985823042976
압구정,9121,9260,9121,9260,37.5264308236177,127.028480919224
약수,4079,3747,4079,3747,37.5545595558163,127.010822526737
양재,6275,6726,6275,6726,37.4839347328908,127.034544193436
연신내,14600,13756,14600,13756,37.618962003178,126.921162124977
오금,1571,1438,1571,1438,37.5022659793733,127.127879247544
옥수,3002,3039,3002,3039,37.5409877747326,127.018965435917
원당,3949,4151,3949,4151,37.6534333656508,126.843104741837
원흥,3471,3297,3471,3297,37.6509206996283,126.873307347639
을지로3가,1576,1461,1576,1461,37.56626594615,126.990308356253
일원,2061,2098,2061,2098,37.4840735840284,127.084451750048
잠원,1350,1321,1350,1321,37.5127991148107,127.01122017966
정발산,2631,2637,2631,2637,37.6589801992463,126.773725939404
종로3가,2210,2776,2210,2776,37.5704266025836,126.99202930223
주엽,2883,2897,2883,2897,37.6704315940863,126.761046013417
지축,1383,1307,1383,1307,37.6496180734177,126.912167788573
학여울,422,434,422,434,37.4967171864138,127.071718971861
홍제,6249,5881,6249,5881,37.5887103667691,126.944242309924
화정,6199,6475,6199,6475,37.6345077843042,126.832630042005
가락시장,1760,1739,1760,1739,37.4927440321316,127.118485741487
경복궁,5914,7253,5914,7253,37.5758613027702,126.973062710191
경찰병원,1417,1604,1417,1604,37.4956031419934,127.124067847413
고속터미널,30168,13336,30168,13336,37.5049267445237,127.004949918697
교대,1449,997,1449,997,37.4928178646055,127.013838469407
구파발,6629,6843,6629,6843,37.6368417889316,126.918745426412
금호,2599,2512,2599,2512,37.5481125196986,127.015893753726
남부터미널,9858,6343,9858,6343,37.48514016604,127.016207055102
녹번,4431,4398,4431,4398,37.6007421809861,126.936019442532
대곡,579,431,579,431,37.6318206316005,126.810602730178
대청,2174,2241,2174,2241,37.4937218597788,127.079493645766
대치,2095,2068,2095,2068,37.4945627553067,127.063430193449
대화,3606,3496,3606,3496,37.675954868441,126.747305098166
도곡,889,930,889,930,37.4908647717187,127.05532337372
독립문,2325,2420,2325,2420,37.5744103589329,126.957750279047
동대입구,3085,3628,3085,3628,37.559030224347,127.005460196954
마두,1978,1980,1978,1980,37.6523303524635,126.778195968273
매봉,1760,1774,1760,1774,37.4869611285839,127.046614560925
무악재,1195,1332,1195,1332,37.5823841472467,126.950322097494
백석,3140,3078,3140,3078,37.6431608335662,126.788171623016
불광,4874,5889,4874,5889,37.6102072578868,126.92998576213
삼송,6869,6701,6869,6701,37.6550162726238,126.896562231497
수서,5691,4990,5691,4990,37.4873889933503,127.101859191018
신사,3735,4126,3735,4126,37.5171124958274,127.019494541135
안국,5840,6316,5840,6316,37.5767203705556,126.985823042976
압구정,3522,3930,3522,3930,37.5264308236177,127.028480919224
약수,3631,3714,3631,3714,37.5545595558163,127.010822526737
양재,5351,6618,5351,6618,37.4839347328908,127.034544193436
연신내,12409,12922,12409,12922,37.618962003178,126.921162124977
오금,1288,1379,1288,1379,37.5022659793733,127.127879247544
옥수,2654,2951,2654,2951,37.5409877747326,127.018965435917
원당,3769,3657,3769,3657,37.6534333656508,126.843104741837
원흥,3036,3006,3036,3006,37.6509206996283,126.873307347639
을지로3가,1135,1083,1135,1083,37.56626594615,126.990308356253
일원,1784,1869,1784,1869,37.4840735840284,127.084451750048
잠원,1016,1031,1016,1031,37.5127991148107,127.01122017966
정발산,2149,2302,2149,2302,37.6589801992463,126.773725939404
종로3가,1573,2478,1573,2478,37.5704266025836,126.99202930223
주엽,2571,2605,2571,2605,37.6704315940863,126.761046013417
지축,1183,1134,1183,1134,37.6496180734177,126.912167788573
학여울,339,382,339,382,37.4967171864138,127.071718971861
홍제,5555,5563,5555,5563,37.5887103667691,126.944242309924
화정,5432,5671,5432,5671,37.6345077843042,126.832630042005
가락시장,2743,2661,2743,2661,37.4927440321316,127.118485741487
경복궁,8239,9287,8239,9287,37.5758613027702,126.973062710191
경찰병원,2024,2200,2024,2200,37.4956031419934,127.124067847413
고속터미널,54010,25892,54010,25892,37.5049267445237,127.004949918697
교대,2755,2044,2755,2044,37.4928178646055,127.013838469407
구파발,8460,8890,8460,8890,37.6368417889316,126.918745426412
금호,3180,3118,3180,3118,37.5481125196986,127.015893753726
남부터미널,14792,10318,14792,10318,37.48514016604,127.016207055102
녹번,5354,5195,5354,5195,37.6007421809861,126.936019442532
대곡,708,604,708,604,37.6318206316005,126.810602730178
대청,3072,3182,3072,3182,37.4937218597788,127.079493645766
대치,3583,3447,3583,3447,37.4945627553067,127.063430193449
대화,4641,4302,4641,4302,37.675954868441,126.747305098166
도곡,1453,1493,1453,1493,37.4908647717187,127.05532337372
독립문,3209,3508,3209,3508,37.5744103589329,126.957750279047
동대입구,3178,3879,3178,3879,37.559030224347,127.005460196954
마두,2652,2702,2652,2702,37.6523303524635,126.778195968273
매봉,2996,3022,2996,3022,37.4869611285839,127.046614560925
무악재,1410,1585,1410,1585,37.5823841472467,126.950322097494
백석,4416,4357,4416,4357,37.6431608335662,126.788171623016
불광,6820,8337,6820,8337,37.6102072578868,126.92998576213
삼송,8702,8405,8702,8405,37.6550162726238,126.896562231497
수서,7499,6352,7499,6352,37.4873889933503,127.101859191018
신사,9407,9954,9407,9954,37.5171124958274,127.019494541135
안국,8239,9009,8239,9009,37.5767203705556,126.985823042976
압구정,7513,8290,7513,8290,37.5264308236177,127.028480919224
약수,4654,4860,4654,4860,37.5545595558163,127.010822526737
양재,8415,10589,8415,10589,37.4839347328908,127.034544193436
연신내,15961,16045,15961,16045,37.618962003178,126.921162124977
오금,1792,1845,1792,1845,37.5022659793733,127.127879247544
옥수,3400,3795,3400,3795,37.5409877747326,127.018965435917
원당,4529,4394,4529,4394,37.6534333656508,126.843104741837
원흥,3846,3863,3846,3863,37.6509206996283,126.873307347639
을지로3가,2054,2043,2054,2043,37.56626594615,126.990308356253
일원,3322,3580,3322,3580,37.4840735840284,127.084451750048
잠원,1602,1596,1602,1596,37.5127991148107,127.01122017966
정발산,3810,3845,3810,3845,37.6589801992463,126.773725939404
종로3가,2763,3746,2763,3746,37.5704266025836,126.99202930223
주엽,3543,3384,3543,3384,37.6704315940863,126.761046013417
지축,1520,1367,1520,1367,37.6496180734177,126.912167788573
충무로,1,0,1,0,37.5612890978954,126.994207448462
학여울,535,533,535,533,37.4967171864138,127.071718971861
홍제,6552,6769,6552,6769,37.5887103667691,126.944242309924
화정,7626,7941,7626,7941,37.6345077843042,126.832630042005
가락시장,7202,7286,7202,7286,37.4927440321316,127.118485741487
경복궁,16592,16240,16592,16240,37.5758613027702,126.973062710191
경찰병원,6482,6640,6482,6640,37.4956031419934,127.124067847413
고속터미널,39424,31243,39424,31243,37.5049267445237,127.004949918697
교대,12184,7947,12184,7947,37.4928178646055,127.013838469407
구파발,18419,17556,18419,17556,37.6368417889316,126.918745426412
금호,6943,6749,6943,6749,37.5481125196986,127.015893753726
남부터미널,27205,26429,27205,26429,37.48514016604,127.016207055102
녹번,13700,12748,13700,12748,37.6007421809861,126.936019442532
대곡,1673,1348,1673,1348,37.6318206316005,126.810602730178
대청,8764,8359,8764,8359,37.4937218597788,127.079493645766
대치,9997,10076,9997,10076,37.4945627553067,127.063430193449
대화,11389,9039,11389,9039,37.675954868441,126.747305098166
도곡,4728,4877,4728,4877,37.4908647717187,127.05532337372
독립문,6051,6229,6051,6229,37.5744103589329,126.957750279047
동대입구,5831,6249,5831,6249,37.559030224347,127.005460196954
마두,6759,6891,6759,6891,37.6523303524635,126.778195968273
매봉,11124,10640,11124,10640,37.4869611285839,127.046614560925
무악재,3476,3592,3476,3592,37.5823841472467,126.950322097494
백석,8864,8860,8864,8860,37.6431608335662,126.788171623016
불광,14164,15357,14164,15357,37.6102072578868,126.92998576213
삼송,17202,17086,17202,17086,37.6550162726238,126.896562231497
수서,14853,13797,14853,13797,37.4873889933503,127.101859191018
신사,28498,29583,28498,29583,37.5171124958274,127.019494541135
안국,14181,15069,14181,15069,37.5767203705556,126.985823042976
압구정,30096,31836,30096,31836,37.5264308236177,127.028480919224
약수,11370,11084,11370,11084,37.5545595558163,127.010822526737
양재,32963,36425,32963,36425,37.4839347328908,127.034544193436
연신내,32366,31073,32366,31073,37.618962003178,126.921162124977
오금,5455,4981,5455,4981,37.5022659793733,127.127879247544
옥수,7758,8184,7758,8184,37.5409877747326,127.018965435917
원당,9744,9125,9744,9125,37.6534333656508,126.843104741837
원흥,9232,8970,9232,8970,37.6509206996283,126.873307347639
을지로3가,9184,9366,9184,9366,37.56626594615,126.990308356253
일원,8812,8610,8812,8610,37.4840735840284,127.084451750048
잠원,4110,4002,4110,4002,37.5127991148107,127.01122017966
정발산,6622,6604,6622,6604,37.6589801992463,126.773725939404
종로3가,9162,10519,9162,10519,37.5704266025836,126.99202930223
주엽,7972,8037,7972,8037,37.6704315940863,126.761046013417
지축,3885,3796,3885,3796,37.6496180734177,126.912167788573
충무로,1,0,1,0,37.5612890978954,126.994207448462
학여울,1561,1563,1561,1563,37.4967171864138,127.071718971861
홍제,15133,14751,15133,14751,37.5887103667691,126.944242309924
화정,15398,15821,15398,15821,37.6345077843042,126.832630042005
가락시장,8258,7878,8258,7878,37.4927440321316,127.118485741487
경복궁,18216,17429,18216,17429,37.5758613027702,126.973062710191
경찰병원,6873,6811,6873,6811,37.4956031419934,127.124067847413
고속터미널,39289,37132,39289,37132,37.5049267445237,127.004949918697
교대,12991,8512,12991,8512,37.4928178646055,127.013838469407
구파발,19529,18409,19529,18409,37.6368417889316,126.918745426412
금호,7524,7000,7524,7000,37.5481125196986,127.015893753726
남부터미널,27821,27898,27821,27898,37.48514016604,127.016207055102
녹번,14270,12992,14270,12992,37.6007421809861,126.936019442532
대곡,1727,1306,1727,1306,37.6318206316005,126.810602730178
대청,9599,8912,9599,8912,37.4937218597788,127.079493645766
