지하철역,승차총승객수,하차총승객수,총 승차인원,총 하차인원,lat,lng
북한산보국문,5658,5551,5658,5551,37.6121461272569,127.008208009279
정릉,4353,4010,4353,4010,37.6026876819314,127.013496185509
성신여대입구,3172,3438,3172,3438,37.5927179261346,127.016477649743
보문,1411,1425,1411,1425,37.5847632748488,127.019790458317
신설동,1976,1912,1976,1912,37.5762451837487,127.023278761358
신설동,2091,1962,2091,1962,37.5762451837487,127.023278761358
보문,1434,1458,1434,1458,37.5847632748488,127.019790458317
성신여대입구,3198,3579,3198,3579,37.5927179261346,127.016477649743
정릉,4496,4114,4496,4114,37.6026876819314,127.013496185509
북한산보국문,5807,5621,5807,5621,37.6121461272569,127.008208009279
솔샘,5668,5282,5668,5282,37.6202522935181,127.013408969328
삼양사거리,2402,2433,2402,2433,37.6214280999689,127.020237295242
삼양,1980,2108,1980,2108,37.626835165677,127.018198221331
화계,3303,3060,3303,3060,37.6339304770753,127.0172978051
가오리,3941,3875,3941,3875,37.641713417798,127.016940435565
4.19민주묘지,2669,2480,2669,2480,37.6494786329719,127.013478245674
솔밭공원,2420,2237,2420,2237,37.6561546882896,127.013091650663
북한산우이,2250,1977,2250,1977,37.6629661525542,127.012702176264
북한산우이,2588,2608,2588,2608,37.6629661525542,127.012702176264
솔밭공원,1709,1642,1709,1642,37.6561546882896,127.013091650663
4.19민주묘지,2093,1846,2093,1846,37.6494786329719,127.013478245674
가오리,2699,2620,2699,2620,37.641713417798,127.016940435565
화계,2405,2275,2405,2275,37.6339304770753,127.0172978051
삼양,1466,1611,1466,1611,37.626835165677,127.018198221331
삼양사거리,1787,1802,1787,1802,37.6214280999689,127.020237295242
솔샘,3689,3338,3689,3338,37.6202522935181,127.013408969328
북한산보국문,4627,4076,4627,4076,37.6121461272569,127.008208009279
정릉,3387,2841,3387,2841,37.6026876819314,127.013496185509
성신여대입구,2764,3133,2764,3133,37.5927179261346,127.016477649743
보문,1111,1110,1111,1110,37.5847632748488,127.019790458317
신설동,1473,1409,1473,1409,37.5762451837487,127.023278761358
북한산우이,2532,2497,2532,2497,37.6629661525542,127.012702176264
솔밭공원,1398,1343,1398,1343,37.6561546882896,127.013091650663
4.19민주묘지,2803,2504,2803,2504,37.6494786329719,127.013478245674
가오리,2227,2160,2227,2160,37.641713417798,127.016940435565
화계,1957,1830,1957,1830,37.6339304770753,127.0172978051
삼양,1261,1283,1261,1283,37.626835165677,127.018198221331
삼양사거리,1385,1376,1385,1376,37.6214280999689,127.020237295242
솔샘,2708,2545,2708,2545,37.6202522935181,127.013408969328
북한산보국문,3513,3225,3513,3225,37.6121461272569,127.008208009279
정릉,2573,2215,2573,2215,37.6026876819314,127.013496185509
성신여대입구,2218,2486,2218,2486,37.5927179261346,127.016477649743
보문,878,832,878,832,37.5847632748488,127.019790458317
신설동,1093,1119,1093,1119,37.5762451837487,127.023278761358
북한산우이,2337,2180,2337,2180,37.6629661525542,127.012702176264
솔밭공원,2305,2281,2305,2281,37.6561546882896,127.013091650663
4.19민주묘지,2617,2540,2617,2540,37.6494786329719,127.013478245674
가오리,3861,3980,3861,3980,37.641713417798,127.016940435565
화계,3283,3106,3283,3106,37.6339304770753,127.0172978051
삼양,1896,2023,1896,2023,37.626835165677,127.018198221331
삼양사거리,2343,2396,2343,2396,37.6214280999689,127.020237295242
솔샘,5663,5491,5663,5491,37.6202522935181,127.013408969328
북한산보국문,5594,5553,5594,5553,37.6121461272569,127.008208009279
정릉,4428,4171,4428,4171,37.6026876819314,127.013496185509
성신여대입구,3114,3300,3114,3300,37.5927179261346,127.016477649743
보문,1470,1497,1470,1497,37.5847632748488,127.019790458317
신설동,2035,1990,2035,1990,37.5762451837487,127.023278761358
신설동,2093,2011,2093,2011,37.5762451837487,127.023278761358
보문,1466,1424,1466,1424,37.5847632748488,127.019790458317
성신여대입구,3079,3363,3079,3363,37.5927179261346,127.016477649743
정릉,4550,4285,4550,4285,37.6026876819314,127.013496185509
북한산보국문,5773,5619,5773,5619,37.6121461272569,127.008208009279
삼양사거리,2395,2383,2395,2383,37.6214280999689,127.020237295242
삼양,1943,2139,1943,2139,37.626835165677,127.018198221331
화계,3290,3114,3290,3114,37.6339304770753,127.0172978051
가오리,3979,4029,3979,4029,37.641713417798,127.016940435565
4.19민주묘지,2565,2530,2565,2530,37.6494786329719,127.013478245674
솔밭공원,2360,2308,2360,2308,37.6561546882896,127.013091650663
북한산우이,2251,1958,2251,1958,37.6629661525542,127.012702176264
솔샘,5874,5537,5874,5537,37.6202522935181,127.013408969328
신설동,2124,1914,2124,1914,37.5762451837487,127.023278761358
보문,1539,1495,1539,1495,37.5847632748488,127.019790458317
성신여대입구,3220,3526,3220,3526,37.5927179261346,127.016477649743
정릉,4583,4369,4583,4369,37.6026876819314,127.013496185509
북한산보국문,6023,5864,6023,5864,37.6121461272569,127.008208009279
솔샘,5936,5695,5936,5695,37.6202522935181,127.013408969328
삼양사거리,2245,2315,2245,2315,37.6214280999689,127.020237295242
삼양,1925,2053,1925,2053,37.626835165677,127.018198221331
화계,3215,3065,3215,3065,37.6339304770753,127.0172978051
가오리,3878,4014,3878,4014,37.641713417798,127.016940435565
4.19민주묘지,2501,2420,2501,2420,37.6494786329719,127.013478245674
솔밭공원,2315,2284,2315,2284,37.6561546882896,127.013091650663
북한산우이,2328,2064,2328,2064,37.6629661525542,127.012702176264
북한산우이,2506,2265,2506,2265,37.6629661525542,127.012702176264
솔밭공원,2421,2289,2421,2289,37.6561546882896,127.013091650663
4.19민주묘지,2670,2596,2670,2596,37.6494786329719,127.013478245674
가오리,3979,3996,3979,3996,37.641713417798,127.016940435565
화계,3378,3147,3378,3147,37.6339304770753,127.0172978051
삼양,1976,2044,1976,2044,37.626835165677,127.018198221331
삼양사거리,2427,2455,2427,2455,37.6214280999689,127.020237295242
솔샘,5835,5636,5835,5636,37.6202522935181,127.013408969328
북한산보국문,5909,5544,5909,5544,37.6121461272569,127.008208009279
정릉,4506,4159,4506,4159,37.6026876819314,127.013496185509
성신여대입구,3289,3547,3289,3547,37.5927179261346,127.016477649743
보문,1518,1493,1518,1493,37.5847632748488,127.019790458317
신설동,2143,2097,2143,2097,37.5762451837487,127.023278761358
신설동,2255,2118,2255,2118,37.5762451837487,127.023278761358
보문,1505,1451,1505,1451,37.5847632748488,127.019790458317
성신여대입구,3775,3854,3775,3854,37.5927179261346,127.016477649743
정릉,4759,4334,4759,4334,37.6026876819314,127.013496185509
북한산보국문,6132,5874,6132,5874,37.6121461272569,127.008208009279
솔샘,5876,5450,5876,5450,37.6202522935181,127.013408969328
삼양사거리,2553,2590,2553,2590,37.6214280999689,127.020237295242
삼양,2068,2180,2068,2180,37.626835165677,127.018198221331
화계,3402,3207,3402,3207,37.6339304770753,127.0172978051
가오리,4139,3979,4139,3979,37.641713417798,127.016940435565
4.19민주묘지,3032,2778,3032,2778,37.6494786329719,127.013478245674
솔밭공원,2399,2254,2399,2254,37.6561546882896,127.013091650663
북한산우이,2476,2132,2476,2132,37.6629661525542,127.012702176264
신설동,1449,1387,1449,1387,37.5762451837487,127.023278761358
북한산우이,2757,2872,2757,2872,37.6629661525542,127.012702176264
솔밭공원,1766,1680,1766,1680,37.6561546882896,127.013091650663
4.19민주묘지,2212,1947,2212,1947,37.6494786329719,127.013478245674
가오리,2929,2841,2929,2841,37.641713417798,127.016940435565
화계,2400,2263,2400,2263,37.6339304770753,127.0172978051
삼양,1501,1598,1501,1598,37.626835165677,127.018198221331
삼양사거리,1824,1773,1824,1773,37.6214280999689,127.020237295242
솔샘,3791,3413,3791,3413,37.6202522935181,127.013408969328
북한산보국문,4587,4139,4587,4139,37.6121461272569,127.008208009279
정릉,3402,2905,3402,2905,37.6026876819314,127.013496185509
성신여대입구,2769,3177,2769,3177,37.5927179261346,127.016477649743
보문,1100,1064,1100,1064,37.5847632748488,127.019790458317
북한산우이,2510,2541,2510,2541,37.6629661525542,127.012702176264
솔밭공원,1347,1290,1347,1290,37.6561546882896,127.013091650663
4.19민주묘지,1876,1576,1876,1576,37.6494786329719,127.013478245674
가오리,2186,2098,2186,2098,37.641713417798,127.016940435565
신설동,1161,1123,1161,1123,37.5762451837487,127.023278761358
보문,955,954,955,954,37.5847632748488,127.019790458317
성신여대입구,2199,2414,2199,2414,37.5927179261346,127.016477649743
정릉,2634,2191,2634,2191,37.6026876819314,127.013496185509
북한산보국문,3622,3269,3622,3269,37.6121461272569,127.008208009279
솔샘,2725,2632,2725,2632,37.6202522935181,127.013408969328
삼양사거리,1435,1416,1435,1416,37.6214280999689,127.020237295242
삼양,1122,1181,1122,1181,37.626835165677,127.018198221331
화계,2062,1924,2062,1924,37.6339304770753,127.0172978051
신설동,2191,2023,2191,2023,37.5762451837487,127.023278761358
보문,1508,1449,1508,1449,37.5847632748488,127.019790458317
성신여대입구,3083,3352,3083,3352,37.5927179261346,127.016477649743
정릉,4379,4210,4379,4210,37.6026876819314,127.013496185509
북한산보국문,5809,5600,5809,5600,37.6121461272569,127.008208009279
솔샘,5783,5537,5783,5537,37.6202522935181,127.013408969328
삼양사거리,2521,2572,2521,2572,37.6214280999689,127.020237295242
삼양,2006,2135,2006,2135,37.626835165677,127.018198221331
화계,3403,3194,3403,3194,37.6339304770753,127.0172978051
가오리,4079,4101,4079,4101,37.641713417798,127.016940435565
4.19민주묘지,2678,2564,2678,2564,37.6494786329719,127.013478245674
솔밭공원,2427,2321,2427,2321,37.6561546882896,127.013091650663
북한산우이,2344,2158,2344,2158,37.6629661525542,127.012702176264
정릉,4566,4287,4566,4287,37.6026876819314,127.013496185509
성신여대입구,3221,3523,3221,3523,37.5927179261346,127.016477649743
보문,1500,1532,1500,1532,37.5847632748488,127.019790458317
신설동,2121,2058,2121,2058,37.5762451837487,127.023278761358
북한산보국문,5819,5549,5819,5549,37.6121461272569,127.008208009279
솔샘,5851,5485,5851,5485,37.6202522935181,127.013408969328
삼양사거리,2454,2416,2454,2416,37.6214280999689,127.020237295242
삼양,1934,2136,1934,2136,37.626835165677,127.018198221331
화계,3320,3103,3320,3103,37.6339304770753,127.0172978051
가오리,3959,4013,3959,4013,37.641713417798,127.016940435565
4.19민주묘지,2584,2451,2584,2451,37.6494786329719,127.013478245674
솔밭공원,2359,2332,2359,2332,37.6561546882896,127.013091650663
북한산우이,2246,1950,2246,1950,37.6629661525542,127.012702176264
북한산우이,2535,2274,2535,2274,37.6629661525542,127.012702176264
솔밭공원,2490,2302,2490,2302,37.6561546882896,127.013091650663
4.19민주묘지,2796,2639,2796,2639,37.6494786329719,127.013478245674
가오리,4134,4104,4134,4104,37.641713417798,127.016940435565
화계,3474,3255,3474,3255,37.6339304770753,127.0172978051
삼양,2051,2139,2051,2139,37.626835165677,127.018198221331
삼양사거리,2452,2466,2452,2466,37.6214280999689,127.020237295242
솔샘,5927,5645,5927,5645,37.6202522935181,127.013408969328
북한산보국문,6013,5870,6013,5870,37.6121461272569,127.008208009279
정릉,4749,4409,4749,4409,37.6026876819314,127.013496185509
성신여대입구,3312,3569,3312,3569,37.5927179261346,127.016477649743
보문,1542,1532,1542,1532,37.5847632748488,127.019790458317
신설동,2149,2153,2149,2153,37.5762451837487,127.023278761358
정릉,4571,4102,4571,4102,37.6026876819314,127.013496185509
보문,1466,1438,1466,1438,37.5847632748488,127.019790458317
신설동,2147,2135,2147,2135,37.5762451837487,127.023278761358
북한산우이,2359,2178,2359,2178,37.6629661525542,127.012702176264
솔밭공원,2406,2321,2406,2321,37.6561546882896,127.013091650663
4.19민주묘지,2831,2466,2831,2466,37.6494786329719,127.013478245674
가오리,4033,4054,4033,4054,37.641713417798,127.016940435565
화계,3418,3227,3418,3227,37.6339304770753,127.0172978051
삼양,2021,2113,2021,2113,37.626835165677,127.018198221331
삼양사거리,2422,2498,2422,2498,37.6214280999689,127.020237295242
솔샘,5833,5518,5833,5518,37.6202522935181,127.013408969328
북한산보국문,5972,5573,5972,5573,37.6121461272569,127.008208009279
성신여대입구,3213,3494,3213,3494,37.5927179261346,127.016477649743
북한산우이,2233,2033,2233,2033,37.6629661525542,127.012702176264
솔밭공원,2347,2133,2347,2133,37.6561546882896,127.013091650663
4.19민주묘지,2689,2490,2689,2490,37.6494786329719,127.013478245674
가오리,4052,3894,4052,3894,37.641713417798,127.016940435565
화계,3376,3167,3376,3167,37.6339304770753,127.0172978051
삼양,1949,2110,1949,2110,37.626835165677,127.018198221331
삼양사거리,2458,2500,2458,2500,37.6214280999689,127.020237295242
솔샘,5695,5185,5695,5185,37.6202522935181,127.013408969328
북한산보국문,5879,5571,5879,5571,37.6121461272569,127.008208009279
정릉,4621,4148,4621,4148,37.6026876819314,127.013496185509
성신여대입구,3548,3678,3548,3678,37.5927179261346,127.016477649743
보문,1564,1491,1564,1491,37.5847632748488,127.019790458317
신설동,2048,2026,2048,2026,37.5762451837487,127.023278761358
신설동,1229,1181,1229,1181,37.5762451837487,127.023278761358
보문,996,881,996,881,37.5847632748488,127.019790458317
성신여대입구,2453,2766,2453,2766,37.5927179261346,127.016477649743
정릉,3039,2448,3039,2448,37.6026876819314,127.013496185509
북한산보국문,3963,3511,3963,3511,37.6121461272569,127.008208009279
솔샘,3275,2931,3275,2931,37.6202522935181,127.013408969328
삼양사거리,1750,1706,1750,1706,37.6214280999689,127.020237295242
삼양,1394,1460,1394,1460,37.626835165677,127.018198221331
화계,2240,2086,2240,2086,37.6339304770753,127.0172978051
가오리,2638,2480,2638,2480,37.641713417798,127.016940435565
4.19민주묘지,1915,1598,1915,1598,37.6494786329719,127.013478245674
솔밭공원,1541,1458,1541,1458,37.6561546882896,127.013091650663
북한산우이,2446,2406,2446,2406,37.6629661525542,127.012702176264
북한산우이,2070,2136,2070,2136,37.6629661525542,127.012702176264
솔밭공원,1198,1092,1198,1092,37.6561546882896,127.013091650663
4.19민주묘지,1530,1234,1530,1234,37.6494786329719,127.013478245674
신설동,911,928,911,928,37.5762451837487,127.023278761358
보문,817,770,817,770,37.5847632748488,127.019790458317
성신여대입구,1773,2008,1773,2008,37.5927179261346,127.016477649743
정릉,2300,1870,2300,1870,37.6026876819314,127.013496185509
북한산보국문,3094,2655,3094,2655,37.6121461272569,127.008208009279
솔샘,2354,2133,2354,2133,37.6202522935181,127.013408969328
삼양사거리,1358,1261,1358,1261,37.6214280999689,127.020237295242
삼양,1106,1150,1106,1150,37.626835165677,127.018198221331
화계,1725,1534,1725,1534,37.6339304770753,127.0172978051
가오리,2103,1995,2103,1995,37.641713417798,127.016940435565
신설동,662,651,662,651,37.5762451837487,127.023278761358
보문,659,587,659,587,37.5847632748488,127.019790458317
성신여대입구,1333,1517,1333,1517,37.5927179261346,127.016477649743
정릉,1714,1446,1714,1446,37.6026876819314,127.013496185509
북한산보국문,2323,2074,2323,2074,37.6121461272569,127.008208009279
솔샘,1867,1744,1867,1744,37.6202522935181,127.013408969328
삼양사거리,1070,1049,1070,1049,37.6214280999689,127.020237295242
삼양,837,929,837,929,37.626835165677,127.018198221331
화계,1332,1265,1332,1265,37.6339304770753,127.0172978051
가오리,1585,1634,1585,1634,37.641713417798,127.016940435565
4.19민주묘지,1105,1021,1105,1021,37.6494786329719,127.013478245674
솔밭공원,975,966,975,966,37.6561546882896,127.013091650663
북한산우이,1641,1683,1641,1683,37.6629661525542,127.012702176264
북한산우이,2142,2040,2142,2040,37.6629661525542,127.012702176264
솔밭공원,966,944,966,944,37.6561546882896,127.013091650663
4.19민주묘지,1147,1080,1147,1080,37.6494786329719,127.013478245674
가오리,1688,1624,1688,1624,37.641713417798,127.016940435565
화계,1411,1371,1411,1371,37.6339304770753,127.0172978051
삼양,809,861,809,861,37.626835165677,127.018198221331
삼양사거리,989,973,989,973,37.6214280999689,127.020237295242
솔샘,1982,1911,1982,1911,37.6202522935181,127.013408969328
북한산보국문,2284,2234,2284,2234,37.6121461272569,127.008208009279
정릉,1716,1478,1716,1478,37.6026876819314,127.013496185509
성신여대입구,1196,1346,1196,1346,37.5927179261346,127.016477649743
보문,682,694,682,694,37.5847632748488,127.019790458317
신설동,558,527,558,527,37.5762451837487,127.023278761358
북한산우이,2204,2224,2204,2224,37.6629661525542,127.012702176264
솔밭공원,1039,1027,1039,1027,37.6561546882896,127.013091650663
4.19민주묘지,1346,1225,1346,1225,37.6494786329719,127.013478245674
가오리,1791,1704,1791,1704,37.641713417798,127.016940435565
화계,1542,1481,1542,1481,37.6339304770753,127.0172978051
삼양,878,955,878,955,37.626835165677,127.018198221331
삼양사거리,1108,1146,1108,1146,37.6214280999689,127.020237295242
솔샘,2142,2049,2142,2049,37.6202522935181,127.013408969328
북한산보국문,2681,2634,2681,2634,37.6121461272569,127.008208009279
정릉,1875,1689,1875,1689,37.6026876819314,127.013496185509
성신여대입구,1770,2048,1770,2048,37.5927179261346,127.016477649743
보문,667,706,667,706,37.5847632748488,127.019790458317
신설동,753,699,753,699,37.5762451837487,127.023278761358
신설동,1880,1813,1880,1813,37.5762451837487,127.023278761358
보문,1300,1393,1300,1393,37.5847632748488,127.019790458317
성신여대입구,2950,3276,2950,3276,37.5927179261346,127.016477649743
