사용일자,노선명,역명,승차총승객수,하차총승객수,등록일자
20220402,7호선,사가정,11752,11299,20220405
20220402,중앙선,용문,1944,2147,20220405
20220402,중앙선,원덕,667,597,20220405
20220402,중앙선,양평,2566,2697,20220405
20220402,중앙선,오빈,293,313,20220405
20220402,중앙선,아신,586,588,20220405
20220402,중앙선,국수,781,717,20220405
20220402,중앙선,신원,366,322,20220405
20220402,중앙선,양수,2298,2248,20220405
20220402,중앙선,운길산,1481,1416,20220405
20220402,중앙선,팔당,1421,1657,20220405
20220402,중앙선,도심,1573,1262,20220405
20220402,중앙선,덕소,4305,4393,20220405
20220402,중앙선,양정,576,472,20220405
20220402,중앙선,도농,6738,6463,20220405
20220402,중앙선,구리,9900,10115,20220405
20220402,중앙선,양원,1877,1771,20220405
20220402,중앙선,망우,6754,6329,20220405
20220402,중앙선,상봉,4830,4694,20220405
20220402,중앙선,중랑,4279,4118,20220405
20220402,중앙선,회기,20428,19552,20220405
20220402,장항선,신창,1302,1199,20220405
20220402,장항선,온양온천,3618,3599,20220405
20220402,장항선,배방,1050,998,20220405
20220402,장항선,탕정,658,562,20220405
20220402,장항선,아산,2972,2910,20220405
20220402,장항선,쌍용,1620,1468,20220405
20220402,장항선,봉명,683,601,20220405
20220402,일산선,대화,8643,7806,20220405
20220402,일산선,주엽,6272,6187,20220405
20220402,일산선,정발산,6466,6758,20220405
20220402,일산선,마두,4776,4808,20220405
20220402,일산선,백석,6926,6811,20220405
20220402,일산선,대곡,1421,1211,20220405
20220402,일산선,화정,12257,12521,20220405
20220402,일산선,원당,7925,7695,20220405
20220402,일산선,삼송,13857,13352,20220405
20220402,일산선,원흥,7076,6723,20220405
20220402,우이신설선,신설동,1335,1407,20220405
20220402,우이신설선,보문,1085,1081,20220405
20220402,우이신설선,성신여대입구,2649,3122,20220405
20220402,우이신설선,정릉,3591,2836,20220405
20220402,우이신설선,북한산보국문,4808,4235,20220405
20220402,우이신설선,솔샘,3763,3301,20220405
20220402,우이신설선,삼양사거리,1922,1849,20220405
20220402,우이신설선,삼양,1504,1485,20220405
20220402,우이신설선,화계,2497,2153,20220405
20220402,수인선,숭의,2948,2633,20220405
20220402,수인선,인하대,4513,4151,20220405
20220402,수인선,송도,2171,2063,20220405
20220402,수인선,연수,4054,3968,20220405
20220402,수인선,원인재,3508,3638,20220405
20220402,수인선,남동인더스파크,1015,977,20220405
20220402,수인선,호구포,2594,2427,20220405
20220402,수인선,인천논현,4061,4412,20220405
20220402,수인선,소래포구,5942,5973,20220405
20220402,수인선,월곶,2095,1967,20220405
20220402,수인선,달월,57,55,20220405
20220402,수인선,사리,3464,2991,20220405
20220402,수인선,야목,270,253,20220405
20220402,수인선,어천,680,577,20220405
20220402,수인선,오목천,2266,1893,20220405
20220402,수인선,고색,2952,3031,20220405
20220402,분당선,매교,2098,2211,20220405
20220402,분당선,수원시청,10430,11189,20220405
20220402,분당선,매탄권선,3311,3213,20220405
20220402,분당선,망포,8744,8041,20220405
20220402,분당선,영통,6352,6184,20220405
20220402,분당선,청명,2500,2487,20220405
20220402,분당선,상갈,3552,3589,20220405
20220402,분당선,기흥,6119,5898,20220405
20220402,분당선,신갈,2603,2623,20220405
20220402,분당선,구성,3139,3308,20220405
20220402,분당선,죽전,9819,10952,20220405
20220402,분당선,보정,1485,1419,20220405
20220402,분당선,이매,3936,3925,20220405
20220402,분당선,오리,7280,6113,20220405
20220402,분당선,미금,10021,10342,20220405
20220402,분당선,정자,10005,10138,20220405
20220402,분당선,수내,8414,7754,20220405
20220402,분당선,서현,18094,18181,20220405
20220402,분당선,야탑,16665,17519,20220405
20220402,분당선,모란,15673,15977,20220405
20220402,분당선,태평,10309,9624,20220405
20220402,분당선,가천대,5417,5755,20220405
20220402,분당선,선정릉,3248,3296,20220405
20220402,분당선,강남구청,5302,6498,20220405
20220402,분당선,압구정로데오,19379,21738,20220405
20220402,분당선,서울숲,12451,13642,20220405
20220402,분당선,수원,7664,6100,20220405
20220402,분당선,수서,9584,10177,20220405
20220402,분당선,대모산입구,2997,2858,20220405
20220402,분당선,개포동,2654,2667,20220405
20220402,분당선,구룡,1519,1400,20220405
20220402,분당선,도곡,4502,4186,20220405
20220402,분당선,한티,11644,11455,20220405
20220402,분당선,선릉,4885,7304,20220405
20220402,과천선,범계,19363,18977,20220405
20220402,과천선,평촌,8725,8492,20220405
20220402,과천선,인덕원,15404,15252,20220405
20220402,과천선,정부과천청사,6045,5956,20220405
20220402,과천선,과천,4615,4207,20220405
20220402,과천선,대공원,8541,8906,20220405
20220402,과천선,경마공원,8886,8990,20220405
20220402,과천선,선바위,5360,4795,20220405
20220402,공항철도 1호선,영종,2892,2887,20220405
20220402,공항철도 1호선,인천공항2터미널,2299,2152,20220405
20220402,공항철도 1호선,인천공항1터미널,4139,3817,20220405
20220402,공항철도 1호선,공항화물청사,1228,1299,20220405
20220402,공항철도 1호선,운서,5915,5962,20220405
20220402,공항철도 1호선,청라국제도시,4106,3944,20220405
20220402,공항철도 1호선,검암,4321,4378,20220405
20220402,공항철도 1호선,계양,6710,6330,20220405
20220402,공항철도 1호선,김포공항,10540,5446,20220405
20220402,공항철도 1호선,마곡나루,3083,3530,20220405
20220402,공항철도 1호선,디지털미디어시티,4775,4548,20220405
20220402,공항철도 1호선,홍대입구,11466,11414,20220405
20220402,공항철도 1호선,공덕,1421,2125,20220405
20220402,공항철도 1호선,서울역,6922,7541,20220405
20220402,경춘선,춘천,1734,1540,20220405
20220402,경춘선,남춘천,3237,3243,20220405
20220402,경춘선,김유정,520,593,20220405
20220402,경춘선,강촌,719,705,20220405
20220402,경춘선,백양리,104,130,20220405
20220402,경춘선,굴봉산,207,242,20220405
20220402,경춘선,가평,1718,1800,20220405
20220402,경춘선,상천,410,382,20220405
20220402,경춘선,청평,1760,1682,20220405
20220402,경춘선,대성리,846,979,20220405
20220402,경춘선,마석,3045,2978,20220405
20220402,경춘선,천마산,1364,1400,20220405
20220402,경춘선,평내호평,4460,4293,20220405
20220402,경춘선,금곡,1144,1059,20220405
20220402,경춘선,사릉,1663,1605,20220405
20220402,경춘선,퇴계원,2466,2256,20220405
20220402,경춘선,별내,2378,2193,20220405
20220402,경춘선,갈매,1875,1597,20220405
20220402,경춘선,신내,1277,1229,20220405
20220402,경인선,도화,3077,2762,20220405
20220402,경인선,중동,6628,6031,20220405
20220402,경인선,온수,4726,4292,20220405
20220402,경인선,도원,3585,3578,20220405
20220402,경인선,간석,4118,3914,20220405
20220402,경인선,부개,5966,5562,20220405
20220402,경인선,소사,7066,6688,20220405
20220402,경인선,구일,8397,8641,20220405
20220402,경인선,인천,4405,3928,20220405
20220402,경인선,동인천,11551,11321,20220405
20220402,경인선,제물포,7484,7207,20220405
20220402,경인선,주안,15199,13104,20220405
20220402,경인선,동암,11527,11624,20220405
20220402,경인선,백운,5109,5061,20220405
20220402,경인선,부평,27396,30168,20220405
20220402,경인선,송내,17060,16669,20220405
20220402,경인선,부천,27489,28169,20220405
20220402,경인선,역곡,19439,19008,20220405
20220402,경인선,오류동,8556,7821,20220405
20220402,경인선,개봉,15267,14877,20220405
20220402,경의선,임진강,76,51,20220405
20220402,경의선,문산,4187,4095,20220405
20220402,경의선,파주,885,685,20220405
20220402,경의선,월롱,1785,1419,20220405
20220402,경의선,금촌,5230,5026,20220405
20220402,경의선,금릉,3681,3629,20220405
20220402,경의선,운정,4643,4298,20220405
20220402,경의선,야당,5986,5844,20220405
20220402,경의선,탄현,5118,4960,20220405
20220402,경의선,일산,5894,5585,20220405
20220402,경의선,풍산,4133,4049,20220405
20220402,경의선,백마,4239,4068,20220405
