사용일자,노선명,역명,승차총승객수,하차총승객수,등록일자
20220305,9호선2~3단계,둔촌오륜,509,544,20220308
20220305,우이신설선,솔밭공원,1584,1471,20220308
20220305,7호선,철산,12581,12742,20220308
20220305,7호선,광명사거리,14777,14814,20220308
20220305,7호선,천왕,5822,5538,20220308
20220305,7호선,온수,4731,4752,20220308
20220305,7호선,춘의,1,0,20220308
20220305,7호선,부평구청,1,0,20220308
20220305,8호선,암사,10782,9921,20220308
20220305,8호선,천호,10785,12576,20220308
20220305,8호선,강동구청,5492,5494,20220308
20220305,8호선,몽촌토성,4073,3930,20220308
20220305,8호선,잠실,10759,12490,20220308
20220305,8호선,석촌,5367,6257,20220308
20220305,8호선,송파,4438,4541,20220308
20220305,8호선,가락시장,4879,4761,20220308
20220305,6호선,광흥창,4918,4717,20220308
20220305,6호선,상수,7585,8651,20220308
20220305,8호선,문정,7739,7851,20220308
20220305,6호선,대흥,5004,5028,20220308
20220305,6호선,공덕,8489,7947,20220308
20220305,6호선,효창공원앞,3902,3569,20220308
20220305,6호선,삼각지,4098,3296,20220308
20220305,6호선,녹사평,4083,4518,20220308
20220305,6호선,이태원,11729,12149,20220308
20220305,6호선,한강진,6444,7860,20220308
20220305,6호선,버티고개,1114,1242,20220308
20220305,6호선,약수,2240,2230,20220308
20220305,9호선,국회의사당,3976,4092,20220308
20220305,9호선,당산,10671,10086,20220308
20220305,9호선,선유도,3230,3118,20220308
20220305,9호선,신목동,1851,1651,20220308
20220305,9호선,염창,10091,9489,20220308
20220305,9호선,등촌,6405,6147,20220308
20220305,9호선,증미,3489,3443,20220308
20220305,9호선,가양,11662,11276,20220308
20220305,9호선,양천향교,5023,4954,20220308
20220305,9호선,마곡나루,6814,6750,20220308
20220305,9호선,신방화,4291,4017,20220308
20220305,9호선,공항시장,2128,2194,20220308
20220305,9호선,김포공항,6133,10048,20220308
20220305,9호선,개화,1107,966,20220308
20220305,8호선,남위례,2546,2696,20220308
20220305,8호선,모란,3160,2692,20220308
20220305,8호선,수진,3915,3535,20220308
20220305,8호선,신흥,3071,3167,20220308
20220305,8호선,단대오거리,6677,6256,20220308
20220305,중앙선,상봉,3924,3988,20220308
20220305,중앙선,중랑,3773,3700,20220308
20220305,중앙선,회기,17478,16634,20220308
20220305,장항선,신창,1166,1086,20220308
20220305,장항선,온양온천,3080,3125,20220308
20220305,장항선,배방,833,797,20220308
20220305,7호선,수락산,8891,8469,20220308
20220305,장항선,탕정,522,411,20220308
20220305,장항선,아산,2296,2213,20220308
20220305,장항선,쌍용,1341,1238,20220308
20220305,장항선,봉명,633,577,20220308
20220305,일산선,대화,7795,7290,20220308
20220305,일산선,주엽,5467,5499,20220308
20220305,안산선,대야미,3309,2983,20220308
20220305,안산선,반월,2836,2653,20220308
20220305,7호선,마들,7677,7412,20220308
20220305,안산선,상록수,10492,10633,20220308
20220305,안산선,한대앞,6107,5959,20220308
20220305,안산선,중앙,12880,13285,20220308
20220305,안산선,고잔,5045,4984,20220308
20220305,안산선,초지,2700,2777,20220308
20220305,안산선,안산,7778,7923,20220308
20220305,안산선,신길온천,1127,1108,20220308
20220305,안산선,정왕,5610,5749,20220308
20220305,6호선,청구,2191,2135,20220308
20220305,6호선,신당,4614,3940,20220308
20220305,6호선,동묘앞,6581,6221,20220308
20220305,6호선,창신,1948,1663,20220308
20220305,6호선,보문,4828,4455,20220308
20220305,6호선,안암,6597,6354,20220308
20220305,6호선,고려대,4772,4724,20220308
20220305,6호선,월곡,6617,6492,20220308
20220305,6호선,상월곡,3986,3532,20220308
20220305,6호선,돌곶이,5469,5066,20220308
20220305,6호선,석계,7915,7859,20220308
20220305,6호선,태릉입구,3547,3742,20220308
20220305,6호선,화랑대,6170,5152,20220308
20220305,6호선,봉화산,4435,4444,20220308
20220305,7호선,장암,1227,857,20220308
20220305,7호선,도봉산,5207,7470,20220308
20220305,6호선,합정,11119,10099,20220308
20220305,6호선,망원,11156,12096,20220308
20220305,6호선,마포구청,8233,7448,20220308
20220305,6호선,월드컵경기장,3570,3708,20220308
20220305,6호선,디지털미디어시티,5970,6363,20220308
20220305,6호선,증산,6554,6646,20220308
20220305,8호선,장지,10238,9612,20220308
20220305,8호선,복정,5514,4671,20220308
20220305,8호선,산성,3456,3478,20220308
20220305,8호선,남한산성입구,7860,7050,20220308
20220305,안산선,오이도,5731,6044,20220308
20220305,안산선,수리산,2458,2177,20220308
20220305,우이신설선,북한산우이,2880,2946,20220308
20220305,수인선,인천,916,1467,20220308
20220305,7호선,노원,16122,15865,20220308
20220305,7호선,중계,7778,7214,20220308
20220305,안산선,산본,10531,11028,20220308
20220305,일산선,정발산,5673,5882,20220308
20220305,일산선,마두,4273,4356,20220308
20220305,일산선,백석,6524,6523,20220308
20220305,일산선,대곡,1092,939,20220308
20220305,일산선,화정,10977,11432,20220308
20220305,일산선,원당,7049,6654,20220308
20220305,중앙선,지평,47,65,20220308
20220305,중앙선,용문,2665,2801,20220308
20220305,중앙선,원덕,341,345,20220308
20220305,중앙선,양평,1914,1987,20220308
20220305,중앙선,오빈,217,204,20220308
20220305,중앙선,아신,419,477,20220308
20220305,중앙선,국수,543,552,20220308
20220305,중앙선,신원,250,159,20220308
20220305,중앙선,양수,1633,1525,20220308
20220305,수인선,신포,1167,1207,20220308
20220305,수인선,숭의,2366,2206,20220308
20220305,수인선,인하대,4169,3860,20220308
20220305,수인선,송도,1713,1658,20220308
20220305,수인선,연수,3435,3440,20220308
20220305,분당선,망포,7865,7424,20220308
20220305,분당선,영통,6068,5815,20220308
20220305,분당선,청명,2237,2267,20220308
20220305,분당선,상갈,3116,3198,20220308
20220305,분당선,기흥,5705,5569,20220308
20220305,분당선,신갈,2235,2334,20220308
20220305,분당선,구성,2777,2869,20220308
20220305,분당선,죽전,8730,9741,20220308
20220305,분당선,보정,1338,1255,20220308
20220305,분당선,이매,3469,3522,20220308
20220305,분당선,오리,6524,5449,20220308
20220305,분당선,미금,9783,9994,20220308
20220305,분당선,정자,9446,9657,20220308
