사용일자,호선명,지하철역,승차총승객수,하차총승객수,승하차총승객수,평일주말
20200314,분당선,매교,1108,1132,2240,주말
20200314,일산선,원흥,4599,4309,8908,주말
20200314,일산선,삼송,8773,8289,17062,주말
20200314,일산선,원당,5726,5487,11213,주말
20200314,일산선,화정,8871,9055,17926,주말
20200314,일산선,대곡,861,755,1616,주말
20200314,일산선,백석,5422,5472,10894,주말
20200314,일산선,마두,3264,3314,6578,주말
20200314,일산선,정발산,4384,4769,9153,주말
20200314,일산선,주엽,3974,4070,8044,주말
20200314,일산선,대화,6055,5234,11289,주말
20200314,중앙선,회기,11851,11227,23078,주말
20200314,중앙선,중랑,3124,3037,6161,주말
20200314,중앙선,상봉,3449,3360,6809,주말
20200314,중앙선,망우,4188,4095,8283,주말
20200314,중앙선,양원,715,748,1463,주말
20200314,중앙선,구리,7375,7748,15123,주말
20200314,중앙선,도농,4463,4068,8531,주말
20200314,중앙선,양정,472,418,890,주말
20200314,중앙선,덕소,3289,3329,6618,주말
20200314,중앙선,도심,1198,1136,2334,주말
20200314,중앙선,팔당,1076,1172,2248,주말
20200314,중앙선,운길산,804,792,1596,주말
20200314,중앙선,양수,1345,1281,2626,주말
20200314,중앙선,신원,200,170,370,주말
20200314,중앙선,국수,434,442,876,주말
20200314,중앙선,아신,444,392,836,주말
20200314,중앙선,오빈,192,161,353,주말
20200314,중앙선,양평,1534,1699,3233,주말
20200314,중앙선,원덕,233,244,477,주말
20200314,중앙선,용문,1113,1256,2369,주말
20200314,중앙선,지평,36,31,67,주말
20200314,장항선,봉명,454,417,871,주말
20200314,장항선,쌍용,812,754,1566,주말
20200314,장항선,아산,1143,1124,2267,주말
20200314,장항선,배방,510,443,953,주말
20200314,장항선,온양온천,2112,2122,4234,주말
20200314,장항선,신창,499,472,971,주말
20200314,경의선,서울역,647,691,1338,주말
20200314,경의선,신촌,226,233,459,주말
20200314,경의선,효창공원앞,1206,1253,2459,주말
20200314,경의선,공덕,1408,1154,2562,주말
20200314,경의선,서강대,1015,1027,2042,주말
20200314,경의선,홍대입구,1169,1383,2552,주말
20200314,경의선,가좌,2321,2231,4552,주말
20200314,경의선,디지털미디어시티,1137,1015,2152,주말
20200314,경의선,수색,770,753,1523,주말
20200314,경의선,화전,691,706,1397,주말
20200314,경의선,강매,1164,1091,2255,주말
20200314,경의선,행신,3162,3118,6280,주말
20200314,경의선,능곡,1839,1823,3662,주말
20200314,경의선,곡산,237,249,486,주말
20200314,경의선,백마,2787,2639,5426,주말
20200314,경의선,풍산,2571,2510,5081,주말
20200314,경의선,일산,3757,3671,7428,주말
20200314,경의선,탄현,3453,3385,6838,주말
20200314,경의선,야당,2928,2861,5789,주말
20200314,경의선,운정,2639,2431,5070,주말
20200314,경의선,금릉,2386,2360,4746,주말
20200314,경의선,금촌,3600,3553,7153,주말
20200314,경의선,월롱,1001,922,1923,주말
20200314,경의선,파주,553,446,999,주말
20200314,경의선,문산,2911,2868,5779,주말
20200314,경의선,계양,1,0,1,주말
20200314,경춘선,신내,660,682,1342,주말
20200314,경춘선,갈매,1289,1122,2411,주말
20200314,경춘선,별내,1400,1337,2737,주말
20200314,경춘선,퇴계원,1840,1645,3485,주말
20200314,경춘선,사릉,1540,1546,3086,주말
20200314,경춘선,금곡,739,732,1471,주말
20200314,경춘선,평내호평,2859,2747,5606,주말
20200314,경춘선,천마산,888,904,1792,주말
20200314,경춘선,마석,1889,1961,3850,주말
20200314,경춘선,대성리,374,361,735,주말
20200314,경춘선,청평,938,1019,1957,주말
20200314,경춘선,상천,291,208,499,주말
20200314,경춘선,가평,938,990,1928,주말
20200314,경춘선,굴봉산,88,90,178,주말
20200314,경춘선,백양리,75,66,141,주말
20200314,경춘선,강촌,377,394,771,주말
20200314,경춘선,김유정,237,273,510,주말
20200314,경춘선,남춘천,1353,1438,2791,주말
20200314,경춘선,춘천,948,880,1828,주말
20200314,수인선,달월,35,33,68,주말
20200314,수인선,월곶,1350,1279,2629,주말
20200314,수인선,소래포구,2619,2634,5253,주말
20200314,수인선,인천논현,3205,3302,6507,주말
20200314,수인선,호구포,1676,1631,3307,주말
20200314,수인선,남동인더스파크,733,722,1455,주말
20200314,수인선,원인재,2567,2538,5105,주말
20200314,수인선,연수,2600,2682,5282,주말
20200314,수인선,송도,1333,1257,2590,주말
20200314,수인선,인하대,2552,2336,4888,주말
20200314,수인선,숭의,1824,1690,3514,주말
20200314,수인선,신포,827,972,1799,주말
20200314,수인선,인천,564,912,1476,주말
20200314,경강선,판교,1778,1775,3553,주말
20200314,경강선,이매,454,332,786,주말
20200314,경강선,삼동,910,849,1759,주말
20200314,경강선,경기광주,2921,2903,5824,주말
20200314,경강선,초월,1224,1162,2386,주말
20200314,경강선,곤지암,922,1007,1929,주말
20200314,경강선,신둔도예촌,541,532,1073,주말
20200314,경강선,이천,1338,1476,2814,주말
20200314,경강선,부발,1102,897,1999,주말
20200314,경강선,세종대왕릉,184,199,383,주말
20200314,경강선,여주,999,1125,2124,주말
20200314,5호선,방화,3251,3105,6356,주말
20200314,5호선,개화산,2809,2782,5591,주말
20200314,5호선,김포공항,3745,3668,7413,주말
20200314,5호선,송정,3953,3703,7656,주말
20200314,5호선,마곡,2784,2627,5411,주말
20200314,5호선,발산,8386,9024,17410,주말
20200314,5호선,우장산,6209,6198,12407,주말
20200314,5호선,화곡,14446,13245,27691,주말
20200314,5호선,까치산,15311,14664,29975,주말
20200314,5호선,신정,6215,5198,11413,주말
20200314,5호선,목동,7694,8163,15857,주말
20200314,5호선,오목교,10999,11542,22541,주말
20200314,5호선,양평,2449,2245,4694,주말
20200314,5호선,영등포구청,1405,1346,2751,주말
20200314,5호선,영등포시장,4533,4626,9159,주말
20200314,5호선,신길,1597,1738,3335,주말
20200314,5호선,여의도,5981,6252,12233,주말
20200314,5호선,여의나루,4273,4635,8908,주말
20200314,5호선,마포,4710,4799,9509,주말
20200314,5호선,공덕,4651,4887,9538,주말
20200314,5호선,애오개,2480,2339,4819,주말
20200314,5호선,충정로,1349,1227,2576,주말
20200314,5호선,서대문,4874,4758,9632,주말
20200314,5호선,광화문,8082,8166,16248,주말
20200314,5호선,종로3가,6437,6484,12921,주말
20200314,5호선,을지로4가,2100,2310,4410,주말
20200314,5호선,동대문역사문화공원,607,862,1469,주말
20200314,5호선,청구,1914,1684,3598,주말
20200314,5호선,신금호,2889,2948,5837,주말
20200314,5호선,행당,3822,3278,7100,주말
20200314,5호선,왕십리,2416,2833,5249,주말
20200314,5호선,마장,2800,2650,5450,주말
20200314,5호선,답십리,7320,6761,14081,주말
20200314,5호선,장한평,7636,7708,15344,주말
20200314,5호선,군자,6083,6532,12615,주말
20200314,5호선,아차산,8589,8469,17058,주말
20200314,5호선,광나루,6597,6385,12982,주말
20200314,5호선,천호,11536,11449,22985,주말
20200314,5호선,강동,9816,8755,18571,주말
20200314,5호선,길동,4004,4180,8184,주말
20200314,5호선,굽은다리,4737,4382,9119,주말
20200314,5호선,명일,3588,3467,7055,주말
20200314,5호선,고덕,3778,3584,7362,주말
20200314,5호선,상일동,6998,6236,13234,주말
20200314,5호선,둔촌동,4097,4084,8181,주말
20200314,5호선,올림픽공원,1796,1537,3333,주말
20200314,5호선,방이,3314,3254,6568,주말
20200314,5호선,오금,1402,1395,2797,주말
20200314,5호선,개롱,2886,2978,5864,주말
20200314,5호선,거여,3624,3397,7021,주말
20200314,5호선,마천,2955,3003,5958,주말
20200314,6호선,응암,9142,9019,18161,주말
20200314,6호선,역촌,1801,2240,4041,주말
20200314,6호선,불광,2809,2660,5469,주말
20200314,6호선,독바위,1478,1871,3349,주말
20200314,6호선,구산,3886,2813,6699,주말
20200314,6호선,새절,6343,5948,12291,주말
20200314,6호선,증산,5492,5358,10850,주말
20200314,6호선,디지털미디어시티,5041,5164,10205,주말
20200314,6호선,월드컵경기장,3102,3123,6225,주말
20200314,6호선,마포구청,6571,5606,12177,주말
20200314,6호선,망원,8656,9730,18386,주말
20200314,6호선,합정,8568,8337,16905,주말
20200314,6호선,상수,5806,7042,12848,주말
20200314,6호선,광흥창,3509,3257,6766,주말
20200314,6호선,대흥,3663,3645,7308,주말
20200314,6호선,공덕,6913,6725,13638,주말
20200314,6호선,효창공원앞,3273,2871,6144,주말
20200314,6호선,삼각지,3035,2341,5376,주말
20200314,6호선,녹사평,3864,4584,8448,주말
20200314,6호선,이태원,10430,12867,23297,주말
20200314,6호선,한강진,5085,6346,11431,주말
20200314,6호선,버티고개,1048,1076,2124,주말
20200314,6호선,약수,1831,1838,3669,주말
20200314,6호선,청구,1805,1872,3677,주말
20200314,6호선,신당,5002,3955,8957,주말
20200314,6호선,동묘앞,5224,4785,10009,주말
20200314,6호선,창신,1558,1214,2772,주말
20200314,6호선,보문,3879,3447,7326,주말
20200314,6호선,안암,4737,4508,9245,주말
20200314,6호선,고려대,3624,3532,7156,주말
20200314,6호선,월곡,5537,5312,10849,주말
20200314,6호선,상월곡,2901,2621,5522,주말
20200314,6호선,돌곶이,4613,4286,8899,주말
20200314,6호선,석계,6459,6483,12942,주말
20200314,6호선,태릉입구,2956,3175,6131,주말
20200314,6호선,화랑대,4651,3835,8486,주말
20200314,6호선,봉화산,3885,3755,7640,주말
20200314,7호선,장암,1216,689,1905,주말
20200314,7호선,도봉산,4723,6723,11446,주말
20200314,7호선,수락산,7560,7496,15056,주말
20200314,7호선,마들,6063,5637,11700,주말
20200314,7호선,노원,10577,11288,21865,주말
20200314,7호선,중계,6441,5770,12211,주말
20200314,7호선,하계,8227,7741,15968,주말
20200314,7호선,공릉,6443,6430,12873,주말
20200314,7호선,태릉입구,4510,4024,8534,주말
20200314,7호선,먹골,5786,5673,11459,주말
20200314,7호선,중화,5998,5782,11780,주말
20200314,7호선,상봉,10037,9453,19490,주말
20200314,7호선,면목,8578,8311,16889,주말
20200314,7호선,사가정,9139,8971,18110,주말
20200314,7호선,용마산,3288,3183,6471,주말
20200314,7호선,중곡,5139,4722,9861,주말
20200314,7호선,군자,7819,5949,13768,주말
20200314,7호선,어린이대공원,5973,5614,11587,주말
20200314,7호선,건대입구,8027,8483,16510,주말
20200314,7호선,뚝섬유원지,5303,5411,10714,주말
20200314,7호선,청담,7916,8437,16353,주말
20200314,7호선,강남구청,6972,7744,14716,주말
20200314,7호선,학동,7083,7530,14613,주말
20200314,7호선,논현,8615,9487,18102,주말
20200314,7호선,반포,3126,2902,6028,주말
20200314,7호선,고속터미널,7865,6540,14405,주말
20200314,7호선,내방,5487,5502,10989,주말
20200314,7호선,이수,8690,8396,17086,주말
20200314,7호선,남성,5656,5241,10897,주말
20200314,7호선,숭실대입구,5375,5144,10519,주말
20200314,7호선,상도,5223,4774,9997,주말
20200314,7호선,장승배기,5125,4854,9979,주말
20200314,7호선,신대방삼거리,8201,7566,15767,주말
20200314,7호선,보라매,4012,3816,7828,주말
20200314,7호선,신풍,5392,5169,10561,주말
20200314,7호선,대림,3851,3989,7840,주말
20200314,7호선,남구로,5764,6010,11774,주말
20200314,7호선,가산디지털단지,9322,8758,18080,주말
20200314,7호선,철산,10313,10655,20968,주말
20200314,7호선,광명사거리,12525,12402,24927,주말
20200314,7호선,천왕,4257,3945,8202,주말
20200314,7호선,온수,4153,4063,8216,주말
20200314,7호선,까치울,3762,3652,7414,주말
20200314,7호선,부천종합운동장,2218,1964,4182,주말
20200314,7호선,춘의,3755,3582,7337,주말
20200314,7호선,신중동,6868,6868,13736,주말
20200314,7호선,부천시청,6294,6319,12613,주말
20200314,7호선,상동,7003,7077,14080,주말
20200314,7호선,삼산체육관,1995,1791,3786,주말
20200314,7호선,굴포천,4453,4712,9165,주말
20200314,7호선,부평구청,4943,4291,9234,주말
20200314,8호선,암사,9021,8151,17172,주말
20200314,8호선,천호,9727,11585,21312,주말
20200314,8호선,강동구청,4244,4308,8552,주말
20200314,8호선,몽촌토성,2763,2775,5538,주말
20200314,8호선,잠실,8456,9151,17607,주말
20200314,8호선,석촌,4133,5166,9299,주말
20200314,8호선,송파,3977,3854,7831,주말
20200314,8호선,가락시장,4048,4205,8253,주말
20200314,8호선,문정,6103,6026,12129,주말
20200314,8호선,장지,8628,8043,16671,주말
20200314,8호선,복정,4752,4011,8763,주말
20200314,8호선,산성,3328,3269,6597,주말
20200314,8호선,남한산성입구,6730,5844,12574,주말
20200314,8호선,단대오거리,5516,5074,10590,주말
20200314,8호선,신흥,2772,2904,5676,주말
20200314,8호선,수진,2969,2725,5694,주말
20200314,8호선,모란,3245,2680,5925,주말
20200314,9호선,개화,930,823,1753,주말
20200314,9호선,김포공항,4303,5695,9998,주말
20200314,9호선,공항시장,1711,1811,3522,주말
20200314,9호선,신방화,3316,3085,6401,주말
20200314,9호선,마곡나루,4722,4799,9521,주말
20200314,9호선,양천향교,3776,3717,7493,주말
20200314,9호선,가양,9213,8784,17997,주말
20200314,9호선,증미,2793,2732,5525,주말
20200314,9호선,등촌,4579,4534,9113,주말
20200314,9호선,염창,7653,7174,14827,주말
20200314,9호선,신목동,1314,1173,2487,주말
20200314,9호선,선유도,2359,2286,4645,주말
20200314,9호선,당산,8019,7413,15432,주말
20200314,9호선,국회의사당,2400,2379,4779,주말
20200314,9호선,여의도,5224,5065,10289,주말
20200314,9호선,샛강,1724,1662,3386,주말
20200314,9호선,노량진,12880,13322,26202,주말
20200314,9호선,노들,2069,1750,3819,주말
20200314,9호선,흑석,3573,3687,7260,주말
20200314,9호선,동작,1021,840,1861,주말
20200314,9호선,구반포,1199,1196,2395,주말
20200314,9호선,신반포,1133,1123,2256,주말
20200314,9호선,고속터미널,6151,8712,14863,주말
20200314,9호선,사평,1002,940,1942,주말
20200314,9호선,신논현,16357,17218,33575,주말
20200314,공항철도 1호선,서울역,3119,3165,6284,주말
20200314,공항철도 1호선,공덕,863,1330,2193,주말
20200314,공항철도 1호선,홍대입구,6096,6275,12371,주말
20200314,공항철도 1호선,디지털미디어시티,3313,3116,6429,주말
20200314,공항철도 1호선,마곡나루,1601,1702,3303,주말
20200314,공항철도 1호선,김포공항,4345,2638,6983,주말
20200314,공항철도 1호선,계양,4345,3938,8283,주말
20200314,공항철도 1호선,검암,3377,3473,6850,주말
20200314,공항철도 1호선,청라국제도시,2373,2271,4644,주말
20200314,공항철도 1호선,운서,4440,4632,9072,주말
20200314,공항철도 1호선,공항화물청사,1238,1304,2542,주말
20200314,공항철도 1호선,인천공항1터미널,3471,3257,6728,주말
20200314,공항철도 1호선,인천공항2터미널,1921,1482,3403,주말
20200314,공항철도 1호선,영종,1500,1529,3029,주말
20200314,9호선2~3단계,언주,3565,3450,7015,주말
20200314,9호선2~3단계,선정릉,3088,3341,6429,주말
20200314,9호선2~3단계,삼성중앙,2084,2024,4108,주말
20200314,9호선2~3단계,봉은사,5836,5757,11593,주말
20200314,9호선2~3단계,종합운동장,1974,1831,3805,주말
20200314,9호선2~3단계,삼전,3313,3145,6458,주말
20200314,9호선2~3단계,석촌고분,2815,2635,5450,주말
20200314,9호선2~3단계,석촌,4010,3145,7155,주말
20200314,9호선2~3단계,송파나루,2430,2474,4904,주말
20200314,9호선2~3단계,한성백제,1133,952,2085,주말
20200314,9호선2~3단계,올림픽공원,2272,2219,4491,주말
20200314,9호선2~3단계,둔촌오륜,331,347,678,주말
20200314,9호선2~3단계,중앙보훈병원,2667,2446,5113,주말
20200314,우이신설선,북한산우이,2112,2095,4207,주말
20200314,우이신설선,솔밭공원,1279,1206,2485,주말
20200314,우이신설선,4.19민주묘지,1544,1379,2923,주말
20200314,우이신설선,가오리,2023,1879,3902,주말
20200314,우이신설선,화계,1784,1646,3430,주말
20200314,우이신설선,삼양,1085,1171,2256,주말
20200314,우이신설선,삼양사거리,1306,1317,2623,주말
20200314,우이신설선,솔샘,2444,2185,4629,주말
20200314,우이신설선,북한산보국문,3151,2820,5971,주말
20200314,우이신설선,정릉,2352,1970,4322,주말
20200314,우이신설선,성신여대입구,1822,2222,4044,주말
20200314,우이신설선,보문,789,840,1629,주말
20200314,우이신설선,신설동,1067,1020,2087,주말
20200315,1호선,서울역,12189,12077,24266,주말
20200315,1호선,시청,3751,3622,7373,주말
20200315,1호선,종각,7629,6936,14565,주말
20200315,1호선,종로3가,8284,7624,15908,주말
20200315,1호선,종로5가,4607,4616,9223,주말
20200315,1호선,동대문,4793,5537,10330,주말
20200315,1호선,신설동,4690,4622,9312,주말
20200315,1호선,제기동,5513,5748,11261,주말
20200315,1호선,청량리,8381,8405,16786,주말
20200315,1호선,동묘앞,6968,7244,14212,주말
20200315,2호선,시청,2787,2360,5147,주말
20200315,2호선,을지로입구,9669,9617,19286,주말
20200315,2호선,을지로3가,3028,2861,5889,주말
20200315,2호선,을지로4가,1694,1712,3406,주말
20200315,2호선,동대문역사문화공원,4145,5263,9408,주말
20200315,2호선,신당,5127,5618,10745,주말
20200315,2호선,상왕십리,4215,4120,8335,주말
20200315,2호선,왕십리,6580,5622,12202,주말
20200315,2호선,한양대,1641,1825,3466,주말
20200315,2호선,뚝섬,5553,5680,11233,주말
20200315,2호선,성수,7412,8178,15590,주말
20200315,2호선,건대입구,18067,18945,37012,주말
20200315,2호선,구의,7938,7964,15902,주말
20200315,2호선,강변,14412,14280,28692,주말
20200315,2호선,잠실나루,3089,3070,6159,주말
20200315,2호선,잠실,27667,25807,53474,주말
20200315,2호선,잠실새내,6722,7260,13982,주말
20200315,2호선,종합운동장,1790,2155,3945,주말
20200315,2호선,삼성,12243,11923,24166,주말
20200315,2호선,선릉,8230,7213,15443,주말
20200315,2호선,역삼,7467,8069,15536,주말
20200315,2호선,강남,24905,24485,49390,주말
20200315,2호선,교대,6720,7464,14184,주말
20200315,2호선,서초,3869,3588,7457,주말
20200315,2호선,방배,4128,4305,8433,주말
20200315,2호선,사당,13718,15098,28816,주말
20200315,2호선,낙성대,10148,10611,20759,주말
20200315,2호선,서울대입구,18724,18962,37686,주말
20200315,2호선,봉천,8079,7676,15755,주말
20200315,2호선,신림,26136,25303,51439,주말
20200315,2호선,신대방,9873,9517,19390,주말
20200315,2호선,구로디지털단지,15640,15360,31000,주말
20200315,2호선,대림,8173,8210,16383,주말
20200315,2호선,신도림,14737,14858,29595,주말
20200315,2호선,문래,4292,4469,8761,주말
20200315,2호선,영등포구청,5114,5294,10408,주말
20200315,2호선,당산,5526,6082,11608,주말
20200315,2호선,합정,12218,12669,24887,주말
20200315,2호선,홍대입구,29003,28466,57469,주말
20200315,2호선,신촌,15430,15185,30615,주말
20200315,2호선,이대,3974,4372,8346,주말
20200315,2호선,아현,2881,3021,5902,주말
20200315,2호선,충정로,2478,2588,5066,주말
20200315,2호선,용답,1058,1091,2149,주말
20200315,2호선,신답,451,513,964,주말
20200315,2호선,신설동,1764,1695,3459,주말
20200315,2호선,도림천,277,282,559,주말
20200315,2호선,양천구청,1805,1869,3674,주말
20200315,2호선,신정네거리,2698,2721,5419,주말
20200315,2호선,용두,777,802,1579,주말
20200315,3호선,지축,1017,954,1971,주말
20200315,3호선,구파발,7022,7184,14206,주말
20200315,3호선,연신내,14977,14149,29126,주말
20200315,3호선,불광,6649,7830,14479,주말
20200315,3호선,녹번,3900,3456,7356,주말
20200315,3호선,홍제,5782,5482,11264,주말
20200315,3호선,무악재,1150,1274,2424,주말
20200315,3호선,독립문,2509,2680,5189,주말
20200315,3호선,경복궁,5076,5222,10298,주말
20200315,3호선,안국,4527,4937,9464,주말
20200315,3호선,종로3가,2421,3218,5639,주말
20200315,3호선,을지로3가,1280,1437,2717,주말
20200315,3호선,동대입구,2984,3298,6282,주말
20200315,3호선,약수,4202,3993,8195,주말
20200315,3호선,금호,2747,2741,5488,주말
20200315,3호선,옥수,2990,3248,6238,주말
20200315,3호선,압구정,7847,8331,16178,주말
20200315,3호선,신사,8456,8604,17060,주말
20200315,3호선,잠원,1547,1527,3074,주말
20200315,3호선,고속터미널,21618,20548,42166,주말
20200315,3호선,교대,2390,1513,3903,주말
20200315,3호선,남부터미널,8242,8558,16800,주말
20200315,3호선,양재,7228,8573,15801,주말
20200315,3호선,매봉,2121,2098,4219,주말
20200315,3호선,도곡,1107,1202,2309,주말
20200315,3호선,대치,2626,2479,5105,주말
20200315,3호선,학여울,446,460,906,주말
20200315,3호선,대청,2482,2392,4874,주말
20200315,3호선,일원,1754,1898,3652,주말
20200315,3호선,수서,5209,5479,10688,주말
20200315,3호선,가락시장,2335,2502,4837,주말
20200315,3호선,경찰병원,1702,1768,3470,주말
20200315,3호선,오금,1704,1660,3364,주말
20200315,4호선,당고개,5325,5186,10511,주말
20200315,4호선,상계,7040,6486,13526,주말
20200315,4호선,노원,7789,8396,16185,주말
20200315,4호선,창동,9709,10137,19846,주말
20200315,4호선,쌍문,10741,9415,20156,주말
20200315,4호선,수유,14036,13116,27152,주말
20200315,4호선,미아,5728,5309,11037,주말
20200315,4호선,미아사거리,10919,10297,21216,주말
20200315,4호선,길음,6299,6163,12462,주말
20200315,4호선,성신여대입구,8101,7815,15916,주말
20200315,4호선,한성대입구,4707,4867,9574,주말
20200315,4호선,혜화,12087,12470,24557,주말
20200315,4호선,동대문,3610,4251,7861,주말
20200315,4호선,동대문역사문화공원,5339,5559,10898,주말
20200315,4호선,충무로,4864,4872,9736,주말
20200315,4호선,명동,5339,5685,11024,주말
20200315,4호선,회현,4900,5237,10137,주말
20200315,4호선,서울역,2587,4500,7087,주말
20200315,4호선,숙대입구,4221,4089,8310,주말
20200315,4호선,삼각지,1169,1460,2629,주말
20200315,4호선,신용산,3975,4144,8119,주말
20200315,4호선,이촌,1927,2316,4243,주말
20200315,4호선,동작,989,1008,1997,주말
20200315,4호선,총신대입구,6197,6726,12923,주말
20200315,4호선,사당,9323,8927,18250,주말
20200315,4호선,남태령,318,276,594,주말
20200315,경부선,서울역,2158,511,2669,주말
20200315,경부선,남영,2570,2737,5307,주말
20200315,경부선,용산,15944,14375,30319,주말
20200315,경부선,노량진,3503,3382,6885,주말
20200315,경부선,대방,3416,3581,6997,주말
20200315,경부선,영등포,17379,16958,34337,주말
20200315,경부선,신도림,983,1042,2025,주말
20200315,경부선,신길,2957,2575,5532,주말
20200315,경부선,구로,4584,4574,9158,주말
20200315,경부선,가산디지털단지,2458,3390,5848,주말
20200315,경부선,금천구청,3451,3289,6740,주말
20200315,경부선,석수,3154,3213,6367,주말
20200315,경부선,관악,2859,2570,5429,주말
20200315,경부선,안양,8494,8031,16525,주말
20200315,경부선,명학,2021,2015,4036,주말
20200315,경부선,금정,8188,8476,16664,주말
20200315,경부선,군포,1884,1778,3662,주말
20200315,경부선,의왕,2602,2638,5240,주말
20200315,경부선,성균관대,4320,4561,8881,주말
20200315,경부선,화서,2150,2039,4189,주말
20200315,경부선,수원,16590,16910,33500,주말
20200315,경부선,독산,3396,3416,6812,주말
20200315,경부선,세류,1224,1206,2430,주말
20200315,경부선,병점,4951,5677,10628,주말
20200315,경부선,세마,856,795,1651,주말
20200315,경부선,오산대,1021,950,1971,주말
20200315,경부선,오산,3976,4432,8408,주말
20200315,경부선,진위,409,393,802,주말
20200315,경부선,송탄,1879,1960,3839,주말
20200315,경부선,서정리,2136,3215,5351,주말
20200315,경부선,지제,946,868,1814,주말
20200315,경부선,평택,5572,5940,11512,주말
20200315,경부선,성환,1191,1504,2695,주말
20200315,경부선,직산,286,320,606,주말
20200315,경부선,두정,1765,2094,3859,주말
20200315,경부선,천안,2457,2386,4843,주말
20200315,경부선,당정,1868,1857,3725,주말
20200315,경부선,서동탄,397,434,831,주말
20200315,경부선,광명,953,751,1704,주말
20200315,경인선,개봉,6723,6672,13395,주말
20200315,경인선,오류동,3822,3539,7361,주말
20200315,경인선,역곡,8822,8622,17444,주말
20200315,경인선,부천,13762,13421,27183,주말
20200315,경인선,송내,8396,8117,16513,주말
20200315,경인선,부평,13193,13464,26657,주말
20200315,경인선,백운,2383,2340,4723,주말
20200315,경인선,동암,5908,5831,11739,주말
20200315,경인선,주안,7707,6748,14455,주말
20200315,경인선,제물포,3088,3072,6160,주말
20200315,경인선,동인천,5352,5086,10438,주말
20200315,경인선,인천,1373,1181,2554,주말
20200315,경인선,구일,1795,1769,3564,주말
20200315,경인선,소사,3338,3135,6473,주말
20200315,경인선,부개,2813,2671,5484,주말
20200315,경인선,간석,1927,1834,3761,주말
20200315,경인선,도원,1046,1078,2124,주말
20200315,경인선,온수,2096,1988,4084,주말
20200315,경인선,중동,2764,2620,5384,주말
20200315,경인선,도화,1292,1199,2491,주말
20200315,경원선,이촌,1107,890,1997,주말
20200315,경원선,서빙고,471,504,975,주말
20200315,경원선,한남,1320,1327,2647,주말
20200315,경원선,옥수,28,10,38,주말
20200315,경원선,응봉,638,595,1233,주말
20200315,경원선,왕십리,5912,6847,12759,주말
20200315,경원선,청량리,6685,6601,13286,주말
20200315,경원선,외대앞,3004,2945,5949,주말
20200315,경원선,신이문,3005,2735,5740,주말
20200315,경원선,석계,3202,3587,6789,주말
20200315,경원선,광운대,2722,2840,5562,주말
20200315,경원선,월계,2231,2104,4335,주말
20200315,경원선,녹천,1619,1332,2951,주말
20200315,경원선,방학,3765,3591,7356,주말
20200315,경원선,도봉,2295,2065,4360,주말
20200315,경원선,도봉산,6050,4140,10190,주말
20200315,경원선,망월사,2699,2827,5526,주말
20200315,경원선,회룡,4165,4182,8347,주말
20200315,경원선,의정부,8455,8270,16725,주말
20200315,경원선,가능,2579,2422,5001,주말
20200315,경원선,녹양,1696,1617,3313,주말
20200315,경원선,양주,3020,3012,6032,주말
20200315,경원선,덕계,878,769,1647,주말
20200315,경원선,덕정,2057,2093,4150,주말
20200315,경원선,지행,2454,2416,4870,주말
20200315,경원선,동두천중앙,1391,1326,2717,주말
20200315,경원선,보산,722,671,1393,주말
20200315,경원선,동두천,792,987,1779,주말
20200315,경원선,소요산,2158,1758,3916,주말
20200315,안산선,산본,5751,5797,11548,주말
20200315,안산선,대야미,1918,1754,3672,주말
20200315,안산선,반월,1617,1727,3344,주말
20200315,안산선,상록수,6594,6372,12966,주말
20200315,안산선,한대앞,2578,2481,5059,주말
20200315,안산선,중앙,6297,6193,12490,주말
20200315,안산선,고잔,2258,2152,4410,주말
20200315,안산선,초지,1313,1228,2541,주말
20200315,안산선,안산,5300,4711,10011,주말
20200315,안산선,신길온천,590,557,1147,주말
20200315,안산선,정왕,2560,2838,5398,주말
20200315,안산선,오이도,3319,3314,6633,주말
20200315,안산선,수리산,1291,1346,2637,주말
20200315,과천선,선바위,2145,2034,4179,주말
20200315,과천선,경마공원,609,548,1157,주말
20200315,과천선,대공원,1306,1497,2803,주말
20200315,과천선,과천,1377,1252,2629,주말
20200315,과천선,정부과천청사,2039,2084,4123,주말
20200315,과천선,인덕원,6521,6523,13044,주말
20200315,과천선,평촌,3890,3766,7656,주말
20200315,과천선,범계,8747,8422,17169,주말
20200315,분당선,선릉,1598,2534,4132,주말
20200315,분당선,한티,4490,4491,8981,주말
20200315,분당선,도곡,1381,1420,2801,주말
20200315,분당선,구룡,351,408,759,주말
20200315,분당선,개포동,905,927,1832,주말
20200315,분당선,대모산입구,823,802,1625,주말
20200315,분당선,수서,4321,4290,8611,주말
20200315,분당선,수원,2903,1928,4831,주말
20200315,분당선,서울숲,2496,2538,5034,주말
20200315,분당선,압구정로데오,5521,6071,11592,주말
20200315,분당선,강남구청,1771,2134,3905,주말
20200315,분당선,선정릉,1310,1417,2727,주말
20200315,분당선,가천대,2013,2587,4600,주말
20200315,분당선,태평,5008,4758,9766,주말
20200315,분당선,모란,7081,7308,14389,주말
20200315,분당선,야탑,7730,7837,15567,주말
20200315,분당선,서현,7691,7556,15247,주말
20200315,분당선,수내,3706,3554,7260,주말
20200315,분당선,정자,4430,4587,9017,주말
20200315,분당선,미금,4286,4485,8771,주말
20200315,분당선,오리,3437,3008,6445,주말
