사용월,호선명,지하철역,승차총승객수,하차총승객수,승하차총승객수,lat,lng
202105,3호선,가락시장,182325,178013,360338,37.4927440321316,127.118485741487
202105,3호선,경복궁,391111,387951,779062,37.5758613027702,126.973062710191
202105,3호선,경찰병원,150609,151179,301788,37.4956031419934,127.124067847413
202105,3호선,고속터미널,794731,782596,1577327,37.5049267445237,127.004949918697
202105,3호선,교대,284661,184550,469211,37.4928178646055,127.013838469407
202105,3호선,구파발,417414,396362,813776,37.6368417889316,126.918745426412
202105,3호선,금호,167125,157021,324146,37.5481125196986,127.015893753726
202105,3호선,남부터미널,586996,606783,1193779,37.48514016604,127.016207055102
202105,3호선,녹번,306206,280911,587117,37.6007421809861,126.936019442532
202105,3호선,대곡,39225,30296,69521,37.6318206316005,126.810602730178
202105,3호선,대청,198991,182718,381709,37.4937218597788,127.079493645766
202105,3호선,대치,214769,217275,432044,37.4945627553067,127.063430193449
202105,3호선,대화,268524,213182,481706,37.675954868441,126.747305098166
202105,3호선,도곡,111291,111912,223203,37.4908647717187,127.05532337372
202105,3호선,독립문,147713,152682,300395,37.5744103589329,126.957750279047
202105,3호선,동대입구,153632,162972,316604,37.559030224347,127.005460196954
202105,3호선,마두,151847,156611,308458,37.6523303524635,126.778195968273
202105,3호선,매봉,250986,240156,491142,37.4869611285839,127.046614560925
202105,3호선,무악재,79526,79986,159512,37.5823841472467,126.950322097494
202105,3호선,백석,199963,201287,401250,37.6431608335662,126.788171623016
202105,3호선,불광,335308,358737,694045,37.6102072578868,126.92998576213
202105,3호선,삼송,374393,364893,739286,37.6550162726238,126.896562231497
202105,3호선,수서,342056,349483,691539,37.4873889933503,127.101859191018
202105,3호선,신사,601543,632067,1233610,37.5171124958274,127.019494541135
202105,3호선,안국,393015,412321,805336,37.5767203705556,126.985823042976
202105,3호선,압구정,626106,665726,1291832,37.5264308236177,127.028480919224
202105,3호선,약수,262626,255381,518007,37.5545595558163,127.010822526737
202105,3호선,양재,783361,844477,1627838,37.4839347328908,127.034544193436
202105,3호선,연신내,760304,718094,1478398,37.618962003178,126.921162124977
202105,3호선,오금,124297,112329,236626,37.5022659793733,127.127879247544
202105,3호선,옥수,186688,193985,380673,37.5409877747326,127.018965435917
202105,3호선,원당,229953,220013,449966,37.6534333656508,126.843104741837
202105,3호선,원흥,207568,198483,406051,37.6509206996283,126.873307347639
202105,3호선,을지로3가,209040,216480,425520,37.56626594615,126.990308356253
202105,3호선,일원,200608,195325,395933,37.4840735840284,127.084451750048
202105,3호선,잠원,97641,96212,193853,37.5127991148107,127.01122017966
202105,3호선,정발산,150155,151354,301509,37.6589801992463,126.773725939404
202105,3호선,종로3가,199562,234362,433924,37.5704266025836,126.99202930223
202105,3호선,주엽,181311,182176,363487,37.6704315940863,126.761046013417
202105,3호선,지축,83049,79413,162462,37.6496180734177,126.912167788573
202105,3호선,충무로,33,0,33,37.5612890978954,126.994207448462
202105,3호선,학여울,41411,41920,83331,37.4967171864138,127.071718971861
202105,3호선,홍제,357394,338942,696336,37.5887103667691,126.944242309924
202105,3호선,화정,346926,355507,702433,37.6345077843042,126.832630042005
202106,3호선,가락시장,200304,194396,394700,37.4927440321316,127.118485741487
202106,3호선,경복궁,419376,410718,830094,37.5758613027702,126.973062710191
202106,3호선,경찰병원,163790,164020,327810,37.4956031419934,127.124067847413
202106,3호선,고속터미널,840360,821136,1661496,37.5049267445237,127.004949918697
202106,3호선,교대,318117,207005,525122,37.4928178646055,127.013838469407
202106,3호선,구파발,450876,426756,877632,37.6368417889316,126.918745426412
202106,3호선,금호,180237,169752,349989,37.5481125196986,127.015893753726
202106,3호선,남부터미널,636475,659654,1296129,37.48514016604,127.016207055102
202106,3호선,녹번,337722,307294,645016,37.6007421809861,126.936019442532
202106,3호선,대곡,42233,32620,74853,37.6318206316005,126.810602730178
202106,3호선,대청,222335,203213,425548,37.4937218597788,127.079493645766
202106,3호선,대치,236428,238696,475124,37.4945627553067,127.063430193449
202106,3호선,대화,289107,229371,518478,37.675954868441,126.747305098166
202106,3호선,도곡,120920,123458,244378,37.4908647717187,127.05532337372
202106,3호선,독립문,156033,158843,314876,37.5744103589329,126.957750279047
202106,3호선,동대입구,160369,168656,329025,37.559030224347,127.005460196954
202106,3호선,마두,163664,168852,332516,37.6523303524635,126.778195968273
202106,3호선,매봉,281425,268586,550011,37.4869611285839,127.046614560925
202106,3호선,무악재,86041,86880,172921,37.5823841472467,126.950322097494
202106,3호선,백석,217069,217935,435004,37.6431608335662,126.788171623016
202106,3호선,불광,360419,383695,744114,37.6102072578868,126.92998576213
202106,3호선,삼송,404493,395287,799780,37.6550162726238,126.896562231497
202106,3호선,수서,373415,382248,755663,37.4873889933503,127.101859191018
202106,3호선,신사,657388,692598,1349986,37.5171124958274,127.019494541135
202106,3호선,안국,427087,443282,870369,37.5767203705556,126.985823042976
202106,3호선,압구정,693695,736270,1429965,37.5264308236177,127.028480919224
202106,3호선,약수,287647,280195,567842,37.5545595558163,127.010822526737
202106,3호선,양재,867902,937216,1805118,37.4839347328908,127.034544193436
202106,3호선,연신내,815135,767913,1583048,37.618962003178,126.921162124977
202106,3호선,오금,137266,123707,260973,37.5022659793733,127.127879247544
202106,3호선,옥수,201834,209545,411379,37.5409877747326,127.018965435917
202106,3호선,원당,248046,238037,486083,37.6534333656508,126.843104741837
202106,3호선,원흥,227170,216251,443421,37.6509206996283,126.873307347639
202106,3호선,을지로3가,234611,243423,478034,37.56626594615,126.990308356253
202106,3호선,일원,226215,220531,446746,37.4840735840284,127.084451750048
202106,3호선,잠원,107114,105666,212780,37.5127991148107,127.01122017966
202106,3호선,정발산,153815,155640,309455,37.6589801992463,126.773725939404
202106,3호선,종로3가,219320,253063,472383,37.5704266025836,126.99202930223
202106,3호선,주엽,195848,195749,391597,37.6704315940863,126.761046013417
202106,3호선,지축,91277,88284,179561,37.6496180734177,126.912167788573
202106,3호선,충무로,24,0,24,37.5612890978954,126.994207448462
202106,3호선,학여울,43006,43876,86882,37.4967171864138,127.071718971861
202106,3호선,홍제,380058,357514,737572,37.5887103667691,126.944242309924
202106,3호선,화정,368735,377873,746608,37.6345077843042,126.832630042005
202107,3호선,가락시장,178666,173974,352640,37.4927440321316,127.118485741487
202107,3호선,경복궁,367923,359063,726986,37.5758613027702,126.973062710191
202107,3호선,경찰병원,149934,149639,299573,37.4956031419934,127.124067847413
202107,3호선,고속터미널,719574,715130,1434704,37.5049267445237,127.004949918697
202107,3호선,교대,280594,181909,462503,37.4928178646055,127.013838469407
202107,3호선,구파발,411893,391245,803138,37.6368417889316,126.918745426412
202107,3호선,금호,160469,151930,312399,37.5481125196986,127.015893753726
202107,3호선,남부터미널,566312,587214,1153526,37.48514016604,127.016207055102
202107,3호선,녹번,307007,281296,588303,37.6007421809861,126.936019442532
202107,3호선,대곡,37170,28877,66047,37.6318206316005,126.810602730178
202107,3호선,대청,202609,185929,388538,37.4937218597788,127.079493645766
202107,3호선,대치,220426,219932,440358,37.4945627553067,127.063430193449
202107,3호선,대화,262042,210300,472342,37.675954868441,126.747305098166
202107,3호선,도곡,107299,109122,216421,37.4908647717187,127.05532337372
202107,3호선,독립문,137015,137841,274856,37.5744103589329,126.957750279047
202107,3호선,동대입구,140096,144425,284521,37.559030224347,127.005460196954
202107,3호선,마두,150026,155677,305703,37.6523303524635,126.778195968273
202107,3호선,매봉,257235,245676,502911,37.4869611285839,127.046614560925
202107,3호선,무악재,78237,78914,157151,37.5823841472467,126.950322097494
202107,3호선,백석,198864,200871,399735,37.6431608335662,126.788171623016
202107,3호선,불광,326809,347184,673993,37.6102072578868,126.92998576213
202107,3호선,삼송,361882,355424,717306,37.6550162726238,126.896562231497
202107,3호선,수서,327291,338327,665618,37.4873889933503,127.101859191018
202107,3호선,신사,588372,617110,1205482,37.5171124958274,127.019494541135
202107,3호선,안국,365948,374573,740521,37.5767203705556,126.985823042976
202107,3호선,압구정,631807,666201,1298008,37.5264308236177,127.028480919224
202107,3호선,약수,257527,251386,508913,37.5545595558163,127.010822526737
202107,3호선,양재,774912,834204,1609116,37.4839347328908,127.034544193436
202107,3호선,연신내,740348,699873,1440221,37.618962003178,126.921162124977
202107,3호선,오금,125085,112450,237535,37.5022659793733,127.127879247544
202107,3호선,옥수,176205,185074,361279,37.5409877747326,127.018965435917
202107,3호선,원당,221300,212894,434194,37.6534333656508,126.843104741837
202107,3호선,원흥,205064,196642,401706,37.6509206996283,126.873307347639
202107,3호선,을지로3가,208786,213995,422781,37.56626594615,126.990308356253
202107,3호선,일원,199663,195886,395549,37.4840735840284,127.084451750048
202107,3호선,잠원,93601,91808,185409,37.5127991148107,127.01122017966
202107,3호선,정발산,143268,144133,287401,37.6589801992463,126.773725939404
202107,3호선,종로3가,196619,222971,419590,37.5704266025836,126.99202930223
202107,3호선,주엽,178300,179138,357438,37.6704315940863,126.761046013417
202107,3호선,지축,85394,83020,168414,37.6496180734177,126.912167788573
202107,3호선,충무로,20,0,20,37.5612890978954,126.994207448462
202107,3호선,학여울,36379,37158,73537,37.4967171864138,127.071718971861
202107,3호선,홍제,340443,323141,663584,37.5887103667691,126.944242309924
202107,3호선,화정,335602,345932,681534,37.6345077843042,126.832630042005
202108,3호선,가락시장,169753,164631,334384,37.4927440321316,127.118485741487
202108,3호선,경복궁,352258,344652,696910,37.5758613027702,126.973062710191
202108,3호선,경찰병원,142390,143097,285487,37.4956031419934,127.124067847413
202108,3호선,고속터미널,717481,693783,1411264,37.5049267445237,127.004949918697
202108,3호선,교대,265093,170770,435863,37.4928178646055,127.013838469407
202108,3호선,구파발,389676,372228,761904,37.6368417889316,126.918745426412
202108,3호선,금호,152730,145391,298121,37.5481125196986,127.015893753726
202108,3호선,남부터미널,554785,570269,1125054,37.48514016604,127.016207055102
202108,3호선,녹번,291744,267780,559524,37.6007421809861,126.936019442532
202108,3호선,대곡,35682,28074,63756,37.6318206316005,126.810602730178
202108,3호선,대청,192926,178655,371581,37.4937218597788,127.079493645766
202108,3호선,대치,213831,212914,426745,37.4945627553067,127.063430193449
202108,3호선,대화,247311,200537,447848,37.675954868441,126.747305098166
202108,3호선,도곡,99952,101389,201341,37.4908647717187,127.05532337372
202108,3호선,독립문,131812,133196,265008,37.5744103589329,126.957750279047
202108,3호선,동대입구,137883,142484,280367,37.559030224347,127.005460196954
202108,3호선,마두,144755,150669,295424,37.6523303524635,126.778195968273
202108,3호선,매봉,241283,230218,471501,37.4869611285839,127.046614560925
202108,3호선,무악재,74773,76006,150779,37.5823841472467,126.950322097494
202108,3호선,백석,189171,189516,378687,37.6431608335662,126.788171623016
202108,3호선,불광,310701,331636,642337,37.6102072578868,126.92998576213
202108,3호선,삼송,350904,342593,693497,37.6550162726238,126.896562231497
202108,3호선,수서,315392,323609,639001,37.4873889933503,127.101859191018
202108,3호선,신사,561232,587126,1148358,37.5171124958274,127.019494541135
202108,3호선,안국,346562,355382,701944,37.5767203705556,126.985823042976
202108,3호선,압구정,597915,627208,1225123,37.5264308236177,127.028480919224
202108,3호선,약수,245676,240110,485786,37.5545595558163,127.010822526737
202108,3호선,양재,727041,784203,1511244,37.4839347328908,127.034544193436
202108,3호선,연신내,708224,674443,1382667,37.618962003178,126.921162124977
202108,3호선,오금,118912,108258,227170,37.5022659793733,127.127879247544
202108,3호선,옥수,169603,178600,348203,37.5409877747326,127.018965435917
202108,3호선,원당,211961,203026,414987,37.6534333656508,126.843104741837
202108,3호선,원흥,195661,188304,383965,37.6509206996283,126.873307347639
202108,3호선,을지로3가,195359,198434,393793,37.56626594615,126.990308356253
202108,3호선,일원,192631,190241,382872,37.4840735840284,127.084451750048
202108,3호선,잠원,89648,88023,177671,37.5127991148107,127.01122017966
202108,3호선,정발산,137363,136955,274318,37.6589801992463,126.773725939404
202108,3호선,종로3가,185963,212620,398583,37.5704266025836,126.99202930223
202108,3호선,주엽,172953,173825,346778,37.6704315940863,126.761046013417
202108,3호선,지축,84651,83057,167708,37.6496180734177,126.912167788573
202108,3호선,충무로,29,0,29,37.5612890978954,126.994207448462
202108,3호선,학여울,32683,33042,65725,37.4967171864138,127.071718971861
202108,3호선,홍제,324505,310095,634600,37.5887103667691,126.944242309924
202108,3호선,화정,322484,333459,655943,37.6345077843042,126.832630042005
202109,3호선,가락시장,165998,162084,328082,37.4927440321316,127.118485741487
202109,3호선,경복궁,365926,362621,728547,37.5758613027702,126.973062710191
202109,3호선,경찰병원,138485,138741,277226,37.4956031419934,127.124067847413
202109,3호선,고속터미널,777856,735895,1513751,37.5049267445237,127.004949918697
202109,3호선,교대,263104,169643,432747,37.4928178646055,127.013838469407
202109,3호선,구파발,391939,373836,765775,37.6368417889316,126.918745426412
202109,3호선,금호,153809,146413,300222,37.5481125196986,127.015893753726
202109,3호선,남부터미널,546353,556809,1103162,37.48514016604,127.016207055102
202109,3호선,녹번,292920,269027,561947,37.6007421809861,126.936019442532
202109,3호선,대곡,36653,28767,65420,37.6318206316005,126.810602730178
202109,3호선,대청,196071,180292,376363,37.4937218597788,127.079493645766
202109,3호선,대치,208759,209827,418586,37.4945627553067,127.063430193449
202109,3호선,대화,248679,201181,449860,37.675954868441,126.747305098166
202109,3호선,도곡,99439,100780,200219,37.4908647717187,127.05532337372
202109,3호선,독립문,137956,141620,279576,37.5744103589329,126.957750279047
202109,3호선,동대입구,145531,153550,299081,37.559030224347,127.005460196954
202109,3호선,마두,144793,149474,294267,37.6523303524635,126.778195968273
202109,3호선,매봉,236331,226005,462336,37.4869611285839,127.046614560925
202109,3호선,무악재,75318,76986,152304,37.5823841472467,126.950322097494
202109,3호선,백석,191318,191325,382643,37.6431608335662,126.788171623016
202109,3호선,불광,318551,340635,659186,37.6102072578868,126.92998576213
202109,3호선,삼송,360296,353228,713524,37.6550162726238,126.896562231497
202109,3호선,수서,317224,322381,639605,37.4873889933503,127.101859191018
202109,3호선,신사,544237,571166,1115403,37.5171124958274,127.019494541135
202109,3호선,안국,361576,376394,737970,37.5767203705556,126.985823042976
202109,3호선,압구정,581395,613218,1194613,37.5264308236177,127.028480919224
202109,3호선,약수,248481,245934,494415,37.5545595558163,127.010822526737
202109,3호선,양재,712006,772744,1484750,37.4839347328908,127.034544193436
202109,3호선,연신내,715325,679409,1394734,37.618962003178,126.921162124977
202109,3호선,오금,117633,108291,225924,37.5022659793733,127.127879247544
202109,3호선,옥수,173971,180900,354871,37.5409877747326,127.018965435917
202109,3호선,원당,219091,209763,428854,37.6534333656508,126.843104741837
202109,3호선,원흥,199464,191080,390544,37.6509206996283,126.873307347639
202109,3호선,을지로3가,187182,192312,379494,37.56626594615,126.990308356253
202109,3호선,일원,194109,190596,384705,37.4840735840284,127.084451750048
202109,3호선,잠원,91351,89611,180962,37.5127991148107,127.01122017966
202109,3호선,정발산,138072,139144,277216,37.6589801992463,126.773725939404
202109,3호선,종로3가,186520,216463,402983,37.5704266025836,126.99202930223
202109,3호선,주엽,173433,173612,347045,37.6704315940863,126.761046013417
202109,3호선,지축,86140,83606,169746,37.6496180734177,126.912167788573
202109,3호선,충무로,21,0,21,37.5612890978954,126.994207448462
202109,3호선,학여울,37080,38000,75080,37.4967171864138,127.071718971861
202109,3호선,홍제,333917,317552,651469,37.5887103667691,126.944242309924
202109,3호선,화정,326694,337039,663733,37.6345077843042,126.832630042005
202110,3호선,가락시장,173932,170058,343990,37.4927440321316,127.118485741487
202110,3호선,경복궁,388762,385409,774171,37.5758613027702,126.973062710191
202110,3호선,경찰병원,144656,145532,290188,37.4956031419934,127.124067847413
202110,3호선,고속터미널,780872,764212,1545084,37.5049267445237,127.004949918697
202110,3호선,교대,283114,181618,464732,37.4928178646055,127.013838469407
202110,3호선,구파발,409978,391100,801078,37.6368417889316,126.918745426412
202110,3호선,금호,159524,150266,309790,37.5481125196986,127.015893753726
202110,3호선,남부터미널,570621,586214,1156835,37.48514016604,127.016207055102
202110,3호선,녹번,306945,281288,588233,37.6007421809861,126.936019442532
202110,3호선,대곡,38961,30468,69429,37.6318206316005,126.810602730178
202110,3호선,대청,204715,188556,393271,37.4937218597788,127.079493645766
202110,3호선,대치,213074,214054,427128,37.4945627553067,127.063430193449
202110,3호선,대화,262427,211646,474073,37.675954868441,126.747305098166
202110,3호선,도곡,105379,107046,212425,37.4908647717187,127.05532337372
202110,3호선,독립문,146156,148887,295043,37.5744103589329,126.957750279047
202110,3호선,동대입구,151572,161020,312592,37.559030224347,127.005460196954
202110,3호선,마두,153622,157698,311320,37.6523303524635,126.778195968273
202110,3호선,매봉,246106,235628,481734,37.4869611285839,127.046614560925
202110,3호선,무악재,78920,80608,159528,37.5823841472467,126.950322097494
202110,3호선,백석,197338,197003,394341,37.6431608335662,126.788171623016
202110,3호선,불광,331404,353628,685032,37.6102072578868,126.92998576213
202110,3호선,삼송,376972,368259,745231,37.6550162726238,126.896562231497
202110,3호선,수서,339992,346309,686301,37.4873889933503,127.101859191018
202110,3호선,신사,590341,618129,1208470,37.5171124958274,127.019494541135
202110,3호선,안국,399310,416971,816281,37.5767203705556,126.985823042976
202110,3호선,압구정,609476,646652,1256128,37.5264308236177,127.028480919224
202110,3호선,약수,259193,255853,515046,37.5545595558163,127.010822526737
202110,3호선,양재,759857,826953,1586810,37.4839347328908,127.034544193436
202110,3호선,연신내,738018,699554,1437572,37.618962003178,126.921162124977
202110,3호선,오금,124354,112260,236614,37.5022659793733,127.127879247544
202110,3호선,옥수,180949,188408,369357,37.5409877747326,127.018965435917
202110,3호선,원당,228351,217260,445611,37.6534333656508,126.843104741837
202110,3호선,원흥,210085,200228,410313,37.6509206996283,126.873307347639
202110,3호선,을지로3가,200972,207023,407995,37.56626594615,126.990308356253
202110,3호선,일원,199693,195710,395403,37.4840735840284,127.084451750048
202110,3호선,잠원,96156,95057,191213,37.5127991148107,127.01122017966
202110,3호선,정발산,142988,142783,285771,37.6589801992463,126.773725939404
202110,3호선,종로3가,201311,232666,433977,37.5704266025836,126.99202930223
202110,3호선,주엽,181494,181956,363450,37.6704315940863,126.761046013417
202110,3호선,지축,90654,87317,177971,37.6496180734177,126.912167788573
202110,3호선,충무로,18,0,18,37.5612890978954,126.994207448462
202110,3호선,학여울,41642,42907,84549,37.4967171864138,127.071718971861
202110,3호선,홍제,350216,332464,682680,37.5887103667691,126.944242309924
202110,3호선,화정,340023,349857,689880,37.6345077843042,126.832630042005
202111,3호선,가락시장,200034,196621,396655,37.4927440321316,127.118485741487
202111,3호선,경복궁,473406,473843,947249,37.5758613027702,126.973062710191
202111,3호선,경찰병원,166723,167007,333730,37.4956031419934,127.124067847413
202111,3호선,고속터미널,854964,845216,1700180,37.5049267445237,127.004949918697
202111,3호선,교대,324074,210840,534914,37.4928178646055,127.013838469407
202111,3호선,구파발,461828,437674,899502,37.6368417889316,126.918745426412
202111,3호선,금호,177772,164533,342305,37.5481125196986,127.015893753726
202111,3호선,남부터미널,646134,662269,1308403,37.48514016604,127.016207055102
202111,3호선,녹번,347903,313145,661048,37.6007421809861,126.936019442532
202111,3호선,대곡,43085,34091,77176,37.6318206316005,126.810602730178
202111,3호선,대청,229517,209669,439186,37.4937218597788,127.079493645766
202111,3호선,대치,238464,241680,480144,37.4945627553067,127.063430193449
202111,3호선,대화,299575,238414,537989,37.675954868441,126.747305098166
202111,3호선,도곡,120948,123884,244832,37.4908647717187,127.05532337372
202111,3호선,독립문,155256,161611,316867,37.5744103589329,126.957750279047
202111,3호선,동대입구,176638,188346,364984,37.559030224347,127.005460196954
202111,3호선,마두,172067,174986,347053,37.6523303524635,126.778195968273
202111,3호선,매봉,283686,271792,555478,37.4869611285839,127.046614560925
202111,3호선,무악재,87871,88688,176559,37.5823841472467,126.950322097494
202111,3호선,백석,218278,216974,435252,37.6431608335662,126.788171623016
202111,3호선,불광,365471,388125,753596,37.6102072578868,126.92998576213
202111,3호선,삼송,422565,406919,829484,37.6550162726238,126.896562231497
202111,3호선,수서,381880,386843,768723,37.4873889933503,127.101859191018
202111,3호선,신사,662314,709756,1372070,37.5171124958274,127.019494541135
202111,3호선,안국,475107,495904,971011,37.5767203705556,126.985823042976
202111,3호선,압구정,689261,741609,1430870,37.5264308236177,127.028480919224
202111,3호선,약수,287009,282148,569157,37.5545595558163,127.010822526737
202111,3호선,양재,883372,959362,1842734,37.4839347328908,127.034544193436
202111,3호선,연신내,808296,763829,1572125,37.618962003178,126.921162124977
202111,3호선,오금,141879,126085,267964,37.5022659793733,127.127879247544
202111,3호선,옥수,199451,205365,404816,37.5409877747326,127.018965435917
202111,3호선,원당,253160,238084,491244,37.6534333656508,126.843104741837
202111,3호선,원흥,238921,224771,463692,37.6509206996283,126.873307347639
202111,3호선,을지로3가,237665,247281,484946,37.56626594615,126.990308356253
202111,3호선,일원,229068,220858,449926,37.4840735840284,127.084451750048
202111,3호선,잠원,109101,107520,216621,37.5127991148107,127.01122017966
202111,3호선,정발산,156011,158796,314807,37.6589801992463,126.773725939404
202111,3호선,종로3가,221021,254189,475210,37.5704266025836,126.99202930223
202111,3호선,주엽,202320,199184,401504,37.6704315940863,126.761046013417
202111,3호선,지축,101565,95462,197027,37.6496180734177,126.912167788573
202111,3호선,충무로,24,0,24,37.5612890978954,126.994207448462
202111,3호선,학여울,47363,48586,95949,37.4967171864138,127.071718971861
202111,3호선,홍제,385621,362690,748311,37.5887103667691,126.944242309924
202111,3호선,화정,377101,385108,762209,37.6345077843042,126.832630042005
202112,3호선,가락시장,199471,194792,394263,37.4927440321316,127.118485741487
202112,3호선,경복궁,435719,430137,865856,37.5758613027702,126.973062710191
202112,3호선,경찰병원,166312,166061,332373,37.4956031419934,127.124067847413
202112,3호선,고속터미널,888436,887336,1775772,37.5049267445237,127.004949918697
202112,3호선,교대,318510,206667,525177,37.4928178646055,127.013838469407
202112,3호선,구파발,461617,437626,899243,37.6368417889316,126.918745426412
202112,3호선,금호,178259,167227,345486,37.5481125196986,127.015893753726
202112,3호선,남부터미널,647335,665865,1313200,37.48514016604,127.016207055102
202112,3호선,녹번,349881,316253,666134,37.6007421809861,126.936019442532
202112,3호선,대곡,42896,33717,76613,37.6318206316005,126.810602730178
202112,3호선,대청,227916,209285,437201,37.4937218597788,127.079493645766
202112,3호선,대치,232155,234565,466720,37.4945627553067,127.063430193449
202112,3호선,대화,289501,231557,521058,37.675954868441,126.747305098166
202112,3호선,도곡,119563,120946,240509,37.4908647717187,127.05532337372
202112,3호선,독립문,151731,156119,307850,37.5744103589329,126.957750279047
202112,3호선,동대입구,168126,176434,344560,37.559030224347,127.005460196954
202112,3호선,마두,169232,174183,343415,37.6523303524635,126.778195968273
202112,3호선,매봉,283623,272208,555831,37.4869611285839,127.046614560925
202112,3호선,무악재,87567,88267,175834,37.5823841472467,126.950322097494
202112,3호선,백석,222364,222400,444764,37.6431608335662,126.788171623016
202112,3호선,불광,361223,385276,746499,37.6102072578868,126.92998576213
202112,3호선,삼송,431931,420843,852774,37.6550162726238,126.896562231497
202112,3호선,수서,382996,388803,771799,37.4873889933503,127.101859191018
202112,3호선,신사,696383,736622,1433005,37.5171124958274,127.019494541135
202112,3호선,안국,438704,453797,892501,37.5767203705556,126.985823042976
202112,3호선,압구정,733229,783177,1516406,37.5264308236177,127.028480919224
202112,3호선,약수,292041,284914,576955,37.5545595558163,127.010822526737
202112,3호선,양재,879836,951162,1830998,37.4839347328908,127.034544193436
202112,3호선,연신내,817142,772020,1589162,37.618962003178,126.921162124977
202112,3호선,오금,140428,125188,265616,37.5022659793733,127.127879247544
202112,3호선,옥수,197661,205589,403250,37.5409877747326,127.018965435917
202112,3호선,원당,249077,234526,483603,37.6534333656508,126.843104741837
202112,3호선,원흥,238569,224893,463462,37.6509206996283,126.873307347639
202112,3호선,을지로3가,240263,247577,487840,37.56626594615,126.990308356253
202112,3호선,일원,229258,220448,449706,37.4840735840284,127.084451750048
202112,3호선,잠원,108797,106860,215657,37.5127991148107,127.01122017966
202112,3호선,정발산,159582,161406,320988,37.6589801992463,126.773725939404
202112,3호선,종로3가,226398,259481,485879,37.5704266025836,126.99202930223
202112,3호선,주엽,198762,197770,396532,37.6704315940863,126.761046013417
202112,3호선,지축,100402,96420,196822,37.6496180734177,126.912167788573
202112,3호선,충무로,20,0,20,37.5612890978954,126.994207448462
202112,3호선,학여울,40994,42763,83757,37.4967171864138,127.071718971861
202112,3호선,홍제,382539,363878,746417,37.5887103667691,126.944242309924
202112,3호선,화정,380069,389354,769423,37.6345077843042,126.832630042005
202101,4호선,경마공원,20098,20158,40256,37.4441407439838,127.008051189437
202101,4호선,고잔,152577,146235,298812,37.310138887688,126.853604115068
202101,4호선,과천,95291,89177,184468,37.4334527847941,126.997456834042
202101,4호선,길음,353056,349869,702925,37.603183910563,127.024823216768
202101,4호선,남태령,21552,18359,39911,37.4648575576518,126.988656544337
202101,4호선,노원,322712,360600,683312,37.6562677764281,127.063030448739
202101,4호선,당고개,214649,198432,413081,37.6702926448965,127.079011159467
202101,4호선,대공원,29557,31455,61012,37.4357353154423,127.005564107175
202101,4호선,대야미,84595,77112,161707,37.3283278084294,126.917178861076
202101,4호선,동대문,348126,355543,703669,37.5717775660734,127.011167102297
202101,4호선,동대문역사문화공원,254374,234661,489035,37.5655895229776,127.009131498424
202101,4호선,동작,41143,43157,84300,37.5028703671011,126.980268385443
202101,4호선,명동,281090,285318,566408,37.5609100751113,126.985947030389
202101,4호선,미아,262548,259915,522463,37.6264436445109,127.026103434413
202101,4호선,미아사거리,482764,481076,963840,37.6132861094991,127.030098418544
202101,4호선,반월,73682,71139,144821,37.3120043860232,126.903795028845
202101,4호선,범계,443754,432965,876719,37.38973437119,126.950983854413
202101,4호선,사당,409224,340203,749427,37.4765228347619,126.981408909449
202101,4호선,산본,276162,287166,563328,37.3581051591978,126.933175158373
202101,4호선,삼각지,82263,89194,171457,37.5345937063675,126.973011032988
202101,4호선,상계,337471,316577,654048,37.6609038887184,127.073575379339
202101,4호선,상록수,280168,285053,565221,37.3029804927532,126.865417356052
202101,4호선,서울,188509,249945,438454,37.549118478341,126.970484281315
202101,4호선,선바위,147924,131514,279438,37.4518723418033,127.001363325574
202101,4호선,성신여대입구,333495,323676,657171,37.5927179261346,127.016477649743
202101,4호선,수리산,74409,61183,135592,37.350128811081,126.92549018064
202101,4호선,수유,601138,606093,1207231,37.6377452337445,127.025356901379
202101,4호선,숙대입구,213607,212286,425893,37.5451939759064,126.971872351838
202101,4호선,신길온천,28362,26113,54475,37.3279773719144,126.787289454372
202101,4호선,신용산,269584,278580,548164,37.5296155628471,126.968215931799
202101,4호선,쌍문,526260,492922,1019182,37.6488498649136,127.034880717215
202101,4호선,안산,216892,195821,412713,37.3206930878552,126.805905689102
202101,4호선,오이도,144204,140063,284267,37.3619270024133,126.738463594077
202101,4호선,이촌,117316,131552,248868,37.522520254623,126.973683151228
202101,4호선,인덕원,426777,447846,874623,37.4015080484355,126.976688773261
202101,4호선,정부과천청사,169370,167265,336635,37.4259969407168,126.990186147038
202101,4호선,정왕,132704,142666,275370,37.3375787569365,126.767149151692
202101,4호선,중앙,282461,293799,576260,37.3160120851693,126.838496502051
202101,4호선,창동,451561,483594,935155,37.6532174818989,127.047714954434
202101,4호선,초지,77614,79210,156824,37.3206930878552,126.805905689102
202101,4호선,총신대입구,332698,362385,695083,37.4875538278198,126.982199707405
202101,4호선,충무로,471544,480893,952437,37.5612890978954,126.994207448462
202101,4호선,평촌,332003,328144,660147,37.3944955073661,126.963866284332
202101,4호선,한대앞,144796,146038,290834,37.310138887688,126.853604115068
202101,4호선,한성대입구,225410,224777,450187,37.5883948842004,127.00595033342
202101,4호선,혜화,510046,497916,1007962,37.5818036223189,127.001978401429
202101,4호선,회현,396104,407300,803404,37.5585353196435,126.978239147279
202102,4호선,경마공원,19017,19048,38065,37.4441407439838,127.008051189437
