사용월,호선명,지하철역,출근시간 승차인원,출근시간 하차인원,09-16시 승차인원,09-16시 하차인원,퇴근시간 승차인원,퇴근시간 하차인원,새벽 승차인원,새벽 하차인원,야간 승차인원,야간 하차인원,총 승차인원,총 하차인원
202304,경강선,경기광주,104246,18542,92529,55279,25374,85689,2885,214,8224,55343,207884,129378
202304,경강선,곤지암,18014,15414,28852,23550,18570,19167,933,177,3556,12223,51355,51364
202304,경강선,부발,15835,13975,27362,18036,16171,16415,976,52,4312,14785,48485,46848
202304,경강선,삼동,31444,7014,25805,14673,8124,24638,1264,152,2010,15458,60523,37297
202304,경강선,세종대왕릉,2820,1795,5137,4837,2438,2776,199,2,427,1908,8583,8542
202304,경강선,신둔도예촌,14581,7175,19238,13364,9313,12332,649,129,2559,10604,37027,31272
202304,경강선,여주,18106,10613,37658,32981,15878,20408,1476,3,4997,16890,62237,60487
202304,경강선,이매,11443,6960,12555,9673,6421,8811,641,43,4204,3741,28843,20417
202304,경강선,이천,19457,16309,35321,30680,18124,23530,916,45,7487,15545,63181,62579
202304,경강선,초월,37814,12657,36564,21368,14403,30991,1385,250,3870,22321,79633,56596
202304,경강선,판교,12141,56430,35154,70613,63533,18243,653,16,36764,6250,84712,133309
202303,경강선,경기광주,111868,19685,94983,56809,26965,91869,2930,220,7979,58617,217760,135331
202303,경강선,곤지암,19273,15935,28244,21555,18396,19555,975,125,3673,12378,52165,49993
202303,경강선,부발,16827,15026,27880,18316,17638,17593,998,57,4405,15142,50110,48541
202303,경강선,삼동,33624,7554,27048,15182,8843,26744,1414,147,2177,16273,64263,39156
202303,경강선,세종대왕릉,3059,1646,5170,4946,2422,2927,214,0,422,1974,8865,8566
202303,경강선,신둔도예촌,15747,8138,20216,13934,10324,13071,631,138,2405,11107,38999,33317
202303,경강선,여주,18916,10741,38189,31718,16293,20854,1524,8,4778,17351,63407,59818
202303,경강선,이매,12348,7422,12890,9698,6757,8983,542,45,4462,4238,30242,21403
202303,경강선,이천,20501,16894,35824,32254,19598,25076,934,47,8096,15698,65355,64893
202303,경강선,초월,40858,13163,37771,21649,15411,34030,1343,221,3899,23880,83871,58913
202303,경강선,판교,12912,60202,35736,73514,68494,19601,676,13,38654,6307,87978,140036
202302,경강선,경기광주,91280,14363,87335,48778,22163,78777,2766,251,7058,52838,188439,116230
202302,경강선,곤지암,15073,12522,26962,20688,16905,16128,807,86,3904,11457,46746,44753
202302,경강선,부발,13890,10323,26119,16024,13500,15178,851,53,3770,14147,44630,40547
202302,경강선,삼동,27229,6400,24398,12949,7693,23259,1186,147,1900,14519,54713,34015
202302,경강선,세종대왕릉,2616,1297,4620,3721,1878,2498,168,1,306,1889,7710,6908
202302,경강선,신둔도예촌,12487,5789,17072,10685,7796,11402,537,98,1838,9826,31934,26398
202302,경강선,여주,15653,5547,31898,22904,10004,17507,1206,4,3555,15928,52312,44383
202302,경강선,이매,9214,5405,11131,9146,5760,7138,499,29,3405,3621,24249,18201
202302,경강선,이천,16632,12903,33203,28061,16362,20918,824,21,7108,14537,57767,55522
202302,경강선,초월,32524,9789,35029,18458,12621,28850,1223,204,3371,21629,72147,50080
202302,경강선,판교,9459,52566,32245,67909,61815,16588,608,8,35515,5706,77827,126189
202301,경강선,경기광주,90775,13809,86913,49257,21983,76008,2687,207,7030,50702,187405,113975
202301,경강선,곤지암,14371,12913,28449,21879,17607,16115,794,93,4025,11113,47639,45998
202301,경강선,부발,13345,11024,26273,16409,14318,14952,774,61,3937,13960,44329,41454
202301,경강선,삼동,26950,6109,24319,12931,7592,23019,1166,118,1859,14072,54294,33230
202301,경강선,세종대왕릉,2429,1318,4616,3470,1798,2556,197,3,330,1758,7572,6549
202301,경강선,신둔도예촌,12141,5554,17007,11296,7751,11112,571,107,2077,9765,31796,26722
202301,경강선,여주,14900,5571,32728,22893,10050,17483,1172,5,3681,15563,52481,44032
202301,경강선,이매,8504,5092,11430,8837,5711,6930,467,25,3370,3802,23771,17756
202301,경강선,이천,16205,12721,34632,30166,17372,21106,830,31,7207,14478,58874,57396
202301,경강선,초월,32455,10079,34267,19086,12460,28614,1235,201,3423,20902,71380,50268
