사용월,호선명,지하철역,출근시간 승차인원,출근시간 하차인원,09-16시 승차인원,09-16시 하차인원,퇴근시간 승차인원,퇴근시간 하차인원,새벽 승차인원,새벽 하차인원,야간 승차인원,야간 하차인원,총 승차인원,총 하차인원
202304,경부선,가산디지털단지,40958,220894,109903,183248,221209,76798,9286,3548,69063,47078,229210,454768
202304,경부선,관악,83555,21687,87549,68190,31587,71476,7895,1810,14031,45759,193030,137446
202304,경부선,광명,26076,17030,36862,35381,28159,26900,26,1346,14722,12134,77686,65891
202304,경부선,구로,96246,116424,176691,192386,135867,114884,34838,4677,54504,84338,362279,397825
202304,경부선,군포,48264,83727,60885,47756,71272,39716,5504,2066,19510,25533,134163,159082
202304,경부선,금정,230217,154614,284653,225043,176855,247162,24580,6158,79356,167635,618806,553450
202304,경부선,금천구청,111349,50531,129516,99032,55359,112234,12767,1340,22633,64359,276265,215262
202304,경부선,남영,39064,90038,95107,112480,89764,59469,2703,1135,48451,36534,185325,240187
202304,경부선,노량진,50782,28965,97070,91014,52110,89209,5249,1935,51117,44052,204218,165966
202304,경부선,당정,61998,28925,71007,53501,33955,53131,3973,943,13816,40100,150794,123469
202304,경부선,대방,70555,82006,114827,108395,78146,81486,5714,1975,29597,54504,220693,246880
202304,경부선,독산,114549,159169,152676,139922,163459,111078,8995,2640,41895,77935,318115,379666
202304,경부선,두정,46795,40733,100860,109927,52185,61830,7043,1128,25947,44616,180645,196404
202304,경부선,명학,61106,94218,82568,75648,81996,51283,6875,2074,27733,34555,178282,206495
202304,경부선,병점,136062,68566,193436,151823,90154,144625,12486,3550,39307,107074,381291,331013
202304,경부선,서동탄,19454,4055,13428,8997,5460,14183,1153,8,2036,10187,36071,23247
202304,경부선,서울,32367,16552,114513,28069,57462,21535,64,510,51901,10293,198845,55424
202304,경부선,서정리,48377,53621,101311,77221,81390,59520,4917,4493,26389,46094,180994,181429
202304,경부선,석수,94458,34722,103132,70629,43436,82056,8153,2541,16947,53339,222690,161231
202304,경부선,성균관대,156548,45790,166770,136513,69721,152745,8897,1792,42200,100201,374415,284296
202304,경부선,성환,17939,39897,85280,82060,47790,24470,2422,625,13503,23290,119144,145872
202304,경부선,세류,36562,11429,34222,26659,15931,30354,4401,967,7074,21049,82259,60104
202304,경부선,세마,27528,17732,33862,22686,17975,25721,2687,804,6248,17259,70325,58481
202304,경부선,송탄,35542,19823,61193,42354,27527,41504,5605,1198,12197,34287,114537,97662
202304,경부선,수원,190060,173201,422044,532712,279161,325574,22223,4968,222382,167751,856709,878632
202304,경부선,신길,69597,53692,91706,63509,60721,55596,10757,1980,23243,43075,195303,162256
202304,경부선,신도림,24009,23996,37063,41154,29212,31761,2764,764,14577,16334,78413,82248
202304,경부선,안양,200003,92974,294925,289482,133261,220212,15683,4221,80207,121115,590818,507792
202304,경부선,영등포,118792,219013,410517,588765,374976,278565,20412,8120,257158,121696,806879,937594
202304,경부선,오산,73347,58821,130654,107219,69989,88597,9036,2549,29871,55612,242908,224201
202304,경부선,오산대,33151,18838,47942,39623,24391,34088,3817,1145,9816,19864,94726,79470
202304,경부선,용산,63640,283254,386930,565926,391646,224582,5231,5638,291331,91224,747132,946042
202304,경부선,의왕,71195,76914,95461,72003,67257,65208,6425,2995,21490,45039,194571,196951
202304,경부선,직산,5957,8067,10305,8724,8408,6049,1060,451,2167,4415,19489,21657
202304,경부선,진위,7744,20799,16537,11472,21338,7415,953,318,4197,5447,29431,38036
202304,경부선,천안,30331,28534,110948,101877,53631,54162,5409,794,22571,28773,169259,159978
