노선명,역명,승차총승객수,하차총승객수,승하차총승객수
6호선,대흥(서강대앞),140860,144780,285640
6호선,독바위,52460,56735,109195
6호선,돌곶이,160448,151286,311734
6호선,동묘앞,149275,151425,300700
6호선,디지털미디어시티,259127,282069,541196
6호선,마포구청,262181,238372,500553
6호선,망원,246126,268395,514521
6호선,버티고개,41340,39880,81220
6호선,보문,135670,126177,261847
6호선,봉화산(서울의료원),168432,157624,326056
6호선,불광,81657,83568,165225
6호선,삼각지,97139,86546,183685
6호선,상수,131551,141329,272880
6호선,상월곡(한국과학기술연구원),117664,105474,223138
6호선,새절(신사),241808,227225,469033
6호선,석계,232505,238472,470977
6호선,신내,2,0,2
6호선,신당,145981,152731,298712
6호선,안암(고대병원앞),172005,169215,341220
6호선,약수,65724,66437,132161
6호선,역촌,70746,82135,152881
6호선,연신내,8,0,8
6호선,월곡(동덕여대),208176,208176,416352
6호선,월드컵경기장(성산),79823,83408,163231
6호선,응암,332281,332821,665102
6호선,이태원,149567,154124,303691
6호선,증산(명지대앞),190922,189300,380222
6호선,창신,65848,53374,119222
6호선,청구,72166,77171,149337
6호선,태릉입구,97290,106087,203377
6호선,한강진,119628,135106,254734
6호선,합정,216718,212877,429595
6호선,화랑대(서울여대입구),208221,164801,373022
6호선,효창공원앞,130930,119628,250558
7호선,가산디지털단지,912394,910042,1822436
7호선,강남구청,301481,325937,627418
7호선,건대입구,225495,226636,452131
7호선,고속터미널,269196,238958,508154
7호선,공릉(서울과학기술대),214656,213485,428141
7호선,광명사거리,433895,432750,866645
7호선,군자(능동),273693,220258,493951
7호선,굴포천,161397,171732,333129
7호선,까치울,140638,137191,277829
7호선,남구로,320208,340026,660234
7호선,남성,212853,198749,411602
7호선,내방,274742,277744,552486
7호선,노원,350327,366090,716417
7호선,논현,377943,407411,785354
7호선,대림(구로구청),147638,147814,295452
7호선,도봉산,168892,199593,368485
7호선,뚝섬유원지,129760,128765,258525
7호선,마들,230258,223658,453916
7호선,먹골,192200,189135,381335
7호선,면목,295430,293676,589106
7호선,반포,106313,102788,209101
7호선,보라매,183733,182096,365829
7호선,부천시청,229468,229495,458963
7호선,부천종합운동장,86459,75623,162082
7호선,부평구청,219063,182469,401532
7호선,사가정,314553,316305,630858
7호선,삼산체육관,87256,78870,166126
7호선,상도,190653,186161,376814
7호선,상동,222196,231193,453389
7호선,상봉(시외버스터미널),318786,302586,621372
7호선,수락산,235548,237459,473007
7호선,숭실대입구(살피재),219148,223270,442418
7호선,신대방삼거리,313424,305975,619399
7호선,신중동,266812,261635,528447
7호선,신풍,218458,210941,429399
7호선,어린이대공원(세종대),215516,211212,426728
7호선,온수(성공회대입구),205215,189207,394422
7호선,용마산(용마폭포공원),114628,110569,225197
7호선,이수,279869,274588,554457
7호선,장승배기,185358,181460,366818
7호선,장암,43148,16399,59547
7호선,중계,266864,244276,511140
7호선,중곡,191615,182074,373689
7호선,중화,210944,208394,419338
7호선,천왕,206287,196715,403002
7호선,철산,399775,408192,807967
7호선,청담,370674,406325,776999
7호선,춘의,193987,191809,385796
7호선,태릉입구,149315,138362,287677
7호선,하계,325629,312277,637906
7호선,학동,463292,486994,950286
8호선,가락시장,151357,168444,319801
8호선,강동구청,198605,209073,407678
8호선,남한산성입구(성남법원.검찰청),260159,240149,500308
8호선,단대오거리,193744,187438,381182
8호선,모란,81593,60072,141665
8호선,몽촌토성(평화의문),102084,105503,207587
8호선,문정,413910,432169,846079
8호선,복정,193269,168340,361609
8호선,산성,128083,128286,256369
8호선,석촌,140491,159632,300123
8호선,송파,146942,147696,294638
8호선,수진,96975,88526,185501
8호선,신흥,85659,92115,177774
8호선,암사,357040,320982,678022
8호선,잠실(송파구청),253001,282405,535406
8호선,장지,321820,315995,637815
8호선,천호(풍납토성),290675,325603,616278
9호선,가양,371071,365513,736584
9호선,개화,46089,34293,80382
9호선,고속터미널,190513,247602,438115
9호선,공항시장,52963,58446,111409
9호선,구반포,47681,49557,97238
9호선,국회의사당,297054,294827,591881
9호선,김포공항,124685,173903,298588
9호선,노들,79856,71304,151160
9호선,노량진,430630,416428,847058
9호선,당산,320191,316619,636810
9호선,동작(현충원),30326,23663,53989
9호선,등촌,202106,201605,403711
9호선,마곡나루(서울식물원),189617,189523,379140
9호선,사평,54921,54980,109901
9호선,샛강,101136,104669,205805
9호선,선유도,141236,136694,277930
9호선,신논현,535871,523755,1059626
9호선,신목동,68733,63061,131794
9호선,신반포,53412,53003,106415
9호선,신방화,124098,122609,246707
9호선,양천향교,172940,178049,350989
9호선,여의도,422891,404633,827524
9호선,염창,311267,309748,621015
9호선,증미,136434,139277,275711
9호선,흑석(중앙대입구),134919,141424,276343
9호선2~3단계,둔촌오륜,20609,17999,38608
9호선2~3단계,봉은사,272699,271867,544566
9호선2~3단계,삼성중앙,123415,126782,250197
9호선2~3단계,삼전,120145,117603,237748
9호선2~3단계,석촌,136806,121440,258246
9호선2~3단계,석촌고분,104328,105515,209843
9호선2~3단계,선정릉,168848,180843,349691
9호선2~3단계,송파나루,80220,83971,164191
9호선2~3단계,언주,182863,182947,365810
9호선2~3단계,올림픽공원(한국체대),92627,92532,185159
9호선2~3단계,종합운동장,73324,72159,145483
9호선2~3단계,중앙보훈병원,178106,158166,336272
9호선2~3단계,한성백제,42151,38191,80342
경강선,경기광주,123003,119059,242062
경강선,곤지암,36598,35658,72256
경강선,부발,33063,29011,62074
경강선,삼동,42098,39410,81508
경강선,세종대왕릉,4412,4263,8675
경강선,신둔도예촌,20344,19428,39772
경강선,여주,28101,29131,57232
경강선,이매,17926,15744,33670
경강선,이천,39954,42279,82233
경강선,초월,53646,52669,106315
경강선,판교,78719,75081,153800
경부선,가산디지털단지,332562,394442,727004
경부선,관악,134806,124825,259631
경부선,광명,53440,48573,102013
경부선,구로,361916,366290,728206
경부선,군포,151534,153121,304655
경부선,금정,485198,498917,984115
경부선,금천구청,218360,218545,436905
경부선,남영,174667,182568,357235
경부선,노량진,147328,156185,303513
경부선,당정,114005,108817,222822
경부선,대방,238682,246413,485095
경부선,독산,328160,348779,676939
경부선,두정,91246,90614,181860
경부선,명학,176673,175437,352110
경부선,병점,237397,233842,471239
경부선,서동탄,27603,22937,50540
경부선,서울역,73530,25700,99230
경부선,서정리,114241,106127,220368
경부선,석수,192149,168429,360578
경부선,성균관대,254752,251977,506729
경부선,성환,64359,63361,127720
경부선,세류,54947,51628,106575
경부선,세마,45810,41844,87654
경부선,송탄,75129,71674,146803
경부선,수원,565276,603073,1168349
경부선,신길,177223,147677,324900
경부선,신도림,75635,74283,149918
경부선,안양,401772,406591,808363
경부선,영등포,673115,694471,1367586
경부선,오산,171649,171546,343195
경부선,오산대,56796,52474,109270
경부선,용산,535497,549869,1085366
경부선,의왕,166045,164968,331013
경부선,지제,50813,47850,98663
경부선,직산,12909,12927,25836
경부선,진위,29578,25493,55071
경부선,천안,83863,86946,170809
경부선,평택,201337,197836,399173
경부선,화서,132219,129151,261370
경원선,가능,118647,115826,234473
경원선,광운대,154190,146969,301159
경원선,녹양,84564,81888,166452
경원선,녹천,89462,75609,165071
경원선,덕계,49740,45007,94747
경원선,덕정,101459,99872,201331
경원선,도봉,112755,108728,221483
경원선,도봉산,140761,84318,225079
경원선,동두천,35802,41042,76844
경원선,동두천중앙,56461,55201,111662
경원선,망월사,131431,135498,266929
경원선,방학,177595,175462,353057
경원선,보산,27626,25655,53281
경원선,서빙고,34040,30918,64958
경원선,석계,150923,172906,323829
경원선,소요산,43643,37358,81001
경원선,신이문,163315,152486,315801
경원선,양주,135171,127745,262916
경원선,옥수,897,543,1440
경원선,왕십리(성동구청),234219,270208,504427
경원선,외대앞,129860,129267,259127
경원선,월계,117640,112106,229746
경원선,응봉,32225,27381,59606
경원선,의정부,325214,330252,655466
경원선,이촌(국립중앙박물관),66670,52125,118795
경원선,지행,112828,111227,224055
경원선,창동,6,0,6
경원선,청량리(서울시립대입구),242379,265854,508233
경원선,한남,77440,72735,150175
경원선,회룡,227414,225627,453041
경의선,가좌,95690,88804,184494
경의선,강매,55452,48198,103650
경의선,계양,2,0,2
경의선,곡산,9849,10290,20139
경의선,공덕,60510,54327,114837
경의선,금릉,78131,76233,154364
경의선,금촌,111306,111875,223181
경의선,능곡,66847,60940,127787
경의선,디지털미디어시티,43603,42261,85864
경의선,문산,86240,86265,172505
경의선,백마,118548,115023,233571
경의선,서강대,35400,33411,68811
경의선,서울역,73201,90105,163306
경의선,수색,45718,46672,92390
경의선,신촌,15226,18443,33669
경의선,야당,106583,101977,208560
경의선,운정,110203,105102,215305
경의선,월롱,38311,34874,73185
경의선,일산,163480,165709,329189
경의선,임진강,199,128,327
경의선,탄현,132442,130734,263176
경의선,파주,22234,17122,39356
경의선,풍산,93565,88603,182168
경의선,행신,137565,139367,276932
경의선,홍대입구,25798,28343,54141
경의선,화전,29977,27535,57512
경의선,효창공원앞,53647,60846,114493
경인선,간석,105711,101548,207259
경인선,개봉,402656,418280,820936
경인선,구일,112804,117260,230064
경인선,도원,54166,55693,109859
경인선,도화,73984,68358,142342
경인선,동암,287900,291298,579198
경인선,동인천,249267,239181,488448
경인선,백운,132009,131803,263812
경인선,부개,157608,150249,307857
경인선,부천,608034,615185,1223219
경인선,부평,527891,558879,1086770
경인선,소사,179288,166895,346183
경인선,송내,514128,515215,1029343
경인선,역곡,507825,507312,1015137
경인선,오류동,222313,212443,434756
경인선,온수(성공회대입구),120953,119217,240170
경인선,인천,56809,41733,98542
경인선,제물포,186721,178539,365260
경인선,주안,342687,314749,657436
경인선,중동,171291,164041,335332
경춘선,가평,23105,23775,46880
경춘선,갈매,56079,48807,104886
경춘선,강촌,5555,6058,11613
경춘선,굴봉산,1485,1591,3076
경춘선,금곡,27748,26213,53961
경춘선,김유정,3624,3736,7360
경춘선,남춘천,37926,38595,76521
경춘선,대성리,7912,7063,14975
경춘선,마석,68086,66887,134973
경춘선,백양리,2139,2148,4287
경춘선,별내,49834,48418,98252
경춘선,사릉,63670,61777,125447
경춘선,상천,3842,3707,7549
경춘선,신내,27973,28054,56027
경춘선,천마산,29559,27837,57396
경춘선,청평,23539,24143,47682
경춘선,춘천,18980,17428,36408
경춘선,퇴계원,66964,62063,129027
경춘선,평내호평,105708,105189,210897
공항철도 1호선,검암,131066,128126,259192
공항철도 1호선,계양,169699,159160,328859
공항철도 1호선,공덕,38334,48581,86915
공항철도 1호선,공항화물청사,47581,51797,99378
공항철도 1호선,김포공항,174608,115664,290272
공항철도 1호선,디지털미디어시티,245931,220274,466205
공항철도 1호선,마곡나루(서울식물원),126721,121344,248065
공항철도 1호선,서울역,112620,104011,216631
공항철도 1호선,영종,48739,50033,98772
공항철도 1호선,운서,108729,109963,218692
공항철도 1호선,인천공항1터미널,66972,72195,139167
공항철도 1호선,인천공항2터미널,38511,37376,75887
공항철도 1호선,청라국제도시,117502,109362,226864
공항철도 1호선,홍대입구,127681,131222,258903
과천선,경마공원,21599,21484,43083
과천선,과천,92015,85110,177125
과천선,대공원,30801,32612,63413
과천선,범계,452391,442910,895301
과천선,선바위,153835,137657,291492
과천선,인덕원,435204,453147,888351
과천선,정부과천청사,172109,170337,342446
과천선,평촌,331579,330980,662559
분당선,가천대,139273,156714,295987
분당선,강남구청,172202,196724,368926
분당선,개포동,64645,66729,131374
분당선,구룡,30512,29794,60306
분당선,구성,85452,90052,175504
분당선,기흥,165608,160635,326243
분당선,대모산입구,66108,61899,128007
분당선,도곡,117986,118340,236326
분당선,망포,251224,239366,490590
분당선,매교,50708,52118,102826
분당선,매탄권선,83609,80712,164321
분당선,모란,376483,378129,754612
분당선,미금,277030,292784,569814
분당선,보정,41844,35991,77835
분당선,복정,5,0,5
분당선,상갈,93835,91515,185350
분당선,서울숲,148936,149014,297950
분당선,서현,429125,434721,863846
분당선,선릉,253672,369962,623634
분당선,선정릉,148854,157542,306396
분당선,수내,232500,232929,465429
분당선,수서,224120,237703,461823
분당선,수원,140352,114189,254541
분당선,수원시청,214400,228567,442967
분당선,신갈,79681,79559,159240
분당선,압구정로데오,314735,337834,652569
분당선,야탑,459444,482322,941766
분당선,영통,139213,142623,281836
분당선,오리,215388,182502,397890
분당선,이매,92283,87609,179892
분당선,정자,280721,296407,577128
분당선,죽전,235417,256038,491455
분당선,청명,74749,71185,145934
분당선,태평,252757,248428,501185
분당선,한티,243512,259763,503275
수인선,고색,59834,57699,117533
수인선,남동인더스파크,46814,52375,99189
수인선,달월,1735,1123,2858
수인선,사리,61701,58309,120010
수인선,소래포구,82144,78745,160889
수인선,송도,45138,41517,86655
수인선,숭의,73056,68684,141740
수인선,신포,30230,30242,60472
수인선,야목,3411,2794,6205
수인선,어천,10122,9836,19958
수인선,연수,78838,78067,156905
수인선,오목천,39421,37790,77211
수인선,원인재,79894,81868,161762
수인선,월곶,44679,42100,86779
수인선,인천,17698,28796,46494
수인선,인천논현,98294,103229,201523
수인선,인하대,101163,95880,197043
수인선,호구포,70282,72925,143207
안산선,고잔,157265,151180,308445
안산선,대야미,90263,81809,172072
안산선,반월,79448,76352,155800
안산선,산본,287239,303379,590618
안산선,상록수,304271,306965,611236
안산선,수리산,79909,65437,145346
안산선,신길온천,30297,28230,58527
안산선,안산,229676,207626,437302
안산선,오이도,151570,146900,298470
안산선,정왕,158842,168110,326952
안산선,중앙,288832,300227,589059
안산선,초지,83806,87146,170952
안산선,한대앞,154855,155849,310704
우이신설선,4.19민주묘지,49950,48713,98663
우이신설선,가오리,74318,75485,149803
우이신설선,보문,28333,28847,57180
우이신설선,북한산보국문,105339,104100,209439
우이신설선,북한산우이,45278,40968,86246
우이신설선,삼양,37925,42120,80045
우이신설선,삼양사거리,44633,46074,90707
우이신설선,성신여대입구(돈암),54182,58169,112351
우이신설선,솔밭공원,43963,43678,87641
우이신설선,솔샘,104713,99833,204546
우이신설선,신설동,42548,40698,83246
우이신설선,정릉,80636,78004,158640
우이신설선,화계,62763,59437,122200
일산선,대곡,31424,23518,54942
일산선,대화,236433,189886,426319
일산선,마두,132121,137265,269386
일산선,백석,185847,185893,371740
일산선,삼송,327025,325436,652461
일산선,원당,203276,195387,398663
일산선,원흥,168871,162208,331079
일산선,정발산,122339,120204,242543
일산선,주엽,153798,156020,309818
일산선,지축,3,0,3
일산선,화정,299338,311045,610383
장항선,배방,17389,16485,33874
장항선,봉명,23115,22576,45691
장항선,신창(순천향대),21452,19494,40946
장항선,쌍용(나사렛대),35569,32755,68324
장항선,아산,47233,45764,92997
장항선,온양온천,61485,62892,124377
중앙선,구리,245258,249151,494409
중앙선,국수,10939,11098,22037
중앙선,덕소,101383,102253,203636
중앙선,도농,179148,164438,343586
중앙선,도심,44147,33911,78058
중앙선,망우,138080,136563,274643
중앙선,상봉(시외버스터미널),107713,106133,213846
중앙선,신원,3250,2972,6222
중앙선,아신,8546,8587,17133
중앙선,양수,28013,28461,56474
중앙선,양원,29101,29148,58249
중앙선,양정,14552,12564,27116
중앙선,양평,41190,41353,82543
중앙선,오빈,4722,4651,9373
중앙선,용문,25192,26325,51517
중앙선,운길산,10597,9834,20431
중앙선,원덕,4879,4764,9643
중앙선,중랑,102667,98868,201535
중앙선,지평,698,628,1326
중앙선,팔당,13923,13937,27860
중앙선,회기,421387,404566,825953
