사용월,호선명,지하철역,출근시간 하차인원,09-16시 승차인원,09-16시 하차인원,퇴근시간 승차인원,퇴근시간 하차인원,새벽 승차인원,새벽 하차인원,야간 승차인원,야간 하차인원,총 승차인원,총 하차인원
201501,1호선,가능,23287,96744,66805,31775,60948,8225,1240,17566,55647,190620,146979
201501,1호선,가산디지털단지,230457,107638,189559,209852,86319,8884,1544,114317,58461,274951,480021
201501,1호선,간석,15467,78718,55206,28721,55488,5554,1282,17595,56137,164392,128092
201501,1호선,개봉,52104,280814,191890,90855,217153,15614,3593,50829,184806,565027,432393
201501,1호선,관악,22169,100507,83845,40644,65829,6103,1307,19637,61074,210027,168395
201501,1호선,광명,7657,1706,49,7649,7420,5,2,9266,3984,17876,11692
201501,1호선,광운대,18196,109326,81242,37162,72262,7166,1612,23164,74290,234198,175340
201501,1호선,구로,147064,218127,252588,184729,145549,27505,4311,105611,130239,464645,534202
201501,1호선,구일,19757,58054,40904,26300,43969,3064,1212,12339,41737,126647,103610
201501,1호선,군포,78613,64039,47626,65321,43325,4574,1707,35141,34897,153999,162843
201501,1호선,금정,166884,304339,216543,182507,235979,22035,5624,117127,227560,678953,616611
201501,1호선,금천구청,48797,126608,99311,61744,85432,9223,1241,26184,69661,261977,219010
201501,1호선,남영,89328,106601,117063,92008,61806,2550,1145,57694,49374,206620,256910
201501,1호선,노량진,270137,432141,442039,302834,283129,10810,7328,281864,188724,897589,908228
201501,1호선,녹양,13286,59661,37893,22259,35477,4604,678,9405,35760,118502,87617
201501,1호선,녹천,10826,64264,35814,18660,38010,5124,1037,8805,36880,131483,84557
201501,1호선,당정,30332,78927,52731,37470,51404,3425,737,19146,56878,161626,140678
201501,1호선,대방,111755,170702,156781,118805,100661,5695,2453,65846,85070,334086,356059
201501,1호선,덕계,6242,25468,15245,7357,16305,1801,434,2469,17164,52863,39085
201501,1호선,덕정,25647,76032,51383,33108,48745,3623,792,12543,47817,148164,125639
201501,1호선,도봉,19079,87475,67302,29895,51337,6885,1045,12635,40342,159801,127768
201501,1호선,도봉산,9600,64533,61440,19943,24013,3111,502,6408,23104,101024,94646
201501,1호선,도원,20314,48245,38225,19722,21365,2609,934,8686,19253,79081,78726
201501,1호선,도화,12734,42916,31412,17550,23589,3562,597,7382,23582,84374,68325
201501,1호선,독산,147306,140325,124913,138062,101963,7456,1547,60493,93387,311029,367153
201501,1호선,동대문,52533,214660,259797,101504,101591,14114,1963,63069,88534,344868,402827
201501,1호선,동두천,36473,82274,65389,35411,46096,2902,107,10908,37410,140381,139379
201501,1호선,동묘앞,35386,134205,171948,74039,35233,2227,914,22679,28002,176525,236250
201501,1호선,동암,71087,307417,204480,116165,226649,22338,5238,70204,225665,634046,506470
201501,1호선,동인천,83114,228060,189887,137513,124586,11070,1831,59343,128348,427606,403180
201501,1호선,두정,23899,63504,64175,39687,37717,4294,838,21277,38119,118576,127031
201501,1호선,망월사,17480,97361,75415,29953,61518,5628,959,12932,54165,176287,148019
201501,1호선,명학,106650,85800,80193,88486,57654,5286,1762,45649,48830,204872,237435
201501,1호선,방학,31081,129417,99418,46865,82059,9807,1366,25198,63631,243788,195496
