사용월,호선명,지하철역,출근시간 승차인원,출근시간 하차인원,09-16시 승차인원,09-16시 하차인원,퇴근시간 승차인원,퇴근시간 하차인원,새벽 승차인원,새벽 하차인원,야간 승차인원,야간 하차인원,총 승차인원,총 하차인원
201501,5호선,강동,171808,72617,225461,150463,114371,130361,9341,1101,53224,126467,459834,350648
201501,5호선,개롱,56614,31221,84363,64811,39546,54231,2880,839,19102,50745,162959,147616
201501,5호선,개화산,53238,29052,63972,46470,38162,41261,3649,144,15869,42843,136728,118509
201501,5호선,거여,69483,20836,91132,61090,33256,59010,4794,350,16001,57152,181410,139428
201501,5호선,고덕,59132,34420,105868,90520,51217,61880,2963,1909,23508,56275,191471,183124
201501,5호선,공덕,50567,127392,120630,136722,131180,89183,1815,823,77703,52465,250715,317402
201501,5호선,광나루,114816,61520,171834,142395,88877,98091,4941,1815,51153,84109,342744,289839
201501,5호선,광화문,33051,414301,278339,460978,451458,163405,1434,759,266106,49044,578930,925082
201501,5호선,군자,88863,37902,110977,106892,62393,112126,5230,688,48450,89848,253520,235330
201501,5호선,굽은다리,92703,21715,119041,86722,45207,86238,4647,504,28132,76064,244523,185005
201501,5호선,길동,63821,27905,91385,77080,42297,73653,3843,461,23509,58292,182558,163738
201501,5호선,김포공항,16739,35463,88260,113212,73885,45148,575,2001,56073,13527,161647,164203
201501,5호선,까치산,331605,45790,356894,220134,109856,283076,22004,1370,62529,279531,773032,546825
201501,5호선,답십리,147736,65103,188657,146743,98152,129750,9100,804,46711,107929,392204,320579
201501,5호선,동대문역사문화공원,2654,53610,27236,45794,46447,9520,178,217,18456,6845,48524,106466
201501,5호선,둔촌동,113753,50913,156748,126341,71529,117349,4685,819,40491,96228,315677,274301
201501,5호선,마곡,33779,7414,35992,21442,14001,20791,1343,858,3198,22593,74312,52307
201501,5호선,마장,42756,28560,76802,67089,37198,44878,2393,472,20943,34729,142894,130850
201501,5호선,마천,62802,14779,75542,61088,23147,53998,5764,215,10657,50890,154765,126972
201501,5호선,마포,65491,118856,136946,154980,127290,100273,2673,1449,78581,61824,283691,337109
201501,5호선,명일,91512,20229,122838,87561,39239,90454,4834,896,22025,78029,241209,186715
201501,5호선,목동,172556,52570,220530,184471,95894,186878,7567,1316,66041,160232,466694,398589
201501,5호선,발산,59323,49917,115147,128892,76105,77662,2912,1293,48528,50789,225910,230891
201501,5호선,방이,42644,38915,78904,78385,49232,53291,1949,831,35568,39893,159065,158024
201501,5호선,방화,72530,20555,91921,59701,32806,59733,4556,6,14807,66323,183814,146585
201501,5호선,상일동,150390,30414,145953,72521,51632,97468,7210,907,14207,105520,317760,209362
201501,5호선,서대문,41416,196467,151536,186251,180283,65632,2470,1142,88800,37881,284222,421741
201501,5호선,송정,81001,39612,127033,94226,60494,87676,4187,2315,35180,76167,247401,212320
201501,5호선,신금호,42446,20960,63706,48609,28487,45189,2309,659,14760,37261,123221,107489
201501,5호선,신길,23936,22652,27376,28541,21301,23379,1659,231,10830,22556,63801,73980
201501,5호선,신정,178989,28152,158312,84719,50252,110120,9526,949,23647,111610,370474,225430
201501,5호선,아차산,118364,44446,181532,138865,74224,114932,7210,1199,39465,101904,346571,286414
201501,5호선,애오개,36742,46826,67420,61218,48269,38774,1833,440,20084,32880,126079,141364
201501,5호선,양평,42341,53199,57460,58681,55962,37930,2533,684,22096,33634,124430,146198
201501,5호선,여의나루,16824,89396,61220,79432,81606,33582,1286,1025,40373,17111,119703,186964
201501,5호선,여의도,29671,347076,152036,231583,297305,88675,2487,2074,158907,38748,343101,619481
201501,5호선,영등포구청,16836,26605,35486,39318,29252,18497,937,420,13406,13459,66665,79802
201501,5호선,영등포시장,28345,54580,83550,122189,79840,46060,2949,883,36200,27149,151044,204801
201501,5호선,오금,22044,30945,42258,38433,30492,22871,1095,420,15663,20796,81060,90594
201501,5호선,오목교,124244,122923,264181,350563,205339,209460,4720,2461,165555,125893,558700,601840
201501,5호선,올림픽공원,30612,28544,63450,69518,37971,41316,1078,476,39304,25212,134444,123750
201501,5호선,왕십리,18796,28781,54822,71993,40893,50169,1920,469,34177,30438,109715,131681
201501,5호선,우장산,151292,36173,198091,131806,66318,137505,6168,911,31974,133436,387525,302326
201501,5호선,을지로4가,3740,56487,46879,86024,68455,12581,247,272,26388,3990,77254,146773
201501,5호선,장한평,123938,112974,186950,190701,157432,130573,5341,1113,60383,103314,376612,408102
201501,5호선,종로3가,11637,74162,145700,247092,148637,69169,1749,330,106271,28215,265357,349799
201501,5호선,천호,77964,76309,259075,295309,174596,195301,6956,1430,133773,130524,477768,503572
201501,5호선,청구,25299,25914,55824,45773,38334,31924,1714,209,22610,27450,105447,99346
201501,5호선,충정로,14788,45541,38910,51029,52990,22290,1350,256,22951,17942,77999,114768
201501,5호선,행당,87969,16423,105157,64526,33638,71821,3650,780,18285,61099,215061,142828
201501,5호선,화곡,305908,54619,345767,202834,113937,268816,18796,1587,64168,247343,734639,506383
201502,5호선,강동,142566,61191,194028,129861,95285,108836,8152,948,46806,108343,391552,300343
201502,5호선,개롱,46801,26737,72021,55007,34402,44864,2444,699,16946,43425,138212,125868
201502,5호선,개화산,45176,24840,55914,40399,32644,35122,3035,249,13924,37267,118049,102755
201502,5호선,거여,58456,18688,78099,52603,28032,49400,4010,267,14184,49118,154749,120676
201502,5호선,고덕,48871,31427,93487,78947,43148,52213,2580,1498,21495,47859,166433,159731
201502,5호선,공덕,42175,105652,103948,114895,108264,74332,1522,770,64808,45107,212453,266424
201502,5호선,광나루,95307,52080,149602,124597,76118,82407,3672,1468,43608,72965,292189,251110
201502,5호선,광화문,28022,345193,240299,386826,378060,136058,1113,634,224441,42809,493875,775462
201502,5호선,군자,75134,30925,95319,89883,52157,93204,4097,538,40358,78521,214908,199867
201502,5호선,굽은다리,76236,18119,101385,72327,38015,70943,4194,417,23888,65732,205703,156595
201502,5호선,길동,53732,23948,79217,66214,36456,61647,3313,398,19856,50339,156118,140899
201502,5호선,김포공항,14245,30297,73244,93390,62254,38946,442,1727,49984,12336,137915,137750
201502,5호선,까치산,279043,39466,313097,195355,94999,236973,18335,1286,56143,242189,666618,478296
201502,5호선,답십리,124055,52551,161944,125273,81126,107955,7320,759,39894,94244,333213,272827
201502,5호선,동대문역사문화공원,2622,42815,24583,37397,37028,8667,171,179,15238,7429,42614,87820
201502,5호선,둔촌동,94612,43143,135160,107570,60506,96206,3851,708,35610,84657,269233,236078
201502,5호선,마곡,28583,6000,26972,14102,9885,17311,1135,576,2833,19261,59523,39939
