사용월,호선명,지하철역,출근시간 하차인원,09-16시 승차인원,09-16시 하차인원,퇴근시간 승차인원,퇴근시간 하차인원,새벽 승차인원,새벽 하차인원,야간 승차인원,야간 하차인원,총 승차인원,총 하차인원
201501,9호선,가양,57452,226825,158100,91908,155493,11870,702,49604,161243,473788,377497
201501,9호선,개화,11427,58535,23349,22089,35262,2319,225,6174,34417,149449,69418
201501,9호선,고속터미널,55250,157824,212382,114155,112317,2146,1139,91946,64420,292694,333191
201501,9호선,공항시장,8650,39308,32645,15453,30987,2095,258,9629,31212,76726,72765
201501,9호선,구반포,14443,40260,49102,27101,26373,327,195,17688,15586,69938,79326
201501,9호선,국회의사당,208684,110240,175585,204684,43504,1577,1239,99276,19087,224071,404595
201501,9호선,김포공항,44255,88917,143146,72114,72616,1775,1670,60654,28531,178485,217602
201501,9호선,노들,9465,62595,38396,21395,37795,2580,178,12245,36277,123189,84316
201501,9호선,노량진,168198,330576,330837,198025,261941,8185,4136,177996,190657,706991,693828
201501,9호선,당산,52779,181900,128380,97752,120073,4814,1188,62479,120109,364496,302456
201501,9호선,동작,5541,20885,14258,9115,7478,728,293,5459,7258,40089,27350
201501,9호선,등촌,31247,138582,108469,55232,101282,4889,736,33739,91860,274160,232312
201501,9호선,마곡나루,5092,22680,12423,8583,15395,1014,174,2897,19274,47761,36963
201501,9호선,사평,9703,34661,26591,17945,22062,462,98,7648,19586,64049,55978
201501,9호선,샛강,49369,53184,70381,58239,35905,1112,939,40970,21654,108498,142343
201501,9호선,선유도,57706,59320,62012,62108,37211,1649,363,29679,32918,130482,152999
201501,9호선,신논현,216482,261073,368348,286202,213890,5620,638,277208,115775,644985,701243
201501,9호선,신목동,10503,47053,30001,19498,29997,1618,330,10647,31092,98469,71926
201501,9호선,신반포,19708,35931,33063,22367,20053,462,422,10476,15665,63708,68858
201501,9호선,신방화,18368,85794,50932,28806,61883,4370,681,12781,64513,178201,134494
201501,9호선,양천향교,35888,75786,57712,45808,48847,3116,721,17392,52964,154380,147285
201501,9호선,여의도,241770,117136,154597,228637,60982,1427,1471,120310,33015,260215,430853
201501,9호선,염창,31439,162287,95772,59012,124686,7591,548,33449,132498,354452,260257
201501,9호선,증미,52885,78984,79167,66468,56077,2191,534,28857,48471,159553,181057
201501,9호선,흑석,36127,127116,121215,64732,79590,3595,620,43210,68221,229501,226183
201502,9호선,가양,49665,203180,144738,81696,134040,10243,921,44410,139913,410846,335237
201502,9호선,개화,9728,51523,22625,19236,28763,1938,60,6337,29991,126791,62404
201502,9호선,고속터미널,49399,145940,203861,105200,104046,2248,1582,88698,61471,271545,316313
201502,9호선,공항시장,7145,33583,26236,12882,25639,1824,271,8372,27084,65003,60736
201502,9호선,구반포,11556,33692,39084,22774,22687,286,251,15074,14028,58867,64919
201502,9호선,국회의사당,168963,96145,143758,166147,34778,1117,1031,80432,15353,188021,329105
201502,9호선,김포공항,39196,78163,127751,62984,64508,1485,1848,55567,26080,158163,194875
201502,9호선,노들,7573,52383,32059,18393,30123,2068,175,10731,30295,102431,70102
201502,9호선,노량진,131619,286708,292296,168914,225576,7348,3991,154618,166612,606554,594518
201502,9호선,당산,43965,156498,110891,81773,99350,4253,1086,54820,102636,307747,258578
201502,9호선,동작,4718,19551,13641,8066,6457,684,256,4628,6947,35837,25562
201502,9호선,등촌,25832,119997,91684,47143,79423,4130,758,28527,73702,232280,191976
201502,9호선,마곡나루,4643,19397,11035,7300,12486,935,126,2537,16139,40204,31943
201502,9호선,사평,8480,29449,22411,15364,18233,425,111,6852,16258,53670,47260
201502,9호선,샛강,39118,44572,54635,47140,28528,946,771,33407,16701,89619,111225
201502,9호선,선유도,46675,50151,51264,49768,30712,1479,446,25264,26402,108631,124787
201502,9호선,신논현,166004,218543,306839,231574,174036,4822,703,226504,104353,532332,577899
201502,9호선,신목동,9130,40710,25520,16539,24043,1512,272,9202,26514,83907,61436
201502,9호선,신반포,15602,30918,28695,19133,16674,355,604,9294,13359,54452,58260
201502,9호선,신방화,18473,77056,46083,24859,51659,3756,584,11820,55430,155637,120570
201502,9호선,양천향교,30113,65659,48754,37759,40644,2890,645,14750,45005,131112,124517
201502,9호선,여의도,191454,101110,132720,186225,51288,1270,1439,98758,29843,218929,355456
201502,9호선,염창,27434,144507,88006,50815,109691,6620,416,29721,119485,305011,235341
201502,9호선,증미,42742,68166,67029,54652,45849,1838,564,24593,39599,135515,149934
201502,9호선,흑석,27919,105555,104892,55556,65359,2971,467,38947,58439,193313,191717
201503,9호선,가양,74013,246746,171442,101795,170620,13013,1221,54115,179902,521745,426578
201503,9호선,개화,12108,64263,32990,25844,38551,2371,87,9677,38450,173052,83635
201503,9호선,고속터미널,60128,157985,219647,119371,123832,2300,1548,100986,70900,308382,352223
201503,9호선,공항시장,8754,38867,30585,15315,31774,2369,310,9754,32948,79749,72597
201503,9호선,구반포,15880,40009,46589,26928,26785,370,309,19072,17128,73302,79906
201503,9호선,국회의사당,212454,120089,181904,210112,45983,1373,1363,101642,19161,236239,414882
201503,9호선,김포공항,47109,84857,132157,66715,74422,1967,2014,59645,30159,177814,211439
201503,9호선,노들,9991,60100,38578,22079,37179,2646,191,12613,37577,126059,86337
201503,9호선,노량진,180101,334224,340197,205360,277220,9520,4831,196149,207499,746653,732628
201503,9호선,당산,58965,194657,137377,103069,129447,5339,1395,67675,134729,389134,332466
201503,9호선,동작,6896,22823,16215,9979,8415,873,291,5884,9023,44544,32425
201503,9호선,등촌,34270,139946,107706,56606,101733,4892,940,33033,91116,288257,234032
201503,9호선,마곡나루,6169,22668,12307,8125,15963,1198,180,2947,20885,51743,39541
201503,9호선,봉은사,3955,7841,10641,7585,3639,95,28,4367,2009,13735,16633
201503,9호선,사평,13857,35158,25788,18684,22932,457,125,8412,20233,68409,60003
201503,9호선,삼성중앙,1735,3807,3393,3286,1795,41,9,1841,1412,6645,6549
201503,9호선,샛강,50518,52289,64938,55844,35428,1193,961,40994,20919,109363,137336
201503,9호선,선유도,63313,63603,67729,67073,39787,1771,578,31639,33817,139167,165437
201503,9호선,선정릉,2422,4321,5491,3708,2300,103,21,2194,1795,7824,9729
201503,9호선,신논현,211152,256324,347843,280055,215358,5629,1126,268136,127894,641556,688015
201503,9호선,신목동,11893,47756,29973,19593,31227,1893,333,11291,34410,107776,76609
201503,9호선,신반포,22877,38399,36140,25419,21145,400,693,12215,16799,70588,76509
201503,9호선,신방화,32310,93633,53959,30662,66608,5053,599,14787,70697,201057,157565
201503,9호선,양천향교,42631,80487,67527,51375,52436,3673,750,21335,56714,170947,167622
