사용월,호선명,지하철역,출근시간 하차인원,09-16시 승차인원,09-16시 하차인원,퇴근시간 승차인원,퇴근시간 하차인원,새벽 승차인원,새벽 하차인원,야간 승차인원,야간 하차인원,총 승차인원,총 하차인원
201501,4호선,경마공원,32242,50195,195702,171563,7514,542,1246,7596,5498,63653,234688
201501,4호선,고잔,47582,105721,92904,57301,60250,4764,405,28596,58996,205759,199887
201501,4호선,과천,11153,79912,47009,24568,43439,1910,236,8979,44116,141513,102514
201501,4호선,길음,63216,325975,230514,124149,228011,11113,2184,66378,216410,666615,512324
201501,4호선,남태령,5117,14548,9055,8216,6573,418,42,2483,5129,23091,19343
201501,4호선,노원,57093,276576,262862,122240,244286,11932,658,125602,218816,582243,539429
201501,4호선,당고개,29724,175702,115302,53551,104606,9144,16,25934,116878,337869,261920
201501,4호선,대공원,24327,61757,118001,61596,3411,66,429,3366,1425,66469,144182
201501,4호선,대야미,15446,46348,32050,22871,26440,1832,916,11248,26485,90997,74897
201501,4호선,동대문,161597,291077,424275,260692,84817,10170,3078,102479,62823,424727,651773
201501,4호선,동대문역사문화공원,142901,196850,275661,240967,108877,9484,1693,177729,73302,413094,493557
201501,4호선,동작,11636,28867,24095,14244,15671,410,208,5773,12532,48340,48471
201501,4호선,명동,214963,323980,681451,403782,251400,1475,1822,393365,84779,737385,983015
201501,4호선,미아,53163,236347,171908,90288,145729,10679,1813,48302,130442,461969,357326
201501,4호선,미아사거리,63704,411136,314022,160559,316853,15702,2460,116550,264152,835819,644338
201501,4호선,반월,15241,63876,40248,24237,40615,3013,1028,11293,40075,124910,96592
201501,4호선,범계,112436,334817,335596,193192,273919,8214,2983,169309,193312,733294,644327
201501,4호선,사당,95346,399120,254600,166220,251736,11732,1505,154903,177729,799941,529180
201501,4호선,산본,43638,209197,173441,105162,152333,9921,1279,74516,128709,438533,347067
201501,4호선,삼각지,53304,58302,89356,57930,38376,574,618,31448,27467,107240,170745
201501,4호선,상계,39675,267902,168423,81395,183024,14278,219,50016,193903,574787,402220
201501,4호선,상록수,49677,238893,148346,82684,193412,15242,3099,51954,192693,520006,393815
201501,4호선,서울역,136674,102514,207103,110650,114870,3740,927,58907,83830,195541,428534
201501,4호선,선바위,67175,84851,61159,91125,44234,1086,2668,32480,40284,165397,171286
201501,4호선,성신여대입구,71404,294301,247961,152757,196505,5973,1978,124512,159590,582596,480933
201501,4호선,수리산,9755,54908,32985,15461,29481,3199,568,7369,32164,117702,75472
201501,4호선,수유,107621,555815,388590,215176,400367,21236,3653,135183,380097,1107057,879961
201501,4호선,숙대입구,104589,178824,177745,135961,104886,3399,913,90982,79557,335227,362804
201501,4호선,신길온천,11052,18990,11075,9778,11822,1314,51,4157,13411,41742,35589
201501,4호선,신용산,108414,124255,191603,147654,72315,1138,889,80899,38782,235808,339688
201501,4호선,쌍문,56570,422937,228642,127005,278358,22214,860,65051,293084,875633,579156
201501,4호선,안산,138287,195333,143855,159680,111548,12519,502,74730,93019,373020,375663
201501,4호선,오이도,32521,84098,56520,44555,47306,3758,514,18691,56067,156173,145622
201501,4호선,이촌,55330,132779,164154,79734,58463,1227,942,30462,37796,200767,258222
201501,4호선,인덕원,120949,259719,196451,147619,195623,7836,1992,84753,171240,538749,490632
201501,4호선,정부과천청사,106200,136678,127094,109255,66937,2057,1510,56489,46063,241734,280867
201501,4호선,정왕,71030,89926,79222,70778,54857,4428,230,31342,55899,170666,206381
201501,4호선,중앙,51641,185989,189206,96553,149099,7536,708,87675,126545,392237,368100
201501,4호선,창동,72034,370710,307985,148602,287159,16976,3568,91929,281657,735406,665244
201501,4호선,초지,32009,48533,33880,28805,27906,2724,100,10379,26203,97238,92192
201501,4호선,총신대입구,78393,270779,261252,131158,237114,6577,961,108926,159968,537153,500574
201501,4호선,충무로,317557,277309,474984,380943,132165,3467,3300,246658,66293,561691,862134
201501,4호선,평촌,76347,146300,127799,93971,111118,3911,3009,56851,93673,326096,300828
201501,4호선,한대앞,32502,110159,85262,50494,78540,6465,817,29474,70229,223501,188810
201501,4호선,한성대입구,51696,191869,163377,91721,107670,6886,1283,56608,103857,352046,320213
201501,4호선,혜화,188923,391117,701485,395032,322564,4830,2642,435977,113343,887250,1006393
201501,4호선,회현,246164,328099,526671,312654,74137,2706,961,135351,33257,486641,807053
201502,4호선,경마공원,24315,38163,135769,117911,6202,289,826,5544,4372,48473,165282
201502,4호선,고잔,40614,91260,79479,49034,50394,3992,322,24157,50875,175092,171290
201502,4호선,과천,10105,68557,40583,21683,36544,1658,180,8158,38195,120107,89063
201502,4호선,길음,55171,284051,207021,109387,191020,9392,1752,60876,186594,572791,450538
201502,4호선,남태령,6158,15259,8488,9446,5644,321,24,2460,4372,22929,19042
