사용월,호선명,지하철역,출근시간 하차인원,09-16시 승차인원,09-16시 하차인원,퇴근시간 승차인원,퇴근시간 하차인원,새벽 승차인원,새벽 하차인원,야간 승차인원,야간 하차인원,총 승차인원,총 하차인원
201501,2호선,강남,701902,1042394,1603485,997168,769132,21847,14679,1059691,326193,2313692,2646259
201501,2호선,강변,145018,686307,565678,293385,424408,10783,4758,211377,331701,1202047,1047155
201501,2호선,건대입구,121100,431191,486054,271968,485591,23981,2167,370016,351397,1050747,960718
201501,2호선,교대,269377,402326,622114,361967,243584,3676,6374,281092,136558,777956,1034423
201501,2호선,구로디지털단지,409123,623114,596323,511836,458490,40909,6198,306909,443872,1393556,1455516
201501,2호선,구의,75818,288065,221521,124226,201993,13227,1447,75705,190174,582316,488960
201501,2호선,낙성대,85334,349537,254768,164247,251941,12060,2603,107893,270312,736734,613017
201501,2호선,당산,135761,243437,222542,166835,183563,7421,3084,90964,173663,498749,535050
201501,2호선,대림,118294,373162,323448,182149,260037,34732,3867,101447,265442,757321,711051
201501,2호선,도림천,8392,11208,9804,6588,5517,383,413,3026,5815,20464,24424
201501,2호선,동대문역사문화공원,91612,175444,272114,165021,115912,11082,1150,122883,92541,336908,457417
201501,2호선,뚝섬,130893,149289,152590,137985,93876,4454,1501,62667,79253,296353,364237
201501,2호선,문래,161889,183336,195631,177644,112150,4251,1638,85519,94340,379662,453498
201501,2호선,방배,120805,222589,237583,163513,122413,3755,2913,100301,101657,412551,462958
201501,2호선,봉천,49979,300516,213707,107268,206876,16693,1872,64839,195031,617681,460589
201501,2호선,사당,177857,464587,465144,293517,461659,12314,3648,329828,343825,1017855,990474
201501,2호선,삼성,557406,508274,961285,759220,266845,7219,6544,498754,109467,1085295,1634702
201501,2호선,상왕십리,61378,116956,91151,70500,68055,4122,1482,29218,61792,224082,215803
201501,2호선,서울대입구,132532,616452,524115,301945,434238,35410,3123,217292,441337,1261218,1101107
201501,2호선,서초,203914,234723,313194,232931,97767,1599,4384,125282,56586,411806,578078
201501,2호선,선릉,474844,517240,689913,662985,198746,7181,7086,390617,115923,1003967,1287766
201501,2호선,성수,340536,209802,244043,297746,111019,6466,3459,127933,88622,417505,676660
201501,2호선,시청,337883,200325,278385,327110,73663,1527,1827,181252,30785,401347,648880
201501,2호선,신답,3040,15509,12563,5084,15344,782,67,2068,12039,32869,27709
201501,2호선,신당,71651,174881,189041,109848,108465,5721,1553,61839,83899,316377,346144
201501,2호선,신대방,72831,333416,208982,122582,230228,21670,2561,65687,256438,687085,540812
201501,2호선,신도림,241246,692958,662546,437303,539385,43773,6191,349106,466939,1500358,1376922
201501,2호선,신림,137108,830171,588146,333687,701199,44269,5182,290702,692900,1845039,1423336
201501,2호선,신설동,26399,52542,64200,42164,15900,1011,461,11980,9933,74020,100993
201501,2호선,신정네거리,21372,129027,84542,41628,107023,9527,1145,22241,100666,276889,207725
201501,2호선,신천,60946,313478,264362,152252,258386,7716,1168,142275,198310,651527,524786
201501,2호선,신촌,174346,536677,725261,388475,419635,11983,4372,450147,238150,1139211,1142129
201501,2호선,아현,35010,113481,84674,52061,61254,3902,963,23740,57187,198861,177834
201501,2호선,양천구청,17036,92110,64448,27467,67743,4304,1056,11846,71161,182887,153701
201501,2호선,역삼,555112,384196,719138,606191,191599,5305,8640,351166,94063,799612,1376953
201501,2호선,영등포구청,153545,224200,236413,193122,134133,6553,2283,103933,108803,444117,501044
201501,2호선,왕십리,57992,209514,172089,128306,150394,8123,1266,129703,115879,444257,347226
