사용월,호선명,지하철역,출근시간 승차인원,출근시간 하차인원,09-16시 승차인원,09-16시 하차인원,퇴근시간 승차인원,퇴근시간 하차인원,야간 승차인원,야간 하차인원
202201,경부선,석수,81272,30699,87305,58585,38898,71546,14213,46047
202201,경부선,성균관대,125939,29303,118903,90153,49585,124995,28718,82962
202201,경부선,성환,11439,17666,35098,26519,19132,16189,5926,13527
202201,경부선,세류,26655,9298,24963,20283,12819,23421,5446,15843
202201,경부선,세마,18865,12485,26557,17562,14304,19196,4632,13502
202201,경부선,송탄,27230,13256,45681,32182,19778,31567,8382,26171
202201,경부선,수원,144163,122892,314134,424287,222503,248755,187999,129351
202201,경부선,신길,57988,40669,76793,51527,49553,48940,18394,36386
202201,경부선,신도림,20498,23875,34430,32059,28630,25282,14421,13281
202201,경부선,안양,164698,49069,200534,184117,82590,178830,56651,100122
202201,경부선,영등포,96115,179565,332195,502937,318095,223210,218302,83734
202201,경부선,오산,50827,50673,103213,82183,59924,64986,25472,45167
202201,경부선,오산대,22704,12158,30869,22216,15634,23956,7598,14805
202201,경부선,용산,45060,205911,294235,452222,312646,158640,205113,59890
202201,경부선,의왕,63757,56135,73498,54306,52540,59854,17706,40610
202201,경부선,직산,3739,5347,6963,5562,5917,3783,1542,3205
202201,경부선,진위,5667,15717,11346,7853,16616,5506,3374,4348
202201,경부선,천안,17612,13395,65854,67031,26998,33641,13277,18693
202201,경부선,평택,51337,37208,128935,126491,64495,77061,42465,47474
202201,경부선,평택지제,15137,24757,28266,21538,26137,16378,11710,13131
202201,경부선,화서,83335,15825,63344,46158,21834,72516,10036,44718
202112,경부선,가산디지털단지,35991,220405,99723,177986,218786,70786,64595,39342
202112,경부선,관악,73815,18107,71407,53517,25687,63228,10172,37908
202112,경부선,광명,23609,13738,28169,27986,23857,24265,10901,11009
202112,경부선,구로,90830,120859,161233,179997,139472,109684,52385,73807
202112,경부선,군포,45625,87690,53046,40274,70251,38083,19836,23619
202112,경부선,금정,196094,156508,232882,184258,163047,206377,65694,135081
202112,경부선,금천구청,105981,50260,111363,87135,54553,105892,20312,53769
202112,경부선,남영,29954,74304,76894,90732,82621,48051,34843,27474
202112,경부선,노량진,43748,31399,82090,74112,47828,75716,40099,37349
202112,경부선,당정,56050,26952,55116,38111,29671,47884,11034,34876
202112,경부선,대방,75408,93227,116075,100970,90872,83465,30913,52984
202112,경부선,독산,100675,164738,131248,139569,170846,104124,43770,62923
202112,경부선,두정,31373,17491,57654,57813,31138,40087,15505,28086
202112,경부선,명학,58657,84096,65694,56955,71840,49459,22592,31431
202112,경부선,병점,111686,56552,144297,108644,77970,120151,33481,89651
202112,경부선,서동탄,17787,3999,10994,7526,4832,12437,1788,8512
202112,경부선,서울역,24079,11719,75787,20689,42659,18086,30897,6934
202112,경부선,서정리,35281,37434,76661,57807,54573,43828,17913,34168
202112,경부선,석수,89578,34779,91423,60987,44214,75904,14692,47248
202112,경부선,성균관대,139548,33941,129678,100359,57067,135270,30798,87194
202112,경부선,성환,13148,23146,45394,39326,26139,18182,7624,14619
202112,경부선,세류,30292,10324,25618,20805,14059,25293,6078,16482
202112,경부선,세마,22375,14401,26897,18820,16160,21111,4872,13806
202112,경부선,송탄,31172,16396,50919,34337,23589,36120,9656,29010
202112,경부선,수원,160190,142342,336116,439537,243451,281317,192603,136221
202112,경부선,신길,63418,47984,81011,54725,54955,52160,19390,37513
202112,경부선,신도림,23370,25691,34331,33731,29531,28055,13631,14472
202112,경부선,안양,180544,62075,230043,220692,98387,195423,63062,102504
202112,경부선,영등포,104711,194202,342716,514239,342855,261136,234580,93127
202112,경부선,오산,57989,56341,106448,85580,66270,70543,26334,46159
202112,경부선,오산대,26224,14764,33965,25572,18202,26678,7917,15396
202112,경부선,용산,50540,225483,316070,482078,344713,180608,218168,66752
202112,경부선,의왕,71164,63375,77302,58369,56992,65108,19674,41960
202112,경부선,직산,4119,6154,7309,5981,6965,4173,1624,3295
202112,경부선,진위,6382,18103,12481,8301,18539,6049,3846,4589
202112,경부선,천안,19509,16755,69814,70978,30839,37334,15378,19109
202112,경부선,평택,59937,44158,136932,136397,76420,88621,46987,50842
202112,경부선,평택지제,17552,28279,31052,23428,29803,18597,12312,13885
202112,경부선,화서,92413,19135,65514,48059,24797,79354,10660,45259
202111,경부선,가산디지털단지,37320,220931,97350,186666,228875,74468,70641,40903
202111,경부선,관악,76635,19024,75378,56817,28240,65684,10879,39511
202111,경부선,광명,25973,14544,30143,29349,25458,24992,12069,11238
202111,경부선,구로,93829,121561,162409,181617,144043,115269,52334,82662
202111,경부선,군포,46429,87750,53771,41392,71117,39124,20985,23886
202111,경부선,금정,204534,157211,238050,187359,167945,216261,68134,139583
202111,경부선,금천구청,110784,49851,115561,88803,54648,108759,20504,56425
202111,경부선,남영,31941,76361,77163,93600,85418,51247,37505,28135
202111,경부선,노량진,47075,34830,85386,78554,51523,84824,47968,39935
202111,경부선,당정,59676,27628,56798,39247,31696,50808,11729,36110
202111,경부선,대방,79075,95258,119787,104246,93688,86381,32913,54853
202111,경부선,독산,103645,165540,131110,138607,173886,105732,43885,65111
202111,경부선,두정,33873,19454,63423,64166,33321,44506,16746,30569
202111,경부선,명학,60844,86901,69675,62526,75604,51636,25082,32883
202111,경부선,병점,118866,60286,150474,112460,82052,126512,34728,93726
202111,경부선,서동탄,18776,4125,11984,8339,5323,13315,1810,9287
202111,경부선,서울역,27451,12499,81970,19840,45731,17735,34412,6929
202111,경부선,서정리,37480,39276,79730,62132,57423,44216,17526,34321
202111,경부선,석수,93387,36315,95138,63293,46638,79682,15424,50150
202111,경부선,성균관대,145613,38320,137315,111117,63745,141799,34021,90494
202111,경부선,성환,13945,27217,55760,55329,32984,19278,10345,15993
202111,경부선,세류,31738,10921,26599,21536,14774,26247,6548,17049
202111,경부선,세마,23556,14198,27697,19200,16449,21598,4915,14260
202111,경부선,송탄,32654,16398,51774,35772,24172,36802,9504,29514
202111,경부선,수원,169195,152595,357175,456210,252944,298251,195714,144787
202111,경부선,신길,65329,49118,84331,57834,57859,54765,20533,38625
202111,경부선,신도림,25626,25707,35607,36210,30166,31517,13839,16476
202111,경부선,안양,187351,69988,244469,243885,114640,207100,70069,106580
202111,경부선,영등포,109632,199732,348276,500653,328712,264070,222479,98973
202111,경부선,오산,62186,58682,113014,92402,69003,74915,27594,47125
202111,경부선,오산대,27531,16974,39102,32248,20981,27688,8420,15980
202111,경부선,용산,55170,244941,321094,482357,355358,184135,225677,69508
202111,경부선,의왕,73821,62909,79411,61955,60005,66829,19670,43490
202111,경부선,직산,4517,6496,7687,6702,6941,4357,1718,3418
202111,경부선,진위,6735,17827,12357,9040,18606,6270,4007,4836
202111,경부선,천안,23166,20432,79255,82346,37003,41815,17025,21496
202111,경부선,평택,65395,48461,147542,143940,79741,95806,47455,54020
202111,경부선,평택지제,18769,27256,31085,23974,29189,18938,12153,14376
202111,경부선,화서,95122,20930,70859,50789,27164,81497,11070,47201
202110,경부선,가산디지털단지,34401,192668,94396,174320,194944,68051,60926,39663
202110,경부선,관악,66984,18405,75149,56877,27554,59769,10622,37755
202110,경부선,광명,22087,13844,29480,27915,23101,22765,10906,11007
202110,경부선,구로,85461,111884,162280,175637,127594,103804,48022,71878
202110,경부선,군포,40794,76764,53405,40777,63414,36146,19185,23157
202110,경부선,금정,181314,140843,236461,184586,151627,196432,62446,133086
202110,경부선,금천구청,99426,45516,116448,89269,49540,100190,19973,55828
202110,경부선,남영,28571,69671,77452,87164,74542,46041,33675,27027
202110,경부선,노량진,42451,33752,86823,79426,49976,73947,43899,36662
202110,경부선,당정,52183,24558,57581,39262,28011,45826,10521,34527
202110,경부선,대방,69897,83963,114480,99146,82404,77743,30339,51450
202110,경부선,독산,90870,143903,127735,126800,148372,95599,39190,62705
202110,경부선,두정,30790,17875,63549,72667,40939,41447,16815,29613
202110,경부선,명학,53943,77304,67413,56557,65286,46972,23138,31974
202110,경부선,병점,102979,54802,151386,114617,76106,116770,33533,88940
202110,경부선,서동탄,16210,3737,12540,9097,5210,12137,1865,8735
202110,경부선,서울역,22310,10873,72162,18236,41122,15758,32490,6134
202110,경부선,서정리,33448,33927,80910,62181,52357,42428,15041,33922
202110,경부선,석수,83376,34376,96475,65018,43196,72855,15063,47876
202110,경부선,성균관대,127484,33271,130715,102771,55751,128258,31035,84778
202110,경부선,성환,13265,24038,49122,44175,28694,19367,8236,15848
202110,경부선,세류,28559,10410,27806,22506,14226,24409,6442,17259
202110,경부선,세마,21027,13109,28640,19589,14624,20070,4814,14101
202110,경부선,송탄,29738,15018,53189,36846,23281,35372,9323,29215
202110,경부선,수원,150333,136088,360549,463777,245700,269250,189331,135710
202110,경부선,신길,59105,44274,85170,57507,53034,52146,20063,37356
202110,경부선,신도림,22715,23232,36136,37846,28505,28952,13274,15092
202110,경부선,안양,165270,63181,240147,233165,103054,187063,65200,100455
202110,경부선,영등포,97405,177791,346567,492894,303353,234723,212284,88167
202110,경부선,오산,54647,52267,113911,94037,64500,70412,26551,45348
202110,경부선,오산대,23999,14854,39237,33691,19067,25214,8100,15285
202110,경부선,용산,50180,217151,302090,451439,318981,167258,209053,63231
202110,경부선,의왕,65613,53870,79222,63913,54928,61900,17853,41169
202110,경부선,직산,3935,5990,7721,6955,6455,4226,1710,3469
202110,경부선,진위,6034,15877,12709,9101,16671,5926,3882,4664
202110,경부선,천안,22356,17247,80953,87468,37211,41079,16568,21094
202110,경부선,평택,59411,44060,150807,145482,78933,90783,46571,53427
202110,경부선,평택지제,16187,24221,31266,24516,27231,17958,11569,13912
202110,경부선,화서,81404,19333,69348,50776,25744,72616,10722,44114
202109,경부선,가산디지털단지,31184,186217,86097,155100,183841,59446,50455,33933
202109,경부선,관악,61950,16840,64113,49894,24453,54886,9614,32589
202109,경부선,광명,20267,11665,23790,22104,18351,19804,7992,9220
202109,경부선,구로,78542,106849,144669,157045,120121,93278,41855,62492
202109,경부선,군포,37435,72009,48512,37371,57988,32474,18031,20479
202109,경부선,금정,167399,130591,208750,165355,136972,177135,54502,116345
202109,경부선,금천구청,91263,42499,101107,80043,45990,91150,18384,48594
202109,경부선,남영,26710,65409,66393,77228,69958,40912,28359,23318
202109,경부선,노량진,39383,32537,78894,70971,45694,63759,35737,31422
202109,경부선,당정,47924,22747,48544,33347,25250,41880,9032,29991
202109,경부선,대방,64813,78714,100594,87189,76194,71784,26600,44011
202109,경부선,독산,83529,131042,114163,115122,134416,87819,33780,53643
202109,경부선,두정,27875,15692,53643,55954,30779,37634,15985,26020
202109,경부선,명학,50003,71904,57865,48256,60120,42539,20225,27704
202109,경부선,병점,93147,50575,127617,98735,68162,102739,30172,75478
202109,경부선,서동탄,14952,3393,10577,7831,4696,10992,1726,6985
202109,경부선,서울역,19621,9180,56111,14325,31117,13358,23803,4884
202109,경부선,서정리,29991,30022,67628,53920,44748,38338,12673,29172
202109,경부선,석수,78303,32037,84063,57467,39979,67708,13739,41708
202109,경부선,성균관대,116806,29329,110327,89006,50122,115803,26963,74750
202109,경부선,성환,12347,23011,44433,40265,26463,17610,7737,14366
202109,경부선,세류,26306,9803,24881,20429,13097,22368,5767,14977
202109,경부선,세마,18951,12003,24281,16597,13505,18577,4378,12226
202109,경부선,송탄,26877,13496,47208,32514,20401,31536,8217,25309
202109,경부선,수원,137143,120776,309040,396388,214351,236430,160236,119134
202109,경부선,신길,54921,40741,76259,50951,47733,47541,18108,32345
202109,경부선,신도림,21180,22099,31188,31614,25793,25712,11948,13021
202109,경부선,안양,152777,55855,197998,189966,90419,167815,54400,88802
202109,경부선,영등포,89467,167946,299919,429820,276378,203526,177621,75088
202109,경부선,오산,49019,48071,98856,81538,58251,62055,24240,41231
202109,경부선,오산대,21742,12745,30988,25846,16889,22027,6934,13589
202109,경부선,용산,45238,194486,259906,391949,284997,140437,171834,51775
202109,경부선,의왕,59930,48859,67444,53476,48842,56142,15640,36408
202109,경부선,직산,3471,5479,6928,6009,5683,3763,1654,2934
202109,경부선,진위,5624,14519,11324,7895,14480,5480,3696,4135
202109,경부선,천안,20533,15804,72094,76429,32238,36887,15264,19436
202109,경부선,평택,53924,40433,133553,130709,71549,80661,41443,48315
202109,경부선,평택지제,14702,20754,26340,20697,22305,15740,9670,11656
202109,경부선,화서,73268,17891,56980,43641,22735,64364,9857,37337
202108,경부선,가산디지털단지,31425,193587,77996,150240,193285,57647,49292,32480
202108,경부선,관악,62325,17251,60030,46999,23166,56070,9199,30797
202108,경부선,광명,20743,11799,23106,22019,19477,20556,8307,8711
202108,경부선,구로,79166,111631,136111,151121,125910,93923,41219,59058
202108,경부선,군포,37765,73507,45069,35733,59937,32309,17085,19477
202108,경부선,금정,169801,132318,193980,156130,140517,178446,50941,110402
202108,경부선,금천구청,91337,42995,93561,75352,44837,91273,17399,45779
202108,경부선,남영,26989,65049,65007,74914,71721,40590,25986,22559
202108,경부선,노량진,37832,30666,68317,60280,41480,59690,32101,29046
202108,경부선,당정,48083,22771,45459,31033,24966,43035,8599,29167
202108,경부선,대방,64897,82514,96274,84461,80043,74263,25510,41593
202108,경부선,독산,83232,137649,106157,108206,139638,89350,33739,50080
202108,경부선,두정,26365,14092,44597,44508,24052,33814,14458,24466
202108,경부선,명학,50302,74873,54375,45642,62984,43996,19170,26223
202108,경부선,병점,91339,51973,117504,88679,67422,99952,28875,72004
202108,경부선,서동탄,14912,3836,9695,7244,4767,11104,1670,6729
202108,경부선,서울역,19605,8942,54223,14384,32187,13335,24296,4381
202108,경부선,서정리,28058,27447,58352,47310,40560,35567,12031,27054
202108,경부선,석수,79086,32349,77593,51638,38609,69542,12749,39167
202108,경부선,성균관대,117738,28418,102331,84028,47800,116018,24972,70327
202108,경부선,성환,11938,18028,31967,27036,19179,15953,6270,13377
202108,경부선,세류,25841,9706,22470,18680,11868,21459,5236,13974
202108,경부선,세마,18444,11488,22140,15277,12803,17728,3990,11707
202108,경부선,송탄,26527,12860,41097,29267,19707,30217,7654,23551
202108,경부선,수원,136754,117530,282217,369510,206876,225921,152645,110362
202108,경부선,신길,55738,39350,70764,48170,47754,48507,16556,30886
202108,경부선,신도림,20656,22251,27882,28758,25640,24470,11047,12241
202108,경부선,안양,153989,50986,180168,170808,82210,168128,50085,84620
202108,경부선,영등포,91372,174363,287082,418826,285282,196569,173270,72534
202108,경부선,오산,47655,49339,89667,72775,57059,59167,22956,40511
202108,경부선,오산대,21175,12005,25370,20853,15713,21076,6650,12658
202108,경부선,용산,45014,195658,256692,400658,301007,135232,169842,48392
202108,경부선,의왕,60462,50744,62548,48050,49385,57002,14178,35207
202108,경부선,직산,3216,5466,6264,5244,5660,3723,1688,2765
202108,경부선,진위,5449,14619,9651,6619,15085,5230,3480,3794
202108,경부선,천안,18271,14780,63418,68887,28950,31906,14236,17310
202108,경부선,평택,51282,38706,116058,118333,66300,73094,40313,43942
202108,경부선,평택지제,14298,20625,24148,19345,22498,14757,9870,10675
202108,경부선,화서,72801,16565,51625,38856,20356,63802,8771,34850
202107,경부선,가산디지털단지,33756,212328,80490,159214,210082,61058,56955,34124
202107,경부선,관악,69342,18598,59507,46805,24707,59406,10393,34372
202107,경부선,광명,22925,13068,22375,21824,19855,21920,7917,8753
202107,경부선,구로,85846,123757,138894,157868,136340,100077,46752,64976
202107,경부선,군포,41573,83043,45623,36425,66465,34812,19832,21011
202107,경부선,금정,183733,147731,193734,158664,153100,186772,58001,118922
202107,경부선,금천구청,99799,47742,93906,76431,48152,97163,19372,49365
202107,경부선,남영,29437,68938,66718,77988,76492,43578,29038,24152
202107,경부선,노량진,42547,33968,70311,62321,43866,65450,35430,31937
202107,경부선,당정,53559,24728,45149,31375,26416,45725,9812,31150
202107,경부선,대방,71135,88752,98792,87184,85596,77349,28006,45585
202107,경부선,독산,89407,149121,105231,115004,150067,91448,37619,53294
202107,경부선,두정,29358,16041,46006,52446,32601,35967,14840,27977
202107,경부선,명학,55120,83990,54733,47554,68228,46108,22153,28211
202107,경부선,병점,99314,55586,116405,87732,71452,103407,29604,77270
202107,경부선,서동탄,16897,4243,9721,7342,5137,11697,1750,7354
202107,경부선,서울역,21019,9545,51502,14661,32630,14574,23721,4416
202107,경부선,서정리,29878,29521,57377,46297,43018,35613,13644,26766
202107,경부선,석수,85712,35894,78440,52091,41545,73002,14405,41497
202107,경부선,성균관대,131268,30640,101400,83702,50163,124216,27254,76447
202107,경부선,성환,13176,20285,31254,25705,21524,16267,6850,13831
202107,경부선,세류,28531,11082,22930,19506,12668,23532,5689,15073
202107,경부선,세마,20801,12444,22721,15755,13649,18799,4435,12891
202107,경부선,송탄,27656,14318,41599,30477,20629,30661,9089,24254
202107,경부선,수원,148526,128696,277604,367150,210567,241959,165080,118243
202107,경부선,신길,60126,43025,72124,49411,52445,50699,18265,32719
202107,경부선,신도림,22935,24925,28627,29984,28083,27620,13109,13048
202107,경부선,안양,169026,54249,177419,167359,81462,179798,54024,90447
202107,경부선,영등포,99167,188180,288882,422326,293528,213736,190657,79566
202107,경부선,오산,50752,52966,90107,73543,60608,60739,25036,42591
202107,경부선,오산대,23458,13109,25009,21580,16875,22082,7321,13879
202107,경부선,용산,47937,210224,249515,393233,298186,142983,177151,54909
202107,경부선,의왕,66445,57216,63209,49180,54279,59882,16441,38339
202107,경부선,직산,3768,6141,6148,5400,6303,3891,1800,3032
202107,경부선,진위,6042,16416,10320,7569,16764,5546,3798,4178
202107,경부선,천안,19802,16517,63175,68959,29478,32935,14888,18853
202107,경부선,평택,55426,41920,114759,117035,68265,75642,43108,45645
202107,경부선,평택지제,15198,22689,23147,19077,24062,15113,9703,10906
202107,경부선,화서,80376,18304,51646,39389,22382,68904,9639,38020
202106,경부선,가산디지털단지,36097,231227,91444,179584,229971,70024,75120,41480
202106,경부선,관악,76505,20125,71717,54448,27917,62460,12631,42440
202106,경부선,광명,25722,14601,26644,24618,22223,23491,9597,10989
202106,경부선,구로,93625,131048,157539,175121,145542,109241,54012,77031
202106,경부선,군포,45250,87045,50483,39286,70688,37482,21467,25643
202106,경부선,금정,199722,155829,222398,177022,163835,204786,70643,141959
202106,경부선,금천구청,110747,52054,109411,85336,53545,104770,22793,61622
202106,경부선,남영,32967,80607,76397,87083,83791,48727,37398,29486
202106,경부선,노량진,47738,33299,80040,71742,48339,77105,44152,39892
202106,경부선,당정,59296,27274,55313,37462,30125,49331,12165,38158
202106,경부선,대방,78909,97309,111111,96520,93582,82743,34316,55934
202106,경부선,독산,95355,156188,119617,128018,157455,94612,42358,64767
202106,경부선,두정,33338,18199,54824,56514,32323,38304,16115,33867
202106,경부선,명학,58733,88359,63495,54376,72633,48173,25053,34071
202106,경부선,병점,111709,59641,137253,105026,79755,116818,35059,93165
202106,경부선,서동탄,19629,4415,11450,7869,5421,12875,2029,9902
202106,경부선,서울역,25000,10815,66219,16087,39125,15573,27005,5943
202106,경부선,서정리,33496,34594,70142,55760,47639,40578,16206,31464
202106,경부선,석수,94024,38130,91770,61977,45694,76108,17308,52075
202106,경부선,성균관대,144185,36706,124643,100525,58154,135493,34272,93218
202106,경부선,성환,14347,24540,42593,38679,27475,17944,8498,15651
202106,경부선,세류,31202,11828,25772,20864,14050,25544,6690,18099
202106,경부선,세마,22843,13148,25891,17678,14967,19765,5388,15412
202106,경부선,송탄,30635,15359,47303,33419,22360,31782,9961,28262
202106,경부선,수원,162643,144013,330445,424812,235446,275333,198534,142843
202106,경부선,신길,66207,51442,81800,56522,58656,54360,23006,39910
202106,경부선,신도림,25428,26875,34364,36075,31332,31643,15935,16465
202106,경부선,안양,184458,67645,225159,219442,104513,200540,72115,110825
202106,경부선,영등포,108428,199288,325102,468974,312781,248142,226980,96123
202106,경부선,오산,56408,56722,103687,83743,66778,68010,29185,48502
202106,경부선,오산대,25326,16427,34883,29149,19374,24718,8881,16740
202106,경부선,용산,53936,235451,285073,429088,326242,161722,206230,68886
202106,경부선,의왕,73249,61120,73906,57459,59908,65455,19545,45732
202106,경부선,직산,4161,6276,6837,6236,6342,4423,1929,3245
202106,경부선,진위,6496,17302,11605,8196,17590,5996,4087,4747
202106,경부선,천안,21922,17335,67664,71020,33067,34804,15967,21381
202106,경부선,평택,62477,47307,132965,132565,75382,85766,49111,54044
202106,경부선,평택지제,16682,24694,25532,19957,25111,16200,10602,12696
202106,경부선,화서,88797,21130,61302,45031,25552,74487,11940,45873
202105,경부선,가산디지털단지,33040,200172,89081,171836,202965,66661,67757,40949
202105,경부선,관악,68310,19317,75999,58371,28711,58697,12380,41743
202105,경부선,광명,23108,13760,27147,24809,21818,22041,10158,11013
202105,경부선,구로,87437,117803,161080,176591,134331,105276,54304,77703
202105,경부선,군포,41135,78023,52271,40272,64245,35946,21244,25328
202105,경부선,금정,181245,136760,229548,178581,149706,194196,69306,141822
202105,경부선,금천구청,100428,47544,113867,85847,51748,99940,21735,61036
202105,경부선,남영,30197,73816,77973,86602,77984,47335,36886,29838
202105,경부선,노량진,42906,32852,84459,75040,49111,71941,43550,39555
202105,경부선,당정,52658,24789,57018,37672,29202,46112,11920,39143
202105,경부선,대방,70183,87260,112617,95932,86142,78580,32919,56444
202105,경부선,독산,84556,135748,120216,121305,138190,89092,40194,63903
202105,경부선,두정,31844,17526,60124,61074,34294,39754,17205,36343
202105,경부선,명학,53100,80116,65452,56318,66363,45363,25517,33402
202105,경부선,병점,100436,54940,143470,107126,78907,113098,35827,95276
202105,경부선,서동탄,17211,3865,12481,8253,5600,12585,1989,9502
202105,경부선,서울역,22979,9933,65345,16548,39533,15427,30633,6270
202105,경부선,서정리,30981,32424,73963,59925,48665,41762,16565,33372
202105,경부선,석수,84945,34883,95617,65422,43845,71851,17424,52290
202105,경부선,성균관대,128422,35689,132641,108287,60660,127371,36248,92300
202105,경부선,성환,13706,23203,44409,41550,29962,18778,9068,16974
202105,경부선,세류,28304,10814,26881,21408,13646,23791,6648,18381
202105,경부선,세마,20545,11650,27838,18058,14076,19199,5164,15813
202105,경부선,송탄,29160,14420,51003,34958,22660,32896,10115,29832
202105,경부선,수원,150789,135991,350500,457369,247757,276257,213140,146604
202105,경부선,신길,61795,45516,84533,57693,54808,52999,22635,40280
202105,경부선,신도림,22330,23443,35884,36561,28339,30094,15359,15737
202105,경부선,안양,166563,65481,231408,225810,110203,191508,77355,111262
202105,경부선,영등포,99390,179960,340790,490628,307890,244879,234294,97666
202105,경부선,오산,53076,52369,109206,87393,64917,68774,28842,50317
202105,경부선,오산대,22986,14238,36219,29733,19122,23614,9194,17474
202105,경부선,용산,50330,217023,296440,444983,318911,163934,213677,70781
202105,경부선,의왕,65509,54656,76782,58069,55504,61991,19156,45838
202105,경부선,직산,3916,5981,7221,6506,6058,4318,1858,3304
202105,경부선,진위,5894,15530,11976,8528,16266,5778,3824,4948
202105,경부선,천안,20905,17154,71458,74268,36266,36164,17505,22150
202105,경부선,평택,59535,45039,140379,140586,78381,88629,51615,56301
202105,경부선,평택지제,15416,23315,26475,20383,24272,16091,10894,13208
202105,경부선,화서,78779,19181,64093,45449,24987,69110,11451,45420
202104,경부선,가산디지털단지,35682,223838,91121,181053,225992,69898,72709,40106
202104,경부선,관악,75285,19135,72507,55117,28136,62806,11439,41609
202104,경부선,광명,25295,13587,25043,22916,21270,23820,8959,10785
202104,경부선,구로,93423,128143,157240,175968,144800,111574,53804,75348
202104,경부선,군포,45053,85575,50935,40842,70273,37450,21530,25225
202104,경부선,금정,199271,153382,224201,179054,161367,206351,68945,140572
202104,경부선,금천구청,109512,51356,110780,84719,53540,106295,22141,60247
202104,경부선,남영,33048,83922,77488,86979,86492,49896,37334,28861
202104,경부선,노량진,47013,34418,82587,76284,50988,76980,43436,39055
202104,경부선,당정,57863,27766,55296,37755,31438,49291,11721,37643
202104,경부선,대방,77586,98058,110806,97306,96155,84553,34892,54529
202104,경부선,독산,91717,151236,117596,124989,152058,93940,42619,62172
202104,경부선,두정,32543,18866,57933,60009,34511,38896,16566,33171
202104,경부선,명학,57315,88750,65281,55096,73111,48007,25579,33422
202104,경부선,병점,107009,59371,135330,107524,81189,114314,34349,88639
202104,경부선,서동탄,19367,4241,11457,8181,5730,12864,2002,9487
202104,경부선,서울역,23114,9546,57673,14564,36172,15163,25005,5416
202104,경부선,서정리,31857,35450,72115,58939,51727,39996,16474,30731
202104,경부선,석수,93708,35901,92122,64121,45981,77325,16695,51463
202104,경부선,성균관대,141485,38562,130543,109134,62381,133628,35747,90474
202104,경부선,성환,13844,25135,43554,40510,29878,18077,8483,15124
202104,경부선,세류,31162,11116,25136,20900,13522,25015,6245,17942
202104,경부선,세마,22142,12961,25997,17725,14761,19361,5058,14953
202104,경부선,송탄,30670,15243,47988,33283,22396,32103,9897,28100
202104,경부선,수원,160920,143648,332378,421432,236718,275785,191596,141014
202104,경부선,신길,67244,51702,82696,57494,60421,56885,22731,40337
202104,경부선,신도림,24780,25918,35401,35178,30346,31499,14810,15212
202104,경부선,안양,183864,76458,238114,240870,115122,202131,75291,110113
202104,경부선,영등포,107136,196185,324586,464974,311565,248238,221086,95336
202104,경부선,오산,56612,55095,106033,86463,66120,69183,28293,47680
202104,경부선,오산대,25083,17180,37430,31225,20080,24546,8732,16327
202104,경부선,용산,51008,231096,265744,393383,315536,153303,190308,64386
202104,경부선,의왕,72309,59283,73694,58085,58157,65333,19263,44620
202104,경부선,지제,16081,24150,25221,19735,24779,15768,10279,12566
202104,경부선,직산,4339,6194,7020,6568,6088,4324,1853,3168
202104,경부선,진위,6242,17410,12454,8749,18063,5582,3961,4997
202104,경부선,천안,21066,16919,67020,68420,33826,34879,15502,20990
202104,경부선,평택,62520,46122,133762,134520,77024,85741,48068,52959
202104,경부선,화서,86994,20724,62044,45380,25842,74421,11418,45238
202103,경부선,가산디지털단지,35081,221064,90387,180159,221833,69443,74963,40136
202103,경부선,관악,74732,18673,71993,53490,27419,62918,11157,42508
202103,경부선,광명,25300,12909,24703,22592,20932,23251,8830,10925
202103,경부선,구로,93599,128700,159847,181720,145278,111657,56111,74942
202103,경부선,군포,45157,84387,51368,40518,69492,38041,21862,25674
202103,경부선,금정,196914,154496,226570,178614,163546,205978,70394,143558
202103,경부선,금천구청,109483,51142,112133,84454,53907,106002,22068,60988
202103,경부선,남영,32510,85840,78223,89169,88677,50567,38315,29653
202103,경부선,노량진,46494,35151,84250,76398,50261,77496,43902,39426
202103,경부선,당정,57338,27829,55804,37285,31601,48688,11824,38666
202103,경부선,대방,77260,100232,114451,100592,98622,85625,36720,57067
202103,경부선,독산,89664,151033,117942,126947,153319,94154,43697,62749
202103,경부선,두정,32373,19149,59024,61751,35337,38730,16366,32698
202103,경부선,명학,56147,88702,65235,54508,72703,47820,26212,33519
202103,경부선,병점,104521,56470,133995,102553,79175,114066,33618,89963
202103,경부선,서동탄,19394,4198,11634,7949,5707,12906,1938,9782
202103,경부선,서울역,22711,8922,58354,13687,34466,14846,23683,5239
202103,경부선,서정리,30853,34177,70338,58532,51440,40549,16175,31039
202103,경부선,석수,92383,35798,93923,62359,45634,76850,16728,53016
202103,경부선,성균관대,141288,39068,133294,111788,64796,136682,37111,94099
202103,경부선,성환,13313,25322,47417,45663,31350,18526,8815,14959
202103,경부선,세류,30437,11101,25042,20410,13654,24892,6293,17589
202103,경부선,세마,21566,12523,26735,17222,14197,19274,5009,15120
202103,경부선,송탄,29097,14748,47892,33626,22338,32387,9470,27431
202103,경부선,수원,159657,139876,330600,427776,244220,280196,197184,141990
202103,경부선,신길,67240,50758,84177,57923,60577,57809,23586,40805
202103,경부선,신도림,24278,25192,34685,34194,30160,29425,14231,15312
202103,경부선,안양,181964,75002,239027,239170,118179,204481,76406,111974
202103,경부선,영등포,104890,196918,333873,488062,326477,252950,232942,94778
202103,경부선,오산,55778,54507,104930,86432,66211,70268,27901,47343
