사용월,호선명,지하철역,출근시간 승차인원,출근시간 하차인원,09-16시 승차인원,09-16시 하차인원,퇴근시간 승차인원,퇴근시간 하차인원,야간 승차인원,야간 하차인원
201809,경부선,지제,10676,17480,22448,18631,20607,12960,8232,9400
201809,경부선,직산,4893,7092,11717,10514,7179,6191,2810,5039
201809,경부선,진위,8582,15820,17486,10903,17213,8865,3914,7204
201809,경부선,천안,28843,26803,113174,111777,59900,48933,30232,33884
201809,경부선,평택,77199,51043,181070,174028,95886,114111,63132,74881
201809,경부선,화서,91371,23614,88933,64876,32015,78713,16465,60862
201808,경부선,가산디지털단지,39913,218391,92047,179605,216589,73707,84379,49228
201808,경부선,관악,85526,23353,84830,66614,33893,68755,17694,56072
201808,경부선,광명,18421,8592,29992,23914,19779,24402,8104,5802
201808,경부선,구로,105067,139294,189925,214400,168073,132832,80531,107958
201808,경부선,군포,47043,80070,59006,44340,65017,40979,26541,30037
201808,경부선,금정,218826,148404,254107,184838,162267,218226,88848,194186
201808,경부선,금천구청,101812,54840,114591,86039,58362,90237,23314,65707
201808,경부선,남영,36595,93945,92332,109112,101426,59744,50299,43167
201808,경부선,노량진,57825,62267,118283,107204,77893,88949,88200,59665
201808,경부선,당정,62272,31174,68142,45966,37522,52802,16797,51230
201808,경부선,대방,89468,109038,144760,123089,111771,97511,53075,78271
201808,경부선,독산,100074,154928,133101,127341,152876,101893,48097,80026
201808,경부선,두정,32629,21130,56323,59559,33639,37577,22179,37384
201808,경부선,명학,65468,90600,78683,69571,77912,55208,31684,45745
201808,경부선,병점,110708,61032,159715,113375,90925,118052,39855,116269
201808,경부선,서동탄,19341,5373,17185,11344,7997,14094,2686,12226
201808,경부선,서울역,18212,6395,69769,11789,37151,8323,30241,3736
201808,경부선,서정리,28698,25360,58910,44341,32364,32940,12423,31986
201808,경부선,석수,108036,40904,108299,69001,58118,87220,24847,70447
201808,경부선,성균관대,154576,40347,147046,103730,68722,138948,40493,122595
201808,경부선,성환,18045,23761,49072,40805,27363,23017,10114,22178
201808,경부선,세류,37109,14277,40351,29197,19725,31551,10124,27730
201808,경부선,세마,25535,10510,33144,18674,15616,22908,6485,21682
201808,경부선,송탄,33777,17530,62097,39315,26909,37798,12339,39916
201808,경부선,수원,202835,174111,453863,566130,309451,362675,278861,229833
201808,경부선,신길,72614,50060,95403,59702,64581,58316,26505,52390
201808,경부선,신도림,26517,24830,32161,33631,27891,29400,16058,20642
201808,경부선,안양,198277,68986,262997,250847,123960,225851,104556,150543
201808,경부선,영등포,123828,229771,444608,696247,435726,356864,361387,159671
201808,경부선,오산,55685,51667,120281,90260,72393,72738,35214,62347
201808,경부선,오산대,21228,13611,33088,24477,18628,22246,7623,18569
201808,경부선,용산,61620,263766,407910,612722,401764,235956,299667,107484
201808,경부선,의왕,68275,59569,80446,55601,63236,60949,23172,53836
201808,경부선,지제,9905,18941,20273,16611,21971,12182,8683,9287
201808,경부선,직산,4810,7185,10241,8755,7407,5955,3117,4791
201808,경부선,진위,8067,16713,14903,9959,18248,7917,4444,7264
201808,경부선,천안,27543,22079,95204,95582,43237,42339,25742,31225
201808,경부선,평택,70014,50048,158800,151551,88070,98387,62142,71493
201808,경부선,화서,93250,21226,77684,55380,32168,77227,15898,62528
201807,경부선,가산디지털단지,40748,229063,95159,189326,226189,78019,92993,50980
201807,경부선,관악,91672,24717,86747,69966,37062,72721,19158,59796
201807,경부선,광명,18872,8706,28475,21951,18933,23953,7854,5803
201807,경부선,구로,109670,152266,193829,218359,177891,138374,85958,114083
201807,경부선,군포,48433,87931,60730,46485,70814,42475,28462,31349
201807,경부선,금정,232371,158421,260744,193049,170658,226093,94546,202080
201807,경부선,금천구청,110586,57059,118357,89903,61459,94445,25347,70213
201807,경부선,남영,38812,103399,97604,111892,106020,61165,54348,45499
201807,경부선,노량진,62719,67736,123353,111044,82914,94295,91337,64396
201807,경부선,당정,66303,33092,68251,45566,39654,54675,17985,54273
201807,경부선,대방,95686,115480,151367,129875,117094,100458,55065,83005
201807,경부선,독산,104942,169461,135634,135075,165556,104808,53853,84488
201807,경부선,두정,34493,20832,54907,55112,34105,38864,21928,38499
201807,경부선,명학,69848,96022,79183,69754,81851,57492,33083,48124
201807,경부선,병점,118086,65034,158090,113923,96468,121386,42895,122823
201807,경부선,서동탄,21363,5884,17272,11850,8601,14476,2909,12926
201807,경부선,서울역,22017,6951,70994,12055,39095,9109,31376,4243
201807,경부선,서정리,30759,26832,57566,42759,33281,33305,13347,33408
201807,경부선,석수,113017,44837,111367,74242,62345,89500,26967,75023
201807,경부선,성균관대,161359,42571,147838,105768,70014,141859,42984,126905
201807,경부선,성환,18951,24153,42847,33071,27770,22634,10163,22396
201807,경부선,세류,39225,15122,40588,30688,21223,32617,10612,28850
201807,경부선,세마,26810,11889,34607,20036,16124,23221,6758,22408
201807,경부선,송탄,36129,19248,62936,41170,27648,39411,13339,41721
201807,경부선,수원,210090,179454,437939,553338,312165,370287,281436,233282
201807,경부선,신길,76681,54865,100266,63263,68453,61880,29928,55178
201807,경부선,신도림,28383,27435,34866,36734,29983,32321,18269,22104
201807,경부선,안양,210652,69017,257706,241427,126023,233663,106992,157992
201807,경부선,영등포,129588,238340,448723,705851,442974,369359,375313,167007
201807,경부선,오산,57636,56147,118403,90267,75222,73562,37576,63347
201807,경부선,오산대,22596,13536,30785,22858,19299,22954,8175,19527
201807,경부선,용산,64604,272251,393844,588686,400036,232304,299489,109309
201807,경부선,의왕,72968,64704,79994,57438,67930,62962,24684,56273
201807,경부선,지제,10221,21110,19828,16644,23481,12263,9529,9538
201807,경부선,직산,5271,8061,10601,9435,7978,5970,3291,4870
201807,경부선,진위,8677,18497,16021,9855,19540,8442,4510,7724
201807,경부선,천안,28986,21978,88187,90543,40476,43094,25511,32152
201807,경부선,평택,72795,54116,155607,150031,89184,99634,64722,73327
201807,경부선,화서,98144,24080,79729,57752,34152,81513,17704,65889
201806,경부선,가산디지털단지,39795,203121,99838,184380,201822,79976,85616,51941
201806,경부선,관악,88254,24212,97062,76770,39221,72236,19695,60840
201806,경부선,광명,17113,9175,28223,21022,17161,21402,7618,5513
201806,경부선,구로,107269,138925,204276,224347,164914,137933,82745,115935
201806,경부선,군포,48303,83114,64153,47190,67874,43440,28565,31647
201806,경부선,금정,225161,150831,283140,211957,165782,229307,97028,200918
201806,경부선,금천구청,110589,54080,128132,94577,59252,96816,24828,72543
201806,경부선,남영,38695,103135,108217,127079,102579,61381,58760,45888
201806,경부선,노량진,63425,59244,136068,125940,82480,98087,90776,67083
201806,경부선,당정,64838,33801,78580,58428,43160,55380,21503,54906
201806,경부선,대방,93758,106682,161225,134833,108547,99743,53302,82512
201806,경부선,독산,102293,154048,144647,137537,153082,103322,51812,84472
201806,경부선,두정,36114,30348,72000,84630,43919,42720,26071,41740
201806,경부선,명학,66791,97015,93249,90485,83863,57991,39731,49113
201806,경부선,병점,122020,66659,185168,145810,104932,128339,50476,126082
201806,경부선,서동탄,20681,5588,17644,11956,8373,14184,2896,12829
201806,경부선,서울역,25602,7286,84058,11558,41738,9259,39874,4417
201806,경부선,서정리,32011,31025,66321,54459,41056,33836,14926,35256
201806,경부선,석수,109846,44546,126323,87081,63994,89488,28417,76028
201806,경부선,성균관대,156177,49209,167285,128486,76938,138895,52394,126766
201806,경부선,성환,19314,30913,64658,59327,36863,25047,15420,24590
201806,경부선,세류,39011,14659,44368,32267,20883,33487,11071,29212
201806,경부선,세마,27061,11116,35152,21708,15838,23452,6958,22261
201806,경부선,송탄,37588,18983,66672,45053,29955,42457,14630,40983
201806,경부선,수원,212985,184282,481358,596443,318739,375976,282138,238694
201806,경부선,신길,73768,52894,103991,65094,65213,61492,31153,55789
201806,경부선,신도림,27186,24981,39957,40488,28634,32330,18774,22628
201806,경부선,안양,200185,89364,309150,314789,150190,233891,126198,159273
201806,경부선,영등포,125306,227853,448410,675400,419084,353636,341045,171726
201806,경부선,오산,60860,55596,129208,100126,77997,76110,39775,63494
201806,경부선,오산대,23015,17287,43055,42151,24371,22943,8809,19604
201806,경부선,용산,69731,273280,397480,573425,389817,227533,304925,116569
201806,경부선,의왕,72197,63838,90011,66060,69485,64038,26729,56863
201806,경부선,지제,10590,21239,20984,17800,23922,12743,10260,9430
201806,경부선,직산,5595,8047,11006,10351,8341,6393,3325,5136
201806,경부선,진위,9309,17786,16795,10962,19864,8610,4488,7795
201806,경부선,천안,30615,27788,109865,104815,53616,45449,30541,34009
201806,경부선,평택,79362,56372,172043,168247,96052,106940,69109,78317
201806,경부선,화서,98087,25446,90917,67080,34600,81395,18440,66294
201805,경부선,가산디지털단지,42371,209840,105631,194912,208246,84596,89657,55235
201805,경부선,관악,94722,25856,106764,83460,40186,76822,20957,65990
201805,경부선,광명,17624,9538,27658,20754,17485,21823,7919,5732
201805,경부선,구로,114483,145740,216887,236116,172805,146201,87260,124418
201805,경부선,군포,52628,85902,68425,49888,69187,46028,29574,34167
201805,경부선,금정,242777,154503,301445,220514,171006,246326,99846,216961
201805,경부선,금천구청,121820,57054,140626,100399,61882,105140,25689,78281
201805,경부선,남영,40997,109800,114708,143048,112191,65096,63537,49631
201805,경부선,노량진,68640,64345,149586,142475,90107,107178,101839,72491
201805,경부선,당정,72238,36147,85777,65835,47498,60823,24326,60469
201805,경부선,대방,101173,111181,171807,142468,114500,106311,55971,91025
201805,경부선,독산,111969,161340,154871,143744,159050,110674,54451,93289
201805,경부선,두정,40264,41131,82726,102607,52209,48699,31750,47234
201805,경부선,명학,71882,106340,100641,100265,92124,62043,46331,51959
201805,경부선,병점,137168,74317,208982,171395,116651,142574,57458,142124
201805,경부선,서동탄,21442,5635,19133,12411,8590,15217,2943,13645
201805,경부선,서울역,26270,7356,91080,11683,45584,9474,45469,4782
201805,경부선,서정리,36640,36446,74870,62849,47511,37910,17040,40250
201805,경부선,석수,120387,46299,135729,91817,67078,98284,29920,83506
201805,경부선,성균관대,171549,59621,188598,146837,91730,154657,61015,142488
201805,경부선,성환,21402,38796,78736,81465,48728,27357,22095,27187
201805,경부선,세류,42558,14342,46953,34564,21233,36830,11568,31156
201805,경부선,세마,28508,12865,40053,23165,16533,24577,7023,23239
201805,경부선,송탄,41641,19881,73767,48854,31286,46084,14654,44918
201805,경부선,수원,237601,210867,536801,671352,366336,418947,321164,262798
201805,경부선,신길,79049,57271,111633,69553,69449,66078,32372,59765
201805,경부선,신도림,28370,25671,41063,39550,28696,32821,17273,23119
201805,경부선,안양,218159,101352,329987,344589,174395,254150,141575,175059
201805,경부선,영등포,133762,242030,473711,703827,438032,373226,357471,182307
201805,경부선,오산,68396,57993,141846,108556,80950,84880,41991,69992
201805,경부선,오산대,25174,19963,49960,50434,27430,24822,9112,21330
201805,경부선,용산,72784,298241,431999,608434,417654,245040,334125,126498
201805,경부선,의왕,78082,66123,99331,75847,74368,69826,28905,61364
201805,경부선,지제,11733,22119,22408,18467,24001,13359,10972,10119
201805,경부선,직산,5916,8244,11945,11781,8053,6398,3327,5436
201805,경부선,진위,10411,18592,18976,11957,20093,9409,4670,8411
201805,경부선,천안,34084,31831,125308,121651,67847,51833,36637,38263
201805,경부선,평택,91578,61432,189339,186083,105548,123024,74788,87557
201805,경부선,화서,107300,28346,99362,73746,36231,87535,18567,71085
201804,경부선,가산디지털단지,41913,216210,103906,195194,212300,83821,92558,52940
201804,경부선,관악,95991,24349,100092,77407,39077,75081,18371,64121
201804,경부선,광명,17297,9247,24709,18757,16560,20432,7546,5227
201804,경부선,구로,115205,146935,210014,228787,172957,145592,85153,120041
201804,경부선,군포,52289,85390,66333,50121,69632,45715,29205,32891
201804,경부선,금정,246420,156734,294217,217722,170513,245846,97153,211678
201804,경부선,금천구청,121033,57078,133471,98664,62483,104134,26181,75652
201804,경부선,남영,41030,114389,115596,142515,112839,63717,62030,47151
201804,경부선,노량진,70101,63517,145147,138526,87973,106993,98929,69460
201804,경부선,당정,71455,37132,83794,66344,46806,58973,23150,57893
201804,경부선,대방,101984,113913,167017,144930,114137,104615,55896,86459
201804,경부선,독산,112381,165067,150077,144322,162493,110111,54928,89027
201804,경부선,두정,39346,42483,79748,102946,51801,46017,29529,43413
201804,경부선,명학,72927,107239,98163,99009,93011,60605,43958,50088
201804,경부선,병점,137627,74763,196732,164973,114815,138077,54876,133245
201804,경부선,서동탄,20699,5560,17387,11796,8343,13992,2885,12008
201804,경부선,서울역,25598,7406,81238,10659,43649,9294,44359,4333
201804,경부선,서정리,36032,36220,69413,61280,48411,36639,16298,36550
201804,경부선,석수,120885,46637,130580,89455,66274,96525,28805,80280
201804,경부선,성균관대,171460,57179,180953,144649,84504,148669,57750,133747
201804,경부선,성환,20191,40041,78737,82030,48859,26264,20486,25597
201804,경부선,세류,42626,14513,43907,31978,21301,35560,10657,30293
201804,경부선,세마,27146,11388,34620,20111,15511,22776,6417,21975
201804,경부선,송탄,41007,19463,68349,45818,29951,44471,13626,41612
201804,경부선,수원,233289,209229,510663,624277,343095,401563,296281,243946
201804,경부선,신길,79798,59258,107987,69571,70638,64269,32214,57113
201804,경부선,신도림,27786,25442,39260,38607,29195,32134,16399,21547
201804,경부선,안양,220219,105691,324890,342121,170763,249676,137026,168078
201804,경부선,영등포,133924,244059,458320,674906,428885,372226,354634,173547
201804,경부선,오산,67579,56310,134981,103901,78284,81694,39884,67539
201804,경부선,오산대,25296,21031,49390,50932,27693,23620,8366,20010
201804,경부선,용산,69626,294465,392761,557962,398864,226231,307601,112899
201804,경부선,의왕,78298,66581,93582,71219,71202,68035,28308,58890
201804,경부선,지제,10986,21510,20850,17647,23543,12540,10988,9023
201804,경부선,직산,5529,8477,11514,11111,8118,6093,3196,5344
201804,경부선,진위,10123,18439,17479,11174,19580,8778,4378,8161
201804,경부선,천안,32915,30976,120308,116000,65333,49469,33295,35082
201804,경부선,평택,90521,60535,180068,176263,101359,119772,69160,80623
201804,경부선,화서,106464,27964,91980,68620,34353,85897,17819,67972
201803,경부선,가산디지털단지,40829,215367,105608,199242,213738,84560,92301,53702
201803,경부선,관악,96112,24076,103931,81564,40563,77108,18732,66034
201803,경부선,광명,15166,8404,24231,18670,16230,19937,7074,4900
201803,경부선,구로,115406,146306,217180,239099,177362,149878,88898,122887
201803,경부선,군포,52994,85391,67637,50334,70991,47335,29088,33352
201803,경부선,금정,248142,157959,301245,219187,176332,251888,99864,218305
201803,경부선,금천구청,121653,56818,137707,98412,64383,107449,25503,76863
201803,경부선,남영,41609,115185,118934,146967,115974,67375,64392,48617
201803,경부선,노량진,70843,70323,153025,147000,96240,113036,106540,71019
201803,경부선,당정,72397,38805,86058,67990,49091,60787,23543,59506
201803,경부선,대방,101841,114561,173316,145085,115424,108760,58939,89095
201803,경부선,독산,112648,168322,153086,148101,168027,112614,56838,90763
201803,경부선,두정,39332,43891,86071,109281,55685,47676,32077,44869
201803,경부선,명학,73849,109820,102076,101787,97048,63030,44763,52738
201803,경부선,병점,138818,78191,205449,168497,118612,144682,55200,137651
201803,경부선,서동탄,19485,5554,17563,11925,8381,13711,2905,12075
201803,경부선,서울역,25276,6915,82666,10840,40388,9268,38550,4425
201803,경부선,서정리,36973,36330,72327,61432,48915,37995,16255,38081
201803,경부선,석수,121877,46827,135403,91079,68522,98495,28430,82224
201803,경부선,성균관대,173646,61103,191851,149760,93106,154970,59494,140301
201803,경부선,성환,19968,39580,77888,80836,49393,27159,22179,25242
201803,경부선,세류,42945,14561,45832,33835,21725,36929,10610,30233
201803,경부선,세마,26693,11392,34960,19715,16109,23130,6416,22525
201803,경부선,송탄,40695,19163,72045,47724,31476,45918,14261,42895
201803,경부선,수원,236312,208638,525707,657479,369981,423688,312909,252187
201803,경부선,신길,81462,57138,111348,68235,71925,66166,32310,58482
201803,경부선,신도림,27231,24882,40056,39590,28871,31541,16558,21004
201803,경부선,안양,223064,112180,338460,347520,180688,263817,143502,173865
201803,경부선,영등포,133774,239910,473009,718572,451663,396003,372114,175960
201803,경부선,오산,67976,55870,137509,105658,80226,85171,40181,68453
201803,경부선,오산대,24278,22338,47999,43519,26189,23589,8162,19562
201803,경부선,용산,67116,277333,400258,575302,399638,233447,306487,112314
201803,경부선,의왕,78794,65791,94393,69450,71815,70544,29181,60452
201803,경부선,지제,10823,21676,20937,18045,24379,12599,10953,9058
201803,경부선,직산,5264,8077,11574,10977,8194,6256,3161,5233
201803,경부선,진위,10459,17984,18523,11106,19339,8950,4584,8375
201803,경부선,천안,32182,30686,125737,120504,67173,52285,34082,36021
201803,경부선,평택,89896,61076,187298,182252,108477,124274,71652,82188
201803,경부선,화서,107523,28090,94929,69012,35274,87657,17543,69963
201802,경부선,가산디지털단지,31372,182254,88835,167982,174862,65922,76504,42914
201802,경부선,관악,71900,18137,81461,62725,31256,59362,14498,50996
201802,경부선,광명,11455,6555,21054,16228,14032,16047,6145,3825
201802,경부선,구로,87616,120300,181483,199668,149361,116109,73712,98397
201802,경부선,군포,39635,71918,57716,42414,58061,37164,24661,26394
201802,경부선,금정,187861,126612,249698,183400,144500,194802,83508,176271
201802,경부선,금천구청,89133,45118,112624,82671,52961,81899,21359,59847
201802,경부선,남영,31296,74081,87770,101112,84405,53761,44606,38945
201802,경부선,노량진,53722,55391,131800,124427,77369,90066,86522,56481
201802,경부선,당정,51841,28476,63967,42274,34999,45283,16149,45854
201802,경부선,대방,74545,92605,140682,122776,98626,83954,47473,68294
201802,경부선,독산,84287,139863,129544,129666,140574,88832,48225,71092
201802,경부선,두정,26872,16943,54879,55437,31818,33765,17071,32919
201802,경부선,명학,56031,78636,74895,67260,69359,48802,29795,41426
201802,경부선,병점,90120,49341,150694,107319,79745,102971,36043,105451
201802,경부선,서동탄,13883,4464,15134,10294,6733,10547,2439,9355
201802,경부선,서울역,20925,6156,76435,10223,36139,8462,35065,3851
201802,경부선,서정리,23683,19623,53392,39345,26768,28705,11109,29765
201802,경부선,석수,90143,34539,104490,69658,52940,73745,22292,63019
201802,경부선,성균관대,129496,33621,141896,105959,63954,118158,38132,107553
201802,경부선,성환,13931,18087,44088,35104,23509,20000,8563,18288
201802,경부선,세류,31367,11406,38891,28355,17943,28831,9145,24977
201802,경부선,세마,18100,8835,30172,16773,12801,17292,5054,17424
201802,경부선,송탄,27964,13732,60561,38850,23853,35795,11054,35453
201802,경부선,수원,165329,135042,420246,535329,281252,328225,250699,199388
201802,경부선,신길,63208,42527,93480,58568,56861,52030,24789,47007
201802,경부선,신도림,21330,19993,30119,30190,22885,23631,12599,16258
201802,경부선,안양,166168,49154,241488,230921,111698,200775,96780,136387
201802,경부선,영등포,104412,192921,413198,636366,390340,332979,326675,143774
201802,경부선,오산,43440,42817,116931,87261,64706,64794,32599,55830
201802,경부선,오산대,15135,9266,27907,20229,14855,16525,6165,15217
201802,경부선,용산,57464,228329,386685,549441,358930,218336,276509,102532
201802,경부선,의왕,58308,50607,78044,53875,55243,54597,22776,48014
201802,경부선,지제,6696,15930,16160,13835,19082,9391,8747,6869
201802,경부선,직산,3807,5955,9661,8469,6494,5041,2671,4327
201802,경부선,진위,6719,12987,14492,8882,14873,6745,3795,6459
201802,경부선,천안,22886,16380,89501,88310,37445,38909,22228,28932
201802,경부선,평택,54270,41923,149879,142992,79823,86195,55150,63676
201802,경부선,화서,76935,17448,76371,54518,27435,66589,13944,55756
201801,경부선,가산디지털단지,37592,221545,92418,183897,210550,73408,86895,47288
201801,경부선,관악,87395,20211,88778,67209,33425,69978,15215,58362
201801,경부선,광명,13597,7756,21279,16456,14786,17465,6309,4030
201801,경부선,구로,104715,144227,194905,223714,177406,134567,85416,108502
201801,경부선,군포,47346,88769,61081,47450,72286,42777,27789,29135
201801,경부선,금정,224770,152614,266215,196900,170248,226937,91409,195605
201801,경부선,금천구청,105721,52255,119659,86935,59006,92156,22758,65973
201801,경부선,남영,37400,86733,97224,117700,99438,62309,52311,43742
201801,경부선,노량진,63708,66122,144939,135028,88998,104854,98858,65078
201801,경부선,당정,62358,33318,69790,46475,40192,52472,18098,52248
201801,경부선,대방,90126,112259,157875,141352,118367,99781,56722,79096
201801,경부선,독산,101082,172412,135788,142983,171437,102808,58148,81431
201801,경부선,두정,31804,20659,58488,57631,35292,37481,18136,36502
201801,경부선,명학,66482,95133,81078,72730,83318,57889,33539,46536
201801,경부선,병점,105455,58895,154646,110473,89695,114428,38481,113097
201801,경부선,서동탄,16113,5696,15628,10042,7793,11201,2501,10334
201801,경부선,서울역,23278,6592,83606,10238,40896,8674,36658,3567
201801,경부선,서정리,28343,23983,55687,41017,30470,32154,12082,32860
201801,경부선,석수,107823,40447,113940,74765,60790,86365,25328,71003
201801,경부선,성균관대,154382,37969,149884,110615,70122,137442,41228,121416
201801,경부선,성환,15741,21122,43375,32877,25973,21789,8952,19744
201801,경부선,세류,37039,13502,40815,29481,19372,33032,9690,27506
201801,경부선,세마,20943,10966,33166,18259,14988,19645,5654,19507
201801,경부선,송탄,32430,15869,61683,40838,26306,38948,11494,36781
201801,경부선,수원,193387,154318,418301,530866,290189,347937,252958,207678
201801,경부선,신길,75632,49980,101001,62853,66280,61719,28251,53356
201801,경부선,신도림,25857,23745,32878,33189,27220,26737,14451,18155
201801,경부선,안양,197961,56471,253114,237093,118200,228888,102014,151308
201801,경부선,영등포,123912,229865,441147,685200,435888,360394,352227,156217
201801,경부선,오산,50109,51762,116595,90906,71899,69100,34860,57691
201801,경부선,오산대,17810,12310,28025,19471,17185,18463,6958,16680
201801,경부선,용산,62652,259139,395640,571534,394317,221807,293621,102713
201801,경부선,의왕,68861,60277,83203,58386,64700,62938,25557,53853
201801,경부선,지제,7258,19020,16797,14863,22325,10053,10276,7508
201801,경부선,직산,4238,7911,10495,9302,7835,5445,2876,4558
201801,경부선,진위,8422,16037,14953,10156,18374,7832,4524,7370
201801,경부선,천안,25908,18141,89726,90711,38483,40586,22315,28876
201801,경부선,평택,60326,48483,152057,145920,86405,92456,58579,65637
201801,경부선,화서,93470,19553,81214,57055,29928,77951,14596,64073
201712,경부선,가산디지털단지,38144,194632,102216,193076,188203,82346,85542,53056
201712,경부선,관악,84907,21312,101336,76641,38470,69963,18503,63417
201712,경부선,광명,12483,7690,23721,19230,16301,17679,6957,4410
201712,경부선,구로,106134,137670,221445,249895,175796,144448,95376,127171
201712,경부선,군포,48641,86243,68613,50846,68139,45289,30981,32611
201712,경부선,금정,223748,146588,300070,215649,170650,235547,100479,215401
201712,경부선,금천구청,107846,50505,135618,97430,60487,95413,24893,73010
201712,경부선,남영,37807,98064,118356,138913,101975,68872,62601,49656
201712,경부선,노량진,67077,55444,164133,160816,97381,119385,106016,76608
201712,경부선,당정,62223,35265,84429,60291,44381,54417,21817,57617
201712,경부선,대방,90938,104428,174893,148303,112180,105503,60504,88132
201712,경부선,독산,99975,156510,153833,149982,157929,104935,57968,89841
201712,경부선,두정,33373,28993,74842,84899,44521,42142,24006,41189
201712,경부선,명학,66697,92635,96462,91130,84032,57535,37171,51546
201712,경부선,병점,112868,62277,193203,147812,104402,123966,48135,128255
201712,경부선,서동탄,16418,6201,18453,11601,8910,11924,2836,11907
201712,경부선,서울역,21091,6549,85990,10911,44277,8760,36766,4482
201712,경부선,서정리,29055,29088,72337,52894,35485,34490,14053,35677
201712,경부선,석수,105904,41894,129877,84971,64611,87550,27541,77485
201712,경부선,성균관대,152700,45280,182605,135166,81163,138316,50416,131712
201712,경부선,성환,17709,27402,64709,54326,32826,24615,12009,23377
201712,경부선,세류,38464,13952,47209,33658,21418,35221,10668,30442
201712,경부선,세마,21195,11654,36417,19849,15283,20186,5926,19839
201712,경부선,송탄,34502,17324,71046,45220,28822,42717,13129,40991
201712,경부선,수원,201357,166844,505825,631512,331226,390960,288581,240698
201712,경부선,신길,75271,51927,113142,69667,67025,61366,31066,58600
201712,경부선,신도림,25453,23507,37315,38406,27611,28428,16193,21301
201712,경부선,안양,197017,74249,319122,314770,147947,240684,127267,168083
201712,경부선,영등포,123048,223070,499281,779224,468667,421987,413012,186786
201712,경부선,오산,56299,52807,138398,101442,77890,76654,38105,64508
201712,경부선,오산대,18971,15961,39962,34524,21797,20678,8336,18985
201712,경부선,용산,63960,258392,446572,646643,412614,256551,329808,126874
201712,경부선,의왕,70798,57581,93027,64788,63781,64329,25971,58463
201712,경부선,지제,7717,17924,18518,16033,21856,10437,9659,8050
201712,경부선,직산,4746,7545,12031,10824,7832,6054,3220,5377
201712,경부선,진위,9867,17994,19176,11721,18137,8515,4694,8236
201712,경부선,천안,28332,23313,117157,108600,52305,48176,29075,34333
201712,경부선,평택,71083,52078,179830,171421,98458,106616,67714,75759
201712,경부선,화서,94045,22588,94602,66838,33546,80936,17720,69409
201711,경부선,가산디지털단지,42331,222016,104484,200895,214120,86508,90824,52152
201711,경부선,관악,96911,23888,98408,75803,38686,76379,17642,62914
201711,경부선,광명,13542,8566,20992,16929,16078,17532,7038,4439
201711,경부선,구로,117855,150566,214826,242211,183200,148537,85378,119517
201711,경부선,군포,55328,92876,65720,49342,73047,47782,32039,32296
201711,경부선,금정,249729,163138,286018,210190,173304,246697,96386,209126
201711,경부선,금천구청,121919,54520,131347,95233,61227,104526,24125,72692
201711,경부선,남영,43258,105497,119620,136018,117938,64300,64431,44009
201711,경부선,노량진,76998,70155,156367,154587,97841,122678,112143,73086
201711,경부선,당정,72233,40097,83741,65857,48129,60237,23222,57979
201711,경부선,대방,104635,117432,175553,148502,119616,110560,57149,87753
201711,경부선,독산,114851,173280,149064,150082,169044,112483,59471,87995
201711,경부선,두정,38582,37859,76639,93601,49069,44684,26222,42767
201711,경부선,명학,75297,106560,97761,102089,96774,63733,43967,51517
201711,경부선,병점,130403,71569,187162,159922,115363,133581,50662,123369
201711,경부선,서동탄,18784,7145,16763,11305,9546,12679,3036,11349
201711,경부선,서울역,21251,7283,69727,9667,40059,9029,34219,3857
201711,경부선,서정리,34249,36115,70909,57752,44116,36413,13938,34547
201711,경부선,석수,122465,46920,128899,87379,68359,97338,28290,79267
201711,경부선,성균관대,172348,55441,178162,143994,88496,148197,51648,129575
201711,경부선,성환,19842,37322,74120,76980,46595,26016,18098,24298
201711,경부선,세류,44134,14826,44506,33577,21338,36654,10561,29955
201711,경부선,세마,24207,12389,34232,19866,15225,21247,5664,19699
201711,경부선,송탄,38760,18969,67729,43790,28620,43405,12506,40495
201711,경부선,수원,226852,198201,481328,604628,334222,403347,278964,224717
201711,경부선,신길,81962,62044,109530,67697,73836,65945,30995,56688
201711,경부선,신도림,30483,27357,39271,39238,29817,32856,16241,21749
201711,경부선,안양,222822,95849,314538,324015,158306,254164,127963,164937
201711,경부선,영등포,135060,249180,458210,676849,433547,389188,347997,167211
201711,경부선,오산,65198,56907,130915,102365,82740,79634,37603,62131
201711,경부선,오산대,22089,18223,41509,44645,25365,22006,8014,18440
201711,경부선,용산,68788,280327,397841,565248,400769,235688,305101,111082
201711,경부선,의왕,78567,65856,91752,67474,69164,68849,27551,57906
201711,경부선,지제,8772,18336,16948,15314,21299,10360,9563,7928
201711,경부선,직산,5374,8374,11278,11169,8494,6139,3168,5332
201711,경부선,진위,10700,19918,18577,11619,20427,9250,4627,8239
201711,경부선,천안,31696,28288,118830,113238,62685,49628,30740,34622
201711,경부선,평택,83268,59229,171321,168858,102332,115770,67451,74236
201711,경부선,화서,108396,26601,90375,66301,32685,89020,16431,68246
201710,경부선,가산디지털단지,36846,171419,102023,178165,171657,77236,74835,50009
201710,경부선,관악,81174,22190,99869,77316,38145,67932,17463,57369
201710,경부선,광명,10422,7496,21515,19314,15301,15215,7016,3703
201710,경부선,구로,100601,122585,214333,231414,154803,132817,79022,114780
201710,경부선,군포,47295,72589,68680,49392,59643,43620,27993,31826
201710,경부선,금정,208356,134135,294468,209185,152896,223309,89251,195634
201710,경부선,금천구청,102325,45399,134495,94818,54143,93900,23015,68672
