,사용일자,호선명,지하철역,승차총승객수,하차총승객수,승하차총승객수
0,2022-01-01,1호선,창동,1,0,1
1,2022-01-01,1호선,신설동,4939,4733,9672
2,2022-01-01,1호선,동대문,6486,6390,12876
3,2022-01-01,1호선,종로5가,7975,7922,15897
4,2022-01-01,1호선,서울역,18398,16926,35324
5,2022-01-01,1호선,동묘앞,7240,7366,14606
6,2022-01-01,1호선,시청,5604,5006,10610
7,2022-01-01,1호선,종각,9977,8864,18841
8,2022-01-01,1호선,종로3가,11017,9630,20647
9,2022-01-01,1호선,청량리,9400,9553,18953
10,2022-01-01,1호선,제기동,7244,7259,14503
11,2022-01-01,1호선,신창,606,603,1209
12,2022-01-01,1호선,온양온천,2469,2493,4962
13,2022-01-01,1호선,배방,577,558,1135
14,2022-01-01,1호선,탕정,197,180,377
15,2022-01-01,1호선,아산,1705,1503,3208
16,2022-01-01,1호선,쌍용,819,791,1610
17,2022-01-01,1호선,봉명,401,354,755
18,2022-01-01,1호선,도화,1894,1826,3720
19,2022-01-01,1호선,중동,3811,3747,7558
20,2022-01-01,1호선,온수,2784,2648,5432
21,2022-01-01,1호선,도원,1306,1401,2707
22,2022-01-01,1호선,간석,2500,2449,4949
23,2022-01-01,1호선,부개,3717,3559,7276
24,2022-01-01,1호선,소사,3831,3896,7727
25,2022-01-01,1호선,구일,2408,2385,4793
26,2022-01-01,1호선,인천,3511,2837,6348
27,2022-01-01,1호선,동인천,7494,7323,14817
28,2022-01-01,1호선,제물포,4285,4358,8643
29,2022-01-01,1호선,주안,9520,8463,17983
30,2022-01-01,1호선,동암,7406,7824,15230
31,2022-01-01,1호선,백운,3037,3105,6142
32,2022-01-01,1호선,부평,19542,21240,40782
33,2022-01-01,1호선,송내,9835,9716,19551
34,2022-01-01,1호선,부천,18252,18977,37229
35,2022-01-01,1호선,역곡,11594,11696,23290
36,2022-01-01,1호선,오류동,5400,5191,10591
37,2022-01-01,1호선,개봉,8815,9030,17845
38,2022-01-01,1호선,소요산,2218,1982,4200
39,2022-01-01,1호선,동두천,959,1154,2113
40,2022-01-01,1호선,보산,883,991,1874
41,2022-01-01,1호선,동두천중앙,1617,1626,3243
42,2022-01-01,1호선,지행,3454,3406,6860
43,2022-01-01,1호선,덕정,2668,2576,5244
44,2022-01-01,1호선,덕계,1203,1182,2385
45,2022-01-01,1호선,양주,3605,3514,7119
46,2022-01-01,1호선,녹양,2000,2031,4031
47,2022-01-01,1호선,가능,2996,2855,5851
48,2022-01-01,1호선,의정부,10507,10890,21397
49,2022-01-01,1호선,회룡,5162,5301,10463
50,2022-01-01,1호선,망월사,3245,3429,6674
51,2022-01-01,1호선,도봉산,5421,3866,9287
52,2022-01-01,1호선,도봉,2638,2480,5118
53,2022-01-01,1호선,방학,4376,4204,8580
54,2022-01-01,1호선,녹천,1934,1633,3567
55,2022-01-01,1호선,월계,2796,2675,5471
56,2022-01-01,1호선,광운대,3040,3166,6206
57,2022-01-01,1호선,석계,3821,4189,8010
58,2022-01-01,1호선,신이문,3480,3310,6790
59,2022-01-01,1호선,외대앞,3374,3345,6719
60,2022-01-01,1호선,청량리,9450,9171,18621
61,2022-01-01,1호선,왕십리,7197,8126,15323
62,2022-01-01,1호선,응봉,876,794,1670
63,2022-01-01,1호선,옥수,28,28,56
64,2022-01-01,1호선,한남,1487,1363,2850
65,2022-01-01,1호선,서빙고,750,695,1445
66,2022-01-01,1호선,이촌,1274,1053,2327
67,2022-01-01,1호선,광명,1527,1276,2803
68,2022-01-01,1호선,서동탄,502,526,1028
69,2022-01-01,1호선,당정,2205,2137,4342
70,2022-01-01,1호선,천안,3883,4082,7965
71,2022-01-01,1호선,두정,2964,2944,5908
72,2022-01-01,1호선,직산,395,364,759
73,2022-01-01,1호선,성환,1878,1795,3673
74,2022-01-01,1호선,평택,8433,8221,16654
75,2022-01-01,1호선,평택지제,1715,1621,3336
76,2022-01-01,1호선,서정리,3572,3493,7065
77,2022-01-01,1호선,송탄,2889,2713,5602
78,2022-01-01,1호선,진위,627,568,1195
79,2022-01-01,1호선,오산,6174,6117,12291
80,2022-01-01,1호선,오산대,1757,1558,3315
81,2022-01-01,1호선,세마,1243,1182,2425
82,2022-01-01,1호선,병점,7334,7617,14951
83,2022-01-01,1호선,세류,1498,1549,3047
84,2022-01-01,1호선,독산,4704,4655,9359
85,2022-01-01,1호선,수원,24644,25858,50502
86,2022-01-01,1호선,화서,2910,2947,5857
87,2022-01-01,1호선,성균관대,5914,6247,12161
88,2022-01-01,1호선,의왕,3292,3300,6592
89,2022-01-01,1호선,군포,2476,2230,4706
90,2022-01-01,1호선,금정,10218,10393,20611
91,2022-01-01,1호선,명학,2482,2353,4835
92,2022-01-01,1호선,안양,10329,10440,20769
93,2022-01-01,1호선,관악,3254,3061,6315
94,2022-01-01,1호선,석수,3675,3478,7153
95,2022-01-01,1호선,금천구청,4596,4650,9246
96,2022-01-01,1호선,가산디지털단지,3643,5070,8713
97,2022-01-01,1호선,구로,7339,7617,14956
98,2022-01-01,1호선,신길,3252,2893,6145
99,2022-01-01,1호선,신도림,1490,1275,2765
100,2022-01-01,1호선,영등포,24257,24411,48668
101,2022-01-01,1호선,대방,4284,4259,8543
102,2022-01-01,1호선,노량진,5028,4908,9936
103,2022-01-01,1호선,용산,22345,22394,44739
104,2022-01-01,1호선,남영,3089,3046,6135
105,2022-01-01,1호선,서울역,3983,1105,5088
106,2022-01-02,1호선,청량리,10719,10816,21535
107,2022-01-02,1호선,제기동,7793,8559,16352
108,2022-01-02,1호선,신설동,5989,6218,12207
109,2022-01-02,1호선,종로5가,7065,7156,14221
110,2022-01-02,1호선,종로3가,11357,10036,21393
111,2022-01-02,1호선,종각,10056,8862,18918
112,2022-01-02,1호선,시청,5933,5744,11677
113,2022-01-02,1호선,동묘앞,10028,10292,20320
114,2022-01-02,1호선,서울역,26464,20031,46495
115,2022-01-02,1호선,동대문,7925,7654,15579
116,2022-01-02,1호선,신창,709,864,1573
117,2022-01-02,1호선,온양온천,2973,2960,5933
118,2022-01-02,1호선,배방,634,706,1340
119,2022-01-02,1호선,탕정,229,282,511
120,2022-01-02,1호선,아산,3102,1797,4899
121,2022-01-02,1호선,쌍용,1021,983,2004
122,2022-01-02,1호선,봉명,439,443,882
123,2022-01-02,1호선,도화,2108,1959,4067
124,2022-01-02,1호선,중동,4264,3989,8253
125,2022-01-02,1호선,온수,3014,2883,5897
126,2022-01-02,1호선,도원,1322,1328,2650
127,2022-01-02,1호선,간석,2806,2670,5476
128,2022-01-02,1호선,부개,4052,3840,7892
129,2022-01-02,1호선,소사,4246,3986,8232
130,2022-01-02,1호선,구일,2605,2624,5229
131,2022-01-02,1호선,인천,3053,2451,5504
132,2022-01-02,1호선,동인천,8117,7665,15782
133,2022-01-02,1호선,제물포,4641,4373,9014
134,2022-01-02,1호선,주안,9878,8635,18513
135,2022-01-02,1호선,동암,8331,8074,16405
136,2022-01-02,1호선,백운,3332,3209,6541
137,2022-01-02,1호선,부평,20403,20198,40601
138,2022-01-02,1호선,송내,10961,10437,21398
139,2022-01-02,1호선,부천,19755,19126,38881
140,2022-01-02,1호선,역곡,12503,12243,24746
141,2022-01-02,1호선,오류동,6108,5888,11996
142,2022-01-02,1호선,개봉,9742,9885,19627
143,2022-01-02,1호선,소요산,2820,2301,5121
144,2022-01-02,1호선,동두천,1068,1252,2320
145,2022-01-02,1호선,보산,980,1151,2131
146,2022-01-02,1호선,동두천중앙,1754,1608,3362
147,2022-01-02,1호선,지행,3703,3680,7383
148,2022-01-02,1호선,덕정,2802,3050,5852
149,2022-01-02,1호선,덕계,1496,1361,2857
150,2022-01-02,1호선,양주,4171,4007,8178
151,2022-01-02,1호선,녹양,2261,2092,4353
152,2022-01-02,1호선,가능,3229,3049,6278
153,2022-01-02,1호선,의정부,12496,12549,25045
154,2022-01-02,1호선,회룡,6390,6138,12528
155,2022-01-02,1호선,망월사,3655,3810,7465
156,2022-01-02,1호선,도봉산,6606,4567,11173
157,2022-01-02,1호선,도봉,2954,2799,5753
158,2022-01-02,1호선,방학,5070,4958,10028
159,2022-01-02,1호선,녹천,2185,1839,4024
160,2022-01-02,1호선,월계,3132,3031,6163
161,2022-01-02,1호선,광운대,3441,3578,7019
162,2022-01-02,1호선,석계,4167,4521,8688
163,2022-01-02,1호선,신이문,3898,3737,7635
164,2022-01-02,1호선,외대앞,3648,3950,7598
165,2022-01-02,1호선,청량리,13206,10555,23761
166,2022-01-02,1호선,왕십리,8462,9540,18002
167,2022-01-02,1호선,응봉,824,797,1621
168,2022-01-02,1호선,옥수,74,17,91
169,2022-01-02,1호선,한남,1549,1559,3108
170,2022-01-02,1호선,서빙고,1105,1194,2299
171,2022-01-02,1호선,이촌,1901,1506,3407
172,2022-01-02,1호선,광명,2595,1546,4141
173,2022-01-02,1호선,서동탄,649,679,1328
174,2022-01-02,1호선,당정,2616,2553,5169
175,2022-01-02,1호선,천안,5021,4792,9813
