사용월,호선명,지하철역,승차총승객수,하차총승객수,총 승차인원,총 하차인원
202203,8호선,천호,13293,15144,13293,15144
202203,8호선,가락시장,7303,7917,7303,7917
202203,8호선,강동구청,9886,10273,9886,10273
202203,8호선,남위례,4481,4634,4481,4634
202203,8호선,남한산성입구,15293,14268,15293,14268
202203,8호선,단대오거리,11070,10482,11070,10482
202203,8호선,모란,6345,4984,6345,4984
202203,8호선,몽촌토성,5584,5707,5584,5707
202203,8호선,문정,20856,22006,20856,22006
202203,8호선,복정,9622,8111,9622,8111
202203,8호선,산성,5331,5368,5331,5368
202203,8호선,석촌,7290,8252,7290,8252
202203,8호선,송파,7148,7117,7148,7117
202203,8호선,수진,5228,4823,5228,4823
202203,8호선,신흥,3937,4188,3937,4188
202203,8호선,암사,17779,15825,17779,15825
202203,8호선,잠실,12228,14146,12228,14146
202203,8호선,장지,16159,15723,16159,15723
202203,8호선,천호,13659,15451,13659,15451
202203,8호선,가락시장,7151,7906,7151,7906
202203,8호선,강동구청,9818,10120,9818,10120
202203,8호선,남위례,4408,4616,4408,4616
202203,8호선,남한산성입구,14492,13604,14492,13604
202203,8호선,단대오거리,10572,10122,10572,10122
202203,8호선,모란,4102,3118,4102,3118
202203,8호선,몽촌토성,5470,5525,5470,5525
202203,8호선,문정,20979,22001,20979,22001
202203,8호선,복정,9319,7916,9319,7916
202203,8호선,산성,5076,5089,5076,5089
202203,8호선,석촌,6983,8018,6983,8018
202203,8호선,송파,7046,7209,7046,7209
202203,8호선,수진,5051,4645,5051,4645
202203,8호선,신흥,3833,4164,3833,4164
202203,8호선,암사,17459,15578,17459,15578
202203,8호선,잠실,11837,13947,11837,13947
202203,8호선,장지,16121,15537,16121,15537
202203,8호선,천호,13243,15191,13243,15191
202203,8호선,가락시장,7427,8178,7427,8178
202203,8호선,강동구청,9876,10240,9876,10240
202203,8호선,남위례,4551,4720,4551,4720
202203,8호선,남한산성입구,14662,13691,14662,13691
202203,8호선,단대오거리,10716,10193,10716,10193
202203,8호선,모란,4198,3393,4198,3393
202203,8호선,몽촌토성,5652,5786,5652,5786
202203,8호선,문정,20827,21977,20827,21977
202203,8호선,복정,9512,8047,9512,8047
202203,8호선,산성,5261,5187,5261,5187
202203,8호선,석촌,7258,8308,7258,8308
202203,8호선,송파,7403,7500,7403,7500
202203,8호선,수진,5011,4682,5011,4682
202203,8호선,신흥,3908,4227,3908,4227
202203,8호선,암사,17767,15704,17767,15704
202203,8호선,잠실,12476,14353,12476,14353
202203,8호선,장지,16082,15627,16082,15627
202203,8호선,천호,13826,15730,13826,15730
202204,8호선,가락시장,7516,8321,7516,8321
202204,8호선,강동구청,10257,10332,10257,10332
202204,8호선,남위례,4658,4795,4658,4795
202204,8호선,남한산성입구,14833,13211,14833,13211
202204,8호선,단대오거리,11128,10282,11128,10282
202204,8호선,모란,4490,3792,4490,3792
202204,8호선,몽촌토성,5977,6110,5977,6110
202204,8호선,문정,21016,22003,21016,22003
202204,8호선,복정,9660,8074,9660,8074
202204,8호선,산성,5358,5260,5358,5260
202204,8호선,석촌,7711,9041,7711,9041
202204,8호선,송파,7754,7598,7754,7598
202204,8호선,수진,5336,4788,5336,4788
202204,8호선,신흥,4055,4378,4055,4378
202204,8호선,암사,18128,15953,18128,15953
202204,8호선,잠실,14090,16426,14090,16426
202204,8호선,장지,16979,16116,16979,16116
202204,8호선,천호,14462,17016,14462,17016
202204,8호선,가락시장,5315,5483,5315,5483
202204,8호선,강동구청,5739,5816,5739,5816
202204,8호선,남위례,2969,3113,2969,3113
202204,8호선,남한산성입구,8906,7964,8906,7964
202204,8호선,단대오거리,7439,6869,7439,6869
202204,8호선,모란,3779,3320,3779,3320
202204,8호선,몽촌토성,4768,4639,4768,4639
202204,8호선,문정,8299,8256,8299,8256
202204,8호선,복정,5831,5061,5831,5061
202204,8호선,산성,4104,4121,4104,4121
202204,8호선,석촌,6302,8346,6302,8346
202204,8호선,송파,5386,5370,5386,5370
202204,8호선,수진,4160,3670,4160,3670
202204,8호선,신흥,3388,3596,3388,3596
202204,8호선,암사,11877,10784,11877,10784
202204,8호선,잠실,14450,16018,14450,16018
202204,8호선,장지,11485,10649,11485,10649
202204,8호선,천호,11244,13367,11244,13367
202204,8호선,가락시장,2967,3748,2967,3748
202204,8호선,강동구청,4232,4325,4232,4325
202204,8호선,남위례,2258,2271,2258,2271
202204,8호선,남한산성입구,6596,6214,6596,6214
202204,8호선,단대오거리,5330,5273,5330,5273
202204,8호선,모란,2623,2230,2623,2230
202204,8호선,몽촌토성,3652,3536,3652,3536
202204,8호선,문정,5399,5679,5399,5679
202204,8호선,복정,4252,3930,4252,3930
202204,8호선,산성,2935,3131,2935,3131
202204,8호선,석촌,4567,6226,4567,6226
202204,8호선,송파,3525,3634,3525,3634
202204,8호선,수진,2980,2646,2980,2646
202204,8호선,신흥,2464,2690,2464,2690
202204,8호선,암사,8386,8016,8386,8016
202204,8호선,잠실,11559,12496,11559,12496
202204,8호선,장지,8295,8690,8295,8690
202204,8호선,천호,8419,9667,8419,9667
202204,8호선,가락시장,7391,8171,7391,8171
202204,8호선,강동구청,10013,10339,10013,10339
202204,8호선,남위례,4573,4760,4573,4760
202204,8호선,남한산성입구,15215,14313,15215,14313
202204,8호선,단대오거리,11326,10587,11326,10587
202204,8호선,모란,6480,5160,6480,5160
202204,8호선,몽촌토성,5833,5829,5833,5829
202204,8호선,문정,21532,22577,21532,22577
202204,8호선,복정,9450,7983,9450,7983
202204,8호선,산성,5353,5390,5353,5390
202204,8호선,석촌,7678,8807,7678,8807
202204,8호선,송파,7758,7767,7758,7767
202204,8호선,수진,5355,5051,5355,5051
202204,8호선,신흥,4122,4450,4122,4450
202204,8호선,암사,18166,16064,18166,16064
202204,8호선,잠실,13207,15393,13207,15393
202204,8호선,장지,16175,15614,16175,15614
202204,8호선,천호,13542,15444,13542,15444
202204,8호선,가락시장,7452,8280,7452,8280
202204,8호선,강동구청,10064,10385,10064,10385
202204,8호선,남위례,4716,4966,4716,4966
202204,8호선,남한산성입구,15621,14353,15621,14353
202204,8호선,단대오거리,10995,10495,10995,10495
202204,8호선,모란,4298,3448,4298,3448
202204,8호선,몽촌토성,5933,5975,5933,5975
202204,8호선,문정,21615,22867,21615,22867
202204,8호선,복정,10004,8313,10004,8313
202204,8호선,산성,5360,5329,5360,5329
202204,8호선,석촌,7631,9196,7631,9196
202204,8호선,송파,7783,7645,7783,7645
202204,8호선,수진,5192,4729,5192,4729
202204,8호선,신흥,3897,4272,3897,4272
202204,8호선,암사,18588,16324,18588,16324
202204,8호선,잠실,13821,16050,13821,16050
202204,8호선,장지,16476,15788,16476,15788
202204,8호선,천호,14003,16000,14003,16000
202204,8호선,가락시장,7495,8337,7495,8337
202204,8호선,강동구청,10357,10590,10357,10590
202204,8호선,남위례,4755,4935,4755,4935
202204,8호선,남한산성입구,15383,14142,15383,14142
202204,8호선,단대오거리,11381,10662,11381,10662
202204,8호선,모란,4413,3411,4413,3411
202204,8호선,몽촌토성,6026,6069,6026,6069
202204,8호선,문정,21678,22758,21678,22758
202204,8호선,복정,9901,8286,9901,8286
202204,8호선,산성,5406,5394,5406,5394
202204,8호선,석촌,8034,9782,8034,9782
202204,8호선,송파,7965,7793,7965,7793
202204,8호선,수진,5285,4891,5285,4891
202204,8호선,신흥,4057,4433,4057,4433
202204,8호선,암사,18534,16248,18534,16248
202204,8호선,잠실,14609,17192,14609,17192
202204,8호선,장지,17148,16404,17148,16404
202204,8호선,천호,14188,16156,14188,16156
202204,8호선,가락시장,7634,8594,7634,8594
202204,8호선,강동구청,10323,10708,10323,10708
202204,8호선,남위례,4800,5008,4800,5008
202204,8호선,남한산성입구,15357,14215,15357,14215
202204,8호선,단대오거리,11254,10543,11254,10543
202204,8호선,모란,4395,3428,4395,3428
202204,8호선,몽촌토성,6362,6343,6362,6343
202204,8호선,문정,21776,22844,21776,22844
202204,8호선,복정,10101,8453,10101,8453
202204,8호선,산성,5413,5404,5413,5404
202204,8호선,석촌,8293,10276,8293,10276
202204,8호선,송파,8083,7846,8083,7846
202204,8호선,수진,5335,4917,5335,4917
202204,8호선,신흥,3977,4346,3977,4346
202204,8호선,암사,18743,16555,18743,16555
202204,8호선,잠실,15854,18069,15854,18069
202204,8호선,장지,17015,16338,17015,16338
202204,8호선,천호,14161,16157,14161,16157
202204,8호선,가락시장,8079,9134,8079,9134
202204,8호선,강동구청,10566,10590,10566,10590
202204,8호선,남위례,4942,5132,4942,5132
202204,8호선,남한산성입구,15533,13783,15533,13783
202204,8호선,단대오거리,11498,10561,11498,10561
202204,8호선,모란,4628,3790,4628,3790
202204,8호선,몽촌토성,6638,6594,6638,6594
202204,8호선,문정,21876,22855,21876,22855
202204,8호선,복정,10133,8351,10133,8351
202204,8호선,산성,5536,5348,5536,5348
202204,8호선,석촌,9300,12074,9300,12074
202204,8호선,송파,8181,8005,8181,8005
202204,8호선,수진,5476,5090,5476,5090
202204,8호선,신흥,4290,4548,4290,4548
202204,8호선,암사,19168,16603,19168,16603
202204,8호선,잠실,18383,21756,18383,21756
202204,8호선,장지,17834,16928,17834,16928
202204,8호선,천호,15039,17676,15039,17676
202204,8호선,가락시장,5872,6252,5872,6252
202204,8호선,강동구청,6633,6539,6633,6539
202204,8호선,남위례,3491,3778,3491,3778
202204,8호선,남한산성입구,10137,8838,10137,8838
202204,8호선,단대오거리,8326,7756,8326,7756
202204,8호선,모란,6470,5738,6470,5738
202204,8호선,몽촌토성,6592,5754,6592,5754
202204,8호선,문정,9307,9402,9307,9402
202204,8호선,복정,6750,5637,6750,5637
202204,8호선,산성,4446,4433,4446,4433
202204,8호선,석촌,10038,14568,10038,14568
202204,8호선,송파,6241,5926,6241,5926
202204,8호선,수진,4487,3865,4487,3865
202204,8호선,신흥,3750,3878,3750,3878
202204,8호선,암사,13154,11789,13154,11789
202204,8호선,잠실,22933,26129,22933,26129
202204,8호선,장지,13198,12133,13198,12133
202204,8호선,천호,12853,15392,12853,15392
202204,8호선,가락시장,3390,4175,3390,4175
202204,8호선,강동구청,4909,4754,4909,4754
202204,8호선,남위례,2674,2771,2674,2771
202204,8호선,남한산성입구,7581,6954,7581,6954
202204,8호선,단대오거리,6213,6045,6213,6045
202204,8호선,모란,3138,2748,3138,2748
202204,8호선,몽촌토성,4997,4687,4997,4687
202204,8호선,문정,6055,6502,6055,6502
202204,8호선,복정,4969,4659,4969,4659
202204,8호선,산성,3566,3696,3566,3696
202204,8호선,석촌,7157,11008,7157,11008
202204,8호선,송파,4066,4011,4066,4011
202204,8호선,수진,3330,3048,3330,3048
202204,8호선,신흥,2770,2961,2770,2961
202204,8호선,암사,9599,9020,9599,9020
202204,8호선,잠실,17985,19454,17985,19454
202204,8호선,장지,9732,9983,9732,9983
202204,8호선,천호,9396,10845,9396,10845
202204,8호선,가락시장,7558,8197,7558,8197
202204,8호선,강동구청,10321,10605,10321,10605
202204,8호선,남위례,4659,4949,4659,4949
202204,8호선,남한산성입구,15512,14529,15512,14529
202204,8호선,단대오거리,11448,10908,11448,10908
202204,8호선,모란,4580,3557,4580,3557
202204,8호선,몽촌토성,6337,6270,6337,6270
202204,8호선,문정,21692,22938,21692,22938
202204,8호선,복정,9869,8177,9869,8177
202204,8호선,산성,5456,5558,5456,5558
202204,8호선,석촌,8497,10503,8497,10503
202204,8호선,송파,8033,7863,8033,7863
202204,8호선,수진,5446,4964,5446,4964
202204,8호선,신흥,4125,4451,4125,4451
202204,8호선,암사,18682,16415,18682,16415
202204,8호선,잠실,15614,18408,15614,18408
202204,8호선,장지,16660,16133,16660,16133
202204,8호선,천호,14049,16001,14049,16001
202204,8호선,가락시장,7758,8595,7758,8595
202204,8호선,강동구청,10353,10686,10353,10686
202204,8호선,남위례,4899,5032,4899,5032
202204,8호선,남한산성입구,15666,14544,15666,14544
202204,8호선,단대오거리,11223,10578,11223,10578
202204,8호선,모란,4368,3526,4368,3526
202204,8호선,몽촌토성,6202,6380,6202,6380
202204,8호선,문정,22054,23246,22054,23246
202204,8호선,복정,10331,8680,10331,8680
202204,8호선,산성,5667,5650,5667,5650
202204,8호선,석촌,8095,9719,8095,9719
202204,8호선,송파,8148,8186,8148,8186
202204,8호선,수진,5337,4889,5337,4889
202204,8호선,신흥,4064,4323,4064,4323
202204,8호선,암사,18998,16894,18998,16894
202204,8호선,잠실,14257,16661,14257,16661
202204,8호선,장지,17162,16462,17162,16462
202204,8호선,천호,14273,16372,14273,16372
202204,8호선,가락시장,7511,8308,7511,8308
202204,8호선,강동구청,10340,10618,10340,10618
202204,8호선,남위례,4711,4852,4711,4852
202204,8호선,남한산성입구,15201,14140,15201,14140
202204,8호선,단대오거리,10950,10582,10950,10582
202204,8호선,모란,4128,3226,4128,3226
202204,8호선,몽촌토성,5888,5921,5888,5921
202204,8호선,문정,22258,23576,22258,23576
202204,8호선,복정,9971,8298,9971,8298
202204,8호선,산성,5333,5358,5333,5358
202204,8호선,석촌,7671,8678,7671,8678
202204,8호선,송파,8295,8129,8295,8129
202204,8호선,수진,5110,4777,5110,4777
202204,8호선,신흥,4015,4236,4015,4236
202204,8호선,암사,18623,16445,18623,16445
202204,8호선,잠실,13247,15532,13247,15532
202204,8호선,장지,17152,16342,17152,16342
202204,8호선,천호,14021,16061,14021,16061
202204,8호선,가락시장,7747,8607,7747,8607
202204,8호선,강동구청,10537,10808,10537,10808
202204,8호선,남위례,4895,5048,4895,5048
202204,8호선,남한산성입구,15509,14332,15509,14332
202204,8호선,단대오거리,11431,10818,11431,10818
202204,8호선,모란,6282,4985,6282,4985
202204,8호선,몽촌토성,5934,6086,5934,6086
202204,8호선,문정,22014,23360,22014,23360
202204,8호선,복정,10284,8617,10284,8617
202204,8호선,산성,5490,5464,5490,5464
202204,8호선,석촌,7823,8869,7823,8869
202204,8호선,송파,8215,8059,8215,8059
202204,8호선,수진,5530,4980,5530,4980
202204,8호선,신흥,4151,4456,4151,4456
202204,8호선,암사,18986,16523,18986,16523
202204,8호선,잠실,13441,15954,13441,15954
202204,8호선,장지,17268,16464,17268,16464
202204,8호선,천호,14502,16555,14502,16555
202204,8호선,가락시장,8125,9166,8125,9166
202204,8호선,강동구청,10500,10566,10500,10566
202204,8호선,남위례,5142,5318,5142,5318
202204,8호선,남한산성입구,15660,13734,15660,13734
202204,8호선,단대오거리,11539,10658,11539,10658
202204,8호선,모란,4584,3871,4584,3871
202204,8호선,몽촌토성,6400,6442,6400,6442
202204,8호선,문정,21924,22746,21924,22746
202204,8호선,복정,10337,8543,10337,8543
202204,8호선,산성,5605,5442,5605,5442
202204,8호선,석촌,8010,9487,8010,9487
202204,8호선,송파,8471,8108,8471,8108
202204,8호선,수진,5552,5003,5552,5003
202204,8호선,신흥,4296,4565,4296,4565
202204,8호선,암사,19423,16673,19423,16673
202204,8호선,잠실,14707,17697,14707,17697
202204,8호선,장지,17516,16444,17516,16444
202204,8호선,천호,15307,18019,15307,18019
202204,8호선,가락시장,5527,5863,5527,5863
202204,8호선,강동구청,6181,6009,6181,6009
202204,8호선,남위례,3486,3560,3486,3560
202204,8호선,남한산성입구,9439,8369,9439,8369
202204,8호선,단대오거리,7698,6988,7698,6988
202204,8호선,모란,3802,3347,3802,3347
202204,8호선,몽촌토성,5005,4951,5005,4951
202204,8호선,문정,8798,8770,8798,8770
202204,8호선,복정,6409,5353,6409,5353
202204,8호선,산성,4278,4252,4278,4252
202204,8호선,석촌,6079,7822,6079,7822
202204,8호선,송파,5602,5422,5602,5422
202204,8호선,수진,4255,3718,4255,3718
202204,8호선,신흥,3511,3720,3511,3720
202204,8호선,암사,12531,11391,12531,11391
202204,8호선,잠실,13818,16025,13818,16025
202204,8호선,장지,11996,11012,11996,11012
202204,8호선,천호,12039,14146,12039,14146
202204,8호선,가락시장,3238,4077,3238,4077
202204,8호선,강동구청,4420,4551,4420,4551
202204,8호선,남위례,2323,2601,2323,2601
202204,8호선,남한산성입구,6919,6393,6919,6393
202204,8호선,단대오거리,5599,5444,5599,5444
202204,8호선,모란,2680,2270,2680,2270
202204,8호선,몽촌토성,3668,3683,3668,3683
202204,8호선,문정,5687,6042,5687,6042
202204,8호선,복정,4886,4627,4886,4627
202204,8호선,산성,3105,3337,3105,3337
202204,8호선,석촌,4182,5399,4182,5399
202204,8호선,송파,3877,3988,3877,3988
202204,8호선,수진,3053,2717,3053,2717
202204,8호선,신흥,2564,2694,2564,2694
202204,8호선,암사,8971,8410,8971,8410
202204,8호선,잠실,10205,11447,10205,11447
202204,8호선,장지,8773,8857,8773,8857
202204,8호선,천호,8793,9767,8793,9767
202204,8호선,가락시장,7531,8471,7531,8471
202204,8호선,강동구청,10465,10725,10465,10725
202204,8호선,남위례,4849,5084,4849,5084
202204,8호선,남한산성입구,15461,14391,15461,14391
202204,8호선,단대오거리,11222,10723,11222,10723
202204,8호선,모란,4457,3508,4457,3508
202204,8호선,몽촌토성,6136,6213,6136,6213
202204,8호선,문정,22174,23552,22174,23552
202204,8호선,복정,9802,8292,9802,8292
202204,8호선,산성,5438,5506,5438,5506
202204,8호선,석촌,7571,8600,7571,8600
202204,8호선,송파,8170,7977,8170,7977
202204,8호선,수진,5378,5032,5378,5032
202204,8호선,신흥,4178,4576,4178,4576
202204,8호선,암사,18980,16671,18980,16671
202204,8호선,잠실,12609,14993,12609,14993
202204,8호선,장지,16745,16108,16745,16108
202204,8호선,천호,13946,15772,13946,15772
202204,8호선,가락시장,7833,8713,7833,8713
202204,8호선,강동구청,10524,10867,10524,10867
202204,8호선,남위례,5186,5297,5186,5297
202204,8호선,남한산성입구,16496,15209,16496,15209
202204,8호선,단대오거리,11747,11053,11747,11053
202204,8호선,모란,6778,5494,6778,5494
202204,8호선,몽촌토성,6376,6415,6376,6415
202204,8호선,문정,22645,23841,22645,23841
202204,8호선,복정,10624,8937,10624,8937
202204,8호선,산성,5775,5806,5775,5806
202204,8호선,석촌,7856,8899,7856,8899
202204,8호선,송파,8492,8230,8492,8230
202204,8호선,수진,5557,5110,5557,5110
202204,8호선,신흥,4177,4426,4177,4426
202204,8호선,암사,19585,17279,19585,17279
202204,8호선,잠실,13418,15969,13418,15969
202204,8호선,장지,17679,16824,17679,16824
202204,8호선,천호,14866,17066,14866,17066
202204,8호선,가락시장,7863,8782,7863,8782
202204,8호선,강동구청,10599,10944,10599,10944
202204,8호선,남위례,5158,5256,5158,5256
202204,8호선,남한산성입구,16043,14785,16043,14785
202204,8호선,단대오거리,11645,11119,11645,11119
202204,8호선,모란,4511,3646,4511,3646
202204,8호선,몽촌토성,6282,6356,6282,6356
202204,8호선,문정,22478,24001,22478,24001
202204,8호선,복정,10449,8799,10449,8799
202204,8호선,산성,5698,5664,5698,5664
202204,8호선,석촌,7956,9040,7956,9040
202204,8호선,송파,8574,8358,8574,8358
202204,8호선,수진,5454,5029,5454,5029
202204,8호선,신흥,4223,4503,4223,4503
202204,8호선,암사,19640,17214,19640,17214
202204,8호선,잠실,13474,16234,13474,16234
202204,8호선,장지,18220,17535,18220,17535
202204,8호선,천호,14748,16818,14748,16818
202204,8호선,가락시장,8051,9082,8051,9082
202204,8호선,강동구청,10660,10919,10660,10919
202204,8호선,남위례,5188,5284,5188,5284
202204,8호선,남한산성입구,15874,14598,15874,14598
202204,8호선,단대오거리,11425,10838,11425,10838
202204,8호선,모란,4581,3601,4581,3601
202204,8호선,몽촌토성,6170,6248,6170,6248
202204,8호선,문정,22452,23742,22452,23742
202204,8호선,복정,10533,8818,10533,8818
202204,8호선,산성,5723,5669,5723,5669
202204,8호선,석촌,7807,8976,7807,8976
202204,8호선,송파,8285,7952,8285,7952
202204,8호선,수진,5453,4981,5453,4981
202204,8호선,신흥,4245,4571,4245,4571
202204,8호선,암사,19715,17031,19715,17031
202204,8호선,잠실,13648,16574,13648,16574
202204,8호선,장지,17763,16733,17763,16733
202204,8호선,천호,14933,17068,14933,17068
202204,8호선,가락시장,7980,9057,7980,9057
202204,8호선,강동구청,10730,10909,10730,10909
202204,8호선,남위례,5161,5306,5161,5306
202204,8호선,남한산성입구,15425,13561,15425,13561
202204,8호선,단대오거리,11590,10576,11590,10576
202204,8호선,모란,4473,3807,4473,3807
202204,8호선,몽촌토성,6296,6307,6296,6307
202204,8호선,문정,22404,23366,22404,23366
202204,8호선,복정,10463,8480,10463,8480
202204,8호선,산성,5426,5365,5426,5365
202204,8호선,석촌,7856,9381,7856,9381
202204,8호선,송파,8459,8316,8459,8316
202204,8호선,수진,5481,5005,5481,5005
202204,8호선,신흥,4335,4507,4335,4507
202204,8호선,암사,19469,16903,19469,16903
202204,8호선,잠실,13800,17051,13800,17051
202204,8호선,장지,17808,16656,17808,16656
202204,8호선,천호,15131,18006,15131,18006
202204,8호선,가락시장,5472,5744,5472,5744
202204,8호선,강동구청,6165,6018,6165,6018
202204,8호선,남위례,3486,3443,3486,3443
202204,8호선,남한산성입구,9681,8296,9681,8296
202204,8호선,단대오거리,7989,7244,7989,7244
202204,8호선,모란,3750,3336,3750,3336
202204,8호선,몽촌토성,4916,5034,4916,5034
202204,8호선,문정,8734,8728,8734,8728
202204,8호선,복정,6439,5415,6439,5415
202204,8호선,산성,4461,4509,4461,4509
202204,8호선,석촌,6072,7760,6072,7760
202204,8호선,송파,5669,5341,5669,5341
202204,8호선,수진,4231,3788,4231,3788
202204,8호선,신흥,3508,3637,3508,3637
202204,8호선,암사,12682,11473,12682,11473
202204,8호선,잠실,12799,15208,12799,15208
202204,8호선,장지,12362,11133,12362,11133
202204,8호선,천호,12181,14342,12181,14342
202204,8호선,가락시장,3112,3877,3112,3877
202204,8호선,강동구청,4423,4618,4423,4618
202204,8호선,남위례,2396,2532,2396,2532
202204,8호선,남한산성입구,7257,6704,7257,6704
202204,8호선,단대오거리,6180,5954,6180,5954
202204,8호선,모란,5563,4685,5563,4685
202204,8호선,몽촌토성,3822,3834,3822,3834
202204,8호선,문정,5843,6191,5843,6191
202204,8호선,복정,5028,4547,5028,4547
202204,8호선,산성,3413,3435,3413,3435
202204,8호선,석촌,4166,5304,4166,5304
202204,8호선,송파,4146,4303,4146,4303
202204,8호선,수진,3269,3084,3269,3084
202204,8호선,신흥,2680,2887,2680,2887
202204,8호선,암사,9131,8551,9131,8551
202204,8호선,잠실,9864,10979,9864,10979
202204,8호선,장지,9065,9244,9065,9244
202204,8호선,천호,8865,9912,8865,9912
202204,8호선,가락시장,7718,8626,7718,8626
202204,8호선,강동구청,10590,10839,10590,10839
202204,8호선,남위례,5036,5180,5036,5180
202204,8호선,남한산성입구,15782,14693,15782,14693
202204,8호선,단대오거리,11375,10790,11375,10790
202204,8호선,모란,4425,3582,4425,3582
202204,8호선,몽촌토성,6191,6226,6191,6226
202204,8호선,문정,22346,23713,22346,23713
202204,8호선,복정,10026,8558,10026,8558
202204,8호선,산성,5551,5624,5551,5624
202204,8호선,석촌,7605,8612,7605,8612
202204,8호선,송파,8383,8265,8383,8265
202204,8호선,수진,5508,4974,5508,4974
202204,8호선,신흥,4166,4550,4166,4550
202204,8호선,암사,19414,17007,19414,17007
202204,8호선,잠실,12907,15130,12907,15130
202204,8호선,장지,16972,16474,16972,16474
202204,8호선,천호,14331,16361,14331,16361
202204,8호선,가락시장,7807,8686,7807,8686
202204,8호선,강동구청,10804,11196,10804,11196
202204,8호선,남위례,5150,5342,5150,5342
202204,8호선,남한산성입구,16274,15089,16274,15089
202204,8호선,단대오거리,11621,10902,11621,10902
202204,8호선,모란,4467,3623,4467,3623
202204,8호선,몽촌토성,6284,6391,6284,6391
202204,8호선,문정,22997,24259,22997,24259
202204,8호선,복정,10636,8795,10636,8795
202204,8호선,산성,5865,5889,5865,5889
202204,8호선,석촌,7898,8991,7898,8991
202204,8호선,송파,8617,8510,8617,8510
202204,8호선,수진,5581,5042,5581,5042
202204,8호선,신흥,4253,4499,4253,4499
202204,8호선,암사,19633,17173,19633,17173
202204,8호선,잠실,13691,16561,13691,16561
202204,8호선,장지,17835,16829,17835,16829
202204,8호선,천호,14599,17012,14599,17012
202204,8호선,가락시장,8198,9061,8198,9061
202204,8호선,강동구청,10934,11272,10934,11272
202204,8호선,남위례,5328,5551,5328,5551
202204,8호선,남한산성입구,16391,15124,16391,15124
202204,8호선,단대오거리,11901,11221,11901,11221
202204,8호선,모란,4713,3734,4713,3734
202204,8호선,몽촌토성,6807,6786,6807,6786
202204,8호선,문정,23162,24445,23162,24445
202204,8호선,복정,10687,8841,10687,8841
202204,8호선,산성,6026,6001,6026,6001
202204,8호선,석촌,7932,9324,7932,9324
202204,8호선,송파,8656,8447,8656,8447
202204,8호선,수진,5721,5132,5721,5132
202204,8호선,신흥,4372,4837,4372,4837
202204,8호선,암사,19922,17276,19922,17276
202204,8호선,잠실,13821,17007,13821,17007
202204,8호선,장지,18515,17679,18515,17679
202204,8호선,천호,15114,17440,15114,17440
202204,8호선,가락시장,8126,8994,8126,8994
202204,8호선,강동구청,10848,11321,10848,11321
202204,8호선,남위례,5523,5677,5523,5677
202204,8호선,남한산성입구,16325,14976,16325,14976
202204,8호선,단대오거리,11909,11098,11909,11098
202204,8호선,모란,4671,3733,4671,3733
202204,8호선,몽촌토성,6642,6718,6642,6718
202204,8호선,문정,22905,24363,22905,24363
202204,8호선,복정,10786,9008,10786,9008
202204,8호선,산성,5886,5940,5886,5940
202204,8호선,석촌,8142,9260,8142,9260
202204,8호선,송파,8717,8453,8717,8453
202204,8호선,수진,5659,5208,5659,5208
202204,8호선,신흥,4377,4676,4377,4676
202204,8호선,암사,19937,17346,19937,17346
202204,8호선,잠실,14173,17223,14173,17223
202204,8호선,장지,18247,17344,18247,17344
202204,8호선,천호,15136,17411,15136,17411
202204,8호선,가락시장,8400,9607,8400,9607
202204,8호선,강동구청,11275,11344,11275,11344
202204,8호선,남위례,5545,5719,5545,5719
202204,8호선,남한산성입구,16310,14329,16310,14329
202204,8호선,단대오거리,12296,11184,12296,11184
202204,8호선,모란,6835,5810,6835,5810
202204,8호선,몽촌토성,6655,6985,6655,6985
202204,8호선,문정,22815,24181,22815,24181
202204,8호선,복정,10914,9051,10914,9051
202204,8호선,산성,5890,5735,5890,5735
202204,8호선,석촌,8551,9955,8551,9955
202204,8호선,송파,9376,8907,9376,8907
202204,8호선,수진,5950,5230,5950,5230
202204,8호선,신흥,4695,4934,4695,4934
202204,8호선,암사,20280,17389,20280,17389
202204,8호선,잠실,15176,19286,15176,19286
202204,8호선,장지,18966,17742,18966,17742
202204,8호선,천호,16151,19239,16151,19239
202204,8호선,가락시장,5485,5738,5485,5738
202204,8호선,강동구청,6486,6493,6486,6493
202204,8호선,남위례,3782,3871,3782,3871
202204,8호선,남한산성입구,9795,8380,9795,8380
202204,8호선,단대오거리,8371,7630,8371,7630
202204,8호선,모란,3831,3657,3831,3657
202204,8호선,몽촌토성,5039,5063,5039,5063
202204,8호선,문정,9399,9227,9399,9227
202204,8호선,복정,6887,5706,6887,5706
202204,8호선,산성,4552,4518,4552,4518
202204,8호선,석촌,6345,7966,6345,7966
202204,8호선,송파,5870,5620,5870,5620
202204,8호선,수진,4381,3827,4381,3827
202204,8호선,신흥,3586,3869,3586,3869
202204,8호선,암사,12963,11721,12963,11721
202204,8호선,잠실,14219,17507,14219,17507
202204,8호선,장지,13139,11838,13139,11838
202204,8호선,천호,12584,14930,12584,14930
202205,8호선,가락시장,3370,4176,3370,4176
202205,8호선,강동구청,4719,4979,4719,4979
202205,8호선,남위례,2544,2583,2544,2583
202205,8호선,남한산성입구,7112,6916,7112,6916
202205,8호선,단대오거리,5900,5764,5900,5764
202205,8호선,모란,2971,2429,2971,2429
202205,8호선,몽촌토성,3865,3766,3865,3766
202205,8호선,문정,5602,5966,5602,5966
202205,8호선,복정,5132,4863,5132,4863
202205,8호선,산성,3424,3580,3424,3580
