사용월,호선명,지하철역,승차총승객수,하차총승객수,승하차총승객수,주중주말
202107,8호선,단대오거리,5718,5446,11164,주말
202107,8호선,신흥,3184,3425,6609,주말
202107,8호선,수진,3529,3143,6672,주말
202107,8호선,모란,3311,2920,6231,주말
202107,9호선,김포공항,6283,9817,16100,주말
202107,분당선,한티,10020,9468,19488,주말
202107,분당선,도곡,3124,2885,6009,주말
202107,분당선,구룡,956,856,1812,주말
202107,분당선,개포동,2051,1945,3996,주말
202107,분당선,대모산입구,1808,1662,3470,주말
202107,분당선,수서,6566,7269,13835,주말
202107,분당선,복정,1,0,1,주말
202107,분당선,수원,5460,4575,10035,주말
202107,분당선,서울숲,4555,4507,9062,주말
202107,분당선,압구정로데오,12244,13475,25719,주말
202107,중앙선,지평,47,74,121,주말
202107,분당선,강남구청,3694,4188,7882,주말
202107,분당선,선정릉,2475,2493,4968,주말
202107,분당선,가천대,3282,3844,7126,주말
202107,분당선,태평,8710,8077,16787,주말
202107,분당선,모란,14529,14734,29263,주말
202107,분당선,야탑,12409,13299,25708,주말
202107,분당선,서현,14147,14388,28535,주말
202107,분당선,수내,6986,6643,13629,주말
202107,분당선,정자,8195,8353,16548,주말
202107,분당선,미금,8684,8862,17546,주말
202107,분당선,오리,5864,4883,10747,주말
202107,분당선,이매,3144,3018,6162,주말
202107,분당선,보정,1159,1011,2170,주말
202107,분당선,죽전,7451,8502,15953,주말
202107,분당선,구성,2285,2477,4762,주말
202107,분당선,신갈,1994,2086,4080,주말
202107,분당선,기흥,5245,5039,10284,주말
202107,분당선,상갈,2934,2989,5923,주말
202107,분당선,청명,1915,1899,3814,주말
202107,분당선,영통,4933,4728,9661,주말
202107,분당선,망포,6622,6162,12784,주말
202107,분당선,매탄권선,2552,2394,4946,주말
202107,분당선,수원시청,7362,7804,15166,주말
202107,분당선,매교,1474,1497,2971,주말
202107,수인선,고색,1885,1887,3772,주말
202107,수인선,오목천,1606,1428,3034,주말
202107,수인선,어천,532,444,976,주말
202107,수인선,야목,149,134,283,주말
202107,수인선,사리,2337,2019,4356,주말
202107,수인선,달월,39,47,86,주말
202107,수인선,월곶,1548,1529,3077,주말
202107,수인선,소래포구,3726,3768,7494,주말
202107,9호선,공항시장,1775,2054,3829,주말
202107,9호선,신방화,3623,3542,7165,주말
202107,9호선,마곡나루,5250,5161,10411,주말
202107,9호선,양천향교,4450,4362,8812,주말
202107,9호선,가양,10306,9924,20230,주말
202107,9호선,증미,3384,3354,6738,주말
202107,9호선,등촌,5877,5727,11604,주말
202107,9호선,염창,8417,7892,16309,주말
202107,9호선,신목동,1661,1418,3079,주말
202107,9호선,선유도,2792,2663,5455,주말
202107,9호선,당산,8941,8466,17407,주말
202107,9호선,국회의사당,2293,2345,4638,주말
202107,9호선,여의도,7212,6497,13709,주말
202107,9호선,샛강,1876,1847,3723,주말
202107,9호선,노량진,16194,15800,31994,주말
202107,9호선,노들,2400,2029,4429,주말
202107,9호선,흑석,3866,3902,7768,주말
202107,9호선,동작,964,792,1756,주말
202107,9호선,구반포,1352,1379,2731,주말
202107,9호선,신반포,1779,1707,3486,주말
202107,9호선,고속터미널,8036,11262,19298,주말
202107,9호선,사평,1559,1505,3064,주말
202107,9호선,신논현,17759,17379,35138,주말
202107,9호선2~3단계,언주,3994,3955,7949,주말
202107,9호선2~3단계,선정릉,3213,3512,6725,주말
202107,9호선2~3단계,삼성중앙,2312,2384,4696,주말
202107,9호선2~3단계,봉은사,6733,6887,13620,주말
202107,9호선2~3단계,종합운동장,2322,2187,4509,주말
202107,9호선2~3단계,삼전,3812,3565,7377,주말
202107,9호선2~3단계,석촌고분,3212,3167,6379,주말
202107,9호선2~3단계,석촌,4677,3916,8593,주말
202107,9호선2~3단계,송파나루,2975,3283,6258,주말
202107,9호선2~3단계,한성백제,1281,1208,2489,주말
202107,9호선2~3단계,올림픽공원,2683,2731,5414,주말
202107,9호선2~3단계,둔촌오륜,483,496,979,주말
202107,9호선2~3단계,중앙보훈병원,3392,3247,6639,주말
202107,경강선,판교,2229,2179,4408,주말
202107,경강선,이매,608,459,1067,주말
202107,경강선,삼동,1217,1137,2354,주말
202107,경강선,경기광주,3762,3597,7359,주말
202107,경강선,초월,1601,1510,3111,주말
202107,경강선,곤지암,1361,1536,2897,주말
202107,경강선,신둔도예촌,750,786,1536,주말
202107,경강선,이천,1858,2019,3877,주말
202107,경강선,부발,1326,1201,2527,주말
202107,경강선,세종대왕릉,221,251,472,주말
202107,경강선,여주,1588,1809,3397,주말
202107,경부선,서울,3172,1025,4197,주말
202107,경부선,남영,3858,3720,7578,주말
202107,경부선,용산,21101,24380,45481,주말
202107,경부선,노량진,5823,5468,11291,주말
202107,경부선,대방,5552,5810,11362,주말
202107,경부선,영등포,26401,27568,53969,주말
202107,경부선,신도림,1951,1929,3880,주말
202107,경부선,신길,4637,3854,8491,주말
202107,경부선,구로,9629,10257,19886,주말
202107,경부선,가산디지털단지,4572,6226,10798,주말
202107,경부선,금천구청,5745,6285,12030,주말
202107,경부선,석수,5154,4816,9970,주말
202107,경부선,관악,4130,4059,8189,주말
202107,경부선,안양,12739,13263,26002,주말
202107,경부선,명학,4048,3898,7946,주말
202107,경부선,금정,13376,13733,27109,주말
202107,경부선,군포,3377,3048,6425,주말
202107,경부선,의왕,4315,4324,8639,주말
202107,경부선,성균관대,7254,7281,14535,주말
202107,경부선,화서,3548,3608,7156,주말
202107,경부선,수원,26049,27781,53830,주말
202107,경부선,독산,6282,6518,12800,주말
202107,경부선,세류,1997,1990,3987,주말
202107,경부선,병점,8817,8667,17484,주말
202107,경부선,세마,1508,1377,2885,주말
202107,경부선,오산대,1917,1799,3716,주말
202107,경부선,오산,6834,6574,13408,주말
202107,경부선,진위,775,674,1449,주말
202107,경부선,송탄,3430,3226,6656,주말
202107,경부선,서정리,4591,3843,8434,주말
202107,경부선,평택지제,2094,1976,4070,주말
202107,경부선,평택,9654,9384,19038,주말
202107,경부선,성환,2159,2057,4216,주말
202107,경부선,직산,507,477,984,주말
202107,경부선,두정,4156,4366,8522,주말
202107,경부선,천안,4939,5222,10161,주말
202107,경부선,당정,2889,2740,5629,주말
202107,경부선,서동탄,761,803,1564,주말
202107,경부선,광명,1586,1629,3215,주말
202107,경원선,이촌,2107,1618,3725,주말
202107,경원선,서빙고,956,822,1778,주말
202107,경원선,한남,2107,1945,4052,주말
202107,경원선,옥수,37,34,71,주말
202107,경원선,응봉,1002,808,1810,주말
202107,경원선,왕십리,8762,10298,19060,주말
202107,경원선,청량리,11208,12820,24028,주말
202107,경원선,외대앞,4090,4048,8138,주말
202107,경원선,신이문,4774,4251,9025,주말
202107,경원선,석계,4858,5037,9895,주말
202107,경원선,광운대,4226,4045,8271,주말
202107,경원선,월계,3689,3371,7060,주말
202107,경원선,녹천,2515,2100,4615,주말
202107,경원선,방학,5814,5583,11397,주말
202107,경원선,도봉,3421,3217,6638,주말
202107,경원선,도봉산,6213,4722,10935,주말
202107,경원선,망월사,4409,4398,8807,주말
202107,경원선,회룡,6880,7073,13953,주말
202107,경원선,의정부,12790,13405,26195,주말
202107,경원선,가능,3914,3708,7622,주말
202107,경원선,녹양,2555,2435,4990,주말
202107,경원선,양주,4695,4522,9217,주말
202107,경원선,덕계,1670,1516,3186,주말
202107,경원선,덕정,3292,3110,6402,주말
202107,경원선,지행,3908,4016,7924,주말
202107,경원선,동두천중앙,1912,1978,3890,주말
202107,경원선,보산,1034,1064,2098,주말
202107,경원선,동두천,1391,1695,3086,주말
202107,경원선,소요산,4061,3680,7741,주말
202107,경의선,서울,773,980,1753,주말
202107,경의선,신촌,253,241,494,주말
202107,경의선,효창공원앞,1270,1424,2694,주말
202107,경의선,공덕,1576,1321,2897,주말
202107,경의선,서강대,1287,1115,2402,주말
202107,경의선,홍대입구,1106,1225,2331,주말
202107,경의선,가좌,3067,2907,5974,주말
202107,경의선,디지털미디어시티,1374,1239,2613,주말
202107,경의선,수색,1021,963,1984,주말
202107,경의선,화전,682,635,1317,주말
202107,경의선,강매,1343,1275,2618,주말
202107,경의선,행신,3617,3741,7358,주말
202107,경의선,능곡,2106,2051,4157,주말
202107,경의선,곡산,286,323,609,주말
202107,경의선,백마,3046,2983,6029,주말
202107,수인선,인천논현,3390,3535,6925,주말
202107,수인선,호구포,2058,1981,4039,주말
202107,수인선,남동인더스파크,875,814,1689,주말
202107,수인선,원인재,2679,2843,5522,주말
202107,수인선,연수,2765,2817,5582,주말
202107,수인선,송도,1417,1370,2787,주말
202107,우이신설선,4.19민주묘지,1766,1541,3307,주말
202107,우이신설선,화계,1873,1787,3660,주말
202107,우이신설선,삼양,1208,1282,2490,주말
202107,우이신설선,삼양사거리,1564,1576,3140,주말
202107,우이신설선,솔샘,2731,2515,5246,주말
202107,우이신설선,북한산보국문,3432,3143,6575,주말
202107,우이신설선,정릉,2493,2132,4625,주말
202107,경의선,일산,4272,4162,8434,주말
202107,우이신설선,성신여대입구,2118,2360,4478,주말
202107,우이신설선,보문,885,847,1732,주말
202107,우이신설선,신설동,1075,1000,2075,주말
202107,일산선,원흥,5302,5165,10467,주말
202107,일산선,삼송,9844,9898,19742,주말
202107,일산선,원당,5933,5738,11671,주말
202107,일산선,화정,9280,9593,18873,주말
202107,일산선,대곡,943,839,1782,주말
202107,일산선,백석,5642,5605,11247,주말
202107,일산선,마두,3913,3978,7891,주말
202107,일산선,정발산,4809,4865,9674,주말
202107,일산선,주엽,4863,4902,9765,주말
202107,일산선,대화,6348,5861,12209,주말
202107,장항선,봉명,585,527,1112,주말
202107,장항선,쌍용,1127,1037,2164,주말
202107,장항선,아산,1960,1908,3868,주말
202107,장항선,배방,718,659,1377,주말
202107,경의선,풍산,3005,2900,5905,주말
202107,장항선,온양온천,3546,3629,7175,주말
202107,장항선,신창,884,838,1722,주말
202107,중앙선,회기,13238,12380,25618,주말
202107,중앙선,중랑,3488,3282,6770,주말
202107,중앙선,상봉,3895,3806,7701,주말
202107,중앙선,망우,4674,4605,9279,주말
202107,중앙선,양원,927,885,1812,주말
202107,중앙선,구리,7576,7739,15315,주말
202107,중앙선,도농,4627,4536,9163,주말
202107,중앙선,양정,485,460,945,주말
202107,중앙선,덕소,3482,3533,7015,주말
202107,중앙선,도심,1194,976,2170,주말
202107,중앙선,팔당,1127,1146,2273,주말
202107,중앙선,운길산,887,869,1756,주말
202107,중앙선,양수,1606,1742,3348,주말
202107,중앙선,신원,207,159,366,주말
202107,중앙선,국수,482,493,975,주말
202107,중앙선,아신,519,521,1040,주말
202107,중앙선,오빈,210,237,447,주말
202107,중앙선,양평,2015,2054,4069,주말
202107,중앙선,원덕,281,331,612,주말
202107,중앙선,용문,2627,2981,5608,주말
202107,우이신설선,가오리,2312,2221,4533,주말
202107,우이신설선,솔밭공원,1412,1364,2776,주말
202107,우이신설선,북한산우이,2419,2628,5047,주말
202107,안산선,수리산,2217,1931,4148,주말
202107,안산선,오이도,5860,5983,11843,주말
202107,안산선,정왕,4730,4939,9669,주말
202107,안산선,신길온천,992,1047,2039,주말
202107,안산선,안산,7527,7843,15370,주말
202107,안산선,초지,2220,2298,4518,주말
202107,안산선,고잔,4062,4019,8081,주말
202107,안산선,중앙,10699,11217,21916,주말
202107,안산선,한대앞,5137,5253,10390,주말
202107,안산선,상록수,9003,8873,17876,주말
202107,안산선,반월,2568,2396,4964,주말
202107,안산선,대야미,2880,2643,5523,주말
202107,안산선,산본,8745,9469,18214,주말
202107,수인선,인천,1168,1706,2874,주말
202107,수인선,신포,1045,1075,2120,주말
202107,수인선,숭의,2072,1954,4026,주말
202107,수인선,인하대,3061,2831,5892,주말
202107,9호선,개화,1066,985,2051,주말
202107,경의선,탄현,3800,3854,7654,주말
202107,경의선,야당,3887,3838,7725,주말
202107,경의선,운정,3322,3239,6561,주말
202107,경의선,금릉,2699,2654,5353,주말
202107,경의선,금촌,4004,3990,7994,주말
202107,경의선,월롱,1069,1045,2114,주말
202107,경의선,파주,693,536,1229,주말
202107,경의선,문산,3723,3758,7481,주말
202107,경의선,임진강,40,42,82,주말
202107,경인선,개봉,12109,12145,24254,주말
202107,경인선,오류동,7051,6379,13430,주말
202107,경인선,역곡,14384,14587,28971,주말
202107,경인선,부천,21786,22367,44153,주말
202107,경인선,송내,12967,12948,25915,주말
202107,경인선,부평,21622,23323,44945,주말
202107,경인선,백운,4065,3968,8033,주말
202107,경인선,동암,9233,9527,18760,주말
202107,경인선,주안,11261,10020,21281,주말
202107,경인선,제물포,5196,5233,10429,주말
202107,경인선,동인천,8841,8656,17497,주말
202107,경인선,인천,3046,2516,5562,주말
202107,경인선,구일,3282,3096,6378,주말
202107,경인선,소사,4980,4910,9890,주말
202107,경인선,부개,4718,4446,9164,주말
202107,경인선,간석,3230,3106,6336,주말
202107,경인선,도원,1453,1517,2970,주말
202107,경인선,온수,3633,3261,6894,주말
202107,경인선,중동,4780,4603,9383,주말
202107,경인선,도화,2469,2337,4806,주말
202107,경춘선,신내,876,812,1688,주말
202107,경춘선,갈매,1438,1327,2765,주말
202107,경춘선,별내,1676,1635,3311,주말
202107,경춘선,퇴계원,2014,1891,3905,주말
202107,경춘선,사릉,1677,1723,3400,주말
202107,경춘선,금곡,825,772,1597,주말
202107,경춘선,평내호평,3295,3327,6622,주말
202107,경춘선,천마산,1036,1053,2089,주말
202107,경춘선,마석,2397,2537,4934,주말
202107,경춘선,대성리,457,460,917,주말
202107,경춘선,청평,1298,1373,2671,주말
202107,경춘선,상천,334,284,618,주말
202107,경춘선,가평,1768,1990,3758,주말
202107,경춘선,굴봉산,182,182,364,주말
202107,경춘선,백양리,182,203,385,주말
202107,경춘선,김유정,350,435,785,주말
202107,우이신설선,가오리,1716,1647,3363,주말
202107,장항선,봉명,437,426,863,주말
202107,장항선,쌍용,838,831,1669,주말
202107,장항선,아산,2030,1481,3511,주말
202107,장항선,배방,570,618,1188,주말
202107,장항선,온양온천,2392,2465,4857,주말
202107,장항선,신창,820,902,1722,주말
202107,중앙선,회기,10247,10518,20765,주말
202107,중앙선,중랑,2485,2473,4958,주말
202107,중앙선,상봉,3017,2975,5992,주말
202107,중앙선,망우,3182,3413,6595,주말
202107,중앙선,양원,576,599,1175,주말
202107,중앙선,구리,5366,5639,11005,주말
202107,중앙선,도농,3328,3338,6666,주말
202107,중앙선,양정,380,338,718,주말
202107,중앙선,덕소,2570,2584,5154,주말
202107,중앙선,도심,953,820,1773,주말
202107,중앙선,팔당,1103,1091,2194,주말
202107,일산선,대화,4753,4350,9103,주말
202107,경원선,창동,1,0,1,주말
202107,1호선,서울,16271,13807,30078,주말
202107,1호선,동묘앞,8210,7968,16178,주말
202107,1호선,시청,4563,4450,9013,주말
202107,1호선,종각,7803,7279,15082,주말
202107,1호선,종로3가,9222,8528,17750,주말
202107,1호선,종로5가,5403,5566,10969,주말
202107,1호선,동대문,6082,6636,12718,주말
202107,1호선,신설동,4908,4933,9841,주말
202107,1호선,제기동,6541,6813,13354,주말
202107,1호선,청량리,9575,9732,19307,주말
202107,2호선,시청,3614,3149,6763,주말
202107,2호선,을지로입구,10098,9635,19733,주말
202107,2호선,을지로3가,4348,3965,8313,주말
202107,2호선,을지로4가,2164,2101,4265,주말
202107,2호선,동대문역사문화공원,5147,6090,11237,주말
202107,2호선,신당,5503,5898,11401,주말
202107,2호선,상왕십리,4874,4815,9689,주말
202107,2호선,왕십리,6253,5384,11637,주말
202107,2호선,한양대,1921,1861,3782,주말
202107,2호선,뚝섬,5553,5929,11482,주말
202107,2호선,성수,7837,8671,16508,주말
202107,2호선,건대입구,16175,17061,33236,주말
202107,2호선,구의,8018,8194,16212,주말
202107,2호선,강변,14220,12988,27208,주말
202107,2호선,잠실나루,3721,3817,7538,주말
202107,2호선,잠실,29102,27573,56675,주말
202107,2호선,잠실새내,7469,7739,15208,주말
202107,2호선,종합운동장,2161,2316,4477,주말
202107,2호선,삼성,12061,11701,23762,주말
202107,2호선,선릉,8750,7575,16325,주말
202107,2호선,역삼,7023,7848,14871,주말
202107,2호선,강남,23092,21811,44903,주말
202107,2호선,교대,6985,7884,14869,주말
202107,2호선,서초,4248,3762,8010,주말
202107,2호선,방배,4283,4731,9014,주말
202107,2호선,사당,13011,14481,27492,주말
202107,2호선,낙성대,10686,11152,21838,주말
202107,2호선,서울대입구,19091,20017,39108,주말
202107,2호선,봉천,8600,8587,17187,주말
202107,2호선,신림,26504,26509,53013,주말
202107,2호선,신대방,10761,10741,21502,주말
202107,2호선,구로디지털단지,15981,15940,31921,주말
202107,2호선,대림,10027,10179,20206,주말
202107,2호선,신도림,17664,17981,35645,주말
202107,2호선,문래,4773,4965,9738,주말
202107,2호선,영등포구청,5113,5187,10300,주말
202107,2호선,당산,5601,6026,11627,주말
202107,2호선,합정,12360,12803,25163,주말
202107,2호선,홍대입구,25789,25701,51490,주말
202107,2호선,신촌,14001,13863,27864,주말
202107,2호선,이대,4599,5005,9604,주말
202107,2호선,아현,3683,3727,7410,주말
202107,2호선,충정로,2624,2684,5308,주말
202107,2호선,용답,1235,1237,2472,주말
202107,2호선,신답,458,544,1002,주말
202107,2호선,신설동,1877,2066,3943,주말
202107,2호선,도림천,345,373,718,주말
202107,2호선,양천구청,2052,2210,4262,주말
202107,2호선,신정네거리,3571,3713,7284,주말
202107,2호선,용두,802,804,1606,주말
202107,3호선,지축,1347,1280,2627,주말
202107,3호선,구파발,8484,8686,17170,주말
202107,3호선,연신내,15678,14886,30564,주말
202107,3호선,불광,6845,7834,14679,주말
202107,3호선,녹번,4860,4439,9299,주말
202107,3호선,홍제,6369,6163,12532,주말
202107,3호선,무악재,1249,1321,2570,주말
202107,3호선,독립문,2610,2518,5128,주말
202107,3호선,경복궁,6176,6487,12663,주말
202107,3호선,안국,5273,5765,11038,주말
202107,3호선,종로3가,2449,3135,5584,주말
202107,3호선,을지로3가,1767,1806,3573,주말
202107,3호선,동대입구,3118,3315,6433,주말
202107,3호선,약수,4309,4229,8538,주말
202107,3호선,금호,2954,2802,5756,주말
202107,3호선,옥수,3408,3701,7109,주말
202107,3호선,압구정,9573,10027,19600,주말
202107,3호선,신사,8395,8540,16935,주말
202107,3호선,잠원,1385,1386,2771,주말
202107,3호선,고속터미널,26540,23297,49837,주말
202107,3호선,교대,2779,1783,4562,주말
202107,3호선,남부터미널,10008,10000,20008,주말
202107,3호선,양재,8147,9566,17713,주말
202107,3호선,매봉,2839,2930,5769,주말
202107,3호선,도곡,1221,1309,2530,주말
202107,3호선,대치,4605,3912,8517,주말
202107,3호선,학여울,510,524,1034,주말
202107,3호선,대청,2759,2585,5344,주말
202107,3호선,일원,2203,2349,4552,주말
202107,3호선,수서,7139,6628,13767,주말
202107,3호선,가락시장,2348,2634,4982,주말
202107,3호선,경찰병원,1928,1988,3916,주말
202107,3호선,오금,1867,1903,3770,주말
202107,4호선,수유,14061,13963,28024,주말
202107,4호선,미아,5617,5308,10925,주말
202107,4호선,미아사거리,11356,10838,22194,주말
202107,4호선,길음,6769,6667,13436,주말
202107,4호선,성신여대입구,8717,8493,17210,주말
202107,4호선,한성대입구,5415,5438,10853,주말
202107,4호선,혜화,13076,13656,26732,주말
202107,4호선,동대문,4121,4812,8933,주말
202107,4호선,동대문역사문화공원,5814,5846,11660,주말
202107,4호선,충무로,4957,5152,10109,주말
202107,4호선,명동,5875,5895,11770,주말
202107,4호선,회현,5808,5980,11788,주말
202107,4호선,서울,2715,4980,7695,주말
202107,4호선,숙대입구,4406,4136,8542,주말
202107,4호선,삼각지,1456,1709,3165,주말
202107,4호선,신용산,5049,5210,10259,주말
202107,4호선,이촌,3246,3540,6786,주말
202107,4호선,동작,1003,994,1997,주말
202107,4호선,총신대입구,6814,7565,14379,주말
202107,4호선,사당,9315,8780,18095,주말
202107,4호선,남태령,406,370,776,주말
202107,4호선,당고개,5963,5756,11719,주말
202107,4호선,상계,7400,6895,14295,주말
202107,4호선,노원,8271,8895,17166,주말
202107,4호선,창동,9657,10243,19900,주말
202107,4호선,쌍문,11044,10292,21336,주말
202107,5호선,방화,2678,2705,5383,주말
202107,5호선,개화산,1974,2041,4015,주말
202107,5호선,김포공항,6156,5195,11351,주말
202107,5호선,송정,2611,2729,5340,주말
202107,5호선,마곡,2506,2614,5120,주말
202107,5호선,발산,6017,6308,12325,주말
202107,5호선,우장산,4508,4771,9279,주말
202107,5호선,화곡,9817,9445,19262,주말
202107,5호선,까치산,11010,10952,21962,주말
202107,5호선,신정,4403,4034,8437,주말
202107,5호선,목동,5214,5351,10565,주말
202107,5호선,오목교,8289,8588,16877,주말
202107,5호선,양평,1776,1769,3545,주말
202107,5호선,영등포구청,885,863,1748,주말
202107,5호선,영등포시장,2995,3040,6035,주말
202107,5호선,신길,1336,1529,2865,주말
202107,5호선,여의도,4913,5172,10085,주말
202107,5호선,여의나루,4283,4758,9041,주말
202107,5호선,마포,3202,3227,6429,주말
202107,5호선,공덕,2891,3013,5904,주말
202107,5호선,애오개,1789,1824,3613,주말
202107,5호선,충정로,968,1011,1979,주말
202107,5호선,서대문,3077,3029,6106,주말
202107,5호선,광화문,7090,7350,14440,주말
202107,5호선,종로3가,5128,4736,9864,주말
202107,5호선,을지로4가,1026,1053,2079,주말
202107,5호선,동대문역사문화공원,501,567,1068,주말
202107,5호선,청구,1216,1115,2331,주말
202107,5호선,신금호,2025,2209,4234,주말
202107,5호선,행당,2802,2576,5378,주말
202107,5호선,왕십리,1635,1833,3468,주말
202107,5호선,마장,1993,1918,3911,주말
202107,5호선,답십리,4994,4656,9650,주말
202107,5호선,장한평,5289,5297,10586,주말
202107,5호선,군자,4124,4709,8833,주말
202107,5호선,아차산,6402,6294,12696,주말
202107,5호선,광나루,5299,5017,10316,주말
202107,5호선,천호,8551,8068,16619,주말
202107,5호선,강동,5879,6022,11901,주말
202107,5호선,길동,3004,3230,6234,주말
202107,5호선,굽은다리,3726,3396,7122,주말
202107,5호선,명일,2844,2918,5762,주말
202107,5호선,고덕,2931,2963,5894,주말
202107,5호선,상일동,4525,4432,8957,주말
202107,5호선,둔촌동,3126,3197,6323,주말
202107,5호선,올림픽공원,1318,1136,2454,주말
202107,5호선,방이,2505,2483,4988,주말
202107,5호선,오금,1313,1148,2461,주말
202107,5호선,개롱,2204,2375,4579,주말
202107,5호선,거여,2607,2596,5203,주말
202107,5호선,마천,2413,2622,5035,주말
202107,5호선,강일,1140,1119,2259,주말
202107,5호선,미사,5476,5596,11072,주말
202107,5호선,하남풍산,1495,1601,3096,주말
202107,5호선,하남시청,2216,2175,4391,주말
202107,5호선,하남검단산,3116,3005,6121,주말
202107,6호선,응암,6348,6500,12848,주말
202107,6호선,역촌,1410,1635,3045,주말
202107,6호선,불광,2132,1968,4100,주말
202107,6호선,독바위,1258,1393,2651,주말
202107,6호선,구산,2637,2168,4805,주말
202107,6호선,새절,4564,4572,9136,주말
202107,6호선,증산,3909,4003,7912,주말
202107,6호선,디지털미디어시티,3478,3667,7145,주말
202107,6호선,월드컵경기장,2200,2181,4381,주말
202107,6호선,마포구청,5261,4954,10215,주말
202107,6호선,망원,6278,6933,13211,주말
202107,6호선,합정,5909,5343,11252,주말
202107,6호선,상수,3506,4237,7743,주말
202107,6호선,광흥창,2881,2754,5635,주말
202107,6호선,대흥,2857,3008,5865,주말
202107,6호선,공덕,4399,4174,8573,주말
202107,6호선,효창공원앞,2252,2037,4289,주말
202107,6호선,삼각지,2227,1847,4074,주말
202107,6호선,녹사평,2158,2119,4277,주말
202107,6호선,이태원,5043,5006,10049,주말
202107,6호선,한강진,4331,4671,9002,주말
202107,6호선,버티고개,698,798,1496,주말
202107,6호선,약수,1223,1139,2362,주말
202107,6호선,청구,1177,1232,2409,주말
202107,6호선,신당,2760,3571,6331,주말
202107,6호선,동묘앞,4059,4168,8227,주말
202107,6호선,창신,1175,1100,2275,주말
202107,6호선,보문,2539,2484,5023,주말
202107,6호선,안암,3356,3586,6942,주말
202107,6호선,고려대,2826,2849,5675,주말
202107,6호선,월곡,3727,3751,7478,주말
202107,6호선,상월곡,2202,1998,4200,주말
202107,6호선,돌곶이,3733,3534,7267,주말
202107,6호선,석계,4466,4588,9054,주말
202107,6호선,태릉입구,2036,2276,4312,주말
202107,6호선,화랑대,3403,2968,6371,주말
202107,6호선,봉화산,2888,2834,5722,주말
202107,7호선,장암,1158,915,2073,주말
202107,7호선,도봉산,4989,5991,10980,주말
202107,7호선,수락산,6459,6444,12903,주말
202107,7호선,마들,4236,3948,8184,주말
202107,7호선,노원,8213,8283,16496,주말
202107,7호선,중계,4693,4368,9061,주말
202107,7호선,하계,6243,5940,12183,주말
202107,7호선,공릉,4515,4596,9111,주말
202107,7호선,태릉입구,3439,3212,6651,주말
202107,7호선,먹골,3957,3812,7769,주말
202107,7호선,중화,4231,4217,8448,주말
202107,7호선,상봉,6496,6030,12526,주말
202107,7호선,면목,5852,5938,11790,주말
202107,7호선,사가정,6662,6487,13149,주말
202107,7호선,용마산,2240,2592,4832,주말
202107,7호선,중곡,3428,3419,6847,주말
202107,7호선,군자,5417,4389,9806,주말
202107,7호선,어린이대공원,4286,4400,8686,주말
202107,7호선,건대입구,5174,5251,10425,주말
202107,7호선,뚝섬유원지,3863,3651,7514,주말
202107,7호선,청담,4666,4754,9420,주말
202107,7호선,강남구청,3748,4102,7850,주말
202107,7호선,학동,3693,3968,7661,주말
202107,7호선,논현,4594,4961,9555,주말
202107,7호선,반포,1997,2027,4024,주말
202107,7호선,고속터미널,8207,4936,13143,주말
202107,7호선,내방,3682,3866,7548,주말
202107,7호선,이수,5517,5459,10976,주말
202107,7호선,남성,3882,3985,7867,주말
202107,7호선,숭실대입구,3768,4059,7827,주말
202107,7호선,상도,3636,3747,7383,주말
202107,7호선,장승배기,3501,3622,7123,주말
202107,7호선,신대방삼거리,5679,5700,11379,주말
202107,7호선,보라매,3165,3190,6355,주말
202107,7호선,신풍,4372,4164,8536,주말
202107,7호선,대림,5011,4683,9694,주말
202107,7호선,남구로,4937,4955,9892,주말
202107,7호선,가산디지털단지,7706,7066,14772,주말
202107,7호선,철산,7225,7276,14501,주말
202107,7호선,광명사거리,8658,8651,17309,주말
202107,7호선,천왕,3342,3263,6605,주말
202107,7호선,온수,2782,2703,5485,주말
202107,7호선,까치울,2802,2930,5732,주말
202107,7호선,부천종합운동장,1783,1527,3310,주말
202107,7호선,춘의,2731,2576,5307,주말
202107,7호선,신중동,4806,4695,9501,주말
202107,7호선,부천시청,4761,4740,9501,주말
202107,7호선,상동,5073,4911,9984,주말
202107,7호선,삼산체육관,1735,1611,3346,주말
202107,7호선,굴포천,3334,3328,6662,주말
202107,7호선,부평구청,2583,2355,4938,주말
202107,8호선,암사,6416,6176,12592,주말
202107,8호선,천호,6258,7147,13405,주말
202107,8호선,강동구청,3076,3317,6393,주말
202107,8호선,몽촌토성,2299,2229,4528,주말
202107,8호선,잠실,6861,7445,14306,주말
202107,8호선,석촌,2949,3495,6444,주말
202107,8호선,송파,2609,2681,5290,주말
202107,8호선,가락시장,2183,2776,4959,주말
202107,8호선,문정,3427,3739,7166,주말
202107,8호선,장지,6587,7031,13618,주말
202107,8호선,복정,3255,3061,6316,주말
202107,8호선,산성,2402,2443,4845,주말
202107,8호선,남한산성입구,4777,4480,9257,주말
202107,8호선,단대오거리,3761,3923,7684,주말
202107,8호선,신흥,2079,2240,4319,주말
202107,8호선,수진,2272,2018,4290,주말
202107,8호선,모란,1944,1656,3600,주말
202107,9호선,개화,775,788,1563,주말
202107,9호선,김포공항,6369,8514,14883,주말
202107,9호선,공항시장,1319,1456,2775,주말
202107,9호선,신방화,2483,2445,4928,주말
202107,9호선,마곡나루,3534,3739,7273,주말
202107,9호선,양천향교,2925,3230,6155,주말
202107,9호선,가양,6747,6899,13646,주말
202107,9호선,증미,1820,1866,3686,주말
