사용월,호선명,지하철역,승차총승객수,하차총승객수,승하차총승객수,주중주말
202104,안산선,수리산,2606,2973,5579,주말
202104,우이신설선,북한산우이,3340,3456,6796,주말
202104,우이신설선,솔밭공원,1381,1339,2720,주말
202104,우이신설선,4.19민주묘지,1962,1731,3693,주말
202104,우이신설선,가오리,2301,2056,4357,주말
202104,우이신설선,화계,1954,1854,3808,주말
202104,우이신설선,삼양,1178,1181,2359,주말
202104,우이신설선,삼양사거리,1456,1369,2825,주말
202104,우이신설선,솔샘,2472,2479,4951,주말
202104,경부선,서동탄,692,735,1427,주말
202104,경부선,당정,2979,2880,5859,주말
202104,경부선,천안,5758,5286,11044,주말
202104,경부선,두정,4276,4576,8852,주말
202104,경부선,직산,521,598,1119,주말
202104,경부선,성환,2180,2632,4812,주말
202104,경부선,평택,10571,11504,22075,주말
202104,경부선,지제,2095,1863,3958,주말
202104,경부선,서정리,3716,5251,8967,주말
202104,경부선,송탄,3258,3877,7135,주말
202104,경부선,진위,783,798,1581,주말
202104,경부선,오산,7108,7552,14660,주말
202104,경부선,오산대,2258,2094,4352,주말
202104,경부선,세마,1480,1395,2875,주말
202104,경부선,병점,8296,9261,17557,주말
202104,경부선,세류,1943,1953,3896,주말
202104,경부선,독산,5514,5604,11118,주말
202104,경부선,수원,31009,29551,60560,주말
202104,경부선,화서,3736,3735,7471,주말
202104,경부선,성균관대,7263,7652,14915,주말
202104,경부선,의왕,4114,4216,8330,주말
202104,경부선,군포,3105,2932,6037,주말
202104,경부선,금정,13143,13303,26446,주말
202104,경부선,명학,3254,3310,6564,주말
202104,경부선,안양,12845,12601,25446,주말
202104,경부선,관악,4819,4248,9067,주말
202104,경부선,석수,4955,5107,10062,주말
202104,경부선,금천구청,6051,5904,11955,주말
202104,경부선,가산디지털단지,4368,6186,10554,주말
202104,경부선,구로,9419,9676,19095,주말
202104,경부선,신길,4708,4204,8912,주말
202104,경부선,신도림,2286,2277,4563,주말
202104,경부선,영등포,27648,26879,54527,주말
202104,경부선,대방,5447,5860,11307,주말
202104,경부선,노량진,5838,5574,11412,주말
202104,경부선,용산,26092,23342,49434,주말
202104,경부선,남영,3907,4266,8173,주말
202104,경부선,서울,6035,1281,7316,주말
202104,경강선,여주,2025,1981,4006,주말
202104,경강선,세종대왕릉,293,264,557,주말
202104,경강선,부발,1150,1721,2871,주말
202104,경강선,이천,1813,2002,3815,주말
202104,경강선,신둔도예촌,786,762,1548,주말
202104,경강선,곤지암,1409,1554,2963,주말
202104,경강선,초월,1493,1491,2984,주말
202104,경강선,경기광주,3316,3368,6684,주말
202104,경강선,삼동,901,912,1813,주말
202104,경강선,이매,611,539,1150,주말
202104,경강선,판교,2078,1803,3881,주말
202104,9호선2~3단계,중앙보훈병원,3131,2999,6130,주말
202104,9호선2~3단계,둔촌오륜,357,389,746,주말
202104,9호선2~3단계,올림픽공원,3091,3239,6330,주말
202104,9호선2~3단계,한성백제,1379,1227,2606,주말
202104,9호선2~3단계,송파나루,2543,2697,5240,주말
202104,9호선2~3단계,석촌,4250,3700,7950,주말
202104,9호선2~3단계,석촌고분,2723,2702,5425,주말
202104,9호선2~3단계,삼전,3205,3192,6397,주말
202104,9호선2~3단계,종합운동장,1932,1762,3694,주말
202104,9호선2~3단계,봉은사,6108,6069,12177,주말
202104,9호선2~3단계,삼성중앙,1756,1789,3545,주말
202104,9호선2~3단계,선정릉,2964,3317,6281,주말
202104,9호선2~3단계,언주,3055,3203,6258,주말
202104,9호선,신논현,13555,12884,26439,주말
202104,9호선,사평,1231,1289,2520,주말
202104,9호선,고속터미널,9557,12314,21871,주말
202104,9호선,신반포,1490,1612,3102,주말
202104,9호선,구반포,1206,1300,2506,주말
202104,9호선,동작,1150,968,2118,주말
202104,9호선,흑석,3515,3727,7242,주말
202104,9호선,노들,2498,2205,4703,주말
202104,9호선,노량진,13705,14865,28570,주말
202104,9호선,샛강,1519,1594,3113,주말
202104,9호선,여의도,8384,7719,16103,주말
202104,9호선,국회의사당,4000,3717,7717,주말
202104,9호선,당산,8300,8186,16486,주말
202104,9호선,선유도,2985,3040,6025,주말
202104,9호선,신목동,1596,1447,3043,주말
202104,9호선,염창,7924,7860,15784,주말
202104,9호선,등촌,4724,4970,9694,주말
202104,9호선,증미,2400,2429,4829,주말
202104,9호선,가양,9066,8914,17980,주말
202104,9호선,양천향교,3952,4206,8158,주말
202104,9호선,마곡나루,5750,5656,11406,주말
202104,9호선,신방화,3091,3023,6114,주말
202104,9호선,공항시장,1591,1855,3446,주말
202104,9호선,김포공항,7142,10418,17560,주말
202104,9호선,개화,1054,967,2021,주말
202104,8호선,모란,2244,1998,4242,주말
202104,8호선,수진,2857,2540,5397,주말
202104,8호선,신흥,2550,2784,5334,주말
202104,8호선,단대오거리,5143,5107,10250,주말
202104,8호선,남한산성입구,6304,6035,12339,주말
202104,8호선,산성,3416,3468,6884,주말
202104,8호선,복정,4816,4456,9272,주말
202104,8호선,장지,8448,8533,16981,주말
202104,8호선,가락시장,2881,3600,6481,주말
202104,8호선,송파,3395,3645,7040,주말
202104,8호선,석촌,3795,4794,8589,주말
202104,8호선,잠실,8169,8964,17133,주말
202104,8호선,몽촌토성,3076,3100,6176,주말
202104,8호선,강동구청,3985,4026,8011,주말
202104,8호선,천호,7985,9098,17083,주말
202104,8호선,암사,8301,7889,16190,주말
202104,7호선,부평구청,4821,4177,8998,주말
202104,7호선,굴포천,4240,4164,8404,주말
202104,7호선,삼산체육관,2689,2482,5171,주말
202104,7호선,상동,6157,5989,12146,주말
202104,7호선,부천시청,5994,5886,11880,주말
202104,7호선,신중동,6339,6229,12568,주말
202104,7호선,춘의,3429,3296,6725,주말
202104,7호선,부천종합운동장,2320,2202,4522,주말
202104,7호선,까치울,4209,4094,8303,주말
202104,7호선,온수,3889,3995,7884,주말
202104,7호선,천왕,4749,4667,9416,주말
202104,7호선,광명사거리,11542,11410,22952,주말
202104,7호선,철산,9927,9863,19790,주말
202104,7호선,가산디지털단지,10776,9873,20649,주말
202104,7호선,남구로,6417,6320,12737,주말
202104,7호선,대림,6009,5767,11776,주말
202104,7호선,신풍,5577,5322,10899,주말
202104,7호선,보라매,4455,4524,8979,주말
202104,7호선,신대방삼거리,7280,7195,14475,주말
202104,7호선,장승배기,4651,4591,9242,주말
202104,7호선,상도,4939,4985,9924,주말
202104,7호선,숭실대입구,5385,5843,11228,주말
202104,7호선,남성,5004,5025,10029,주말
202104,7호선,이수,7482,7011,14493,주말
202104,7호선,내방,4697,4754,9451,주말
202104,7호선,고속터미널,11400,7564,18964,주말
202104,7호선,반포,2673,2689,5362,주말
202104,7호선,논현,5973,6318,12291,주말
202104,7호선,학동,5469,5875,11344,주말
202104,7호선,강남구청,5369,5911,11280,주말
202104,7호선,청담,6022,6408,12430,주말
202104,7호선,뚝섬유원지,11519,10746,22265,주말
202104,7호선,건대입구,6834,6892,13726,주말
202104,7호선,어린이대공원,7901,7987,15888,주말
202104,7호선,군자,7219,5638,12857,주말
202104,7호선,중곡,4892,4694,9586,주말
202104,7호선,용마산,3426,3841,7267,주말
202104,7호선,사가정,8754,8503,17257,주말
202104,7호선,면목,7748,7758,15506,주말
202104,7호선,상봉,8935,8204,17139,주말
202104,7호선,중화,6083,5743,11826,주말
202104,7호선,먹골,5249,5193,10442,주말
202104,7호선,태릉입구,4602,4312,8914,주말
202104,7호선,공릉,5994,6186,12180,주말
202104,7호선,하계,8297,7905,16202,주말
202104,7호선,중계,6334,5913,12247,주말
202104,7호선,노원,10090,10249,20339,주말
202104,7호선,마들,5697,5196,10893,주말
202104,7호선,수락산,8191,8242,16433,주말
202104,7호선,도봉산,5701,8460,14161,주말
202104,7호선,장암,1561,1222,2783,주말
202104,6호선,봉화산,3750,3587,7337,주말
202104,6호선,화랑대,4734,4174,8908,주말
202104,6호선,태릉입구,2802,3059,5861,주말
202104,6호선,석계,6005,6287,12292,주말
202104,6호선,돌곶이,4429,4152,8581,주말
202104,6호선,상월곡,2993,2830,5823,주말
202104,6호선,월곡,4985,4898,9883,주말
202104,6호선,고려대,3833,3750,7583,주말
202104,6호선,안암,4203,4476,8679,주말
202104,6호선,보문,3698,3585,7283,주말
202104,6호선,창신,1532,1409,2941,주말
202104,6호선,동묘앞,6226,5966,12192,주말
202104,6호선,신당,3677,4334,8011,주말
202104,6호선,청구,1613,1577,3190,주말
202104,6호선,약수,1453,1519,2972,주말
202104,6호선,버티고개,1074,1144,2218,주말
202104,6호선,한강진,5871,6649,12520,주말
202104,6호선,이태원,8245,8026,16271,주말
202104,6호선,녹사평,3915,3745,7660,주말
202104,6호선,삼각지,3275,2381,5656,주말
202104,6호선,효창공원앞,3173,2862,6035,주말
202104,6호선,공덕,6144,5666,11810,주말
202104,6호선,대흥,3450,3605,7055,주말
202104,6호선,광흥창,3713,3559,7272,주말
202104,6호선,상수,4793,5560,10353,주말
202104,6호선,합정,8481,7499,15980,주말
202104,6호선,망원,9522,10399,19921,주말
202104,6호선,마포구청,6642,6113,12755,주말
202104,6호선,월드컵경기장,3839,3786,7625,주말
202104,6호선,디지털미디어시티,4802,5089,9891,주말
202104,6호선,증산,5273,5382,10655,주말
202104,6호선,새절,6096,6055,12151,주말
202104,6호선,구산,3646,2722,6368,주말
202104,6호선,연신내,1,0,1,주말
202104,6호선,독바위,1587,2027,3614,주말
202104,6호선,불광,3248,2971,6219,주말
202104,6호선,역촌,1835,2206,4041,주말
202104,6호선,응암,8783,8707,17490,주말
202104,5호선,하남검단산,4732,4768,9500,주말
202104,5호선,하남시청,3214,2904,6118,주말
202104,5호선,하남풍산,2127,2145,4272,주말
202104,5호선,미사,7681,7795,15476,주말
202104,5호선,강일,1628,1690,3318,주말
202104,5호선,마천,3240,3608,6848,주말
202104,5호선,거여,3722,3668,7390,주말
202104,5호선,개롱,2845,3148,5993,주말
202104,5호선,오금,1596,1464,3060,주말
202104,5호선,방이,3769,3568,7337,주말
202104,5호선,올림픽공원,2060,2028,4088,주말
202104,5호선,둔촌동,4185,4196,8381,주말
202104,5호선,상일동,6445,6216,12661,주말
202104,5호선,고덕,3967,3897,7864,주말
202104,5호선,명일,4441,4489,8930,주말
202104,5호선,굽은다리,4673,4434,9107,주말
202104,5호선,길동,3951,4011,7962,주말
202104,5호선,강동,8318,8376,16694,주말
202104,5호선,천호,11294,10475,21769,주말
202104,5호선,광나루,7374,7440,14814,주말
202104,5호선,아차산,11425,11643,23068,주말
202104,5호선,군자,5692,6071,11763,주말
202104,5호선,장한평,6687,6695,13382,주말
202104,5호선,답십리,6789,6406,13195,주말
202104,5호선,마장,2767,2522,5289,주말
202104,5호선,왕십리,2259,2514,4773,주말
202104,5호선,행당,3814,3478,7292,주말
202104,5호선,신금호,2781,2968,5749,주말
202104,5호선,청구,1712,1523,3235,주말
202104,5호선,동대문역사문화공원,655,852,1507,주말
202104,5호선,을지로4가,1434,1558,2992,주말
202104,5호선,종로3가,7390,7027,14417,주말
202104,5호선,광화문,9617,9551,19168,주말
202104,5호선,서대문,4345,4342,8687,주말
202104,5호선,충정로,1403,1419,2822,주말
202104,5호선,애오개,2564,2614,5178,주말
202104,5호선,공덕,4382,4407,8789,주말
202104,5호선,마포,4480,4552,9032,주말
202104,5호선,여의나루,15442,16356,31798,주말
202104,5호선,여의도,7311,7754,15065,주말
202104,5호선,신길,1817,1948,3765,주말
202104,5호선,영등포시장,4001,4141,8142,주말
202104,5호선,영등포구청,1301,1271,2572,주말
202104,5호선,양평,2505,2457,4962,주말
202104,5호선,오목교,11011,11282,22293,주말
202104,5호선,목동,7268,7509,14777,주말
202104,5호선,신정,6023,5356,11379,주말
202104,5호선,까치산,14741,14543,29284,주말
202104,5호선,화곡,13434,12792,26226,주말
202104,5호선,우장산,6108,6225,12333,주말
202104,5호선,발산,8531,8830,17361,주말
202104,5호선,마곡,3337,3491,6828,주말
202104,5호선,송정,3612,3654,7266,주말
202104,5호선,김포공항,6739,6151,12890,주말
202104,5호선,개화산,2585,2842,5427,주말
202104,5호선,방화,3662,3605,7267,주말
202104,4호선,쌍문,14761,13230,27991,주말
202104,4호선,창동,13527,14196,27723,주말
202104,4호선,상계,10097,9459,19556,주말
202104,4호선,당고개,7330,7071,14401,주말
202104,4호선,남태령,559,470,1029,주말
202104,4호선,사당,13172,12394,25566,주말
202104,4호선,총신대입구,9497,10342,19839,주말
202104,4호선,동작,2039,2079,4118,주말
202104,4호선,이촌,4683,5300,9983,주말
202104,4호선,신용산,6263,6418,12681,주말
202104,4호선,삼각지,1915,2482,4397,주말
202104,4호선,숙대입구,6091,5856,11947,주말
202104,4호선,서울,3700,7607,11307,주말
202104,4호선,회현,7541,8046,15587,주말
202104,4호선,명동,9461,9784,19245,주말
202104,4호선,충무로,7441,7719,15160,주말
202104,4호선,동대문역사문화공원,7892,7709,15601,주말
202104,4호선,동대문,6769,7368,14137,주말
202104,4호선,혜화,17634,18412,36046,주말
202104,4호선,한성대입구,7293,7255,14548,주말
202104,4호선,성신여대입구,10943,10542,21485,주말
202104,4호선,길음,9372,9097,18469,주말
202104,4호선,미아사거리,14914,14312,29226,주말
202104,4호선,미아,7411,7063,14474,주말
202104,4호선,수유,18248,17502,35750,주말
202104,3호선,오금,2844,2759,5603,주말
202104,3호선,경찰병원,2670,2782,5452,주말
202104,3호선,가락시장,3306,3576,6882,주말
202104,3호선,수서,9466,9255,18721,주말
202104,3호선,일원,3231,3416,6647,주말
202104,3호선,대청,3703,3663,7366,주말
202104,3호선,학여울,2441,2860,5301,주말
202104,3호선,대치,4581,4176,8757,주말
202104,3호선,도곡,1997,2104,4101,주말
202104,3호선,매봉,3962,3983,7945,주말
202104,3호선,양재,12081,14205,26286,주말
202104,3호선,남부터미널,12067,12767,24834,주말
202104,3호선,교대,3849,2406,6255,주말
202104,3호선,고속터미널,36816,33367,70183,주말
202104,3호선,잠원,2199,2238,4437,주말
202104,3호선,신사,12252,12454,24706,주말
202104,3호선,압구정,12508,12899,25407,주말
202104,3호선,옥수,4906,5233,10139,주말
202104,3호선,금호,4167,3993,8160,주말
202104,3호선,약수,6140,6073,12213,주말
202104,3호선,동대입구,4881,5644,10525,주말
202104,3호선,충무로,1,0,1,주말
202104,3호선,을지로3가,2745,2593,5338,주말
202104,3호선,종로3가,3439,4544,7983,주말
202104,3호선,안국,8750,9840,18590,주말
202104,3호선,경복궁,10404,11069,21473,주말
202104,3호선,독립문,4051,4601,8652,주말
202104,3호선,무악재,1750,1850,3600,주말
202104,3호선,홍제,8738,8444,17182,주말
202104,3호선,녹번,6263,5899,12162,주말
202104,3호선,불광,9336,10997,20333,주말
202104,3호선,연신내,20780,19133,39913,주말
202104,3호선,구파발,11098,11382,22480,주말
202104,3호선,지축,1746,1739,3485,주말
202104,2호선,용두,1054,1028,2082,주말
202104,2호선,신정네거리,4836,4840,9676,주말
202104,2호선,양천구청,3027,3120,6147,주말
202104,2호선,도림천,440,480,920,주말
202104,2호선,신설동,2931,2908,5839,주말
202104,2호선,신답,655,723,1378,주말
202104,2호선,용답,1522,1515,3037,주말
202104,2호선,충정로,3378,3661,7039,주말
202104,2호선,아현,4796,4825,9621,주말
202104,2호선,이대,6044,6531,12575,주말
202104,2호선,신촌,18604,18478,37082,주말
202104,2호선,홍대입구,38718,38931,77649,주말
202104,2호선,합정,17265,18341,35606,주말
202104,2호선,당산,8887,9384,18271,주말
202104,2호선,영등포구청,7095,7476,14571,주말
202104,2호선,문래,6872,7300,14172,주말
202104,2호선,신도림,26059,26075,52134,주말
202104,2호선,대림,14241,14280,28521,주말
202104,2호선,구로디지털단지,21148,20937,42085,주말
202104,2호선,신대방,14463,14312,28775,주말
202104,2호선,신림,34319,33452,67771,주말
202104,2호선,봉천,11708,11503,23211,주말
202104,2호선,서울대입구,25630,26477,52107,주말
202104,2호선,낙성대,14702,15240,29942,주말
202104,2호선,사당,18753,21291,40044,주말
202104,2호선,방배,6044,6434,12478,주말
202104,2호선,서초,9674,9237,18911,주말
202104,2호선,교대,9493,10316,19809,주말
202104,2호선,강남,30091,29319,59410,주말
202104,2호선,역삼,10259,11358,21617,주말
202104,2호선,선릉,11810,10417,22227,주말
202104,2호선,삼성,16561,16139,32700,주말
202104,2호선,종합운동장,4561,5059,9620,주말
202104,2호선,잠실새내,10002,10184,20186,주말
202104,2호선,잠실,40132,37095,77227,주말
202104,2호선,잠실나루,4728,4846,9574,주말
202104,2호선,강변,19338,18796,38134,주말
202104,2호선,구의,10337,10572,20909,주말
202104,2호선,건대입구,23726,24037,47763,주말
202104,2호선,성수,11507,12886,24393,주말
202104,2호선,뚝섬,11619,11331,22950,주말
202104,2호선,한양대,2501,2715,5216,주말
202104,2호선,왕십리,8453,7259,15712,주말
202104,2호선,상왕십리,6581,6424,13005,주말
202104,2호선,신당,7914,8397,16311,주말
202104,2호선,동대문역사문화공원,7318,8673,15991,주말
202104,2호선,을지로4가,3072,2947,6019,주말
202104,2호선,을지로3가,6673,6122,12795,주말
202104,2호선,을지로입구,13986,12977,26963,주말
202104,2호선,시청,5120,4119,9239,주말
202104,1호선,청량리,12998,12521,25519,주말
202104,1호선,제기동,9196,9829,19025,주말
202104,1호선,신설동,6799,6945,13744,주말
202104,1호선,동대문,9207,9803,19010,주말
202104,1호선,종로5가,8510,8634,17144,주말
202104,1호선,종로3가,13422,11586,25008,주말
202104,1호선,종각,10941,9462,20403,주말
202104,1호선,시청,6552,6487,13039,주말
202104,1호선,동묘앞,12744,13162,25906,주말
202104,1호선,서울,23478,20137,43615,주말
202104,8호선,문정,5297,5699,10996,주말
202105,9호선,노량진,19486,19311,38797,주말
202105,5호선,올림픽공원,2406,1953,4359,주말
202105,5호선,방이,4454,4330,8784,주말
202105,5호선,오금,2047,1889,3936,주말
202105,5호선,개롱,3667,3832,7499,주말
202105,5호선,거여,4254,4158,8412,주말
202105,5호선,마천,3633,3768,7401,주말
202105,5호선,강일,1847,1780,3627,주말
202105,5호선,미사,9348,9153,18501,주말
202105,5호선,하남풍산,2319,2417,4736,주말
202105,5호선,하남시청,3829,3728,7557,주말
202105,5호선,하남검단산,4032,4180,8212,주말
202105,6호선,응암,10942,10916,21858,주말
202105,6호선,역촌,2303,2695,4998,주말
202105,6호선,불광,3533,3183,6716,주말
202105,6호선,독바위,1731,1896,3627,주말
202105,5호선,고덕,4900,4891,9791,주말
202105,5호선,명일,5125,5212,10337,주말
202105,5호선,굽은다리,6209,5897,12106,주말
202105,5호선,길동,5317,5548,10865,주말
202105,5호선,강동,10935,10470,21405,주말
202105,5호선,천호,15026,13681,28707,주말
202105,5호선,광나루,7991,7427,15418,주말
202105,5호선,아차산,10476,10284,20760,주말
202105,5호선,군자,7569,8370,15939,주말
202105,5호선,장한평,9463,9355,18818,주말
202105,5호선,답십리,9133,8521,17654,주말
202105,5호선,마장,3465,3386,6851,주말
202105,5호선,왕십리,3153,3563,6716,주말
202105,5호선,행당,4783,4163,8946,주말
202105,5호선,신금호,3541,3682,7223,주말
202105,5호선,청구,2264,2072,4336,주말
202105,5호선,동대문역사문화공원,909,1168,2077,주말
202105,5호선,을지로4가,2973,3386,6359,주말
202105,5호선,종로3가,11340,10915,22255,주말
202105,5호선,광화문,12313,12388,24701,주말
202105,5호선,서대문,5822,5670,11492,주말
202105,5호선,충정로,1857,1761,3618,주말
202105,5호선,애오개,3355,3289,6644,주말
202105,5호선,공덕,6925,6898,13823,주말
202105,5호선,마포,7045,6525,13570,주말
202105,5호선,여의나루,7497,11165,18662,주말
202105,5호선,여의도,12743,11626,24369,주말
202105,5호선,신길,2253,2463,4716,주말
202105,5호선,영등포시장,6348,6858,13206,주말
202105,5호선,영등포구청,1682,1695,3377,주말
202105,5호선,양평,3251,3101,6352,주말
202105,5호선,오목교,15144,15464,30608,주말
202105,5호선,목동,10157,10299,20456,주말
202105,5호선,신정,7912,6836,14748,주말
202105,5호선,까치산,18818,18198,37016,주말
202105,5호선,화곡,17535,16511,34046,주말
202105,5호선,우장산,8742,8555,17297,주말
202105,5호선,발산,11932,12400,24332,주말
202105,5호선,마곡,4703,4658,9361,주말
202105,5호선,송정,4635,4575,9210,주말
202105,5호선,김포공항,7260,7146,14406,주말
202105,5호선,개화산,3231,3155,6386,주말
202105,5호선,방화,4102,3894,7996,주말
202105,4호선,쌍문,18513,16954,35467,주말
202105,4호선,창동,16714,17797,34511,주말
202105,4호선,노원,14326,15242,29568,주말
202105,4호선,상계,12141,11395,23536,주말
202105,4호선,당고개,8288,8106,16394,주말
202105,4호선,남태령,830,569,1399,주말
202105,4호선,사당,17920,15152,33072,주말
202105,4호선,총신대입구,12643,13542,26185,주말
202105,4호선,동작,1670,1693,3363,주말
202105,4호선,이촌,5329,6022,11351,주말
202105,4호선,신용산,8343,8871,17214,주말
202105,4호선,삼각지,2744,3608,6352,주말
202105,4호선,숙대입구,8198,8037,16235,주말
202105,4호선,서울,4511,10607,15118,주말
202105,4호선,회현,16732,17026,33758,주말
202105,4호선,명동,11152,12627,23779,주말
202105,4호선,충무로,11007,11283,22290,주말
202105,4호선,동대문역사문화공원,10076,8719,18795,주말
202105,4호선,동대문,13880,13662,27542,주말
202105,4호선,혜화,21623,21978,43601,주말
202105,4호선,한성대입구,9241,9124,18365,주말
202105,4호선,성신여대입구,14798,14042,28840,주말
202105,4호선,길음,12035,11581,23616,주말
202105,4호선,미아사거리,19651,18753,38404,주말
202105,4호선,미아,9671,9032,18703,주말
202105,4호선,수유,23191,22501,45692,주말
202105,3호선,오금,3422,3305,6727,주말
202105,3호선,경찰병원,3547,3363,6910,주말
202105,3호선,가락시장,5485,5181,10666,주말
202105,3호선,수서,11495,11546,23041,주말
202105,3호선,일원,3604,3711,7315,주말
202105,3호선,대청,4773,4480,9253,주말
202105,3호선,학여울,2928,2971,5899,주말
202105,3호선,대치,7053,6608,13661,주말
202105,3호선,도곡,3345,3390,6735,주말
202105,3호선,매봉,5103,5055,10158,주말
202105,3호선,양재,17674,18842,36516,주말
202105,3호선,남부터미널,19286,20221,39507,주말
202105,3호선,교대,5729,3475,9204,주말
202105,3호선,고속터미널,43958,45622,89580,주말
202105,3호선,잠원,2872,2812,5684,주말
202105,3호선,신사,22473,22832,45305,주말
202105,3호선,압구정,21480,22247,43727,주말
202105,3호선,옥수,6034,6291,12325,주말
202105,3호선,금호,5279,4956,10235,주말
202105,3호선,약수,8089,7443,15532,주말
202105,3호선,동대입구,5275,5716,10991,주말
202105,3호선,충무로,1,0,1,주말
202105,3호선,을지로3가,4332,4792,9124,주말
202105,3호선,종로3가,5556,7468,13024,주말
202105,3호선,안국,11257,12531,23788,주말
202105,3호선,경복궁,12030,11754,23784,주말
202105,3호선,독립문,4691,4856,9547,주말
202105,3호선,무악재,2329,2347,4676,주말
202105,3호선,홍제,11067,10484,21551,주말
202105,3호선,녹번,8506,7442,15948,주말
202105,3호선,불광,10991,12268,23259,주말
202105,3호선,연신내,25734,24119,49853,주말
202105,3호선,구파발,12266,12386,24652,주말
202105,3호선,지축,2074,2059,4133,주말
202105,2호선,용두,1566,1527,3093,주말
202105,2호선,신정네거리,6788,6700,13488,주말
202105,2호선,양천구청,3902,4004,7906,주말
202105,2호선,도림천,656,686,1342,주말
202105,2호선,신설동,2989,2727,5716,주말
202105,2호선,신답,862,920,1782,주말
202105,2호선,용답,1866,1758,3624,주말
202105,2호선,충정로,5176,5656,10832,주말
202105,2호선,아현,6500,6272,12772,주말
202105,2호선,이대,8526,8745,17271,주말
202105,2호선,신촌,27123,27003,54126,주말
202105,2호선,홍대입구,57658,59726,117384,주말
202105,2호선,합정,24754,26036,50790,주말
202105,2호선,당산,10871,11926,22797,주말
202105,2호선,영등포구청,11203,11458,22661,주말
202105,2호선,문래,10628,11187,21815,주말
202105,2호선,신도림,37580,37900,75480,주말
202105,2호선,대림,16474,17654,34128,주말
202105,2호선,구로디지털단지,29607,28754,58361,주말
202105,2호선,신대방,17657,17251,34908,주말
202105,2호선,신림,44694,42146,86840,주말
202105,2호선,봉천,15145,14257,29402,주말
202105,2호선,서울대입구,33592,32178,65770,주말
202105,2호선,낙성대,18771,17665,36436,주말
202105,2호선,사당,25293,27730,53023,주말
202105,2호선,방배,8794,9217,18011,주말
202105,2호선,서초,10236,8890,19126,주말
202105,2호선,교대,14843,16632,31475,주말
202105,2호선,강남,51837,50791,102628,주말
202105,2호선,역삼,16362,17570,33932,주말
202105,2호선,선릉,20328,18438,38766,주말
202105,2호선,삼성,29119,28967,58086,주말
202105,2호선,종합운동장,5062,5516,10578,주말
202105,2호선,잠실새내,15104,15715,30819,주말
202105,2호선,잠실,55405,53059,108464,주말
202105,2호선,잠실나루,6579,6598,13177,주말
202105,2호선,강변,23363,24802,48165,주말
202105,2호선,구의,14184,13855,28039,주말
202105,2호선,건대입구,30565,31928,62493,주말
202105,2호선,성수,15048,16651,31699,주말
202105,2호선,뚝섬,11703,11781,23484,주말
202105,2호선,한양대,3024,2921,5945,주말
202105,2호선,왕십리,11695,10140,21835,주말
202105,2호선,상왕십리,8640,8027,16667,주말
202105,2호선,신당,9731,10064,19795,주말
202105,2호선,동대문역사문화공원,9182,9565,18747,주말
202105,2호선,을지로4가,6097,6223,12320,주말
202105,2호선,을지로3가,9184,9131,18315,주말
202105,2호선,을지로입구,18137,17849,35986,주말
202105,2호선,시청,6905,5907,12812,주말
202105,1호선,청량리,15950,16097,32047,주말
202105,1호선,제기동,13612,13889,27501,주말
202105,1호선,신설동,7777,7497,15274,주말
202105,1호선,동대문,11032,10116,21148,주말
202105,1호선,종로5가,18029,17366,35395,주말
202105,1호선,종로3가,19003,18406,37409,주말
202105,1호선,종각,16189,14738,30927,주말
202105,1호선,시청,8253,8774,17027,주말
202105,1호선,동묘앞,9578,9794,19372,주말
202105,1호선,서울,26548,27986,54534,주말
202105,6호선,구산,4638,3511,8149,주말
202105,6호선,새절,7755,7358,15113,주말
202105,6호선,증산,6477,6467,12944,주말
202105,6호선,디지털미디어시티,5935,6138,12073,주말
202105,6호선,월드컵경기장,3735,3762,7497,주말
202105,6호선,마포구청,8098,7380,15478,주말
202105,6호선,망원,11624,12657,24281,주말
202105,6호선,합정,11014,9950,20964,주말
202105,6호선,상수,7579,8666,16245,주말
202105,6호선,광흥창,4644,4421,9065,주말
202105,6호선,대흥,4913,4921,9834,주말
202105,6호선,공덕,9153,8342,17495,주말
202105,6호선,효창공원앞,3974,3641,7615,주말
202105,6호선,삼각지,4425,3373,7798,주말
202105,6호선,녹사평,4616,4846,9462,주말
202105,6호선,이태원,10768,10839,21607,주말
202105,6호선,한강진,7201,8293,15494,주말
202105,6호선,버티고개,1373,1411,2784,주말
202105,6호선,약수,2046,2135,4181,주말
202105,6호선,청구,2144,2241,4385,주말
202105,6호선,신당,5745,4672,10417,주말
202105,6호선,동묘앞,7680,6904,14584,주말
202105,경의선,곡산,347,337,684,주말
202105,6호선,창신,2003,1735,3738,주말
202105,6호선,보문,4499,4139,8638,주말
202105,6호선,안암,6050,5692,11742,주말
202105,6호선,고려대,4693,4500,9193,주말
202105,6호선,월곡,6426,6200,12626,주말
202105,6호선,상월곡,3624,3249,6873,주말
202105,6호선,돌곶이,5401,5017,10418,주말
202105,6호선,석계,7693,7662,15355,주말
202105,6호선,태릉입구,3650,3913,7563,주말
202105,6호선,화랑대,6127,5114,11241,주말
202105,6호선,봉화산,4647,4519,9166,주말
202105,7호선,장암,1220,935,2155,주말
202105,7호선,도봉산,5198,7206,12404,주말
202105,7호선,수락산,8708,8528,17236,주말
202105,7호선,마들,7597,7140,14737,주말
202105,7호선,노원,13952,14244,28196,주말
202105,7호선,중계,7978,7056,15034,주말
202105,7호선,하계,10737,10094,20831,주말
202105,7호선,공릉,7922,7618,15540,주말
202105,7호선,태릉입구,5548,5033,10581,주말
202105,7호선,먹골,7306,7074,14380,주말
