사용일자,호선명,지하철역,승차총승객수,하차총승객수
202001,8호선,가락시장,39182,45284
202001,8호선,강동구청,47141,47720
202001,8호선,남한산성입구,68395,61060
202001,8호선,단대오거리,56128,51887
202001,8호선,모란,31331,25481
202001,8호선,몽촌토성,28120,28920
202001,8호선,문정,57211,57288
202001,8호선,복정,52666,45339
202001,8호선,산성,31741,31330
202001,8호선,석촌,40428,49072
202001,8호선,송파,45838,44752
202001,8호선,수진,35830,33443
202001,8호선,신흥,30506,32749
202001,8호선,암사,90621,83206
202001,8호선,잠실,105165,117119
202001,8호선,장지,98982,94751
202001,8호선,천호,100180,116123
202002,8호선,가락시장,37390,42023
202002,8호선,강동구청,44701,44848
202002,8호선,남한산성입구,66979,59083
202002,8호선,단대오거리,54591,51140
202002,8호선,모란,26983,22282
202002,8호선,몽촌토성,26576,27210
202002,8호선,문정,62545,63499
202002,8호선,복정,51812,45886
202002,8호선,산성,31869,31201
202002,8호선,석촌,39889,48257
202002,8호선,송파,41694,40143
202002,8호선,수진,33336,30779
202002,8호선,신흥,29448,31456
202002,8호선,암사,88190,80476
202002,8호선,잠실,84155,94628
202002,8호선,장지,92300,88673
202002,8호선,천호,99748,116957
202003,8호선,가락시장,26651,31173
202003,8호선,강동구청,31183,31476
202003,8호선,남한산성입구,48391,43309
202003,8호선,단대오거리,38952,36962
202003,8호선,모란,19683,16375
202003,8호선,몽촌토성,21449,22048
202003,8호선,문정,41308,41780
202003,8호선,복정,32671,29166
202003,8호선,산성,24373,24079
202003,8호선,석촌,29633,36196
202003,8호선,송파,28593,27893
202003,8호선,수진,21139,19071
202003,8호선,신흥,20226,20799
202003,8호선,암사,65726,59969
202003,8호선,잠실,61345,66189
202003,8호선,장지,62862,61891
202003,8호선,천호,70711,83104
202004,8호선,가락시장,28465,32429
202004,8호선,강동구청,32366,32729
202004,8호선,남한산성입구,50957,45811
202004,8호선,단대오거리,40659,38185
202004,8호선,모란,22114,18468
202004,8호선,몽촌토성,22639,23169
202004,8호선,문정,43205,43982
202004,8호선,복정,35622,31134
202004,8호선,산성,25961,25757
202004,8호선,석촌,30488,37032
202004,8호선,송파,30072,29312
202004,8호선,수진,22222,20189
202004,8호선,신흥,20969,22022
202004,8호선,암사,68258,62610
202004,8호선,잠실,62325,66808
