사용일자,호선명,지하철역,승차총승객수,하차총승객수
202006,1호선,금천구청,50568,50139
202006,1호선,남영,36008,37179
202006,1호선,노량진,53721,47060
202006,1호선,녹양,23451,22448
202006,1호선,녹천,22187,18363
202006,1호선,당정,25378,24817
202006,1호선,대방,52445,53117
202006,1호선,덕계,12383,11432
202006,1호선,덕정,31533,30877
202006,1호선,도봉,28780,26849
202006,1호선,도봉산,69547,48092
202006,1호선,도원,13487,13774
202006,1호선,도화,17143,15381
202006,1호선,독산,51534,51546
202006,1호선,동대문,74141,79313
202006,1호선,동두천,10619,14635
202006,1호선,동두천중앙,18271,17813
202006,1호선,동묘앞,84807,86514
202006,1호선,동암,79880,80090
202006,1호선,동인천,73588,71360
202006,1호선,두정,28844,30120
202006,1호선,망월사,38714,39783
202006,1호선,명학,32023,31320
202006,1호선,방학,47729,46251
202006,1호선,배방,6426,6632
202006,1호선,백운,33351,33089
202006,1호선,병점,71136,73814
202006,1호선,보산,12317,12188
202006,1호선,봉명,4814,4623
202006,1호선,부개,38614,36240
202006,1호선,부천,178740,180843
202006,1호선,부평,175019,188517
202006,1호선,서동탄,6820,6493
202006,1호선,서빙고,9195,8850
202006,1호선,서울역,230889,189011
202006,1호선,서정리,35335,37890
202006,1호선,석계,45579,48667
202006,1호선,석수,46352,44853
202006,1호선,성균관대,63478,64261
202006,1호선,성환,20239,20877
202006,1호선,세류,17490,17428
202006,1호선,세마,13092,11677
202006,1호선,소사,51873,48913
202006,1호선,소요산,34462,29306
202006,1호선,송내,113793,111256
202006,1호선,송탄,28818,28679
202006,1호선,수원,247953,257664
202006,1호선,시청,52336,52946
202006,1호선,신길,41542,34967
202006,1호선,신도림,18194,18894
202006,1호선,신설동,63117,60887
202006,1호선,신이문,41298,37467
202006,1호선,신창,7883,8818
202006,1호선,쌍용,9659,9264
202006,1호선,아산,18683,15822
202006,1호선,안양,111484,109482
202006,1호선,양주,42349,41015
202006,1호선,역곡,122511,120252
202006,1호선,영등포,255682,260183
202006,1호선,오류동,57604,52813
202006,1호선,오산,58726,58966
202006,1호선,오산대,16139,15048
202006,1호선,옥수,345,232
202006,1호선,온수,30796,29130
202006,1호선,온양온천,24903,25097
202006,1호선,왕십리,77322,89085
202006,1호선,외대앞,39394,37423
202006,1호선,용산,200235,197132
202006,1호선,월계,30071,27364
202006,1호선,응봉,9923,8656
202006,1호선,의왕,35773,35365
202006,1호선,의정부,115917,122091
202006,1호선,이촌,19873,14677
202006,1호선,인천,21618,18466
202006,1호선,제기동,84683,87022
202006,1호선,제물포,44001,41615
202006,1호선,종각,113758,108450
202006,1호선,종로3가,128393,120798
202006,1호선,종로5가,92954,94732
202006,1호선,주안,96892,86470
202006,1호선,중동,40576,37397
202006,1호선,지제,14978,13656
202006,1호선,지행,37697,38059
202006,1호선,직산,4478,4497
202006,1호선,진위,6667,6248
202006,1호선,창동,2,0
202006,1호선,천안,43170,43216
202006,1호선,청량리,216000,220785
202006,1호선,평택,85689,88047
202006,1호선,한남,17911,17562
202006,1호선,화서,33185,32174
202006,1호선,회룡,61455,61011
202007,1호선,가능,34103,31971
202007,1호선,가산디지털단지,39059,52680
202007,1호선,간석,27793,26434
202007,1호선,개봉,106760,104303
202007,1호선,관악,42521,38971
202007,1호선,광명,16585,12670
202007,1호선,광운대,38089,37472
202007,1호선,구로,79774,82252
202007,1호선,구일,29389,28246
202007,1호선,군포,28321,25913
202007,1호선,금정,118972,121124
202007,1호선,금천구청,52839,51345
202007,1호선,남영,38347,39614
202007,1호선,노량진,56733,48966
202007,1호선,녹양,23214,22368
202007,1호선,녹천,22816,19002
202007,1호선,당정,27073,26106
202007,1호선,대방,54869,55304
202007,1호선,덕계,12702,11564
202007,1호선,덕정,30848,30119
202007,1호선,도봉,29639,27720
202007,1호선,도봉산,68755,47205
202007,1호선,도원,14298,14491
202007,1호선,도화,18979,17277
202007,1호선,독산,53615,53266
202007,1호선,동대문,73843,79638
202007,1호선,동두천,10826,14217
202007,1호선,동두천중앙,17967,17712
202007,1호선,동묘앞,82229,85053
202007,1호선,동암,84734,85645
202007,1호선,동인천,79756,77185
202007,1호선,두정,29648,31082
202007,1호선,망월사,38315,39291
202007,1호선,명학,33687,32700
202007,1호선,방학,49124,47850
202007,1호선,배방,6493,6765
202007,1호선,백운,35979,35312
202007,1호선,병점,74759,77068
202007,1호선,보산,11579,11615
202007,1호선,봉명,5169,4987
202007,1호선,부개,41397,38663
202007,1호선,부천,193776,196370
202007,1호선,부평,192720,208188
202007,1호선,서동탄,7222,6991
202007,1호선,서빙고,9843,9526
202007,1호선,서울역,247693,204106
202007,1호선,서정리,36417,38609
202007,1호선,석계,47055,50448
202007,1호선,석수,48896,45925
202007,1호선,성균관대,67326,68206
202007,1호선,성환,20759,21176
202007,1호선,세류,18473,18287
202007,1호선,세마,13298,12258
202007,1호선,소사,53620,50777
202007,1호선,소요산,33996,28910
202007,1호선,송내,123189,120450
202007,1호선,송탄,29318,29013
202007,1호선,수원,260034,272196
202007,1호선,시청,64176,66480
202007,1호선,신길,41633,35265
202007,1호선,신도림,18845,19710
202007,1호선,신설동,62639,60867
202007,1호선,신이문,42457,38586
202007,1호선,신창,7448,7777
202007,1호선,쌍용,9804,9536
202007,1호선,아산,18871,16051
202007,1호선,안양,119970,118494
202007,1호선,양주,41863,40330
202007,1호선,역곡,128945,126801
202007,1호선,영등포,265018,271142
202007,1호선,오류동,59110,54592
202007,1호선,오산,61132,60943
202007,1호선,오산대,16350,15189
202007,1호선,옥수,390,297
202007,1호선,온수,33042,30816
202007,1호선,온양온천,27300,27200
202007,1호선,왕십리,81093,92697
202007,1호선,외대앞,42084,39667
202007,1호선,용산,214487,212189
202007,1호선,월계,30483,27842
202007,1호선,응봉,9410,8060
202007,1호선,의왕,37833,37275
202007,1호선,의정부,110183,115150
202007,1호선,이촌,21031,15496
202007,1호선,인천,25359,21566
202007,1호선,제기동,89105,91686
202007,1호선,제물포,47565,44718
202007,1호선,종각,123855,119227
202007,1호선,종로3가,140600,132210
202007,1호선,종로5가,97095,100088
202007,1호선,주안,104748,92829
202007,1호선,중동,42626,40011
202007,1호선,지제,15530,14278
202007,1호선,지행,36951,37264
202007,1호선,직산,4576,4682
202007,1호선,진위,6875,6456
202007,1호선,창동,4,0
202007,1호선,천안,43806,43276
202007,1호선,청량리,228645,232069
202007,1호선,평택,89110,89902
202007,1호선,한남,19085,18707
202007,1호선,화서,34157,33282
202007,1호선,회룡,61216,60685
202008,1호선,가능,34619,33340
202008,1호선,가산디지털단지,38935,52976
202008,1호선,간석,28243,26825
202008,1호선,개봉,107989,105833
202008,1호선,관악,37546,35546
202008,1호선,광명,17095,13320
202008,1호선,광운대,38362,37690
202008,1호선,구로,80466,82644
202008,1호선,구일,28859,28096
202008,1호선,군포,29538,27550
202008,1호선,금정,119292,121063
202008,1호선,금천구청,51632,51274
202008,1호선,남영,39088,40087
202008,1호선,노량진,50801,44937
202008,1호선,녹양,22893,21961
202008,1호선,녹천,22706,19162
202008,1호선,당정,26305,25476
202008,1호선,대방,53039,53454
202008,1호선,덕계,12473,11542
202008,1호선,덕정,29378,28393
202008,1호선,도봉,29759,27751
202008,1호선,도봉산,54561,37011
202008,1호선,도원,15340,15629
202008,1호선,도화,19035,17070
202008,1호선,독산,54289,54604
202008,1호선,동대문,71249,73261
202008,1호선,동두천,10409,13421
202008,1호선,동두천중앙,18046,17974
202008,1호선,동묘앞,68611,69152
202008,1호선,동암,87259,87625
202008,1호선,동인천,78849,76588
202008,1호선,두정,30611,32007
202008,1호선,망월사,36986,37690
202008,1호선,명학,32537,31523
202008,1호선,방학,49053,47749
202008,1호선,배방,6430,6586
202008,1호선,백운,35485,35348
202008,1호선,병점,73028,75097
202008,1호선,보산,11375,11629
202008,1호선,봉명,4970,4976
202008,1호선,부개,41602,39229
202008,1호선,부천,199060,200860
202008,1호선,부평,192478,206457
202008,1호선,서동탄,6767,6763
202008,1호선,서빙고,9268,8798
202008,1호선,서울역,257307,216627
202008,1호선,서정리,36649,38246
202008,1호선,석계,44672,48186
202008,1호선,석수,45657,42245
202008,1호선,성균관대,65992,67026
202008,1호선,성환,21748,22084
202008,1호선,세류,17965,18050
202008,1호선,세마,13364,12355
202008,1호선,소사,52668,50162
202008,1호선,소요산,28555,24692
202008,1호선,송내,122205,119852
202008,1호선,송탄,29871,29057
202008,1호선,수원,261287,272423
202008,1호선,시청,71371,70981
202008,1호선,신길,43280,35836
202008,1호선,신도림,17363,18747
202008,1호선,신설동,60610,59346
202008,1호선,신이문,42738,39223
202008,1호선,신창,7364,7616
202008,1호선,쌍용,9600,9055
202008,1호선,아산,19319,16956
202008,1호선,안양,116996,116022
202008,1호선,양주,41374,40085
202008,1호선,역곡,129069,127273
202008,1호선,영등포,277465,283968
202008,1호선,오류동,60161,55345
202008,1호선,오산,62503,62639
202008,1호선,오산대,15933,14932
202008,1호선,옥수,319,283
202008,1호선,온수,32101,30239
202008,1호선,온양온천,26833,27239
202008,1호선,왕십리,82333,96315
202008,1호선,외대앞,41390,39250
202008,1호선,용산,234641,236407
202008,1호선,월계,30826,28347
202008,1호선,응봉,8383,7038
202008,1호선,의왕,37085,36868
202008,1호선,의정부,113778,118315
202008,1호선,이촌,18871,14910
202008,1호선,인천,23442,19675
202008,1호선,제기동,86977,88940
202008,1호선,제물포,46885,45072
202008,1호선,종각,125558,119480
202008,1호선,종로3가,133545,128152
202008,1호선,종로5가,97315,98234
202008,1호선,주안,106015,95177
202008,1호선,중동,42728,40281
202008,1호선,지제,15637,14350
202008,1호선,지행,36044,36247
202008,1호선,직산,4711,4710
202008,1호선,진위,6952,6372
202008,1호선,창동,1,0
202008,1호선,천안,46293,45888
202008,1호선,청량리,224844,229852
202008,1호선,평택,90529,90989
202008,1호선,한남,18626,18270
202008,1호선,화서,32262,31725
202008,1호선,회룡,59696,59041
202009,1호선,가능,30270,28662
202009,1호선,가산디지털단지,33389,45398
202009,1호선,간석,22466,21579
202009,1호선,개봉,87839,86645
202009,1호선,관악,33077,30481
202009,1호선,광명,12230,9967
202009,1호선,광운대,31573,30831
202009,1호선,구로,73679,75370
202009,1호선,구일,23565,22756
202009,1호선,군포,25421,23564
202009,1호선,금정,97470,99172
202009,1호선,금천구청,43620,43007
202009,1호선,남영,29093,30512
202009,1호선,노량진,41072,38284
