사용일자,호선명,지하철역,승차총승객수,하차총승객수
202001,7호선,가산디지털단지,113328,104472
202001,7호선,강남구청,58936,64414
202001,7호선,건대입구,90005,97908
202001,7호선,고속터미널,154376,101532
202001,7호선,공릉,64402,64579
202001,7호선,광명사거리,142808,140729
202001,7호선,군자,78445,59763
202001,7호선,굴포천,49236,50423
202001,7호선,까치울,37569,36220
202001,7호선,남구로,74586,75537
202001,7호선,남성,56166,53832
202001,7호선,내방,52253,53091
202001,7호선,노원,116209,122585
202001,7호선,논현,72128,80496
202001,7호선,대림,79166,80601
202001,7호선,도봉산,47107,65437
202001,7호선,뚝섬유원지,45332,44296
202001,7호선,마들,60024,55924
202001,7호선,먹골,56589,54922
202001,7호선,면목,83118,79748
202001,7호선,반포,31789,30518
202001,7호선,보라매,43064,42267
202001,7호선,부천시청,66416,65804
202001,7호선,부천종합운동장,22786,20123
202001,7호선,부평구청,55212,45950
202001,7호선,사가정,89131,85923
202001,7호선,삼산체육관,27379,25791
202001,7호선,상도,57474,54451
202001,7호선,상동,78451,78463
202001,7호선,상봉,97432,92879
202001,7호선,수락산,76879,75007
202001,7호선,숭실대입구,61414,62484
202001,7호선,신대방삼거리,80728,78385
202001,7호선,신중동,72369,72490
202001,7호선,신풍,62409,60262
202001,7호선,어린이대공원,74264,74381
202001,7호선,온수,42321,43129
202001,7호선,용마산,31620,32056
202001,7호선,이수,87862,85739
202001,7호선,장승배기,53891,53010
202001,7호선,장암,11375,6404
202001,7호선,중계,77154,71111
202001,7호선,중곡,51037,47726
202001,7호선,중화,59999,57927
202001,7호선,천왕,46193,43155
202001,7호선,철산,120666,123037
202001,7호선,청담,72885,78220
202001,7호선,춘의,37352,35041
202001,7호선,태릉입구,47306,42592
202001,7호선,하계,98857,92915
202001,7호선,학동,68931,73091
202002,7호선,가산디지털단지,98890,91770
202002,7호선,강남구청,70066,76354
202002,7호선,건대입구,82213,87167
202002,7호선,고속터미널,111226,85635
202002,7호선,공릉,64911,64454
202002,7호선,광명사거리,131413,128999
202002,7호선,군자,78207,59336
202002,7호선,굴포천,46489,47683
202002,7호선,까치울,36473,35470
202002,7호선,남구로,63312,64702
202002,7호선,남성,56184,53076
202002,7호선,내방,53639,54660
202002,7호선,노원,115671,121933
202002,7호선,논현,78239,86094
202002,7호선,대림,45173,44712
202002,7호선,도봉산,45892,64104
202002,7호선,뚝섬유원지,39880,38855
202002,7호선,마들,58857,55095
202002,7호선,먹골,58360,57225
202002,7호선,면목,82525,79641
