사용일자,호선명,지하철역,승차총승객수,하차총승객수
202001,6호선,고려대,42386,40829
202001,6호선,공덕,73726,69881
202001,6호선,광흥창,41312,39124
202001,6호선,구산,39881,30065
202001,6호선,녹사평,37576,40834
202001,6호선,대흥,39174,40462
202001,6호선,독바위,15167,17842
202001,6호선,돌곶이,43171,40384
202001,6호선,동묘앞,62650,58700
202001,6호선,디지털미디어시티,53854,55167
202001,6호선,마포구청,69020,61401
202001,6호선,망원,85505,93527
202001,6호선,버티고개,11215,11509
202001,6호선,보문,39693,36497
202001,6호선,봉화산,44708,42376
202001,6호선,불광,31134,28527
202001,6호선,삼각지,38429,28302
202001,6호선,상수,63995,76234
202001,6호선,상월곡,31694,27960
202001,6호선,새절,69549,67094
202001,6호선,석계,68390,67894
202001,6호선,신내,1,0
202001,6호선,신당,45445,41489
202001,6호선,안암,50641,51851
202001,6호선,약수,17384,17945
202001,6호선,역촌,21273,23957
202001,6호선,연신내,4,0
202001,6호선,월곡,60401,58417
202001,6호선,월드컵경기장,32048,33448
202001,6호선,응암,94841,93125
202001,6호선,이태원,132755,148053
202001,6호선,증산,56155,54553
202001,6호선,창신,16282,13714
202001,6호선,청구,17288,18043
202001,6호선,태릉입구,29999,33769
202001,6호선,한강진,57133,66374
202001,6호선,합정,91748,84471
202001,6호선,화랑대,55687,45604
202001,6호선,효창공원앞,33094,29299
202002,6호선,고려대,40593,39236
202002,6호선,공덕,73356,70449
202002,6호선,광흥창,39619,37175
202002,6호선,구산,38984,29326
202002,6호선,녹사평,38808,41901
202002,6호선,대흥,38494,39074
202002,6호선,독바위,14739,17162
202002,6호선,돌곶이,43222,40674
202002,6호선,동묘앞,53920,51314
202002,6호선,디지털미디어시티,53034,54966
202002,6호선,마포구청,69246,60923
202002,6호선,망원,86501,94480
202002,6호선,버티고개,10910,11222
202002,6호선,보문,40074,36325
202002,6호선,봉화산,42127,39931
202002,6호선,불광,30214,27745
202002,6호선,삼각지,34532,26756
202002,6호선,상수,64455,76608
202002,6호선,상월곡,30338,26830
202002,6호선,새절,67505,64715
202002,6호선,석계,65979,65513
202002,6호선,신내,1,0
202002,6호선,신당,48792,45122
202002,6호선,안암,50556,50428
202002,6호선,약수,18334,18557
202002,6호선,역촌,20147,23048
202002,6호선,연신내,4,0
202002,6호선,월곡,55994,54828
202002,6호선,월드컵경기장,28999,30230
202002,6호선,응암,92920,92136
202002,6호선,이태원,118427,128743
202002,6호선,증산,55683,53745
202002,6호선,창신,16202,13603
202002,6호선,청구,17230,18461
202002,6호선,태릉입구,28704,31848
202002,6호선,한강진,53481,63654
202002,6호선,합정,91668,85947
202002,6호선,화랑대,50621,41809
202002,6호선,효창공원앞,33173,28909
202003,6호선,고려대,27691,26416
202003,6호선,공덕,51549,48702
202003,6호선,광흥창,25568,24271
202003,6호선,구산,28720,20289
202003,6호선,녹사평,30271,32368
202003,6호선,대흥,26869,27273
202003,6호선,독바위,11675,15160
202003,6호선,돌곶이,40365,38065
202003,6호선,동묘앞,40285,37947
202003,6호선,디지털미디어시티,38104,38828
202003,6호선,마포구청,50269,43835
202003,6호선,망원,67213,74039
202003,6호선,버티고개,7742,8230
202003,6호선,보문,29077,26685
202003,6호선,봉화산,29748,28311
202003,6호선,불광,22956,21245
202003,6호선,삼각지,22113,16820
202003,6호선,상수,42274,50672
202003,6호선,상월곡,22228,19745
202003,6호선,새절,48691,46360
202003,6호선,석계,48451,47824
202003,6호선,신당,31761,31955
202003,6호선,안암,35528,35963
202003,6호선,약수,13262,13294
202003,6호선,역촌,13681,16209
202003,6호선,연신내,1,0
202003,6호선,월곡,42174,40715
202003,6호선,월드컵경기장,26557,26083
202003,6호선,응암,69123,68919
202003,6호선,이태원,82068,87394
202003,6호선,증산,41720,41085
202003,6호선,창신,11562,9757
202003,6호선,청구,12652,13211
202003,6호선,태릉입구,21525,23617
202003,6호선,한강진,36818,45410
202003,6호선,합정,65365,61549
202003,6호선,화랑대,34564,28635
202003,6호선,효창공원앞,24291,21258
202004,6호선,고려대,28851,27511
202004,6호선,공덕,52583,49954
202004,6호선,광흥창,27205,25343
202004,6호선,구산,29593,21778
202004,6호선,녹사평,29226,31335
202004,6호선,대흥,27606,27911
202004,6호선,독바위,12120,15177
202004,6호선,돌곶이,38080,35639
202004,6호선,동묘앞,43952,41147
202004,6호선,디지털미디어시티,39231,39808
202004,6호선,마포구청,51988,44867
202004,6호선,망원,69887,77177
202004,6호선,버티고개,8087,8582
202004,6호선,보문,29284,26620
202004,6호선,봉화산,30761,29200
202004,6호선,불광,23980,22810
202004,6호선,삼각지,22222,17072
202004,6호선,상수,41825,51460
202004,6호선,상월곡,23118,20371
202004,6호선,새절,51242,48910
202004,6호선,석계,49895,49373
202004,6호선,신내,1,0
202004,6호선,신당,27912,27642
202004,6호선,안암,35688,35871
202004,6호선,약수,13238,13564
202004,6호선,역촌,14151,16559
202004,6호선,월곡,42859,41559
202004,6호선,월드컵경기장,27819,28492
202004,6호선,응암,71527,71286
202004,6호선,이태원,75763,80128
202004,6호선,증산,43536,42849
202004,6호선,창신,11958,9977
202004,6호선,청구,13170,13652
202004,6호선,태릉입구,22251,24533
202004,6호선,한강진,35111,44015
202004,6호선,합정,65531,62517
202004,6호선,화랑대,36084,30766
202004,6호선,효창공원앞,25236,22099
202005,6호선,고려대,40192,38244
202005,6호선,공덕,71794,68192
202005,6호선,광흥창,39976,37347
202005,6호선,구산,39892,29437
202005,6호선,녹사평,27236,27523
202005,6호선,대흥,37264,37752
202005,6호선,독바위,16300,19072
202005,6호선,돌곶이,51669,48655
202005,6호선,동묘앞,60132,56792
202005,6호선,디지털미디어시티,53326,54264
202005,6호선,마포구청,70127,61296
202005,6호선,망원,93579,104463
202005,6호선,버티고개,10946,11201
202005,6호선,보문,40855,37364
202005,6호선,봉화산,43057,40463
202005,6호선,불광,31843,30619
202005,6호선,삼각지,29010,22841
202005,6호선,상수,49900,61049
202005,6호선,상월곡,32453,28525
202005,6호선,새절,70528,66819
202005,6호선,석계,70946,69305
202005,6호선,신내,3,0
202005,6호선,신당,40313,39152
202005,6호선,안암,51592,53052
202005,6호선,약수,17473,18385
202005,6호선,역촌,20472,23317
202005,6호선,연신내,6,0
202005,6호선,월곡,59154,57354
202005,6호선,월드컵경기장,37310,39577
202005,6호선,응암,95946,95124
202005,6호선,이태원,59414,61734
202005,6호선,증산,59359,57367
202005,6호선,창신,16631,14050
202005,6호선,청구,17748,18749
202005,6호선,태릉입구,32247,36466
202005,6호선,한강진,39431,46906
202005,6호선,합정,83587,79694
202005,6호선,화랑대,52538,44382
202005,6호선,효창공원앞,34652,30041
202006,6호선,고려대,34044,32007
202006,6호선,공덕,59580,56403
202006,6호선,광흥창,32679,30523
202006,6호선,구산,32156,24257
202006,6호선,녹사평,24630,24859
202006,6호선,대흥,30929,31675
202006,6호선,독바위,13893,16775
202006,6호선,돌곶이,43372,40755
202006,6호선,동묘앞,49786,47276
202006,6호선,디지털미디어시티,44605,45701
202006,6호선,마포구청,58671,50587
202006,6호선,망원,77875,87551
202006,6호선,버티고개,9146,9285
202006,6호선,보문,33481,30558
202006,6호선,봉화산,35209,33401
202006,6호선,불광,27758,25654
202006,6호선,삼각지,24770,19098
202006,6호선,상수,45911,56165
202006,6호선,상월곡,26616,23141
202006,6호선,새절,58188,55273
202006,6호선,석계,58167,57471
202006,6호선,신당,33289,32453
202006,6호선,안암,43631,43495
202006,6호선,약수,14606,15128
202006,6호선,역촌,17156,19009
202006,6호선,연신내,10,0
202006,6호선,월곡,47727,46044
202006,6호선,월드컵경기장,30878,33431
202006,6호선,응암,79800,78049
202006,6호선,이태원,47410,48199
202006,6호선,증산,49427,47455
202006,6호선,창신,14199,11932
202006,6호선,청구,14799,14824
202006,6호선,태릉입구,25929,28308
202006,6호선,한강진,35730,43470
202006,6호선,합정,72493,70260
202006,6호선,화랑대,44245,37224
202006,6호선,효창공원앞,28330,24482
202007,6호선,고려대,35291,32988
202007,6호선,공덕,62739,58466
202007,6호선,광흥창,34010,31521
202007,6호선,구산,32907,25057
202007,6호선,녹사평,28672,29659
202007,6호선,대흥,32434,32207
202007,6호선,독바위,13895,16400
202007,6호선,돌곶이,44318,41467
202007,6호선,동묘앞,49042,46032
202007,6호선,디지털미디어시티,45873,46459
202007,6호선,마포구청,59850,51662
202007,6호선,망원,82018,91621
202007,6호선,버티고개,9612,10248
202007,6호선,보문,35167,31573
202007,6호선,봉화산,36927,34716
202007,6호선,불광,28302,25758
202007,6호선,삼각지,25643,19654
202007,6호선,상수,48550,59714
202007,6호선,상월곡,27457,23896
202007,6호선,새절,59018,55393
202007,6호선,석계,59210,58185
202007,6호선,신내,1,0
202007,6호선,신당,33637,32975
202007,6호선,안암,44597,44025
202007,6호선,약수,15418,15175
202007,6호선,역촌,17845,19794
202007,6호선,연신내,5,0
