사용일자,호선명,지하철역,승차총승객수,하차총승객수
202001,5호선,강동,106232,95337
202001,5호선,개롱,32150,33905
202001,5호선,개화산,28753,28220
202001,5호선,거여,38198,36324
202001,5호선,고덕,41848,40891
202001,5호선,공덕,49977,51946
202001,5호선,광나루,77403,72000
202001,5호선,광화문,187058,189945
202001,5호선,군자,59046,66508
202001,5호선,굽은다리,52636,49050
202001,5호선,길동,39369,40953
202001,5호선,김포공항,59740,58458
202001,5호선,까치산,160588,155011
202001,5호선,답십리,77299,71830
202001,5호선,동대문역사문화공원,8500,10792
202001,5호선,둔촌동,47932,48778
202001,5호선,마곡,24825,24142
202001,5호선,마장,31904,31332
202001,5호선,마천,29753,31011
202001,5호선,마포,51804,52720
202001,5호선,명일,44108,43765
202001,5호선,목동,84687,87832
202001,5호선,발산,85200,90408
202001,5호선,방이,38622,37655
202001,5호선,방화,36895,35420
202001,5호선,상일동,68668,62850
202001,5호선,서대문,58775,57706
202001,5호선,송정,41150,39812
202001,5호선,신금호,31246,32007
202001,5호선,신길,15136,16577
202001,5호선,신정,65477,55379
202001,5호선,아차산,87806,85382
202001,5호선,애오개,27962,27827
202001,5호선,양평,24617,24046
202001,5호선,여의나루,34433,34133
202001,5호선,여의도,57133,62837
202001,5호선,영등포구청,13004,12622
202001,5호선,영등포시장,54117,57280
202001,5호선,오금,15326,14987
202001,5호선,오목교,122089,128306
202001,5호선,올림픽공원,22813,22252
202001,5호선,왕십리,25282,31091
202001,5호선,우장산,72888,72972
202001,5호선,은행정,10847,8786
202001,5호선,을지로4가,20823,23340
202001,5호선,장한평,85323,85517
202001,5호선,종로3가,110669,103505
202001,5호선,천호,122756,123252
202001,5호선,청구,19248,17363
202001,5호선,충정로,14235,13422
202001,5호선,행당,41378,36445
202001,5호선,화곡,149584,140288
202002,5호선,강동,103418,94061
202002,5호선,개롱,31573,33142
202002,5호선,개화산,28033,27714
202002,5호선,거여,36842,35495
202002,5호선,고덕,38563,38386
202002,5호선,공덕,49900,51972
202002,5호선,광나루,78680,74454
202002,5호선,광화문,129523,131089
202002,5호선,군자,60205,67786
202002,5호선,굽은다리,50881,47000
202002,5호선,길동,39703,41067
202002,5호선,김포공항,46861,45373
202002,5호선,까치산,158745,151979
202002,5호선,답십리,76548,71066
202002,5호선,동대문역사문화공원,7787,9443
202002,5호선,둔촌동,46504,46391
202002,5호선,마곡,25923,25113
202002,5호선,마장,29352,28468
202002,5호선,마천,29610,30468
202002,5호선,마포,50322,51080
202002,5호선,명일,40609,40388
202002,5호선,목동,82681,85845
202002,5호선,발산,91149,96435
202002,5호선,방이,37929,37053
202002,5호선,방화,35113,33805
202002,5호선,상일동,66604,61085
202002,5호선,서대문,52485,50950
202002,5호선,송정,38905,37891
202002,5호선,신금호,29677,30501
202002,5호선,신길,15835,17517
202002,5호선,신정,64881,54075
202002,5호선,아차산,85633,82929
202002,5호선,애오개,27761,27664
