,사용일자,호선명,지하철역,승차총승객수,하차총승객수,승하차총승객수
0,20200101,9호선,중앙보훈병원,2911,2864,5775
1,20200101,9호선,둔촌오륜,333,354,687
2,20200101,9호선,올림픽공원,2371,2475,4846
3,20200101,9호선,한성백제,1482,1185,2667
4,20200101,9호선,송파나루,2060,2100,4160
5,20200101,9호선,석촌,3354,2750,6104
6,20200101,9호선,석촌고분,2533,2525,5058
7,20200101,9호선,삼전,2921,3037,5958
8,20200101,9호선,종합운동장,2212,1780,3992
9,20200101,9호선,봉은사,10651,10456,21107
10,20200101,9호선,삼성중앙,1724,1713,3437
11,20200101,9호선,선정릉,2246,2396,4642
12,20200101,9호선,언주,3261,2794,6055
13,20200101,9호선,신논현,15752,14954,30706
14,20200101,9호선,사평,1204,1213,2417
15,20200101,9호선,고속터미널,9488,13501,22989
16,20200101,9호선,신반포,1097,1057,2154
17,20200101,9호선,구반포,987,1079,2066
18,20200101,9호선,동작,1417,1414,2831
19,20200101,9호선,흑석,4011,4288,8299
20,20200101,9호선,노들,2065,1990,4055
21,20200101,9호선,노량진,16032,18069,34101
22,20200101,9호선,샛강,1598,1611,3209
23,20200101,9호선,여의도,4615,4455,9070
24,20200101,9호선,국회의사당,4106,3571,7677
25,20200101,9호선,당산,7609,7744,15353
26,20200101,9호선,선유도,2631,2652,5283
27,20200101,9호선,신목동,1446,1378,2824
28,20200101,9호선,염창,7396,7578,14974
29,20200101,9호선,등촌,4116,4258,8374
30,20200101,9호선,증미,3161,3343,6504
31,20200101,9호선,가양,8940,9185,18125
32,20200101,9호선,양천향교,3694,4075,7769
33,20200101,9호선,마곡나루,4194,4453,8647
34,20200101,9호선,신방화,3132,3107,6239
35,20200101,9호선,공항시장,1543,1815,3358
36,20200101,9호선,김포공항,7514,10298,17812
37,20200101,9호선,개화,1120,940,2060
38,20200102,9호선,개화,3118,2121,5239
39,20200102,9호선,김포공항,8929,12381,21310
40,20200102,9호선,공항시장,3015,3343,6358
41,20200102,9호선,신방화,7458,7266,14724
42,20200102,9호선,마곡나루,10987,10896,21883
43,20200102,9호선,양천향교,9631,9910,19541
44,20200102,9호선,가양,22026,21718,43744
45,20200102,9호선,증미,7544,7788,15332
46,20200102,9호선,등촌,11444,11532,22976
47,20200102,9호선,염창,18607,18081,36688
48,20200102,9호선,신목동,4218,3862,8080
49,20200102,9호선,선유도,7955,7822,15777
50,20200102,9호선,당산,19721,19545,39266
51,20200102,9호선,국회의사당,17564,17569,35133
52,20200102,9호선,여의도,26301,25487,51788
53,20200102,9호선,샛강,5903,6313,12216
54,20200102,9호선,노량진,30571,31459,62030
55,20200102,9호선,노들,4861,4176,9037
56,20200102,9호선,흑석,9453,10090,19543
