,사용일자,호선명,지하철역,승차총승객수,하차총승객수,승하차총승객수
0,20200101,4호선,남태령,520,439,959
1,20200101,4호선,사당,13276,11928,25204
2,20200101,4호선,총신대입구,9089,9895,18984
3,20200101,4호선,동작,1407,1537,2944
4,20200101,4호선,이촌,2894,3238,6132
5,20200101,4호선,신용산,7217,7115,14332
6,20200101,4호선,삼각지,1778,2250,4028
7,20200101,4호선,숙대입구,6152,5855,12007
8,20200101,4호선,서울역,6182,14194,20376
9,20200101,4호선,회현,10063,10460,20523
10,20200101,4호선,명동,33575,35869,69444
11,20200101,4호선,충무로,12041,11366,23407
12,20200101,4호선,동대문역사문화공원,15484,11770,27254
13,20200101,4호선,동대문,9042,8577,17619
14,20200101,4호선,혜화,23671,24403,48074
15,20200101,4호선,한성대입구,6777,6979,13756
16,20200101,4호선,성신여대입구,12017,11870,23887
17,20200101,4호선,길음,9673,9730,19403
18,20200101,4호선,미아사거리,14738,14886,29624
19,20200101,4호선,미아,7422,7244,14666
20,20200101,4호선,수유,19290,19269,38559
21,20200101,4호선,쌍문,14507,13636,28143
22,20200101,4호선,창동,13293,14456,27749
23,20200101,4호선,노원,11762,12768,24530
24,20200101,4호선,상계,9156,8876,18032
25,20200101,4호선,당고개,7021,6731,13752
26,20200102,4호선,당고개,13778,12455,26233
27,20200102,4호선,상계,21818,19360,41178
28,20200102,4호선,노원,22559,26162,48721
29,20200102,4호선,창동,29761,31702,61463
30,20200102,4호선,쌍문,34373,30621,64994
31,20200102,4호선,수유,38918,38988,77906
32,20200102,4호선,미아,16959,16133,33092
33,20200102,4호선,미아사거리,32154,31386,63540
34,20200102,4호선,길음,23709,22456,46165
35,20200102,4호선,성신여대입구,23558,23118,46676
36,20200102,4호선,한성대입구,14929,14343,29272
37,20200102,4호선,혜화,39856,40950,80806
38,20200102,4호선,동대문,22215,23361,45576
39,20200102,4호선,동대문역사문화공원,23975,21396,45371
40,20200102,4호선,충무로,33606,34614,68220
41,20200102,4호선,명동,38792,41037,79829
42,20200102,4호선,회현,31605,33801,65406
43,20200102,4호선,서울역,15397,23785,39182
44,20200102,4호선,숙대입구,15912,15695,31607
45,20200102,4호선,삼각지,5193,5993,11186
46,20200102,4호선,신용산,18517,19138,37655
47,20200102,4호선,이촌,9102,9710,18812
48,20200102,4호선,동작,2498,2727,5225
49,20200102,4호선,총신대입구,22393,24693,47086
50,20200102,4호선,사당,28840,24227,53067
51,20200102,4호선,남태령,1599,1459,3058
52,20200103,4호선,당고개,14381,12931,27312
53,20200103,4호선,상계,23204,20692,43896
54,20200103,4호선,노원,24579,28917,53496
55,20200103,4호선,창동,32294,34073,66367
56,20200103,4호선,쌍문,36204,31956,68160
57,20200103,4호선,수유,41737,42277,84014
58,20200103,4호선,미아,18009,16833,34842
59,20200103,4호선,미아사거리,33837,32770,66607
60,20200103,4호선,길음,24881,23212,48093
61,20200103,4호선,성신여대입구,25367,23976,49343
62,20200103,4호선,한성대입구,16011,15247,31258
63,20200103,4호선,혜화,43045,44550,87595
64,20200103,4호선,동대문,24963,25520,50483
65,20200103,4호선,동대문역사문화공원,25665,22877,48542
66,20200103,4호선,충무로,35065,36338,71403
67,20200103,4호선,명동,38821,41290,80111
68,20200103,4호선,회현,33238,35682,68920
69,20200103,4호선,서울역,16192,26730,42922
70,20200103,4호선,숙대입구,16692,16463,33155
71,20200103,4호선,삼각지,5574,6404,11978
72,20200103,4호선,신용산,19970,20416,40386
73,20200103,4호선,이촌,9973,10940,20913
74,20200103,4호선,동작,2553,2769,5322
75,20200103,4호선,총신대입구,24245,26827,51072
76,20200103,4호선,사당,31954,27658,59612
77,20200103,4호선,남태령,1600,1325,2925
78,20200104,4호선,당고개,11392,10334,21726
79,20200104,4호선,상계,16355,14645,31000
80,20200104,4호선,노원,20004,22813,42817
81,20200104,4호선,창동,23759,25242,49001
82,20200104,4호선,쌍문,26287,22732,49019
83,20200104,4호선,수유,31363,30917,62280
84,20200104,4호선,미아,13227,12191,25418
85,20200104,4호선,미아사거리,26645,25841,52486
86,20200104,4호선,길음,17831,16604,34435
87,20200104,4호선,성신여대입구,20116,19323,39439
88,20200104,4호선,한성대입구,12277,11904,24181
89,20200104,4호선,혜화,40828,43048,83876
90,20200104,4호선,동대문,20278,19822,40100
91,20200104,4호선,동대문역사문화공원,19065,15588,34653
92,20200104,4호선,충무로,19734,20002,39736
93,20200104,4호선,명동,34847,38919,73766
94,20200104,4호선,회현,27723,29583,57306
95,20200104,4호선,서울역,8812,20649,29461
96,20200104,4호선,숙대입구,11574,10602,22176
97,20200104,4호선,삼각지,3385,4178,7563
98,20200104,4호선,신용산,11262,11910,23172
99,20200104,4호선,이촌,9168,9456,18624
100,20200104,4호선,동작,2041,2125,4166
101,20200104,4호선,총신대입구,18156,19687,37843
102,20200104,4호선,사당,26114,23011,49125
103,20200104,4호선,남태령,1262,821,2083
104,20200105,4호선,당고개,8785,8233,17018
105,20200105,4호선,상계,12027,11146,23173
106,20200105,4호선,노원,15336,16749,32085
107,20200105,4호선,창동,18530,19591,38121
108,20200105,4호선,쌍문,19943,17532,37475
109,20200105,4호선,수유,23673,22734,46407
110,20200105,4호선,미아,9877,9241,19118
111,20200105,4호선,미아사거리,19755,18792,38547
112,20200105,4호선,길음,12710,12303,25013
113,20200105,4호선,성신여대입구,15162,14275,29437
114,20200105,4호선,한성대입구,9074,9074,18148
115,20200105,4호선,혜화,31384,32505,63889
116,20200105,4호선,동대문,10544,10773,21317
117,20200105,4호선,동대문역사문화공원,14594,13285,27879
118,20200105,4호선,충무로,12119,11865,23984
119,20200105,4호선,명동,28472,31111,59583
120,20200105,4호선,회현,13768,14329,28097
121,20200105,4호선,서울역,6567,15715,22282
122,20200105,4호선,숙대입구,9860,9294,19154
123,20200105,4호선,삼각지,2586,3177,5763
124,20200105,4호선,신용산,8333,8528,16861
125,20200105,4호선,이촌,7493,8084,15577
126,20200105,4호선,동작,1447,1554,3001
127,20200105,4호선,총신대입구,12795,13975,26770
128,20200105,4호선,사당,18298,17166,35464
129,20200105,4호선,남태령,933,686,1619
130,20200106,4호선,당고개,13678,12571,26249
131,20200106,4호선,상계,22402,20282,42684
132,20200106,4호선,노원,23064,25936,49000
133,20200106,4호선,창동,30176,32074,62250
134,20200106,4호선,쌍문,35121,31976,67097
135,20200106,4호선,수유,39932,39941,79873
136,20200106,4호선,미아,17898,16872,34770
137,20200106,4호선,미아사거리,32298,31466,63764
138,20200106,4호선,길음,24139,23337,47476
139,20200106,4호선,성신여대입구,24549,23586,48135
140,20200106,4호선,한성대입구,15278,15039,30317
141,20200106,4호선,혜화,37120,37770,74890
142,20200106,4호선,동대문,25566,26057,51623
143,20200106,4호선,동대문역사문화공원,21685,19612,41297
144,20200106,4호선,충무로,33941,34733,68674
145,20200106,4호선,명동,33877,36301,70178
146,20200106,4호선,회현,32554,34136,66690
147,20200106,4호선,서울역,15150,23530,38680
148,20200106,4호선,숙대입구,16165,16044,32209
149,20200106,4호선,삼각지,5416,6057,11473
150,20200106,4호선,신용산,18916,19583,38499
151,20200106,4호선,이촌,8977,9853,18830
152,20200106,4호선,동작,2318,2475,4793
