,사용일자,호선명,지하철역,승차총승객수,하차총승객수,승하차총승객수
0,20200101,5호선,마천,2513,2886,5399
1,20200101,5호선,거여,3236,3339,6575
2,20200101,5호선,개롱,2618,2800,5418
3,20200101,5호선,오금,1239,1267,2506
4,20200101,5호선,방이,3212,3249,6461
5,20200101,5호선,올림픽공원,1723,1529,3252
6,20200101,5호선,둔촌동,3690,3919,7609
7,20200101,5호선,상일동,5804,5654,11458
8,20200101,5호선,고덕,3733,3855,7588
9,20200101,5호선,명일,3509,3773,7282
10,20200101,5호선,굽은다리,4720,4732,9452
11,20200101,5호선,길동,3548,3645,7193
12,20200101,5호선,강동,9082,8585,17667
13,20200101,5호선,천호,10564,10446,21010
14,20200101,5호선,광나루,6639,6603,13242
15,20200101,5호선,아차산,11000,10740,21740
16,20200101,5호선,군자,5306,5967,11273
17,20200101,5호선,장한평,7977,7927,15904
18,20200101,5호선,답십리,6768,6415,13183
19,20200101,5호선,마장,2818,2894,5712
20,20200101,5호선,왕십리,2563,3023,5586
21,20200101,5호선,행당,3526,3245,6771
22,20200101,5호선,신금호,2763,2995,5758
23,20200101,5호선,청구,1683,1629,3312
24,20200101,5호선,동대문역사문화공원,913,960,1873
25,20200101,5호선,을지로4가,1467,1521,2988
26,20200101,5호선,종로3가,11043,9303,20346
27,20200101,5호선,광화문,14455,14112,28567
28,20200101,5호선,서대문,5058,4839,9897
29,20200101,5호선,충정로,1129,1203,2332
30,20200101,5호선,애오개,2467,2610,5077
31,20200101,5호선,공덕,4067,4350,8417
32,20200101,5호선,마포,4568,4518,9086
33,20200101,5호선,여의나루,3468,3538,7006
34,20200101,5호선,여의도,4652,4914,9566
35,20200101,5호선,신길,1473,1623,3096
36,20200101,5호선,영등포시장,4405,4613,9018
37,20200101,5호선,영등포구청,1138,1093,2231
38,20200101,5호선,양평,2100,2272,4372
39,20200101,5호선,오목교,10151,10853,21004
40,20200101,5호선,목동,7142,7638,14780
41,20200101,5호선,신정,5624,5205,10829
42,20200101,5호선,까치산,14837,14783,29620
43,20200101,5호선,화곡,12863,12898,25761
44,20200101,5호선,우장산,6199,6459,12658
45,20200101,5호선,발산,7915,8357,16272
46,20200101,5호선,마곡,2189,2216,4405
47,20200101,5호선,송정,3726,3710,7436
48,20200101,5호선,김포공항,7254,7138,14392
49,20200101,5호선,개화산,2805,2978,5783
50,20200101,5호선,방화,3953,3966,7919
51,20200102,5호선,방화,7690,7286,14976
52,20200102,5호선,개화산,6272,5936,12208
53,20200102,5호선,김포공항,8515,8178,16693
54,20200102,5호선,송정,7806,7161,14967
55,20200102,5호선,마곡,7983,7485,15468
56,20200102,5호선,발산,21120,21393,42513
57,20200102,5호선,우장산,16576,16352,32928
58,20200102,5호선,화곡,32168,29814,61982
59,20200102,5호선,까치산,32357,30881,63238
60,20200102,5호선,신정,15241,11711,26952
61,20200102,5호선,목동,19773,21525,41298
62,20200102,5호선,오목교,26539,28743,55282
63,20200102,5호선,양평,7950,7876,15826
64,20200102,5호선,영등포구청,4228,4265,8493
65,20200102,5호선,영등포시장,10803,11289,22092
66,20200102,5호선,신길,3911,4384,8295
67,20200102,5호선,여의도,29489,30935,60424
68,20200102,5호선,여의나루,8145,8751,16896
69,20200102,5호선,마포,15972,16337,32309
70,20200102,5호선,공덕,15677,16832,32509
71,20200102,5호선,애오개,8256,8250,16506
72,20200102,5호선,충정로,4998,5057,10055
73,20200102,5호선,서대문,20906,21616,42522
74,20200102,5호선,광화문,38226,40379,78605
75,20200102,5호선,종로3가,17306,16601,33907
76,20200102,5호선,을지로4가,6568,6814,13382
77,20200102,5호선,동대문역사문화공원,3524,4151,7675
78,20200102,5호선,청구,4485,4007,8492
79,20200102,5호선,신금호,7015,7051,14066
80,20200102,5호선,행당,9197,8248,17445
81,20200102,5호선,왕십리,5036,5745,10781
82,20200102,5호선,마장,6308,6003,12311
83,20200102,5호선,답십리,17807,16339,34146
84,20200102,5호선,장한평,20581,20571,41152
85,20200102,5호선,군자,11784,12826,24610
86,20200102,5호선,아차산,14863,14392,29255
87,20200102,5호선,광나루,14691,13291,27982
88,20200102,5호선,천호,20832,21750,42582
89,20200102,5호선,강동,22470,19427,41897
90,20200102,5호선,길동,8013,8609,16622
91,20200102,5호선,굽은다리,10127,9590,19717
92,20200102,5호선,명일,9333,9585,18918
93,20200102,5호선,고덕,10677,10649,21326
94,20200102,5호선,상일동,16880,14354,31234
95,20200102,5호선,둔촌동,9265,9410,18675
