,사용일자,호선명,지하철역,승차총승객수,하차총승객수,승하차총승객수
0,20200101,8호선,모란,2542,2103,4645
1,20200101,8호선,수진,3261,3118,6379
2,20200101,8호선,신흥,3062,3257,6319
3,20200101,8호선,단대오거리,4779,5044,9823
4,20200101,8호선,남한산성입구,5961,5950,11911
5,20200101,8호선,산성,3041,3023,6064
6,20200101,8호선,복정,4130,3672,7802
7,20200101,8호선,장지,10784,10821,21605
8,20200101,8호선,문정,4346,4645,8991
9,20200101,8호선,가락시장,3156,3551,6707
10,20200101,8호선,송파,4221,4117,8338
11,20200101,8호선,석촌,3771,4422,8193
12,20200101,8호선,잠실,12712,13225,25937
13,20200101,8호선,몽촌토성,3566,3439,7005
14,20200101,8호선,강동구청,4406,4486,8892
15,20200101,8호선,천호,9229,10239,19468
16,20200101,8호선,암사,8493,8171,16664
17,20200102,8호선,송파,10637,10161,20798
18,20200102,8호선,암사,20546,17954,38500
19,20200102,8호선,천호,18937,21912,40849
20,20200102,8호선,강동구청,11800,12125,23925
21,20200102,8호선,몽촌토성,6054,6467,12521
22,20200102,8호선,잠실,17458,19917,37375
23,20200102,8호선,석촌,8758,9960,18718
24,20200102,8호선,가락시장,8292,9874,18166
25,20200102,8호선,문정,22705,23677,46382
26,20200102,8호선,장지,19646,18552,38198
27,20200102,8호선,복정,11516,9735,21251
28,20200102,8호선,산성,5708,5694,11402
29,20200102,8호선,남한산성입구,14674,13146,27820
30,20200102,8호선,단대오거리,11228,10837,22065
31,20200102,8호선,신흥,5178,5544,10722
32,20200102,8호선,수진,5927,5564,11491
33,20200102,8호선,모란,4832,3583,8415
34,20200103,8호선,암사,21652,18751,40403
35,20200103,8호선,천호,20473,24046,44519
36,20200103,8호선,강동구청,12501,12691,25192
37,20200103,8호선,몽촌토성,6358,6769,13127
38,20200103,8호선,잠실,18719,21398,40117
39,20200103,8호선,석촌,9309,10577,19886
40,20200103,8호선,송파,11434,10728,22162
41,20200103,8호선,가락시장,9503,11038,20541
42,20200103,8호선,문정,23687,24335,48022
43,20200103,8호선,장지,20841,19713,40554
44,20200103,8호선,복정,12466,10359,22825
45,20200103,8호선,산성,6082,5853,11935
46,20200103,8호선,남한산성입구,15425,13446,28871
47,20200103,8호선,단대오거리,12061,11175,23236
48,20200103,8호선,신흥,5438,5842,11280
49,20200103,8호선,수진,6543,6074,12617
50,20200103,8호선,모란,5171,4087,9258
51,20200104,8호선,암사,14258,12855,27113
52,20200104,8호선,천호,16089,18619,34708
53,20200104,8호선,강동구청,7383,7403,14786
54,20200104,8호선,몽촌토성,4285,4492,8777
55,20200104,8호선,잠실,16162,18111,34273
56,20200104,8호선,석촌,6322,7631,13953
57,20200104,8호선,송파,7287,6850,14137
58,20200104,8호선,가락시장,6926,7538,14464
59,20200104,8호선,문정,10337,10066,20403
60,20200104,8호선,장지,15460,14451,29911
61,20200104,8호선,복정,7783,6497,14280
62,20200104,8호선,산성,5108,4903,10011
63,20200104,8호선,남한산성입구,10607,9148,19755
64,20200104,8호선,단대오거리,9023,8073,17096
65,20200104,8호선,신흥,4637,5052,9689
66,20200104,8호선,수진,5243,4892,10135
67,20200104,8호선,모란,6471,5224,11695
68,20200105,8호선,암사,10252,9666,19918
69,20200105,8호선,천호,11883,13316,25199
70,20200105,8호선,강동구청,5532,5671,11203
71,20200105,8호선,몽촌토성,3520,3508,7028
72,20200105,8호선,잠실,12197,13278,25475
73,20200105,8호선,석촌,4583,5695,10278
74,20200105,8호선,송파,5214,5168,10382
75,20200105,8호선,가락시장,4094,5197,9291
76,20200105,8호선,문정,6163,6382,12545
77,20200105,8호선,장지,12047,11822,23869
78,20200105,8호선,복정,6544,5937,12481
79,20200105,8호선,산성,3492,3672,7164
80,20200105,8호선,남한산성입구,7693,7130,14823
81,20200105,8호선,단대오거리,6037,5750,11787
82,20200105,8호선,신흥,3502,3658,7160
83,20200105,8호선,수진,4225,3866,8091
84,20200105,8호선,모란,2887,2274,5161
85,20200106,8호선,암사,21332,18924,40256
86,20200106,8호선,천호,19121,21403,40524
87,20200106,8호선,강동구청,12533,13141,25674
88,20200106,8호선,몽촌토성,6221,6460,12681
89,20200106,8호선,잠실,17104,19032,36136
90,20200106,8호선,석촌,9019,10285,19304
91,20200106,8호선,송파,10797,10430,21227
92,20200106,8호선,가락시장,8998,10260,19258
93,20200106,8호선,문정,24409,25309,49718
94,20200106,8호선,장지,19985,18891,38876
95,20200106,8호선,복정,12136,10119,22255
96,20200106,8호선,산성,5878,5799,11677
97,20200106,8호선,남한산성입구,14943,13625,28568
98,20200106,8호선,단대오거리,11356,11164,22520
99,20200106,8호선,신흥,5236,5556,10792
100,20200106,8호선,수진,6067,5809,11876
101,20200106,8호선,모란,4901,3632,8533
102,20200107,8호선,암사,20776,18691,39467
103,20200107,8호선,천호,18646,20955,39601
104,20200107,8호선,강동구청,12383,12871,25254
105,20200107,8호선,몽촌토성,6211,6441,12652
106,20200107,8호선,잠실,17114,19148,36262
107,20200107,8호선,석촌,9068,10205,19273
108,20200107,8호선,송파,10810,10534,21344
109,20200107,8호선,가락시장,8905,9780,18685
110,20200107,8호선,문정,24003,24961,48964
111,20200107,8호선,장지,19782,18867,38649
112,20200107,8호선,복정,11813,9965,21778
113,20200107,8호선,산성,5587,5480,11067
114,20200107,8호선,남한산성입구,14364,13205,27569
115,20200107,8호선,단대오거리,11234,10807,22041
116,20200107,8호선,신흥,4917,5308,10225
117,20200107,8호선,수진,5923,5534,11457
118,20200107,8호선,모란,4646,3447,8093
119,20200108,8호선,암사,21595,19066,40661
120,20200108,8호선,천호,19532,22363,41895
121,20200108,8호선,강동구청,12730,13095,25825
122,20200108,8호선,몽촌토성,6304,6808,13112
123,20200108,8호선,잠실,17803,20160,37963
124,20200108,8호선,석촌,9139,10442,19581
125,20200108,8호선,송파,11329,10870,22199
126,20200108,8호선,가락시장,9394,10351,19745
127,20200108,8호선,문정,24422,25493,49915
128,20200108,8호선,장지,21008,19875,40883
129,20200108,8호선,복정,12112,10445,22557
130,20200108,8호선,산성,5934,5861,11795
131,20200108,8호선,남한산성입구,15200,13743,28943
132,20200108,8호선,단대오거리,11835,11359,23194
133,20200108,8호선,신흥,5349,5702,11051
134,20200108,8호선,수진,6777,6479,13256
135,20200108,8호선,모란,4930,3574,8504
136,20200109,8호선,암사,22078,19381,41459
137,20200109,8호선,천호,19918,22487,42405
138,20200109,8호선,강동구청,12843,13240,26083
139,20200109,8호선,몽촌토성,6575,7025,13600
140,20200109,8호선,잠실,18350,20954,39304
141,20200109,8호선,석촌,9540,10935,20475
142,20200109,8호선,송파,11116,10553,21669
143,20200109,8호선,가락시장,9632,10833,20465
144,20200109,8호선,문정,24478,25639,50117
145,20200109,8호선,장지,20583,19515,40098
146,20200109,8호선,복정,12602,10534,23136
147,20200109,8호선,산성,6051,5965,12016
148,20200109,8호선,남한산성입구,15490,13971,29461
149,20200109,8호선,단대오거리,12249,11715,23964
150,20200109,8호선,신흥,5481,5968,11449
151,20200109,8호선,수진,6649,6249,12898
152,20200109,8호선,모란,7101,5283,12384
153,20200110,8호선,암사,22276,19312,41588
154,20200110,8호선,천호,20840,24524,45364
155,20200110,8호선,강동구청,13150,13285,26435
156,20200110,8호선,몽촌토성,6431,6980,13411
157,20200110,8호선,잠실,18664,21623,40287
158,20200110,8호선,석촌,9687,10988,20675
159,20200110,8호선,송파,11290,10704,21994
160,20200110,8호선,가락시장,10093,11602,21695
161,20200110,8호선,문정,24721,25178,49899
162,20200110,8호선,장지,21437,20060,41497
163,20200110,8호선,복정,12907,10611,23518
164,20200110,8호선,산성,6256,5931,12187
165,20200110,8호선,남한산성입구,15954,13907,29861
166,20200110,8호선,단대오거리,12404,11581,23985
167,20200110,8호선,신흥,5603,5982,11585
168,20200110,8호선,수진,6796,6235,13031
169,20200110,8호선,모란,5318,4183,9501
170,20200111,8호선,암사,15004,13335,28339
171,20200111,8호선,천호,16727,19810,36537
172,20200111,8호선,강동구청,7653,7662,15315
173,20200111,8호선,몽촌토성,4584,4846,9430
174,20200111,8호선,잠실,16812,19103,35915
175,20200111,8호선,석촌,6831,8073,14904
176,20200111,8호선,송파,7920,7625,15545
177,20200111,8호선,가락시장,7254,7838,15092
178,20200111,8호선,문정,10916,10799,21715
179,20200111,8호선,장지,15838,14867,30705
180,20200111,8호선,복정,8533,6979,15512
181,20200111,8호선,산성,5077,4903,9980
182,20200111,8호선,남한산성입구,11050,9448,20498
183,20200111,8호선,단대오거리,8981,8234,17215
184,20200111,8호선,신흥,4852,5276,10128
185,20200111,8호선,수진,5764,5521,11285
186,20200111,8호선,모란,4461,3607,8068
187,20200112,8호선,암사,10581,10009,20590
188,20200112,8호선,천호,12003,13541,25544
189,20200112,8호선,강동구청,5636,5732,11368
190,20200112,8호선,몽촌토성,3543,3337,6880
191,20200112,8호선,잠실,12930,14050,26980
192,20200112,8호선,석촌,4889,5893,10782
193,20200112,8호선,송파,5457,5535,10992
194,20200112,8호선,가락시장,4009,5233,9242
195,20200112,8호선,문정,6312,6563,12875
196,20200112,8호선,장지,12445,11991,24436
197,20200112,8호선,복정,6754,6055,12809
198,20200112,8호선,산성,3670,3719,7389
199,20200112,8호선,남한산성입구,8140,7485,15625
200,20200112,8호선,단대오거리,6341,6153,12494
201,20200112,8호선,신흥,3593,3824,7417
