,사용일자,호선명,지하철역,승차총승객수,하차총승객수,승하차총승객수
0,2020-01-01,1호선,종각,20427,16301,36728
1,2020-01-01,1호선,시청,12126,10516,22642
2,2020-01-01,1호선,신창,792,938,1730
3,2020-01-01,1호선,온양온천,4010,3941,7951
4,2020-01-01,1호선,배방,613,789,1402
5,2020-01-01,1호선,아산,2511,1612,4123
6,2020-01-01,1호선,쌍용,1124,1123,2247
7,2020-01-01,1호선,봉명,612,628,1240
8,2020-01-01,1호선,서울역,36470,29895,66365
9,2020-01-01,1호선,소요산,2963,2384,5347
10,2020-01-01,1호선,동두천,1180,1599,2779
11,2020-01-01,1호선,보산,1203,1509,2712
12,2020-01-01,1호선,동두천중앙,2094,2146,4240
13,2020-01-01,1호선,지행,4009,4087,8096
14,2020-01-01,1호선,덕정,3074,3429,6503
15,2020-01-01,1호선,덕계,1158,1139,2297
16,2020-01-01,1호선,양주,4287,4397,8684
17,2020-01-01,1호선,녹양,2424,2354,4778
18,2020-01-01,1호선,가능,3470,3358,6828
19,2020-01-01,1호선,의정부,13231,13522,26753
20,2020-01-01,1호선,회룡,5960,6012,11972
21,2020-01-01,1호선,망월사,4030,4244,8274
22,2020-01-01,1호선,도봉산,5909,4044,9953
23,2020-01-01,1호선,도봉,2864,2678,5542
24,2020-01-01,1호선,방학,5248,5115,10363
25,2020-01-01,1호선,창동,1,0,1
26,2020-01-01,1호선,녹천,2277,2026,4303
27,2020-01-01,1호선,월계,3278,3025,6303
28,2020-01-01,1호선,광운대,4030,4461,8491
29,2020-01-01,1호선,석계,5006,5668,10674
30,2020-01-01,1호선,신이문,4436,4248,8684
31,2020-01-01,1호선,외대앞,4752,4782,9534
32,2020-01-01,1호선,청량리,12243,10866,23109
33,2020-01-01,1호선,왕십리,9318,10901,20219
34,2020-01-01,1호선,응봉,1167,1054,2221
35,2020-01-01,1호선,옥수,46,19,65
36,2020-01-01,1호선,한남,2026,1923,3949
37,2020-01-01,1호선,서빙고,977,920,1897
38,2020-01-01,1호선,이촌,1805,1575,3380
39,2020-01-01,1호선,도화,2189,2151,4340
40,2020-01-01,1호선,중동,4571,4316,8887
41,2020-01-01,1호선,온수,3637,3618,7255
42,2020-01-01,1호선,도원,1547,1703,3250
43,2020-01-01,1호선,간석,3120,3160,6280
44,2020-01-01,1호선,부개,4548,4521,9069
45,2020-01-01,1호선,소사,6058,5870,11928
46,2020-01-01,1호선,구일,2826,2902,5728
47,2020-01-01,1호선,인천,4455,3523,7978
48,2020-01-01,1호선,동인천,10592,10546,21138
49,2020-01-01,1호선,제물포,5095,5193,10288
50,2020-01-01,1호선,주안,12385,11231,23616
51,2020-01-01,1호선,동암,9874,10232,20106
52,2020-01-01,1호선,백운,4217,4164,8381
53,2020-01-01,1호선,부평,25736,25727,51463
54,2020-01-01,1호선,송내,13133,13132,26265
55,2020-01-01,1호선,부천,24839,24883,49722
56,2020-01-01,1호선,역곡,14165,14799,28964
57,2020-01-01,1호선,오류동,7492,7068,14560
58,2020-01-01,1호선,개봉,11584,11858,23442
59,2020-01-01,1호선,광명,2122,1191,3313
60,2020-01-01,1호선,서동탄,866,827,1693
61,2020-01-01,1호선,당정,2742,2921,5663
62,2020-01-01,1호선,천안,5507,5236,10743
63,2020-01-01,1호선,두정,3594,3868,7462
64,2020-01-01,1호선,직산,606,647,1253
65,2020-01-01,1호선,성환,2437,2892,5329
66,2020-01-01,1호선,평택,10071,11332,21403
67,2020-01-01,1호선,지제,1554,1597,3151
68,2020-01-01,1호선,서정리,3214,4978,8192
69,2020-01-01,1호선,송탄,3250,4020,7270
70,2020-01-01,1호선,진위,659,719,1378
71,2020-01-01,1호선,오산,7143,8176,15319
72,2020-01-01,1호선,오산대,1632,1598,3230
73,2020-01-01,1호선,세마,1635,1548,3183
74,2020-01-01,1호선,병점,8178,10037,18215
75,2020-01-01,1호선,세류,2234,2399,4633
76,2020-01-01,1호선,독산,5557,5667,11224
77,2020-01-01,1호선,수원,33590,32542,66132
78,2020-01-01,1호선,화서,3607,3579,7186
79,2020-01-01,1호선,성균관대,7253,7836,15089
80,2020-01-01,1호선,의왕,3871,4074,7945
81,2020-01-01,1호선,군포,3133,2945,6078
82,2020-01-01,1호선,금정,12169,13152,25321
83,2020-01-01,1호선,명학,2839,2798,5637
84,2020-01-01,1호선,안양,14028,13752,27780
85,2020-01-01,1호선,관악,4263,4052,8315
86,2020-01-01,1호선,석수,4711,4579,9290
87,2020-01-01,1호선,금천구청,5733,5705,11438
88,2020-01-01,1호선,가산디지털단지,4474,6236,10710
89,2020-01-01,1호선,구로,9338,9455,18793
90,2020-01-01,1호선,신길,4573,4125,8698
91,2020-01-01,1호선,신도림,1651,1830,3481
92,2020-01-01,1호선,영등포,35405,33938,69343
93,2020-01-01,1호선,대방,5943,6316,12259
94,2020-01-01,1호선,노량진,7177,6531,13708
