,사용일자,호선명,지하철역,승차총승객수,하차총승객수,승하차총승객수
0,2020-01-01,3호선,대화,6456,5901,12357
1,2020-01-01,3호선,주엽,4213,4264,8477
2,2020-01-01,3호선,정발산,4468,4495,8963
3,2020-01-01,3호선,마두,3643,3685,7328
4,2020-01-01,3호선,백석,5630,5479,11109
5,2020-01-01,3호선,대곡,732,569,1301
6,2020-01-01,3호선,화정,9733,9958,19691
7,2020-01-01,3호선,원당,5402,5402,10804
8,2020-01-01,3호선,삼송,9788,9860,19648
9,2020-01-01,3호선,원흥,3944,3886,7830
10,2020-01-01,3호선,오금,2215,2210,4425
11,2020-01-01,3호선,경찰병원,2689,2816,5505
12,2020-01-01,3호선,가락시장,3711,3584,7295
13,2020-01-01,3호선,수서,9190,9114,18304
14,2020-01-01,3호선,일원,3016,3423,6439
15,2020-01-01,3호선,대청,3906,3658,7564
16,2020-01-01,3호선,학여울,595,625,1220
17,2020-01-01,3호선,대치,5074,4656,9730
18,2020-01-01,3호선,도곡,1708,1802,3510
19,2020-01-01,3호선,매봉,3265,3225,6490
20,2020-01-01,3호선,양재,10750,11705,22455
21,2020-01-01,3호선,남부터미널,14564,15123,29687
22,2020-01-01,3호선,교대,3299,1977,5276
23,2020-01-01,3호선,고속터미널,39526,34867,74393
24,2020-01-01,3호선,잠원,2373,2355,4728
25,2020-01-01,3호선,신사,14593,13688,28281
26,2020-01-01,3호선,압구정,9788,10110,19898
27,2020-01-01,3호선,옥수,4370,4673,9043
28,2020-01-01,3호선,금호,3846,3735,7581
29,2020-01-01,3호선,약수,5909,5812,11721
30,2020-01-01,3호선,동대입구,5490,6806,12296
31,2020-01-01,3호선,을지로3가,3686,3543,7229
32,2020-01-01,3호선,종로3가,4173,6053,10226
33,2020-01-01,3호선,안국,11837,12378,24215
34,2020-01-01,3호선,경복궁,12647,13381,26028
35,2020-01-01,3호선,독립문,3791,4020,7811
36,2020-01-01,3호선,무악재,1740,1986,3726
37,2020-01-01,3호선,홍제,8618,8389,17007
38,2020-01-01,3호선,녹번,5554,5275,10829
39,2020-01-01,3호선,불광,8935,10408,19343
40,2020-01-01,3호선,연신내,21529,21007,42536
41,2020-01-01,3호선,구파발,11160,11563,22723
42,2020-01-01,3호선,지축,795,856,1651
43,2020-01-02,3호선,지축,1989,2097,4086
44,2020-01-02,3호선,구파발,23882,22075,45957
45,2020-01-02,3호선,연신내,43744,41453,85197
46,2020-01-02,3호선,불광,18451,20089,38540
47,2020-01-02,3호선,녹번,15120,13308,28428
48,2020-01-02,3호선,홍제,19458,18524,37982
49,2020-01-02,3호선,무악재,4386,4476,8862
50,2020-01-02,3호선,독립문,8030,8249,16279
51,2020-01-02,3호선,경복궁,24304,24658,48962
52,2020-01-02,3호선,안국,26607,27464,54071
53,2020-01-02,3호선,종로3가,12265,14862,27127
54,2020-01-02,3호선,을지로3가,12998,13470,26468
55,2020-01-02,3호선,충무로,1,0,1
56,2020-01-02,3호선,동대입구,10099,11550,21649
57,2020-01-02,3호선,약수,14495,14270,28765
58,2020-01-02,3호선,금호,9308,8683,17991
59,2020-01-02,3호선,옥수,10222,10659,20881
60,2020-01-02,3호선,압구정,38379,41515,79894
61,2020-01-02,3호선,신사,36170,39068,75238
62,2020-01-02,3호선,잠원,6764,6637,13401
63,2020-01-02,3호선,고속터미널,55884,51160,107044
64,2020-01-02,3호선,교대,16689,10798,27487
65,2020-01-02,3호선,남부터미널,35067,35037,70104
66,2020-01-02,3호선,양재,43164,46934,90098
67,2020-01-02,3호선,매봉,13108,12524,25632
68,2020-01-02,3호선,도곡,6240,6160,12400
69,2020-01-02,3호선,대치,13874,13476,27350
70,2020-01-02,3호선,학여울,1917,2010,3927
71,2020-01-02,3호선,대청,10965,10082,21047
72,2020-01-02,3호선,일원,11275,11140,22415
73,2020-01-02,3호선,수서,18957,18996,37953
74,2020-01-02,3호선,가락시장,10396,10228,20624
75,2020-01-02,3호선,경찰병원,9095,9184,18279
76,2020-01-02,3호선,오금,7294,6404,13698
77,2020-01-02,3호선,원흥,10126,9646,19772
78,2020-01-02,3호선,삼송,19681,18748,38429
79,2020-01-02,3호선,원당,12336,11764,24100
80,2020-01-02,3호선,화정,20439,21091,41530
