,사용일자,노선명,역명,승차총승객수,하차총승객수,승하차총승객수
1080,20200324,우이신설선,솔밭공원,1881,1890,3771
1081,20200324,우이신설선,4.19민주묘지,2177,2055,4232
1082,20200324,우이신설선,가오리,3106,3190,6296
1083,20200324,우이신설선,화계,2658,2569,5227
1084,20200324,우이신설선,삼양,1607,1739,3346
1085,20200324,우이신설선,삼양사거리,1917,1953,3870
1086,20200324,우이신설선,솔샘,4583,4358,8941
1087,20200324,우이신설선,북한산보국문,4422,4294,8716
1088,20200324,우이신설선,정릉,3365,3311,6676
1089,20200324,우이신설선,성신여대입구(돈암),2327,2613,4940
1090,20200324,우이신설선,보문,1208,1237,2445
1091,20200324,우이신설선,신설동,1802,1752,3554
1092,20200325,우이신설선,북한산우이,2178,2047,4225
1093,20200325,우이신설선,솔밭공원,1900,1869,3769
1094,20200325,우이신설선,4.19민주묘지,2272,2223,4495
1095,20200325,우이신설선,가오리,3292,3233,6525
1096,20200325,우이신설선,화계,2721,2593,5314
1097,20200325,우이신설선,삼양,1637,1778,3415
1098,20200325,우이신설선,삼양사거리,1957,1996,3953
1099,20200325,우이신설선,솔샘,4687,4371,9058
1100,20200325,우이신설선,북한산보국문,4623,4449,9072
1101,20200325,우이신설선,정릉,3524,3342,6866
1102,20200325,우이신설선,성신여대입구(돈암),2442,2793,5235
1103,20200325,우이신설선,보문,1206,1222,2428
1104,20200325,우이신설선,신설동,1876,1862,3738
1105,20200326,우이신설선,정릉,3396,3183,6579
1106,20200326,우이신설선,성신여대입구(돈암),2354,2720,5074
1107,20200326,우이신설선,보문,1237,1299,2536
1108,20200326,우이신설선,신설동,1819,1761,3580
1109,20200326,우이신설선,북한산우이,2013,1867,3880
1110,20200326,우이신설선,솔밭공원,1901,1870,3771
1111,20200326,우이신설선,4.19민주묘지,2114,2117,4231
1112,20200326,우이신설선,가오리,3079,3191,6270
1113,20200326,우이신설선,화계,2641,2575,5216
1114,20200326,우이신설선,삼양,1631,1752,3383
1115,20200326,우이신설선,삼양사거리,1847,1950,3797
1116,20200326,우이신설선,솔샘,4602,4257,8859
1117,20200326,우이신설선,북한산보국문,4449,4426,8875
1118,20200327,우이신설선,북한산우이,1909,1709,3618
1119,20200327,우이신설선,솔밭공원,1944,1826,3770
1120,20200327,우이신설선,4.19민주묘지,2098,2096,4194
1121,20200327,우이신설선,가오리,3243,3204,6447
1122,20200327,우이신설선,화계,2699,2515,5214
1123,20200327,우이신설선,삼양,1595,1788,3383
1124,20200327,우이신설선,삼양사거리,1971,2016,3987
1125,20200327,우이신설선,솔샘,4690,4304,8994
1126,20200327,우이신설선,북한산보국문,4583,4295,8878
1127,20200327,우이신설선,정릉,3552,3227,6779
1128,20200327,우이신설선,성신여대입구(돈암),2524,2905,5429
1129,20200327,우이신설선,보문,1246,1273,2519
1130,20200327,우이신설선,신설동,1756,1744,3500
1131,20200328,우이신설선,북한산우이,2565,2665,5230
1132,20200328,우이신설선,솔밭공원,1359,1243,2602
1133,20200328,우이신설선,4.19민주묘지,1810,1509,3319
1134,20200328,우이신설선,가오리,2109,2055,4164
1135,20200328,우이신설선,화계,1904,1679,3583
1136,20200328,우이신설선,삼양,1202,1238,2440
1137,20200328,우이신설선,삼양사거리,1475,1472,2947
1138,20200328,우이신설선,솔샘,2677,2398,5075
1139,20200328,우이신설선,북한산보국문,3438,3187,6625
1140,20200328,우이신설선,정릉,2548,2155,4703
1141,20200328,우이신설선,성신여대입구(돈암),1941,2305,4246
1142,20200328,우이신설선,보문,914,920,1834
1143,20200328,우이신설선,신설동,1120,1056,2176
1144,20200329,우이신설선,북한산우이,2446,2555,5001
1145,20200329,우이신설선,솔밭공원,1005,921,1926
1146,20200329,우이신설선,4.19민주묘지,1526,1253,2779
1147,20200329,우이신설선,가오리,1648,1419,3067
1148,20200329,우이신설선,화계,1395,1267,2662
1149,20200329,우이신설선,삼양,808,864,1672
1150,20200329,우이신설선,삼양사거리,1046,1016,2062
1151,20200329,우이신설선,솔샘,1825,1703,3528
1152,20200329,우이신설선,북한산보국문,2615,2368,4983
1153,20200329,우이신설선,정릉,1800,1520,3320
1154,20200329,우이신설선,성신여대입구(돈암),1393,1694,3087
1155,20200329,우이신설선,보문,627,667,1294
1156,20200329,우이신설선,신설동,835,845,1680
1157,20200330,우이신설선,북한산우이,2090,1943,4033
1158,20200330,우이신설선,솔밭공원,1951,1895,3846
1159,20200330,우이신설선,4.19민주묘지,2233,2148,4381
1160,20200330,우이신설선,가오리,3174,3230,6404
1161,20200330,우이신설선,화계,2655,2566,5221
1162,20200330,우이신설선,삼양,1680,1809,3489
1163,20200330,우이신설선,삼양사거리,1938,2021,3959
1164,20200330,우이신설선,솔샘,4585,4426,9011
1165,20200330,우이신설선,북한산보국문,4557,4422,8979
1166,20200330,우이신설선,정릉,3448,3354,6802
1167,20200330,우이신설선,성신여대입구(돈암),2350,2642,4992
1168,20200330,우이신설선,보문,1196,1190,2386
1169,20200330,우이신설선,신설동,1818,1750,3568
1170,20200331,우이신설선,신설동,1816,1795,3611
1171,20200331,우이신설선,보문,1184,1218,2402
1172,20200331,우이신설선,성신여대입구(돈암),2485,2648,5133
1173,20200331,우이신설선,정릉,3514,3286,6800
1174,20200331,우이신설선,북한산보국문,4479,4363,8842
1175,20200331,우이신설선,솔샘,4628,4390,9018
1176,20200331,우이신설선,삼양사거리,1889,1985,3874
1177,20200331,우이신설선,삼양,1633,1699,3332
1178,20200331,우이신설선,화계,2676,2547,5223
1179,20200331,우이신설선,가오리,3296,3205,6501
1180,20200331,우이신설선,4.19민주묘지,2244,2186,4430
1181,20200331,우이신설선,솔밭공원,1848,1865,3713
1182,20200331,우이신설선,북한산우이,2192,2047,4239
1183,20200401,우이신설선,북한산우이,2137,1965,4102
1184,20200401,우이신설선,솔밭공원,1840,1811,3651
1185,20200401,우이신설선,4.19민주묘지,2279,2216,4495
1186,20200401,우이신설선,가오리,3312,3301,6613
1187,20200401,우이신설선,화계,2672,2539,5211
1188,20200401,우이신설선,삼양,1602,1738,3340
1189,20200401,우이신설선,삼양사거리,1916,1998,3914
1190,20200401,우이신설선,솔샘,4687,4391,9078
1191,20200401,우이신설선,북한산보국문,4630,4358,8988
1192,20200401,우이신설선,정릉,3540,3296,6836
1193,20200401,우이신설선,성신여대입구(돈암),2412,2718,5130
1194,20200401,우이신설선,보문,1234,1229,2463
1195,20200401,우이신설선,신설동,1808,1755,3563
1196,20200402,우이신설선,신설동,1776,1821,3597
1197,20200402,우이신설선,보문,1200,1252,2452
1198,20200402,우이신설선,성신여대입구(돈암),2374,2700,5074
1199,20200402,우이신설선,정릉,3487,3236,6723
1200,20200402,우이신설선,북한산보국문,4525,4360,8885
1201,20200402,우이신설선,솔샘,4677,4414,9091
1202,20200402,우이신설선,삼양사거리,1929,1985,3914
1203,20200402,우이신설선,삼양,1646,1779,3425
1204,20200402,우이신설선,화계,2623,2532,5155
1205,20200402,우이신설선,가오리,3249,3169,6418
1206,20200402,우이신설선,4.19민주묘지,2279,2186,4465
1207,20200402,우이신설선,솔밭공원,1922,1888,3810
1208,20200402,우이신설선,북한산우이,2134,2053,4187
1209,20200403,우이신설선,북한산우이,2163,1903,4066
1210,20200403,우이신설선,솔밭공원,1947,1854,3801
1211,20200403,우이신설선,4.19민주묘지,2266,2180,4446
1212,20200403,우이신설선,가오리,3297,3262,6559
1213,20200403,우이신설선,화계,2749,2514,5263
1214,20200403,우이신설선,삼양,1744,1811,3555
1215,20200403,우이신설선,삼양사거리,2035,2007,4042
1216,20200403,우이신설선,솔샘,4777,4322,9099
1217,20200403,우이신설선,북한산보국문,4786,4360,9146
1218,20200403,우이신설선,정릉,3626,3238,6864
1219,20200403,우이신설선,성신여대입구(돈암),2484,2896,5380
1220,20200403,우이신설선,보문,1268,1241,2509
1221,20200403,우이신설선,신설동,1834,1848,3682
1222,20200404,우이신설선,신설동,1057,1049,2106
1223,20200404,우이신설선,보문,923,971,1894
1224,20200404,우이신설선,성신여대입구(돈암),2048,2430,4478
1225,20200404,우이신설선,정릉,2555,2257,4812
1226,20200404,우이신설선,북한산보국문,3542,3184,6726
1227,20200404,우이신설선,솔샘,2711,2467,5178
1228,20200404,우이신설선,삼양사거리,1404,1408,2812
1229,20200404,우이신설선,삼양,1207,1288,2495
1230,20200404,우이신설선,화계,1863,1692,3555
1231,20200404,우이신설선,가오리,2262,2023,4285
1232,20200404,우이신설선,4.19민주묘지,1782,1587,3369
1233,20200404,우이신설선,솔밭공원,1365,1267,2632
1234,20200404,우이신설선,북한산우이,2788,3016,5804
1235,20200405,우이신설선,북한산우이,2405,2681,5086
1236,20200405,우이신설선,솔밭공원,985,978,1963
1237,20200405,우이신설선,4.19민주묘지,1486,1198,2684
1238,20200405,우이신설선,가오리,1680,1510,3190
1239,20200405,우이신설선,화계,1350,1228,2578
1240,20200405,우이신설선,삼양,872,906,1778
1241,20200405,우이신설선,삼양사거리,1143,1096,2239
1242,20200405,우이신설선,솔샘,1894,1735,3629
1243,20200405,우이신설선,북한산보국문,2588,2380,4968
1244,20200405,우이신설선,정릉,1800,1560,3360
1245,20200405,우이신설선,성신여대입구(돈암),1450,1667,3117
1246,20200405,우이신설선,보문,634,681,1315
1247,20200405,우이신설선,신설동,852,845,1697
1248,20200406,우이신설선,북한산우이,2048,1955,4003
1249,20200406,우이신설선,솔밭공원,1923,1939,3862
1250,20200406,우이신설선,4.19민주묘지,2269,2244,4513
1251,20200406,우이신설선,가오리,3372,3379,6751
1252,20200406,우이신설선,화계,2608,2552,5160
1253,20200406,우이신설선,삼양,1722,1873,3595
1254,20200406,우이신설선,삼양사거리,2028,2065,4093
1255,20200406,우이신설선,솔샘,4724,4496,9220
1256,20200406,우이신설선,북한산보국문,4604,4450,9054
1257,20200406,우이신설선,정릉,3546,3451,6997
1258,20200406,우이신설선,성신여대입구(돈암),2486,2779,5265
1259,20200406,우이신설선,보문,1270,1300,2570
1260,20200406,우이신설선,신설동,1786,1790,3576
1261,20200407,우이신설선,북한산우이,2256,2072,4328
1262,20200407,우이신설선,솔밭공원,1956,1870,3826
1263,20200407,우이신설선,4.19민주묘지,2343,2251,4594
1264,20200407,우이신설선,가오리,3362,3348,6710
1265,20200407,우이신설선,화계,2736,2640,5376
1266,20200407,우이신설선,삼양,1644,1847,3491
1267,20200407,우이신설선,삼양사거리,2000,2068,4068
1268,20200407,우이신설선,솔샘,4875,4568,9443
1269,20200407,우이신설선,북한산보국문,4639,4507,9146
1270,20200407,우이신설선,정릉,3638,3425,7063
1271,20200407,우이신설선,성신여대입구(돈암),2472,2844,5316
1272,20200407,우이신설선,보문,1233,1305,2538
1273,20200407,우이신설선,신설동,1863,1860,3723
1274,20200408,우이신설선,신설동,1825,1835,3660
1275,20200408,우이신설선,보문,1237,1261,2498
1276,20200408,우이신설선,성신여대입구(돈암),2499,2906,5405
1277,20200408,우이신설선,정릉,3639,3471,7110
1278,20200408,우이신설선,북한산보국문,4818,4586,9404
1279,20200408,우이신설선,솔샘,4805,4499,9304
1280,20200408,우이신설선,삼양사거리,2027,2033,4060
1281,20200408,우이신설선,삼양,1715,1936,3651
1282,20200408,우이신설선,화계,2791,2652,5443
1283,20200408,우이신설선,가오리,3378,3431,6809
1284,20200408,우이신설선,4.19민주묘지,2195,2185,4380
1285,20200408,우이신설선,솔밭공원,1938,1900,3838
1286,20200408,우이신설선,북한산우이,2283,2074,4357
1287,20200409,우이신설선,북한산우이,2224,2071,4295
1288,20200409,우이신설선,솔밭공원,1976,1886,3862
1289,20200409,우이신설선,4.19민주묘지,2258,2182,4440
1290,20200409,우이신설선,가오리,3276,3283,6559
1291,20200409,우이신설선,화계,2694,2563,5257
1292,20200409,우이신설선,삼양,1746,1907,3653
1293,20200409,우이신설선,삼양사거리,2059,2097,4156
1294,20200409,우이신설선,솔샘,4743,4444,9187
1295,20200409,우이신설선,북한산보국문,4649,4595,9244
1296,20200409,우이신설선,정릉,3558,3431,6989
1297,20200409,우이신설선,성신여대입구(돈암),2536,2754,5290
1298,20200409,우이신설선,보문,1230,1304,2534
1299,20200409,우이신설선,신설동,1804,1826,3630
1300,20200410,우이신설선,북한산우이,2225,1961,4186
1301,20200410,우이신설선,솔밭공원,1966,1901,3867
1302,20200410,우이신설선,4.19민주묘지,2442,2351,4793
1303,20200410,우이신설선,가오리,3422,3345,6767
1304,20200410,우이신설선,화계,2844,2660,5504
1305,20200410,우이신설선,삼양,1856,1966,3822
1306,20200410,우이신설선,삼양사거리,2031,2083,4114
1307,20200410,우이신설선,솔샘,4798,4342,9140
1308,20200410,우이신설선,북한산보국문,4916,4521,9437
1309,20200410,우이신설선,정릉,3834,3439,7273
1310,20200410,우이신설선,성신여대입구(돈암),2669,3040,5709
1311,20200410,우이신설선,보문,1309,1308,2617
1312,20200410,우이신설선,신설동,1757,1803,3560
1313,20200411,우이신설선,북한산우이,2747,3013,5760
1314,20200411,우이신설선,솔밭공원,1392,1278,2670
1315,20200411,우이신설선,4.19민주묘지,2026,1713,3739
1316,20200411,우이신설선,가오리,2349,2186,4535
1317,20200411,우이신설선,화계,1845,1806,3651
1318,20200411,우이신설선,삼양,1369,1408,2777
1319,20200411,우이신설선,삼양사거리,1464,1491,2955
1320,20200411,우이신설선,솔샘,2821,2532,5353
1321,20200411,우이신설선,북한산보국문,3669,3349,7018
1322,20200411,우이신설선,정릉,2777,2256,5033
1323,20200411,우이신설선,성신여대입구(돈암),2092,2467,4559
1324,20200411,우이신설선,보문,969,941,1910
1325,20200411,우이신설선,신설동,1125,1083,2208
1326,20200412,우이신설선,북한산우이,2384,2692,5076
1327,20200412,우이신설선,솔밭공원,1029,968,1997
1328,20200412,우이신설선,4.19민주묘지,1449,1219,2668
1329,20200412,우이신설선,가오리,1699,1486,3185
1330,20200412,우이신설선,화계,1443,1318,2761
1331,20200412,우이신설선,삼양,841,950,1791
1332,20200412,우이신설선,삼양사거리,1098,1077,2175
1333,20200412,우이신설선,솔샘,1986,1845,3831
1334,20200412,우이신설선,북한산보국문,2795,2477,5272
1335,20200412,우이신설선,정릉,1916,1603,3519
1336,20200412,우이신설선,성신여대입구(돈암),1512,1794,3306
1337,20200412,우이신설선,보문,665,716,1381
1338,20200412,우이신설선,신설동,843,801,1644
1339,20200413,우이신설선,북한산우이,2106,1995,4101
1340,20200413,우이신설선,솔밭공원,1957,1861,3818
1341,20200413,우이신설선,4.19민주묘지,2275,2145,4420
1342,20200413,우이신설선,가오리,3410,3455,6865
1343,20200413,우이신설선,화계,2775,2693,5468
1344,20200413,우이신설선,삼양,1773,1932,3705
1345,20200413,우이신설선,삼양사거리,2154,2167,4321
1346,20200413,우이신설선,솔샘,4829,4540,9369
1347,20200413,우이신설선,북한산보국문,4772,4628,9400
1348,20200413,우이신설선,정릉,3635,3395,7030
1349,20200413,우이신설선,성신여대입구(돈암),2501,2875,5376
1350,20200413,우이신설선,보문,1225,1223,2448
1351,20200413,우이신설선,신설동,1861,1842,3703
1352,20200414,우이신설선,신설동,1956,2175,4131
1353,20200414,우이신설선,보문,1306,1316,2622
1354,20200414,우이신설선,성신여대입구(돈암),2548,3030,5578
1355,20200414,우이신설선,정릉,3795,3407,7202
1356,20200414,우이신설선,북한산보국문,4984,4484,9468
1357,20200414,우이신설선,솔샘,4954,4420,9374
1358,20200414,우이신설선,삼양사거리,2036,2031,4067
1359,20200414,우이신설선,삼양,1713,1786,3499
1360,20200414,우이신설선,화계,2883,2639,5522
1361,20200414,우이신설선,가오리,3488,3356,6844
1362,20200414,우이신설선,4.19민주묘지,2349,2205,4554
1363,20200414,우이신설선,솔밭공원,1984,1907,3891
1364,20200414,우이신설선,북한산우이,2237,2026,4263
1365,20200415,우이신설선,보문,913,835,1748
1366,20200415,우이신설선,북한산우이,2489,2542,5031
1367,20200415,우이신설선,솔밭공원,1265,1235,2500
1368,20200415,우이신설선,4.19민주묘지,1787,1578,3365
1369,20200415,우이신설선,가오리,2202,2020,4222
1370,20200415,우이신설선,화계,1895,1796,3691
1371,20200415,우이신설선,삼양,1217,1274,2491
1372,20200415,우이신설선,삼양사거리,1539,1503,3042
1373,20200415,우이신설선,솔샘,2600,2392,4992
1374,20200415,우이신설선,북한산보국문,3287,3031,6318
1375,20200415,우이신설선,정릉,2556,2193,4749
1376,20200415,우이신설선,성신여대입구(돈암),1876,2338,4214
1377,20200415,우이신설선,신설동,1076,1076,2152
1378,20200416,우이신설선,북한산우이,2264,2151,4415
1379,20200416,우이신설선,솔밭공원,2051,1978,4029
1380,20200416,우이신설선,4.19민주묘지,2504,2419,4923
1381,20200416,우이신설선,가오리,3473,3358,6831
1382,20200416,우이신설선,화계,2851,2609,5460
1383,20200416,우이신설선,삼양,1758,1952,3710
1384,20200416,우이신설선,삼양사거리,2177,2195,4372
1385,20200416,우이신설선,솔샘,4936,4588,9524
1386,20200416,우이신설선,북한산보국문,4766,4726,9492
1387,20200416,우이신설선,정릉,3803,3497,7300
1388,20200416,우이신설선,성신여대입구(돈암),2536,2920,5456
1389,20200416,우이신설선,보문,1291,1276,2567
1390,20200416,우이신설선,신설동,1914,1908,3822
1391,20200417,우이신설선,북한산우이,1775,1491,3266
1392,20200417,우이신설선,솔밭공원,1842,1720,3562
1393,20200417,우이신설선,4.19민주묘지,2099,2067,4166
1394,20200417,우이신설선,가오리,3243,3164,6407
1395,20200417,우이신설선,화계,2726,2401,5127
1396,20200417,우이신설선,삼양,1683,1804,3487
1397,20200417,우이신설선,삼양사거리,1941,2029,3970
1398,20200417,우이신설선,솔샘,4802,4314,9116
1399,20200417,우이신설선,북한산보국문,4695,4334,9029
1400,20200417,우이신설선,정릉,3642,3315,6957
1401,20200417,우이신설선,성신여대입구(돈암),2416,2892,5308
1402,20200417,우이신설선,보문,1293,1283,2576
1403,20200417,우이신설선,신설동,1735,1778,3513
1404,20200418,우이신설선,북한산우이,3181,3209,6390
1405,20200418,우이신설선,솔밭공원,1431,1417,2848
1406,20200418,우이신설선,4.19민주묘지,2100,1896,3996
1407,20200418,우이신설선,가오리,2484,2216,4700
1408,20200418,우이신설선,화계,2096,1912,4008
1409,20200418,우이신설선,삼양,1305,1441,2746
1410,20200418,우이신설선,삼양사거리,1669,1644,3313
1411,20200418,우이신설선,솔샘,3038,2723,5761
1412,20200418,우이신설선,북한산보국문,3891,3458,7349
1413,20200418,우이신설선,정릉,3059,2483,5542
1414,20200418,우이신설선,성신여대입구(돈암),2184,2632,4816
1415,20200418,우이신설선,보문,1021,1022,2043
1416,20200418,우이신설선,신설동,1245,1204,2449
1417,20200419,우이신설선,북한산우이,2522,2679,5201
1418,20200419,우이신설선,솔밭공원,1069,976,2045
1419,20200419,우이신설선,4.19민주묘지,1613,1503,3116
1420,20200419,우이신설선,가오리,1723,1558,3281
1421,20200419,우이신설선,화계,1508,1316,2824
1422,20200419,우이신설선,삼양,905,954,1859
1423,20200419,우이신설선,삼양사거리,1179,1120,2299
1424,20200419,우이신설선,솔샘,1945,1787,3732
1425,20200419,우이신설선,북한산보국문,2582,2416,4998
1426,20200419,우이신설선,정릉,1798,1627,3425
1427,20200419,우이신설선,성신여대입구(돈암),1554,1723,3277
1428,20200419,우이신설선,보문,721,734,1455
1429,20200419,우이신설선,신설동,766,824,1590
1430,20200420,우이신설선,북한산우이,2018,1829,3847
1431,20200420,우이신설선,솔밭공원,1963,1952,3915
1432,20200420,우이신설선,4.19민주묘지,2337,2314,4651
1433,20200420,우이신설선,가오리,3414,3337,6751
1434,20200420,우이신설선,화계,2798,2674,5472
1435,20200420,우이신설선,삼양,1796,1980,3776
1436,20200420,우이신설선,삼양사거리,2143,2221,4364
1437,20200420,우이신설선,솔샘,4959,4667,9626
1438,20200420,우이신설선,북한산보국문,4798,4672,9470
1439,20200420,우이신설선,정릉,3628,3587,7215
1440,20200420,우이신설선,성신여대입구(돈암),2552,2832,5384
1441,20200420,우이신설선,보문,1291,1332,2623
1442,20200420,우이신설선,신설동,1879,1892,3771
1443,20200421,우이신설선,북한산우이,2346,2078,4424
1444,20200421,우이신설선,솔밭공원,2045,1986,4031
1445,20200421,우이신설선,4.19민주묘지,2402,2373,4775
1446,20200421,우이신설선,가오리,3569,3491,7060
1447,20200421,우이신설선,화계,2848,2742,5590
1448,20200421,우이신설선,삼양,1798,2063,3861
1449,20200421,우이신설선,삼양사거리,2139,2191,4330
1450,20200421,우이신설선,솔샘,5098,4799,9897
1451,20200421,우이신설선,북한산보국문,4941,4780,9721
1452,20200421,우이신설선,정릉,3780,3693,7473
1453,20200421,우이신설선,성신여대입구(돈암),2562,3036,5598
1454,20200421,우이신설선,보문,1276,1312,2588
1455,20200421,우이신설선,신설동,1973,1951,3924
1456,20200422,우이신설선,북한산우이,2084,1937,4021
1457,20200422,우이신설선,솔밭공원,1875,1831,3706
1458,20200422,우이신설선,4.19민주묘지,2253,2212,4465
1459,20200422,우이신설선,가오리,3450,3488,6938
1460,20200422,우이신설선,화계,2777,2606,5383
1461,20200422,우이신설선,삼양,1765,1951,3716
1462,20200422,우이신설선,삼양사거리,2057,2148,4205
1463,20200422,우이신설선,솔샘,4993,4613,9606
1464,20200422,우이신설선,북한산보국문,4818,4704,9522
1465,20200422,우이신설선,정릉,3751,3597,7348
1466,20200422,우이신설선,성신여대입구(돈암),2534,2883,5417
1467,20200422,우이신설선,보문,1316,1346,2662
1468,20200422,우이신설선,신설동,1824,1859,3683
1469,20200423,우이신설선,북한산우이,2768,2493,5261
1470,20200423,우이신설선,솔밭공원,2020,2012,4032
1471,20200423,우이신설선,4.19민주묘지,2441,2295,4736
1472,20200423,우이신설선,가오리,3516,3540,7056
1473,20200423,우이신설선,화계,2789,2655,5444
1474,20200423,우이신설선,삼양,1832,1974,3806
1475,20200423,우이신설선,삼양사거리,2057,2114,4171
1476,20200423,우이신설선,솔샘,5188,4703,9891
1477,20200423,우이신설선,북한산보국문,5062,4778,9840
1478,20200423,우이신설선,정릉,3826,3638,7464
1479,20200423,우이신설선,성신여대입구(돈암),2716,3111,5827
1480,20200423,우이신설선,보문,1374,1391,2765
1481,20200423,우이신설선,신설동,1941,1993,3934
1482,20200424,우이신설선,북한산우이,2464,2193,4657
1483,20200424,우이신설선,솔밭공원,2179,2037,4216
1484,20200424,우이신설선,4.19민주묘지,2494,2444,4938
1485,20200424,우이신설선,가오리,3617,3488,7105
1486,20200424,우이신설선,화계,3008,2751,5759
1487,20200424,우이신설선,삼양,1867,1927,3794
1488,20200424,우이신설선,삼양사거리,2241,2195,4436
1489,20200424,우이신설선,솔샘,5222,4672,9894
1490,20200424,우이신설선,북한산보국문,5303,4906,10209
1491,20200424,우이신설선,정릉,4069,3637,7706
1492,20200424,우이신설선,성신여대입구(돈암),2819,3330,6149
1493,20200424,우이신설선,보문,1305,1398,2703
1494,20200424,우이신설선,신설동,1968,1971,3939
1495,20200425,우이신설선,북한산우이,3400,3613,7013
1496,20200425,우이신설선,솔밭공원,1554,1385,2939
1497,20200425,우이신설선,4.19민주묘지,2010,1827,3837
1498,20200425,우이신설선,가오리,2463,2284,4747
1499,20200425,우이신설선,화계,2115,1962,4077
1500,20200425,우이신설선,삼양,1367,1426,2793
1501,20200425,우이신설선,삼양사거리,1688,1726,3414
1502,20200425,우이신설선,솔샘,3215,2800,6015
1503,20200425,우이신설선,북한산보국문,4050,3667,7717
1504,20200425,우이신설선,정릉,3082,2581,5663
1505,20200425,우이신설선,성신여대입구(돈암),2325,2852,5177
1506,20200425,우이신설선,보문,1021,1003,2024
1507,20200425,우이신설선,신설동,1291,1302,2593
1508,20200426,우이신설선,북한산우이,3318,3581,6899
1509,20200426,우이신설선,솔밭공원,1237,1232,2469
1510,20200426,우이신설선,4.19민주묘지,1799,1438,3237
1511,20200426,우이신설선,가오리,2010,1754,3764
1512,20200426,우이신설선,화계,1744,1566,3310
1513,20200426,우이신설선,삼양,1012,1083,2095
1514,20200426,우이신설선,삼양사거리,1404,1380,2784
1515,20200426,우이신설선,솔샘,2209,2069,4278
1516,20200426,우이신설선,북한산보국문,3091,2945,6036
1517,20200426,우이신설선,정릉,2196,1918,4114
1518,20200426,우이신설선,성신여대입구(돈암),1807,2086,3893
1519,20200426,우이신설선,보문,807,819,1626
1520,20200426,우이신설선,신설동,977,971,1948
1521,20200427,우이신설선,북한산우이,2461,2216,4677
1522,20200427,우이신설선,솔밭공원,2058,2024,4082
1523,20200427,우이신설선,4.19민주묘지,2491,2390,4881
1524,20200427,우이신설선,가오리,3672,3571,7243
1525,20200427,우이신설선,화계,2921,2720,5641
1526,20200427,우이신설선,삼양,1839,2032,3871
1527,20200427,우이신설선,삼양사거리,2243,2243,4486
1528,20200427,우이신설선,솔샘,5072,4772,9844
1529,20200427,우이신설선,북한산보국문,5056,4809,9865
1530,20200427,우이신설선,정릉,3900,3701,7601
1531,20200427,우이신설선,성신여대입구(돈암),2656,3081,5737
1532,20200427,우이신설선,보문,1389,1350,2739
1533,20200427,우이신설선,신설동,2000,1953,3953
1534,20200428,우이신설선,북한산우이,2583,2391,4974
1535,20200428,우이신설선,솔밭공원,2148,2070,4218
1536,20200428,우이신설선,4.19민주묘지,2457,2395,4852
1537,20200428,우이신설선,가오리,3609,3499,7108
1538,20200428,우이신설선,화계,2944,2743,5687
1539,20200428,우이신설선,삼양,1815,2049,3864
1540,20200428,우이신설선,삼양사거리,2235,2210,4445
1541,20200428,우이신설선,솔샘,5174,4837,10011
1542,20200428,우이신설선,북한산보국문,5093,4904,9997
1543,20200428,우이신설선,정릉,4036,3807,7843
1544,20200428,우이신설선,성신여대입구(돈암),2665,3121,5786
1545,20200428,우이신설선,보문,1316,1401,2717
1546,20200428,우이신설선,신설동,2027,1958,3985
1547,20200429,우이신설선,북한산우이,2778,2584,5362
1548,20200429,우이신설선,솔밭공원,2177,2079,4256
1549,20200429,우이신설선,4.19민주묘지,2639,2553,5192
1550,20200429,우이신설선,가오리,3747,3642,7389
1551,20200429,우이신설선,화계,3036,2821,5857
1552,20200429,우이신설선,삼양,2018,2143,4161
1553,20200429,우이신설선,삼양사거리,2338,2345,4683
1554,20200429,우이신설선,솔샘,5331,4903,10234
1555,20200429,우이신설선,북한산보국문,5326,4982,10308
1556,20200429,우이신설선,정릉,4181,3915,8096
1557,20200429,우이신설선,성신여대입구(돈암),2838,3337,6175
1558,20200429,우이신설선,보문,1430,1420,2850
1559,20200429,우이신설선,신설동,1994,2040,4034
1560,20200430,우이신설선,북한산우이,5032,5183,10215
1561,20200430,우이신설선,솔밭공원,1513,1425,2938
1562,20200430,우이신설선,4.19민주묘지,2310,1844,4154
1563,20200430,우이신설선,가오리,2532,2348,4880
1564,20200430,우이신설선,화계,2575,2199,4774
1565,20200430,우이신설선,삼양,1344,1360,2704
1566,20200430,우이신설선,삼양사거리,1660,1619,3279
1567,20200430,우이신설선,솔샘,2980,2590,5570
1568,20200430,우이신설선,북한산보국문,3798,3353,7151
1569,20200430,우이신설선,정릉,2855,2427,5282
1570,20200430,우이신설선,성신여대입구(돈암),2058,2391,4449
1571,20200430,우이신설선,보문,1019,981,2000
1572,20200430,우이신설선,신설동,1238,1212,2450
1573,20200501,우이신설선,신설동,1277,1297,2574
1574,20200501,우이신설선,보문,1069,1020,2089
1575,20200501,우이신설선,성신여대입구(돈암),2228,2700,4928
1576,20200501,우이신설선,정릉,3057,2537,5594
1577,20200501,우이신설선,북한산보국문,3981,3486,7467
1578,20200501,우이신설선,솔샘,3243,2885,6128
1579,20200501,우이신설선,삼양사거리,1743,1703,3446
1580,20200501,우이신설선,삼양,1459,1530,2989
1581,20200501,우이신설선,화계,2171,1922,4093
1582,20200501,우이신설선,가오리,2676,2441,5117
1583,20200501,우이신설선,4.19민주묘지,2067,1884,3951
1584,20200501,우이신설선,솔밭공원,1641,1459,3100
